school,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga
Prairie View,72.6,102.9,0.388,0.368,0.529,48.6,49.3,10.3,8.7,0.496,16,31.3,0.26
Presbyterian,64.8,102.1,0.29,0.439,0.53,47.7,49.1,8.4,5.6,0.504,15.5,26.5,0.199
Princeton,66.4,105.8,0.267,0.462,0.563,49,48.7,6.9,8.7,0.54,15.1,22.5,0.188
Providence,69.5,104,0.386,0.329,0.534,49.6,53.9,9.6,9.8,0.496,15.1,28.7,0.272
Purdue,68.2,117.5,0.356,0.401,0.606,51.8,57.9,8.3,12.5,0.577,14,27.3,0.265
Quinnipiac,67.9,102.8,0.37,0.479,0.539,49.2,51.3,7.9,6.9,0.503,16.9,27.8,0.261
Radford,63.4,104.3,0.307,0.397,0.528,52.3,52,9.7,9.1,0.494,16.1,33.6,0.223
Rhode Island,69.2,108.9,0.301,0.32,0.539,50,54.5,10.5,9.5,0.511,13.1,30.8,0.209
Rice,70.2,96.4,0.369,0.467,0.514,49.7,53.2,7.6,6,0.48,18.3,28.1,0.247
Richmond,68.3,103.8,0.297,0.363,0.55,46.8,57.7,11,6.6,0.521,15.2,23.2,0.213
Rider,74.8,109.1,0.421,0.338,0.545,51.7,49.2,10,10.1,0.526,15,33.4,0.256
Robert Morris,70.8,96.9,0.343,0.377,0.506,49.1,48.1,10.9,7.4,0.474,17.9,31.3,0.229
Rutgers,66.9,96.4,0.311,0.245,0.473,51.9,40.1,10.4,11.6,0.442,14.5,33.7,0.2
Sacramento State,67.5,99.4,0.288,0.316,0.526,47.1,52.5,7.9,9.6,0.5,15.8,24.1,0.197
Sacred Heart,69.5,98.3,0.296,0.329,0.512,55.2,50.4,6.9,6.6,0.486,18.1,33.1,0.196
Saint Francis (PA),70.9,109.8,0.341,0.363,0.571,48.3,48.4,9.4,6,0.534,14.3,26,0.26
Saint Joseph's,71.2,103.2,0.346,0.388,0.521,49.3,54.1,8.8,8.5,0.488,12.3,23.5,0.238
Saint Louis,64.7,101.2,0.463,0.33,0.513,53,53.8,9.2,13.1,0.475,16.6,33.8,0.302
Saint Mary's (CA),63.6,119.8,0.304,0.351,0.615,55.1,54.9,6.9,6.8,0.587,13.7,29.2,0.234
Saint Peter's,65,98,0.277,0.426,0.523,49,51.2,9.9,10.8,0.492,17.3,27.1,0.2
Sam Houston State,69.2,102.8,0.34,0.36,0.523,52.6,58.6,8.8,5.6,0.486,16.1,32.5,0.243
Samford,71.9,108,0.322,0.419,0.583,45.8,60.9,10,6.9,0.55,17,24.9,0.246
San Diego State,70.4,109.6,0.357,0.36,0.553,53.7,54.1,8.9,9.4,0.519,14.6,31.8,0.255
San Diego,67.3,103.5,0.39,0.447,0.567,49.7,59.2,8.1,10.7,0.533,17.5,23.2,0.277
San Francisco,67.5,101.3,0.294,0.437,0.522,50.8,55.3,7.9,9.6,0.496,15.3,27.2,0.199
San Jose State,69.3,94.1,0.345,0.3,0.524,52.7,54.6,6.4,7.5,0.491,20.6,28.3,0.239
Santa Clara,65.4,100.6,0.313,0.407,0.533,46.2,56.3,8.3,6.4,0.498,15.4,23.6,0.227
Savannah State,83.6,101.7,0.295,0.555,0.514,44.5,53.6,11.1,6.4,0.483,14.3,27.8,0.206
Seattle,70.4,107,0.353,0.427,0.561,52.4,52.6,6.9,9.6,0.525,17.3,30.5,0.261
Seton Hall,71.1,110.9,0.352,0.33,0.558,53.1,54.3,8.6,9.1,0.529,15.2,34,0.246
Siena,67.2,97.3,0.364,0.335,0.516,51.1,47.2,6.9,8.8,0.482,18.7,31.3,0.247
South Alabama,71.1,97.6,0.378,0.436,0.529,49.3,52.9,7.5,10.8,0.492,18.5,26.2,0.264
South Carolina State,73.4,99.5,0.362,0.315,0.516,47.6,42.5,7.1,6.3,0.478,16.3,30,0.253
South Carolina Upstate,71.1,105.7,0.225,0.466,0.535,46.4,51,8.5,7,0.511,14,27.1,0.163
South Carolina,69.7,99.9,0.421,0.373,0.507,52.4,56,7.8,9.6,0.461,16.6,33.8,0.295
South Dakota State,72.3,115.6,0.354,0.432,0.59,52.2,46.6,6.7,5.9,0.554,12.3,24.7,0.269
South Dakota,72.2,112.1,0.346,0.32,0.569,52.5,45.5,9.5,5.3,0.533,13.5,29.4,0.26
South Florida,65.5,96.3,0.331,0.339,0.518,49.2,53.6,7.8,6.6,0.48,18.7,28.8,0.24
Southeast Missouri State,69.1,109,0.376,0.427,0.578,48.5,53.1,8.2,4.9,0.544,16,26.4,0.274
Southeastern Louisiana,69.1,103.8,0.362,0.373,0.544,49.1,57.4,9.6,7.5,0.519,17.3,30.4,0.238
Southern California,68.7,111.7,0.299,0.362,0.564,50.7,55.7,9.1,11.2,0.538,13.4,30.1,0.211
SIU Edwardsville,70.4,99,0.33,0.372,0.514,48.8,50.8,6.8,7.6,0.478,16.7,29.3,0.233
Southern Illinois,66.9,103,0.328,0.332,0.549,48.9,55.3,11.1,10.6,0.521,16.7,25.9,0.228
Southern Methodist,64.4,107.8,0.305,0.404,0.546,50.3,58.2,11.5,9.9,0.52,15.4,32.7,0.209
Southern Mississippi,67.8,103.8,0.293,0.383,0.538,45.9,57.3,10.2,5.8,0.51,13,21.7,0.206
Southern Utah,73.2,102.4,0.37,0.374,0.544,48.5,45.4,7,8,0.504,15.5,23.5,0.273
Southern,69.8,98.1,0.409,0.271,0.493,51.6,47.5,8.1,9.9,0.449,15.8,33.4,0.279
St. Bonaventure,69.4,109.5,0.405,0.337,0.561,50.5,53.4,10,10.8,0.516,14.3,29.2,0.305
St. Francis (NY),70.9,101.2,0.313,0.415,0.521,47,45.5,10.1,7,0.487,15.2,27.2,0.223
St. John's (NY),71.1,100.9,0.301,0.353,0.528,45.9,48.7,11.8,15.7,0.492,14.7,23.7,0.223
Stanford,72.2,104.4,0.416,0.315,0.552,53.9,50.7,7.2,8.7,0.519,17.9,32.8,0.285
Stephen F. Austin,73.8,109.1,0.398,0.316,0.576,52.6,49.8,14,9.7,0.544,18.1,33.3,0.28
Stetson,73.1,102.3,0.252,0.354,0.525,47.5,51.9,9.7,7.4,0.503,13.2,24.1,0.17
Stony Brook,69.6,98.2,0.325,0.406,0.512,50.2,54.8,11.6,8.4,0.484,17.2,30.3,0.213
Syracuse,64.3,102.2,0.405,0.328,0.518,52.6,47.5,10.7,17.4,0.469,16.2,34.1,0.298
Temple,67.5,102.9,0.256,0.389,0.517,47.1,49.8,9.8,9,0.493,13.8,27.7,0.174
Tennessee-Martin,68.5,99.3,0.236,0.36,0.532,49.5,48.3,10,11.3,0.506,18.3,28.9,0.171
Tennessee State,67,97.8,0.375,0.422,0.538,49.7,48.7,10.4,10.4,0.496,19.2,26.3,0.277
Tennessee Tech,72.2,100.9,0.369,0.362,0.534,49.3,55.8,10.5,9.2,0.502,17.2,28.1,0.251
Tennessee,67.1,109.3,0.355,0.357,0.549,51.4,62.1,9.4,12.8,0.508,15.2,33.3,0.269
Texas A&M-Corpus Christi,69.9,96,0.379,0.275,0.523,50.7,46.7,9.6,9.3,0.482,19.7,29.7,0.272
Texas A&M,70.9,106,0.32,0.33,0.538,54.3,55.1,7.7,15.3,0.514,16.3,33.7,0.212
Texas-Arlington,74.1,104.5,0.347,0.398,0.552,52.2,58.8,9.1,12.4,0.523,17.5,30.4,0.24
Texas Christian,70,115,0.342,0.352,0.59,54.5,62.8,9.1,9.4,0.566,15.4,34,0.241
Texas-El Paso,69.5,97.2,0.312,0.384,0.525,46.6,43.5,6,8.7,0.499,16,19.6,0.209
Texas-Rio Grande Valley,75.8,98.8,0.405,0.322,0.507,48.3,59.9,10,8.4,0.454,15.4,28.2,0.3
Texas-San Antonio,74.1,105.3,0.295,0.44,0.54,51.1,50.6,8.4,7.5,0.516,14.8,27.4,0.199
Texas Southern,72.7,105.7,0.429,0.37,0.548,48.5,47.4,7.8,9.3,0.505,15.1,28.2,0.311
Texas State,65.4,100.7,0.365,0.364,0.524,52.4,58,8.2,8.5,0.494,17.4,32.5,0.241
Texas Tech,68.5,108.2,0.393,0.335,0.555,52.6,54.9,10.3,12.8,0.52,15.4,32.3,0.276
Texas,66.9,103.9,0.33,0.381,0.527,50,44.7,8.9,12.8,0.5,14.6,29.3,0.219
Toledo,69.9,113,0.371,0.417,0.585,51.2,57.8,5.3,9.3,0.551,14.7,27.7,0.273
Towson,68.7,109.5,0.35,0.306,0.55,53.8,42.9,9.4,12.7,0.522,15.4,35.1,0.24
Troy,69.9,106.5,0.343,0.449,0.551,49.8,51.3,7.1,10,0.515,15.4,27.3,0.252
Tulane,69.7,104.1,0.345,0.373,0.548,49,60.4,7.2,10.5,0.515,16.5,27.3,0.246
Tulsa,68.1,106.6,0.416,0.41,0.549,52,51.9,6.5,6.4,0.507,16.1,32,0.302
UCLA,71.5,111.1,0.355,0.404,0.569,51.8,53.4,7.6,10.3,0.537,14.5,28.3,0.256
Utah State,68.8,106,0.329,0.457,0.565,49.7,54.8,7.2,5.6,0.538,16.7,25.6,0.232
Utah Valley,70.1,111,0.378,0.361,0.587,54.7,59.3,8.5,10.6,0.552,17.3,32.1,0.28
Utah,67.2,108.5,0.344,0.457,0.581,49.2,60.7,7.6,9.1,0.545,15.8,23.8,0.261
Valparaiso,69.8,100.8,0.387,0.358,0.547,50.9,51.1,10.5,9.3,0.51,18.5,27.7,0.274
Vanderbilt,66.5,108,0.362,0.461,0.557,50.4,50.6,7.2,8.7,0.518,15.4,28.7,0.269
Vermont,65.2,113.3,0.419,0.36,0.598,53.5,53.2,5.9,7.4,0.56,15.2,26.3,0.316
Villanova,70.2,122.2,0.294,0.475,0.623,52.4,53.7,9.1,10.5,0.595,13.3,29.1,0.229
Virginia Commonwealth,71.4,105.3,0.281,0.386,0.549,51,55.4,8.8,7.4,0.526,16.3,29,0.194
VMI,70.5,92.4,0.276,0.407,0.5,47.4,51.7,10.5,8.7,0.463,18.4,25.4,0.204
Virginia Tech,69.9,112.9,0.365,0.399,0.602,48.8,58.2,8.2,6.6,0.577,15.3,23.7,0.259
Virginia,60.6,110.4,0.245,0.35,0.555,51.2,54,11.2,12.3,0.527,12.3,26.9,0.184
Wagner,69.6,106.2,0.359,0.392,0.533,53.7,52.4,9.5,11.5,0.496,16.4,36.3,0.255
Wake Forest,69.9,104.9,0.319,0.353,0.54,51,53.9,8.4,10.4,0.505,16.2,30.5,0.235
Washington State,69.4,104.7,0.247,0.504,0.566,47.1,56.2,7.6,6.2,0.541,17.3,24.6,0.182
Washington,70.7,104.4,0.367,0.338,0.55,48.1,44.2,11.3,13.8,0.517,16.4,28.9,0.257
Weber State,70,110.7,0.35,0.39,0.606,49.3,50.8,7.3,9.6,0.573,15.5,19.1,0.268
West Virginia,70.6,113,0.313,0.384,0.543,52.5,54.2,11.5,15.9,0.504,13.3,36.5,0.24
Western Carolina,71,96.3,0.317,0.373,0.505,48,55.2,11.2,8.9,0.473,18,30.5,0.216
Western Illinois,69.9,101.5,0.284,0.328,0.552,50,41.1,6.9,10.5,0.525,16.1,21,0.203
Western Kentucky,69.7,112.1,0.398,0.269,0.574,51.5,47.9,10.2,9.6,0.54,14.5,29.7,0.285
Western Michigan,69.4,107.8,0.342,0.352,0.536,50.8,47.9,9.4,9.8,0.499,13.3,30.6,0.249
Wichita State,70,117.3,0.348,0.392,0.583,57.1,63.7,6.6,11.1,0.551,14.1,35.5,0.257
William & Mary,71.4,117.6,0.332,0.436,0.639,50.4,60.2,7.8,10.5,0.605,15.6,22.4,0.269
Winthrop,72.4,109.8,0.346,0.439,0.587,51.3,53,9.4,12.4,0.559,17,27.2,0.25
Wisconsin,63.4,104.9,0.327,0.364,0.539,49.7,51.8,8.6,9.7,0.509,14.7,28.4,0.228
Wofford,67.8,111.9,0.282,0.454,0.596,50.3,57.9,9.5,8.3,0.566,16,25.2,0.22
Wright State,70,101.4,0.358,0.348,0.529,51.8,52.7,9.4,6.5,0.491,16.3,28.8,0.256
Wyoming,74.7,103.3,0.403,0.45,0.564,47.1,59.3,8.4,9.8,0.523,16.1,19.2,0.298
Xavier,72.4,115.4,0.41,0.358,0.601,55.1,57.3,8,8.4,0.559,15.2,29.9,0.32
Yale,70.1,105.5,0.307,0.422,0.562,49.8,61,9.3,8.2,0.533,16.5,26,0.221
Youngstown State,74.2,100.7,0.276,0.337,0.505,50.8,49.3,11.1,10.4,0.483,16.2,35.6,0.176
