school,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga
Pittsburgh,68.6,101.1,0.423,0.369,0.521,50,50.3,10,11.1,0.479,16.8,32.1,0.295
Portland State,72.2,106.3,0.371,0.381,0.522,54.7,50.7,11.3,11.5,0.483,15.9,38.8,0.26
Portland,68.4,94.2,0.391,0.389,0.513,46.3,52.2,7.9,11.1,0.477,17.3,21.1,0.262
Prairie View,72.5,103.5,0.425,0.341,0.53,46.7,49.3,12.2,4.6,0.493,15.2,29.8,0.289
Presbyterian,69.6,112,0.313,0.481,0.57,49.4,58.5,8.5,5.8,0.541,12.7,25.3,0.228
Princeton,69.8,98.4,0.301,0.408,0.511,50.4,43.1,8.5,6.9,0.473,15.7,26.3,0.223
Providence,68.8,101.9,0.391,0.35,0.519,51.1,58.8,10.6,11.3,0.48,16,31.7,0.27
Purdue,66.1,114.4,0.299,0.455,0.563,53.7,53.6,9.1,12.6,0.536,13.5,33.8,0.215
Quinnipiac,67.6,106.9,0.373,0.534,0.563,50.8,53.2,7.4,5.2,0.528,16.9,29.2,0.271
Radford,66.5,110.4,0.266,0.388,0.559,52.7,52.3,8.9,10.1,0.534,14.1,29.9,0.19
Rhode Island,68.2,100.8,0.368,0.321,0.51,51.2,48.8,10.3,11.4,0.474,15.3,31.2,0.25
Rice,71.8,101.1,0.39,0.427,0.535,51.2,53.5,7.3,8.6,0.5,16.5,26.5,0.268
Richmond,66.6,105.3,0.307,0.402,0.561,44.9,61.1,11.3,8.8,0.541,14,18.7,0.203
Rider,74.1,103.2,0.399,0.344,0.529,50.4,53.1,12.2,10.1,0.506,15.6,30.3,0.246
Robert Morris,68.2,101.1,0.32,0.396,0.534,50.5,56.6,10.6,8.1,0.503,18.1,30.4,0.224
Rutgers,68.1,99,0.317,0.332,0.497,52.8,50.6,9.4,11.3,0.47,16.1,33.4,0.202
Sacramento State,69.4,101.2,0.329,0.293,0.528,50,53.5,11,10,0.496,16.3,28.3,0.228
Sacred Heart,74,107.6,0.375,0.354,0.564,53.1,53.2,7.2,10.8,0.523,17,31.3,0.283
Saint Francis (PA),70.8,107.7,0.343,0.356,0.532,52,46.7,9.5,7.9,0.497,14.5,34.2,0.242
Saint Joseph's,68.8,102.2,0.317,0.447,0.521,48.3,50.1,8.2,10.1,0.48,12,21.5,0.238
Saint Louis,67,99.4,0.394,0.329,0.492,54.5,53.8,10.5,11.9,0.467,16,35.7,0.236
Saint Mary's (CA),64.3,112.2,0.291,0.352,0.568,54.4,37.9,9.2,6.9,0.538,14.1,30.8,0.216
Saint Peter's,64.3,95.9,0.348,0.346,0.527,50.9,42.6,8.2,17.7,0.487,20.4,29.2,0.253
Sam Houston State,68.6,107.3,0.258,0.418,0.549,51.3,62.4,10.5,8.9,0.519,15.5,31,0.194
Samford,71.2,107.1,0.341,0.352,0.57,50.3,50.1,9.9,10.9,0.537,17,28.1,0.25
San Diego State,68.9,104.1,0.35,0.372,0.539,51.2,57.6,8.4,10.1,0.503,15.8,29.4,0.251
San Diego,68,104.4,0.32,0.404,0.562,51.9,56.5,8.2,8.4,0.527,16.8,24.7,0.239
San Francisco,67.3,112.1,0.307,0.393,0.556,52.2,50.8,8.9,8.9,0.536,13.1,30.8,0.201
San Jose State,71.3,91.7,0.351,0.363,0.496,49.7,59.3,5.9,5.1,0.463,19,27.9,0.23
Santa Clara,67.4,100,0.343,0.401,0.55,49.2,56.6,6.9,9.5,0.517,18.4,24.3,0.246
Savannah State,78.1,97,0.255,0.576,0.506,46.2,56,9.6,7.9,0.481,17,28.2,0.173
Seattle,69.7,104.4,0.343,0.33,0.535,52.3,45.3,6.1,9.3,0.499,15.1,29.5,0.246
Seton Hall,70.1,104.1,0.345,0.367,0.533,50,51.7,9.8,11.2,0.499,15.2,29.6,0.243
Siena,61.5,103.1,0.247,0.477,0.536,46.8,53.8,9.2,8.3,0.515,13.9,23.2,0.168
South Alabama,68.9,104.6,0.355,0.404,0.563,47.6,54.3,8.5,11.5,0.536,17.2,25.6,0.244
South Carolina State,69.2,100.3,0.408,0.308,0.529,50.6,47.6,7,5.4,0.48,17.9,32.2,0.303
South Carolina Upstate,69.4,96.9,0.263,0.436,0.515,46.7,56,9.2,8.1,0.486,17.3,26.2,0.187
South Carolina,71.2,101.7,0.364,0.347,0.52,49.9,51.2,8.8,12.7,0.486,16.2,32,0.248
South Dakota State,72.8,116.1,0.323,0.408,0.615,53.3,49.7,8.4,6,0.584,14.6,23.7,0.251
South Dakota,68.1,103.3,0.352,0.4,0.545,47.9,52.4,8,6.4,0.506,14.3,22,0.26
South Florida,69.5,101.9,0.48,0.386,0.529,54.7,57.2,11.3,9.7,0.494,18.8,35.7,0.31
Southeast Missouri State,70.2,99.8,0.287,0.397,0.539,48.8,50.5,8.2,6.9,0.514,17.9,25.7,0.198
Southeastern Louisiana,67.6,99.6,0.369,0.401,0.545,52.2,59.1,9.6,7.1,0.509,20.8,32.5,0.265
Southern California,71,105.8,0.276,0.36,0.546,48.7,57.2,8.5,9.4,0.528,14.5,26.9,0.178
SIU Edwardsville,71.9,98.4,0.357,0.35,0.51,48.2,48.1,8.6,6.1,0.471,16.5,28.7,0.251
Southern Illinois,66.8,102.7,0.32,0.331,0.554,50.8,54.6,9.9,11.7,0.528,18.4,28.6,0.219
Southern Methodist,66.5,108.2,0.278,0.41,0.54,50.9,52.9,8.9,11.3,0.512,14.1,32.6,0.199
Southern Mississippi,67.4,106.8,0.253,0.369,0.553,50.1,61.5,11.3,11,0.537,13.8,24.3,0.166
Southern Utah,73.5,101.5,0.379,0.4,0.546,50.2,48.4,7.9,9.1,0.509,16.5,23.2,0.27
Southern,68.3,94.6,0.344,0.318,0.522,47.9,49.5,9.8,8.1,0.492,20.4,29.4,0.23
St. Bonaventure,65.1,99.8,0.282,0.332,0.518,50.6,50.8,8.8,15.4,0.483,16.2,28.9,0.209
St. Francis (NY),70.6,100.3,0.292,0.405,0.518,49.1,46,8.3,10.6,0.491,15.4,27.4,0.198
St. John's (NY),72.6,105,0.295,0.385,0.548,45.8,50,12.1,9.8,0.518,13,21.4,0.212
Stanford,71.8,100.8,0.361,0.366,0.54,51.4,48.5,8.3,10.7,0.511,18.3,29.8,0.242
Stephen F. Austin,69.8,99.7,0.358,0.347,0.53,49,46.7,9.1,11.9,0.499,18.2,30.3,0.244
Stetson,71.6,96.5,0.256,0.349,0.489,47.8,52.6,9.4,8.5,0.459,15.2,29,0.177
Stony Brook,69.9,101.4,0.359,0.369,0.521,54.2,45.6,9,13,0.481,17.4,33.4,0.259
Syracuse,67.2,103.4,0.368,0.432,0.529,48.4,50.5,12.1,16.8,0.496,15.9,30,0.252
Temple,70.5,104.4,0.325,0.374,0.534,48.2,54.5,12,6.2,0.499,13.8,26.1,0.236
Tennessee-Martin,71.2,105.9,0.276,0.379,0.544,48.6,51.6,10,7.9,0.511,16.2,31.3,0.208
Tennessee State,73.1,98.6,0.361,0.412,0.536,50,45.5,9.9,7.5,0.501,19.6,29.3,0.253
Tennessee Tech,72.9,92.4,0.362,0.348,0.503,48.3,52.4,9.9,11.1,0.476,19.8,28.4,0.228
Tennessee,69.4,116.2,0.333,0.32,0.587,52.3,59.7,8.5,15.2,0.554,13.7,30.9,0.251
Texas A&M-Corpus Christi,67.3,97.9,0.3,0.344,0.516,52.6,54.7,9.1,9,0.485,18.1,31.4,0.209
Texas A&M,69.4,101.5,0.343,0.36,0.526,50.7,46.7,9.7,12.7,0.493,17.2,32.7,0.237
Texas-Arlington,69,98.5,0.345,0.405,0.514,51.6,53.9,9.1,8.3,0.471,17.4,31,0.256
Texas Christian,69.4,104.9,0.317,0.375,0.547,51.7,60.4,9.8,11.5,0.521,16.7,30.9,0.216
Texas-El Paso,70,90.9,0.363,0.389,0.498,50.4,48,6.6,7.9,0.464,20,27.3,0.24
Texas-Rio Grande Valley,71.9,98.4,0.432,0.297,0.511,45.8,56.2,12.9,8,0.466,15.5,25.9,0.3
Texas-San Antonio,74,103.5,0.259,0.413,0.534,49.2,46.9,8.9,6.9,0.504,14.8,25.8,0.191
Texas Southern,76.3,104.9,0.415,0.358,0.545,50.7,54.6,10.4,7.3,0.513,17.1,31.6,0.277
Texas State,68.5,105.3,0.352,0.377,0.537,54.3,56.3,10,7.7,0.506,16.5,33.7,0.24
Texas Tech,67.6,106.9,0.329,0.36,0.567,50.8,52.3,10.7,15.4,0.535,15.8,26.3,0.241
Texas,66.4,105.9,0.297,0.435,0.537,49.3,52.3,9.1,11.4,0.509,14.1,27.8,0.207
Toledo,69.7,109.4,0.267,0.432,0.566,52.5,59.7,7.3,11.5,0.534,15.2,28.2,0.206
Towson,64.5,102.7,0.286,0.296,0.514,53.7,39.4,7.3,9.7,0.484,15.6,34.6,0.199
Troy,69.6,103.6,0.32,0.41,0.55,48.8,50.7,8.1,12.3,0.518,17.1,27.1,0.231
Tulane,72,93.4,0.328,0.376,0.505,48.6,60.6,6.6,9.1,0.471,18.5,26.2,0.226
Tulsa,69.9,101.9,0.434,0.376,0.55,48.7,55.4,7.8,7,0.512,16.2,22.5,0.301
UCLA,73.7,105,0.382,0.358,0.543,52.8,51.4,7.9,10.7,0.52,16.4,30.8,0.242
Utah State,70,111.5,0.367,0.379,0.575,56.2,62.4,8.7,12.2,0.538,15.8,31.9,0.274
Utah Valley,70.4,109.5,0.396,0.384,0.588,53.1,52,8.2,6.7,0.555,17.5,28.3,0.287
Utah,67.9,110.9,0.355,0.465,0.578,52.3,54.7,6.8,7,0.55,16.8,30.7,0.251
Valparaiso,66.4,99.5,0.334,0.328,0.534,50.8,53.7,9.1,8.6,0.502,17.5,27,0.233
Vanderbilt,68.9,98.5,0.406,0.422,0.522,50.1,50.4,7,10.4,0.486,17.9,28.9,0.273
Vermont,66.5,110.2,0.359,0.403,0.568,53.2,46.2,8.3,11.9,0.53,14.6,27.3,0.269
Villanova,65,112.2,0.344,0.535,0.565,51.3,56.9,8.2,8.7,0.532,14.2,30.1,0.251
Virginia Commonwealth,69,102.1,0.357,0.412,0.535,50.8,54.9,11.5,12.2,0.501,17.3,31,0.251
VMI,73.5,102.6,0.294,0.455,0.541,47.2,52.4,9.1,5.1,0.509,14.8,23,0.215
Virginia Tech,64.4,113.3,0.319,0.437,0.588,51.9,59.5,10.4,8.4,0.556,15.2,29.2,0.243
Virginia,60.8,116.3,0.291,0.395,0.58,53.9,55.9,9,13,0.552,12.8,29.7,0.216
Wagner,66.4,98.7,0.339,0.456,0.501,52,53.6,9.2,12,0.456,17.4,33.9,0.252
Wake Forest,68.8,98.6,0.376,0.353,0.496,52.2,46.1,7,7.2,0.448,16.3,33.7,0.273
Washington State,71.6,104.4,0.303,0.445,0.562,48.2,57.4,7.4,7.8,0.528,17.1,25.2,0.229
Washington,67.4,103.2,0.347,0.399,0.551,47.6,47.5,13.3,16.3,0.521,17.4,28.8,0.241
Weber State,73.4,107.2,0.366,0.354,0.576,48.9,41.6,7.3,10,0.54,14.4,19.7,0.273
West Virginia,71.7,101.5,0.389,0.391,0.514,53.1,54.2,8.5,9.4,0.475,17.7,36.6,0.268
Western Carolina,71.3,99.8,0.36,0.459,0.564,52.4,49.1,5.8,4.6,0.539,22,28.7,0.243
Western Illinois,69.5,101.6,0.237,0.337,0.531,48.9,39,7.6,11.4,0.505,14.6,22.7,0.173
Western Kentucky,69,102.1,0.379,0.318,0.539,51.6,48.9,9.9,14.4,0.499,17.1,29,0.274
Western Michigan,70.2,98.5,0.373,0.397,0.524,51.5,48.3,6.4,6.5,0.487,18.6,30,0.258
Wichita State,69.3,101.4,0.288,0.391,0.504,52.1,53.7,6.8,10.3,0.469,14.7,32.1,0.209
William & Mary,69.2,106.1,0.325,0.415,0.567,49.9,62.9,7.2,12.4,0.546,16,24.2,0.217
Winthrop,75.1,110,0.301,0.531,0.582,53.4,53.8,5.9,7.2,0.554,17.5,29.8,0.222
Wisconsin,64.8,103.9,0.273,0.346,0.531,49.8,49.2,7.9,11,0.511,13,24.3,0.177
Wofford,68.5,119.2,0.271,0.436,0.598,54.5,50.6,9.6,9.1,0.58,13.5,32.5,0.19
Wright State,67.4,108.1,0.341,0.403,0.543,52.3,54.7,9,6.1,0.506,14.6,31.3,0.251
Wyoming,70.2,93.3,0.399,0.435,0.534,44.7,48,7.8,7.9,0.492,18.6,15.6,0.288
Xavier,66.5,107,0.326,0.374,0.553,53.4,56.3,8.1,10.6,0.528,16.5,32.2,0.221
Yale,72.9,109.7,0.307,0.35,0.584,52.9,56.3,8,11.2,0.556,15.9,25.8,0.227
Youngstown State,70.6,104.8,0.246,0.433,0.526,51.5,51.1,9.1,9.9,0.501,15.6,33.7,0.172
