school,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga
Prairie View,68.3,98.4,0.406,0.334,0.508,46.8,44.5,10.1,6.8,0.474,17.4,31.3,0.263
Presbyterian,66.7,98.1,0.307,0.312,0.53,45.3,48.2,6.6,7.7,0.503,16.8,23.1,0.208
Princeton,64.6,107.6,0.376,0.486,0.564,50.1,61.2,9.6,9.7,0.53,15.1,25.6,0.271
Providence,64.9,109.1,0.419,0.317,0.539,52.4,56.1,8.3,12,0.483,14.6,35.4,0.328
Purdue,67.9,104.1,0.381,0.279,0.508,52.4,51,8.1,13.8,0.472,14.7,36.2,0.255
Quinnipiac,70.9,110.3,0.481,0.246,0.521,57.4,48.4,5,10.2,0.468,14.3,42.3,0.345
Radford,68.7,113,0.403,0.3,0.563,50.5,47.3,10.2,9,0.532,13.6,32.9,0.277
Rhode Island,67.4,100.2,0.457,0.278,0.523,51.5,51.1,7.3,13,0.487,17.9,32.7,0.299
Rice,64.9,93.3,0.333,0.463,0.506,46.2,65,7,5.3,0.478,17.7,22.1,0.216
Richmond,64.7,101.3,0.41,0.365,0.517,45.8,46.5,8.9,11.5,0.481,14.2,25.9,0.274
Rider,68.2,106.8,0.457,0.35,0.553,49.5,50.7,8.8,8.1,0.506,16.5,31.4,0.334
Robert Morris,66.9,107.3,0.366,0.346,0.543,49.3,50,10.6,5.4,0.504,14.7,30.9,0.267
Rutgers,69.4,102.5,0.368,0.307,0.517,49.6,50.8,8.3,11.4,0.478,15.5,32.8,0.26
Sacramento State,63.7,107.4,0.36,0.307,0.553,50,54.7,8.2,4.1,0.517,15.3,29.9,0.261
Sacred Heart,68.5,100.7,0.357,0.328,0.503,48.6,51.2,7.7,5.9,0.467,15,32.4,0.245
Saint Francis (PA),63.2,97.9,0.327,0.417,0.503,45.7,53.5,9,7.2,0.476,14.9,26,0.21
Saint Joseph's,66,108.1,0.436,0.369,0.563,52,56.7,6.7,11.9,0.539,15.9,29,0.281
Saint Louis,67.4,102.4,0.404,0.322,0.533,51,58.1,10.9,9.9,0.494,16.2,29.4,0.281
Saint Mary's (CA),63.5,112.1,0.48,0.352,0.56,53.2,52.5,9.1,8.9,0.518,15.5,36.2,0.34
Saint Peter's,63.7,98.5,0.422,0.319,0.505,49.6,46,10,12.4,0.458,16.1,30.9,0.297
Sam Houston State,67.1,111.2,0.512,0.337,0.562,51.4,63,9.9,9.5,0.528,16,34.6,0.342
Samford,67.9,103.5,0.386,0.272,0.549,47.8,53,8.2,8,0.519,16.6,27.9,0.261
San Diego State,63.9,109.2,0.449,0.258,0.519,53.6,40.8,11.8,14.1,0.481,12.7,36.7,0.298
San Diego,63.8,105.7,0.4,0.331,0.547,50.4,50.2,9,11,0.512,16.1,30,0.278
San Francisco,66.3,111.2,0.444,0.34,0.561,52,55.6,8,7.2,0.535,14.7,33.3,0.288
San Jose State,65.5,94.3,0.337,0.473,0.495,49.3,54.8,6.5,7.6,0.453,17.5,28.7,0.244
Santa Clara,65.6,107.7,0.38,0.366,0.535,47.3,51.1,9.2,10.4,0.492,13.1,29.3,0.278
Savannah State,65.3,93.1,0.394,0.304,0.501,48.7,48.2,10.6,13.4,0.467,20.4,32.1,0.257
Seattle,68.4,103,0.339,0.365,0.512,53.7,51.8,9.2,8.5,0.484,16.7,38.2,0.221
Seton Hall,66.1,106.7,0.431,0.392,0.564,49.6,55.4,9.9,7.6,0.524,16.1,26.4,0.311
Siena,67.2,101.8,0.417,0.238,0.508,51.9,56.6,8.6,12.6,0.458,16.8,38.4,0.3
South Alabama,66.7,101.7,0.382,0.408,0.509,50.7,48.7,7.3,10.1,0.471,15.3,32.7,0.261
South Carolina State,66.6,92.6,0.343,0.307,0.474,49.7,53.8,8.3,9,0.439,18.5,35.1,0.224
South Carolina Upstate,66.6,107.6,0.379,0.342,0.538,52.4,59.8,9.8,10.5,0.507,15.6,36.1,0.256
South Carolina,66.8,102.2,0.457,0.278,0.515,52.3,54.4,9.4,11.3,0.465,17.7,39.4,0.323
South Dakota State,67,107.9,0.437,0.352,0.558,54.2,54.7,8.1,8.7,0.508,15.5,30.5,0.33
South Dakota,66.9,103.5,0.386,0.334,0.546,49.5,53.4,8.1,10.1,0.501,16.3,27.3,0.29
South Florida,66.2,97.9,0.438,0.217,0.503,50,53.5,8.7,9.2,0.462,16.4,31.6,0.29
Southeast Missouri State,71.8,114,0.386,0.315,0.583,52.8,55.5,9.8,11.1,0.556,15.5,33,0.267
Southeastern Louisiana,66.7,103.4,0.403,0.347,0.543,46.8,49.2,6.8,10.6,0.506,15.9,25.6,0.281
Southern California,70.4,99.1,0.417,0.275,0.517,50.1,50.4,7.6,10.9,0.479,17,31,0.28
SIU Edwardsville,69.1,105.2,0.376,0.344,0.56,47.7,54.1,9.9,8,0.535,17.5,29,0.25
Southern Illinois,63.6,104.7,0.432,0.262,0.534,51.5,42.3,11.2,6.9,0.498,16.3,34.4,0.29
Southern Methodist,66,107.6,0.438,0.237,0.561,53.5,59.8,11.6,13.7,0.528,17.4,35,0.299
Southern Mississippi,65.3,110,0.507,0.306,0.555,55,58.1,12.5,7.5,0.517,16.6,38.3,0.344
Southern Utah,65.1,90.2,0.394,0.274,0.493,44.3,53,6.8,8.9,0.449,18.8,24.2,0.272
Southern,68.1,103.7,0.394,0.304,0.527,52.6,50.9,9.1,13.4,0.503,16.4,33.3,0.244
St. Bonaventure,68.2,107.5,0.411,0.253,0.538,52,51.8,10.2,12,0.496,15.8,36.5,0.295
St. Francis (NY),67,101.8,0.363,0.341,0.519,52.2,51.1,8.3,13.2,0.485,16.5,33.6,0.248
St. John's (NY),67.3,106.1,0.371,0.241,0.524,50.3,50.1,9.9,19.9,0.487,13.4,31.1,0.259
Stanford,67.1,108,0.45,0.293,0.553,51.3,46.3,7.9,11.6,0.513,14.7,29.3,0.316
Stephen F. Austin,65.5,115.2,0.402,0.36,0.561,53.8,62.3,11.1,8.6,0.525,14.2,38.4,0.286
Stetson,64.1,95.8,0.362,0.332,0.502,45.1,54.2,8.7,10.7,0.468,16.7,27.8,0.24
Stony Brook,66.4,106.9,0.382,0.273,0.54,54.2,50.5,8.8,10.1,0.501,16,34.6,0.275
Syracuse,60.5,111.6,0.382,0.27,0.522,52.8,49.1,13.1,17.2,0.482,12.1,38.1,0.27
Temple,68.4,105.9,0.317,0.307,0.515,48.5,50.8,8.3,8.3,0.48,12.8,32.3,0.224
Tennessee-Martin,71.2,104.3,0.37,0.34,0.524,46.5,53.8,10.6,7.1,0.482,14.1,29.7,0.268
Tennessee State,66.8,102.4,0.434,0.305,0.519,49.5,44.4,8.1,7.9,0.474,15.7,32.6,0.304
Tennessee Tech,69.2,104.1,0.446,0.312,0.542,52.3,49.6,10.7,13,0.505,18.2,35.1,0.302
Tennessee,62.8,114.2,0.416,0.308,0.545,56.2,50.9,8.2,12,0.503,13.7,39.8,0.299
Texas A&M-Corpus Christi,64,107.7,0.451,0.23,0.549,51.7,50.8,10.3,8.5,0.516,15.9,34.4,0.299
Texas A&M,64,99.2,0.388,0.341,0.51,48,56.7,9.8,11.3,0.479,15.2,27.5,0.249
Texas-Arlington,70.4,106.4,0.421,0.401,0.546,50.3,47.9,7.1,10.7,0.506,16.1,31.8,0.297
Texas Christian,66.6,95.5,0.437,0.28,0.503,43.2,54.1,9,8.3,0.448,15.6,24.4,0.32
Texas-El Paso,65.1,105.3,0.513,0.267,0.55,51.2,57.5,7.6,11,0.509,17.5,32.2,0.351
Texas-Rio Grande Valley,66.9,96.3,0.361,0.304,0.491,46.7,53,10.3,7,0.455,15.4,29.3,0.239
Texas-San Antonio,68.2,100.6,0.541,0.354,0.532,50.9,48.3,8.8,5.3,0.482,19.6,34.8,0.373
Texas Southern,68.2,109.8,0.491,0.325,0.565,52.2,55.5,6.6,8.5,0.521,16.6,33.8,0.352
Texas State,63.3,96.5,0.342,0.296,0.51,51.2,49.4,9.2,8.5,0.48,18.6,31.2,0.227
Texas Tech,63.5,107.2,0.387,0.262,0.538,52.4,46.7,9.6,11.1,0.497,15.9,37.6,0.282
Texas,69.1,107,0.434,0.26,0.514,54.6,49.9,8.2,15.8,0.474,14.4,39.6,0.291
Toledo,68.6,114.6,0.444,0.281,0.557,51.7,54.7,9.8,7.9,0.514,12.5,35.2,0.322
Towson,65.5,111.3,0.523,0.312,0.552,53.6,40.9,6.2,12.3,0.51,14.8,36.1,0.359
Troy,65.7,102.6,0.444,0.382,0.519,50.1,48.8,8.8,6.5,0.481,15.6,32.5,0.294
Tulane,63.5,99.9,0.49,0.347,0.522,49.9,45.2,7.5,8.3,0.474,17.4,31,0.34
Tulsa,68.7,105,0.471,0.318,0.532,50.3,51.1,9.9,10.5,0.492,14.5,30.2,0.318
UCLA,70,115.1,0.382,0.275,0.579,51.2,59.3,13.1,9,0.541,12.7,29.8,0.286
Utah State,62.8,109.4,0.339,0.313,0.551,54.4,65.2,5.4,9.8,0.515,14.9,33.6,0.249
Utah Valley,63.8,105.4,0.388,0.358,0.544,50.9,62,7.8,7.6,0.498,15.2,28.7,0.293
Utah,66.7,111.4,0.406,0.326,0.583,52.7,58,10,11.8,0.545,15.7,29.6,0.302
Valparaiso,66.3,107,0.455,0.359,0.577,53.1,53.8,8.3,13.5,0.535,19.3,32.8,0.334
Vanderbilt,64.3,99.6,0.412,0.375,0.524,48.9,58.6,7.2,11.7,0.491,17.8,29.9,0.271
Vermont,64.1,110,0.469,0.291,0.57,53.6,54,11.2,12.4,0.527,16.2,32.7,0.34
Villanova,67.6,113.2,0.445,0.448,0.574,52.6,60.1,10.1,11.2,0.536,14.9,32.6,0.318
Virginia Commonwealth,70.4,105,0.352,0.339,0.512,50.6,49.8,15.6,11.5,0.479,14.2,34.3,0.237
VMI,75.8,113.9,0.345,0.394,0.544,49.5,45.1,9.4,12.6,0.51,11.6,34,0.246
Virginia Tech,63.6,97.8,0.381,0.364,0.504,51.8,50.8,5.1,13.3,0.471,16.8,31.7,0.247
Virginia,60.6,108.8,0.42,0.297,0.542,54.7,56.6,8.6,12,0.508,13.8,33.2,0.283
Wagner,69.5,102.1,0.367,0.273,0.51,51.6,45.9,9,16.5,0.465,15.4,34.5,0.268
Wake Forest,67.5,103,0.501,0.29,0.534,49.1,56.1,8.1,10,0.498,16,30.3,0.325
Washington State,63,98.2,0.365,0.437,0.505,49.4,49.7,8.1,8.4,0.472,15.6,28.5,0.24
Washington,68.6,107.7,0.371,0.295,0.542,51.1,51.1,7.8,7,0.496,14.2,32.2,0.282
Weber State,64.3,111.3,0.498,0.367,0.592,52.5,55.6,6.5,9,0.547,16.7,28.9,0.369
West Virginia,68.5,111.8,0.391,0.344,0.544,49.6,49.9,9,8,0.504,12.1,32.4,0.282
Western Carolina,68.1,107.4,0.369,0.346,0.526,51.1,47.8,10.5,13.6,0.486,14.7,36.2,0.265
Western Illinois,62.5,97.1,0.372,0.285,0.532,49.6,55.9,9.5,8.8,0.503,18.8,26.3,0.247
Western Kentucky,66.6,101.8,0.428,0.395,0.517,52.5,49.3,7.6,6.6,0.481,17,34.6,0.28
Western Michigan,66.5,106.5,0.508,0.352,0.568,51.3,48.3,8.7,9.6,0.52,18.2,31.6,0.368
Wichita State,64.5,116.1,0.472,0.367,0.569,55.3,54.8,10.6,15,0.526,13.6,35.1,0.342
William & Mary,64.7,112.6,0.398,0.421,0.587,47.9,56,8.5,8.5,0.56,14.2,24.8,0.276
Winthrop,67.4,107.7,0.402,0.372,0.556,48.7,46,9.3,7.5,0.519,15.8,29.3,0.286
Wisconsin,63.3,115.7,0.426,0.391,0.575,51.1,50.5,7.6,8,0.533,11.2,28.1,0.318
Wofford,63,105.6,0.328,0.302,0.529,51,52.4,9.8,4.6,0.502,14.4,31.7,0.218
Wright State,65.9,102,0.427,0.34,0.561,48.3,60.3,10.7,9.4,0.517,18.2,24.5,0.315
Wyoming,60.7,104.8,0.449,0.351,0.572,46.6,56.9,7.6,10.8,0.534,15.7,18.7,0.322
Xavier,65.7,108.5,0.416,0.27,0.551,53.2,57.2,8.7,8.2,0.517,16,34.1,0.286
Yale,64.9,102.6,0.494,0.308,0.519,53.8,52.6,9.4,12.5,0.469,16.7,35.2,0.343
Youngstown State,68.8,109.6,0.403,0.391,0.567,49.3,59.7,9.5,7.1,0.527,14.1,27.5,0.296
