school,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga
Prairie View,68.9,99.4,0.358,0.369,0.529,44.9,51.3,11.9,10.6,0.493,16.8,25.1,0.252
Presbyterian,66.1,92.3,0.289,0.323,0.499,48.2,54.6,7.2,7.7,0.468,19.7,29.1,0.198
Princeton,65.2,109.5,0.242,0.46,0.562,50,55.2,10.2,9.5,0.537,13.5,24.4,0.179
Providence,67.6,103.6,0.381,0.359,0.547,49.1,58.6,9.7,8.1,0.514,16.3,26.4,0.263
Purdue,70,112.6,0.333,0.383,0.589,54.9,65.3,7.3,6.1,0.557,16.1,30.7,0.252
Quinnipiac,74.8,101.7,0.33,0.349,0.512,50.9,52.7,7.6,8.5,0.479,16.2,34.1,0.226
Radford,65.7,97.9,0.294,0.397,0.509,53.5,52.8,7.2,9.1,0.482,18.6,34.3,0.196
Rhode Island,67.4,108.8,0.392,0.323,0.538,51.8,51,9.6,15.7,0.507,14,32.8,0.262
Rice,74.4,108.4,0.419,0.41,0.581,52.3,51.2,8.4,8.9,0.542,17.6,28.8,0.31
Richmond,69.7,105.6,0.316,0.398,0.566,45.7,63.1,9.4,5.2,0.539,14.8,20.7,0.225
Rider,74,101.8,0.37,0.265,0.522,52.8,51.4,8.9,9.3,0.49,16.7,33.1,0.248
Robert Morris,69.9,91.7,0.413,0.316,0.489,48.1,47.8,11.3,6.5,0.451,18.6,29.4,0.267
Rutgers,67.3,97,0.321,0.255,0.477,53.2,44.5,9.7,13,0.45,16.2,37.4,0.2
Sacramento State,67.6,103.6,0.374,0.288,0.532,50.3,50.5,6.8,11.1,0.505,14.8,28.2,0.243
Sacred Heart,71.9,99.1,0.35,0.317,0.53,51.7,55.2,9.2,7.1,0.495,19,30.9,0.245
Saint Francis (PA),71.3,105.1,0.296,0.351,0.559,50,50.1,9.2,10.4,0.535,17.6,29,0.205
Saint Joseph's,69.7,99,0.401,0.297,0.501,50.5,46.6,6.9,10.7,0.466,14.7,29.8,0.261
Saint Louis,65.5,93.1,0.344,0.388,0.502,48.1,60.4,7.5,8.5,0.47,17.9,24.2,0.229
Saint Mary's (CA),61.3,117.6,0.278,0.414,0.602,57.2,63.1,6.9,8.5,0.578,15.2,33,0.207
Saint Peter's,63.5,103.2,0.331,0.399,0.543,50.1,53.3,10.9,9.6,0.512,15.4,25.4,0.232
Sam Houston State,72.8,101.6,0.367,0.327,0.523,52.2,56.5,9.6,8,0.489,16.2,31.5,0.252
Samford,69.9,108.8,0.426,0.347,0.578,50.4,60.8,8.5,6.6,0.537,16.7,28.7,0.316
San Diego State,67,101.8,0.353,0.392,0.515,50.9,46,10.2,14,0.478,15,30,0.247
San Diego,64.8,98.7,0.369,0.453,0.527,49.3,56.5,5.9,4.9,0.486,16.5,24.1,0.266
San Francisco,69.4,103.2,0.266,0.442,0.542,50.5,49.3,9.6,7.3,0.526,16,27.1,0.169
San Jose State,72.1,101.1,0.367,0.328,0.534,49.7,54,8.7,10.9,0.498,15.5,25.4,0.258
Santa Clara,63.8,103.1,0.253,0.466,0.551,46.8,59.6,8,5.7,0.525,14.6,19.1,0.185
Savannah State,83.3,102.4,0.325,0.582,0.53,45.3,60.1,9.3,7.9,0.507,15.5,27.3,0.21
Seattle,70.1,97.4,0.348,0.459,0.545,47.1,66.8,9.3,6.1,0.512,18.5,21.9,0.246
Seton Hall,69,104.9,0.376,0.307,0.526,54.7,46.4,9.9,6.6,0.499,16.4,35.7,0.242
Siena,70.7,105.6,0.4,0.286,0.539,53.1,51.2,8.2,10.3,0.499,16.7,35.5,0.284
South Alabama,70.8,99.4,0.39,0.378,0.519,47.7,51.5,10.4,10.7,0.487,16,27.6,0.256
South Carolina State,69.8,99.3,0.305,0.313,0.512,45.6,47.7,7.1,5.3,0.481,15.3,28.2,0.211
South Carolina Upstate,71.1,108.6,0.312,0.402,0.549,51.4,54.3,7.5,7.9,0.528,15.2,32.1,0.205
South Carolina,69.9,102.9,0.398,0.334,0.518,50.8,50.6,11,11.1,0.477,15.5,33.5,0.278
South Dakota State,69.2,109.6,0.404,0.456,0.581,50.7,52.1,7.4,7.2,0.537,16.4,27.4,0.311
South Dakota,73,105.9,0.417,0.321,0.539,50.7,45.8,9.3,8.8,0.499,14.1,28.2,0.294
South Florida,69.2,93.3,0.306,0.299,0.504,48.5,51,8.8,11.3,0.477,20.2,30.5,0.201
Southeast Missouri State,70.1,105.6,0.35,0.377,0.556,46.8,53.3,10.6,5.9,0.518,15.6,25.3,0.26
Southeastern Louisiana,69.6,101.9,0.381,0.335,0.542,52.8,57.2,9.8,9.2,0.51,19.7,35.1,0.26
Southern California,70.1,111.2,0.368,0.366,0.56,50.3,56.4,9.9,13.3,0.522,13.7,30.9,0.273
SIU Edwardsville,70.9,95.3,0.463,0.288,0.497,50.5,44.4,6.6,7.4,0.45,17.5,31.3,0.313
Southern Illinois,66.4,101.6,0.361,0.297,0.517,48.9,46.4,10.1,11.2,0.48,15.4,29.8,0.251
Southern Methodist,63.7,116.6,0.36,0.365,0.574,56.3,61.9,9,11.1,0.547,14.3,37.1,0.251
Southern Mississippi,67.6,91.7,0.304,0.379,0.493,48.2,54.5,6.8,6.4,0.457,17,23,0.215
Southern Utah,74.1,103.5,0.43,0.407,0.53,49.7,46.7,7.5,9.2,0.479,15.8,29.7,0.318
Southern,69.9,101.9,0.417,0.27,0.522,50.8,46.5,7.9,9.1,0.48,16.7,34.1,0.29
St. Bonaventure,70.6,108.1,0.424,0.31,0.549,51.2,51.3,10.1,12.4,0.497,15.2,33,0.326
St. Francis (NY),68.7,89.4,0.329,0.423,0.444,45.5,44.2,9.7,7.3,0.406,14.9,29,0.214
St. John's (NY),73.9,103.9,0.361,0.382,0.541,46.9,51.5,9.2,15.2,0.503,15.6,27.3,0.262
Stanford,69.4,100.1,0.386,0.28,0.521,50.9,54.5,9.8,7.8,0.485,16.1,29.6,0.263
Stephen F. Austin,69.3,99.4,0.419,0.345,0.544,53.1,52.2,9.7,8.9,0.501,21.6,34.8,0.302
Stetson,74.9,102.6,0.331,0.384,0.532,44.9,49.2,6.4,5.2,0.506,13.5,21.8,0.218
Stony Brook,66.9,103.4,0.329,0.407,0.51,48.9,51.5,8.1,9.4,0.471,13,29.5,0.237
Syracuse,67.9,111.6,0.351,0.406,0.57,49.3,59.5,11.8,13.8,0.535,15.5,31.6,0.259
Temple,67.9,103.2,0.264,0.421,0.526,47.5,57.4,9.5,10.5,0.497,14.5,27.5,0.191
Tennessee-Martin,69.8,109,0.333,0.393,0.563,53.2,57.5,9.2,10.4,0.537,18.1,37.6,0.229
Tennessee State,68.7,101.8,0.41,0.299,0.532,53.3,45.6,9.6,11.9,0.493,18.4,34.6,0.283
Tennessee Tech,70.1,101.7,0.384,0.399,0.527,49.6,55.4,9.4,10.5,0.487,16.5,30.1,0.272
Tennessee,71.5,103.7,0.424,0.304,0.521,50.5,54.9,7.6,12,0.472,14.9,31.9,0.309
Texas A&M-Corpus Christi,70.5,105.8,0.382,0.284,0.555,49.5,49.9,13.1,12.2,0.517,16.5,29.8,0.276
Texas A&M,66.8,105.1,0.333,0.327,0.536,53.7,60.8,9,15.4,0.512,17.8,37.5,0.216
Texas-Arlington,71.3,109.8,0.345,0.424,0.558,52.1,56.7,10.4,7.1,0.532,15.8,33,0.235
Texas Christian,68.3,108.8,0.323,0.346,0.553,52.7,62.1,9.6,11.9,0.527,16.1,34.3,0.222
Texas-El Paso,68.1,100.1,0.36,0.299,0.547,50.3,57,7.8,9.4,0.521,17.4,22.5,0.239
Texas-Rio Grande Valley,76.6,100.3,0.334,0.4,0.527,48.1,55.7,9.8,6.7,0.491,17.6,29.7,0.24
Texas-San Antonio,69.3,95.2,0.359,0.31,0.475,52.6,46.4,8,5.4,0.436,15.4,32.4,0.239
Texas Southern,69.7,105.5,0.443,0.344,0.532,48.4,47.2,10.2,7.4,0.481,14.3,31.6,0.326
Texas State,64.4,102.7,0.36,0.34,0.532,50.3,60.8,10.1,13.2,0.504,15.7,28.9,0.238
Texas Tech,65.9,109.6,0.356,0.325,0.565,52.3,51.1,7.9,10.1,0.53,14.6,30.1,0.261
Texas,68.5,97.9,0.345,0.335,0.515,48.9,46.4,8.4,11.8,0.488,17.1,28.4,0.224
Toledo,69.2,109.7,0.384,0.368,0.575,52.8,58.4,5.5,6.2,0.547,16.1,29.1,0.267
Towson,68.8,106.6,0.457,0.263,0.529,55.6,40.9,9.8,11.1,0.488,15.6,37.3,0.312
Troy,70.1,110.9,0.393,0.403,0.565,51.8,49.3,8.5,9.8,0.528,15.3,31.6,0.285
Tulane,71.1,97.7,0.343,0.368,0.505,47.3,53,8.6,10.2,0.464,16.3,29.3,0.246
Tulsa,67.8,99.1,0.428,0.408,0.536,51.1,51.6,6.7,7.3,0.489,19,29.4,0.312
UCLA,74.2,121,0.268,0.376,0.618,52.4,63.7,7.9,12.5,0.598,13.4,28.9,0.198
Utah State,68.9,105.6,0.351,0.363,0.563,51.2,59.4,7.2,7.9,0.534,15.9,24.7,0.245
Utah Valley,75.5,100.1,0.378,0.462,0.547,51.2,59.8,8.3,8.6,0.511,17.9,24.2,0.268
Utah,70.1,111,0.335,0.328,0.584,54.9,50.9,8.6,9,0.562,16.7,30.9,0.228
Valparaiso,70,105.9,0.372,0.35,0.548,52.9,49.8,9.1,8,0.5,15.9,30.8,0.289
Vanderbilt,67.1,105.6,0.348,0.486,0.563,50,55.2,6.2,9.8,0.521,16.3,24.7,0.271
Vermont,65.4,112.4,0.341,0.325,0.58,52.8,50.5,8.7,11.4,0.554,15,30.3,0.239
Villanova,65.6,117.6,0.35,0.433,0.612,53,52.3,11,9,0.575,15,30,0.276
Virginia Commonwealth,69,106.8,0.364,0.294,0.544,51.8,55.6,10.7,10.6,0.51,15.3,31.2,0.257
VMI,70.2,97.6,0.281,0.442,0.51,46.9,48.6,8.9,10.4,0.481,16.4,27.2,0.194
Virginia Tech,69.8,112.5,0.409,0.397,0.603,48.2,56,5.6,7,0.569,15.5,23.4,0.301
Virginia,60.3,107.9,0.26,0.33,0.548,52.3,56.4,9.1,13.9,0.524,13.7,28.2,0.184
Wagner,65,103.7,0.349,0.325,0.516,55,44.8,7.4,10.3,0.481,17.6,40.4,0.241
Wake Forest,71.7,115.5,0.407,0.357,0.586,51.9,55.5,7.7,10.1,0.541,14.3,30.7,0.317
Washington State,69.4,100.9,0.28,0.33,0.553,46.9,56.6,6,7,0.521,16.5,19.9,0.212
Washington,72.8,104.5,0.309,0.328,0.53,51.6,46.7,8.3,12.8,0.506,16,35,0.202
Weber State,69.5,113.2,0.422,0.401,0.606,48,48.8,7.3,7.7,0.57,14.5,21,0.313
West Virginia,71.4,112.2,0.389,0.325,0.545,52.1,57.3,13.8,14.2,0.513,14.1,37.7,0.266
Western Carolina,69.4,88.4,0.286,0.321,0.469,50.5,50.5,8.9,7.3,0.44,19.8,32.4,0.187
Western Illinois,70.9,99.1,0.291,0.4,0.541,47.9,52.7,6.4,10.8,0.513,16.2,18.6,0.206
Western Kentucky,67.5,102.3,0.372,0.343,0.531,50.3,51.1,6.6,9,0.5,15.7,27.2,0.25
Western Michigan,70.7,106.4,0.358,0.294,0.539,52,48,8.1,8,0.505,15.1,31.8,0.252
Wichita State,69.4,116.7,0.401,0.364,0.579,56.1,59.1,9.4,11.4,0.543,13.9,34.2,0.294
William & Mary,71.8,112.9,0.381,0.409,0.593,51,61.2,7.4,13.5,0.569,15.4,26.3,0.264
Winthrop,71.5,108.3,0.37,0.429,0.568,50.3,47.5,8.9,13.1,0.535,15.7,27.1,0.266
Wisconsin,64.5,110.7,0.329,0.369,0.542,54.7,51.9,10.3,9.8,0.521,14.3,35.7,0.212
Wofford,68.2,112.6,0.321,0.4,0.584,50.3,61.3,8,5.7,0.548,15.4,29,0.25
Wright State,71.6,106.8,0.393,0.412,0.571,51.8,57.8,7.8,6.8,0.527,18,29.8,0.3
Wyoming,74,103.6,0.375,0.466,0.555,49.2,56.9,6.8,11.1,0.517,15.8,22.9,0.274
Xavier,68.3,109,0.41,0.361,0.553,54.4,57,8.8,7.7,0.519,15.7,34.4,0.283
Yale,68.2,108.3,0.336,0.354,0.564,52.4,58.8,8.2,11.5,0.531,16.5,31.4,0.246
Youngstown State,73.7,102.1,0.27,0.336,0.52,47.4,52.3,7.3,7.5,0.496,13.9,26.5,0.181
