school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Tennessee State,73.1,105.4,0.532,0.355,0.576,50,45.7,8.7,10.8,0.532,18.3,27.4,0.38
Tennessee Tech,72.9,103.2,0.32,0.366,0.536,51.7,59.9,11.5,9.1,0.503,17,31.7,0.228
Tennessee,69.4,98.7,0.343,0.406,0.504,47.7,51.2,8.8,6.3,0.475,15.6,29.4,0.224
Texas A&M-Corpus Christi,67.3,97.8,0.397,0.408,0.527,47.4,57.5,9.7,9.3,0.48,18.1,25.8,0.293
Texas A&M,69.4,103.5,0.27,0.428,0.519,49.3,58.3,10.3,12.6,0.493,15.6,32.4,0.185
Texas-Arlington,69,99.3,0.374,0.384,0.518,48.4,52.1,8.8,11.4,0.48,16.1,27.7,0.26
Texas Christian,69.4,98.9,0.277,0.36,0.515,48.3,59.8,8.6,10.6,0.484,16.2,28.3,0.197
Texas-El Paso,70,97.8,0.329,0.367,0.513,49.6,48.1,9.6,10.4,0.485,16.7,27.3,0.216
Texas-Rio Grande Valley,71.9,97.9,0.429,0.345,0.541,54.2,57,8.4,8.7,0.503,21.3,32.4,0.298
Texas-San Antonio,74,100.5,0.336,0.399,0.527,50.8,48.6,7.8,8.5,0.492,16,26.8,0.238
Texas Southern,76.3,101.7,0.316,0.357,0.536,49.3,55,9.4,9,0.513,17.3,30.3,0.206
Texas State,68.5,93.9,0.389,0.393,0.518,45.7,48.6,9.2,10.8,0.473,19,24.1,0.282
Texas Tech,67.6,87.4,0.367,0.403,0.475,49.2,49.5,9.2,7,0.43,19.8,27.5,0.255
Texas,66.4,99,0.297,0.358,0.517,50.7,48,7.6,10.1,0.487,16.5,29.2,0.206
Toledo,69.7,97.3,0.266,0.349,0.494,47.5,41.1,9.2,8,0.466,13.8,25.5,0.182
Towson,64.5,108.6,0.329,0.461,0.554,46.3,59.7,8.3,5.7,0.518,13.6,26.5,0.245
Troy,69.6,106.6,0.321,0.38,0.548,51.2,48.9,8.7,5.8,0.519,15.5,30.3,0.225
Tulane,72,107.8,0.316,0.387,0.533,51.4,51.8,10.4,9.7,0.506,12.9,30,0.215
Tulsa,69.9,100.8,0.304,0.44,0.513,51.3,55.7,9.5,9.3,0.482,15.1,28.8,0.21
UCLA,73.7,104.4,0.276,0.414,0.524,47.2,60.5,9.4,8.6,0.496,13.1,27.1,0.194
Utah State,70,95.2,0.34,0.398,0.504,43.8,51,8.7,9.5,0.464,15.6,22.2,0.243
Utah Valley,70.4,100.4,0.29,0.362,0.521,46.9,52,10.4,8.1,0.489,14.7,25.1,0.208
Utah,67.9,109.4,0.325,0.364,0.555,47.7,47.8,8.7,13.2,0.523,12.9,26.9,0.234
Valparaiso,66.4,98.6,0.31,0.354,0.523,49.2,50.6,10.2,7.9,0.491,16.7,25.8,0.218
Vanderbilt,68.9,104.6,0.333,0.356,0.531,49.9,47.2,9.4,11.3,0.495,14.2,29.2,0.238
Vermont,66.5,94.2,0.274,0.378,0.517,46.8,46,8.2,8.3,0.484,17.5,21.3,0.2
Villanova,65,102.5,0.282,0.397,0.531,48.7,56.1,7.9,8.8,0.504,15.4,27.4,0.197
Virginia Commonwealth,69,89.1,0.366,0.332,0.478,49.2,50.7,9.2,7.9,0.435,20,30.6,0.252
VMI,73.5,110.3,0.311,0.394,0.574,52.8,52.1,8.1,11.2,0.548,15.2,27,0.221
Virginia Tech,64.4,95.6,0.263,0.499,0.52,48.1,56.5,7.7,10,0.49,19,27,0.19
Virginia,60.8,91.3,0.263,0.425,0.475,46.1,43.4,8.1,8.3,0.447,15.4,24.7,0.175
Wagner,66.4,102.1,0.464,0.414,0.546,48,54.3,8.8,9.4,0.502,17.5,27.6,0.329
Wake Forest,68.8,109.1,0.352,0.403,0.562,47.8,56.6,10.2,11.7,0.533,14.2,27.1,0.245
Washington State,71.6,109.8,0.284,0.417,0.564,51.8,53.2,10.2,7.9,0.547,15,29.5,0.186
Washington,67.4,95.8,0.34,0.353,0.513,52.4,58.6,8.9,7.6,0.475,20.5,34.5,0.241
Weber State,73.4,100.5,0.307,0.327,0.512,51.1,45.1,7.8,7.4,0.48,13.9,25.8,0.215
West Virginia,71.7,106.5,0.38,0.362,0.56,46.9,50.3,11.4,10,0.524,16.3,28.5,0.273
Western Carolina,71.3,111,0.404,0.382,0.571,47.6,46.5,12.2,14.1,0.544,13.1,25.1,0.273
Western Illinois,69.5,105,0.269,0.383,0.538,51.1,46.5,8.4,7.2,0.516,13.6,25.1,0.182
Western Kentucky,69,98.9,0.256,0.408,0.515,48.4,52,8.4,9.5,0.489,16.1,27.5,0.175
Western Michigan,70.2,107,0.296,0.386,0.544,48.5,50.6,11.1,9.8,0.518,13.6,27.4,0.206
Wichita State,69.3,98.8,0.388,0.373,0.515,47.9,49.8,7.4,10.6,0.476,15.4,26.6,0.269
William & Mary,69.2,109,0.3,0.366,0.561,50.1,48.5,9.6,8.2,0.526,13.7,25.5,0.229
Winthrop,75.1,103.8,0.294,0.407,0.532,46.6,47.7,9.7,10.8,0.501,13.6,24.6,0.21
Wisconsin,64.8,93.5,0.258,0.35,0.479,50.2,45.5,7.8,10.8,0.452,15,26.3,0.172
Wofford,68.5,95,0.304,0.402,0.521,45.5,48.5,7.9,7.3,0.49,18,23.8,0.214
Wright State,67.4,99.8,0.28,0.381,0.548,47.7,44.5,8,10.3,0.523,18.3,25,0.195
Wyoming,70.2,106.9,0.345,0.407,0.551,55.3,56.8,9.7,9.4,0.514,15.1,28,0.254
Xavier,66.5,104.7,0.249,0.422,0.531,46.6,55.7,10.2,8.9,0.507,13.7,27.2,0.174
Yale,72.9,99.5,0.305,0.38,0.509,47.1,48.9,9.4,7.9,0.471,13.5,24.1,0.223
Youngstown State,70.6,109.6,0.37,0.386,0.566,48.5,51.3,8.2,9.2,0.53,14.9,28.6,0.272
