school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Portland State,76.6,102.4,0.417,0.347,0.571,49.2,54.7,8,9.9,0.539,20.7,29.5,0.291
Portland,68.5,107.3,0.316,0.412,0.535,53.9,57.9,7.8,7.7,0.505,13.7,30.3,0.221
Prairie View,72.6,104.9,0.479,0.368,0.566,51.4,49.7,8.5,9,0.53,19.6,32.2,0.331
Presbyterian,64.8,109.3,0.282,0.369,0.567,52.3,53,7.9,9,0.54,15.6,29.3,0.204
Princeton,66.4,104.6,0.317,0.373,0.551,51,45,7.7,10.1,0.515,15.1,24.1,0.237
Providence,69.5,102.8,0.318,0.363,0.538,50.4,48.6,9.2,9.4,0.503,16.6,28.9,0.233
Purdue,68.2,96,0.242,0.344,0.496,48.2,48.8,7.5,7.5,0.47,15.5,27.6,0.167
Quinnipiac,67.9,110,0.301,0.368,0.565,50.8,53.6,9.3,11.8,0.536,14.4,28.5,0.219
Radford,63.4,100.6,0.307,0.393,0.537,47.7,50.4,8.5,9.9,0.501,17.7,27.6,0.23
Rhode Island,69.2,98.6,0.406,0.306,0.547,50,49,7.9,7.4,0.503,20,27.9,0.298
Rice,70.2,107.1,0.273,0.42,0.548,50.3,60.5,9.9,8.3,0.523,14.7,28.1,0.191
Richmond,68.3,109.3,0.314,0.352,0.583,53.2,53.4,9.1,8.8,0.554,16.9,28.2,0.232
Rider,74.8,104.3,0.368,0.431,0.56,48.3,56.5,8.2,11,0.528,18.1,28.6,0.261
Robert Morris,70.8,99.5,0.362,0.344,0.536,50.9,49,9.2,10.3,0.505,19.4,31.3,0.247
Rutgers,66.9,95.9,0.303,0.38,0.508,48.1,54.4,8.3,9.5,0.474,17.9,28.2,0.212
Sacramento State,67.5,108.7,0.343,0.367,0.562,52.9,50.9,8.3,8,0.523,15.5,29.2,0.261
Sacred Heart,69.5,103.3,0.328,0.398,0.536,44.8,47.4,9.6,8.5,0.507,13.5,22.6,0.225
Saint Francis (PA),70.9,105.5,0.233,0.377,0.548,51.7,55,7.4,9.9,0.527,16.5,30.5,0.162
Saint Joseph's,71.2,100.6,0.246,0.457,0.523,50.7,58.5,6.6,9.7,0.497,14.5,24.5,0.174
Saint Louis,64.7,100.6,0.343,0.362,0.53,47,56.3,8.7,9.5,0.491,16.4,26.8,0.25
Saint Mary's (CA),63.6,100.3,0.248,0.31,0.519,44.9,48,8.5,8.3,0.492,13.4,22.5,0.178
Saint Peter's,65,99.3,0.423,0.435,0.53,51,57.2,8.4,8.3,0.484,18.6,28.9,0.304
Sam Houston State,69.2,99.1,0.369,0.433,0.536,47.4,54.1,7.4,11,0.504,18.3,26,0.252
Samford,71.9,114.7,0.273,0.442,0.596,54.2,63.6,9.3,7.9,0.571,16.8,33.7,0.205
San Diego State,70.4,96.4,0.288,0.402,0.516,46.3,55.3,8.7,8.7,0.482,17,25.1,0.209
San Diego,67.3,98.3,0.412,0.299,0.514,50.3,41.5,8.6,9.9,0.46,15.7,25.9,0.309
San Francisco,67.5,101.2,0.364,0.315,0.531,49.2,42.3,8.5,12.6,0.486,15.2,24.4,0.275
San Jose State,69.3,107.8,0.304,0.487,0.553,47.3,62.9,10.5,9,0.523,13.5,24.7,0.221
Santa Clara,65.4,109.3,0.329,0.306,0.588,53.8,59.6,8.3,10.6,0.563,17.1,27.4,0.233
Savannah State,83.6,110.5,0.306,0.375,0.584,55.5,58.9,7.6,11.2,0.559,18.4,34.9,0.219
Seattle,70.4,102,0.396,0.359,0.52,47.6,47.5,9.8,9.6,0.47,14,27.2,0.295
Seton Hall,71.1,103.2,0.298,0.377,0.535,46.9,48.9,8.3,8,0.503,15.5,28.1,0.216
Siena,67.2,108,0.421,0.353,0.547,48.9,50.7,9.7,8.7,0.509,13.7,28.9,0.295
South Alabama,71.1,97.2,0.375,0.375,0.502,50.7,49.9,8.8,12.2,0.464,16.3,29.1,0.256
South Carolina State,73.4,112.3,0.338,0.384,0.586,52.4,50.6,7.7,9.1,0.563,16.7,32.7,0.235
South Carolina Upstate,71.1,118.7,0.351,0.361,0.605,53.6,62.5,6.9,7,0.576,14.1,31.2,0.26
South Carolina,69.7,98.3,0.436,0.378,0.534,47.6,50.7,10.5,14.5,0.487,18.6,27.2,0.316
South Dakota State,72.3,101.6,0.248,0.391,0.52,47.8,42.9,6.7,7.5,0.492,12.9,22.5,0.178
South Dakota,72.2,95.2,0.278,0.378,0.507,47.5,46.3,6.7,7.5,0.472,17.5,26.4,0.203
South Florida,65.5,107.5,0.326,0.365,0.539,50.8,55.4,10.3,11.2,0.511,14.2,30.6,0.222
Southeast Missouri State,69.1,111.7,0.344,0.387,0.578,51.5,50.3,7.1,12.2,0.55,15.5,29.3,0.245
Southeastern Louisiana,69.1,100.3,0.291,0.33,0.528,50.9,43.3,8.3,10.1,0.496,18.2,32.3,0.21
Southern California,68.7,102.3,0.266,0.393,0.536,49.3,53,7.5,7.6,0.51,16.8,28.9,0.187
SIU Edwardsville,70.4,111.8,0.459,0.355,0.583,51.2,54,9.8,9.6,0.541,15.4,29.4,0.337
Southern Illinois,66.9,101.8,0.337,0.392,0.538,51.1,51.4,9.8,7.4,0.504,17.4,28.8,0.24
Southern Methodist,64.4,99.4,0.306,0.434,0.524,49.7,63.8,7.5,10.1,0.495,18.6,31.7,0.208
Southern Mississippi,67.8,105.8,0.318,0.454,0.57,54.1,55.9,6.4,7.1,0.544,18.1,28,0.225
Southern Utah,73.2,109.5,0.411,0.344,0.578,51.5,45.9,7.8,8.9,0.542,15.3,25.3,0.298
Southern,69.8,102,0.372,0.364,0.522,48.4,48.9,8.6,9.4,0.484,15.3,29.1,0.262
St. Bonaventure,69.4,100.6,0.384,0.432,0.531,49.5,57.4,7.6,10.2,0.49,17.7,29,0.275
St. Francis (NY),70.9,105.5,0.447,0.32,0.565,53,43.1,8.2,8.7,0.525,18.1,30.5,0.32
St. John's (NY),71.1,100.3,0.34,0.429,0.537,54.1,58.5,7.5,6,0.499,19.3,31.5,0.249
Stanford,72.2,103.1,0.292,0.361,0.523,46.1,47.7,9.3,11.3,0.497,13.9,27,0.198
Stephen F. Austin,73.8,92.3,0.489,0.384,0.539,47.4,58.6,10.1,8.9,0.496,23.8,27.7,0.336
Stetson,73.1,105.9,0.351,0.38,0.566,52.5,52.4,7.7,8.5,0.537,16.8,26.8,0.246
Stony Brook,69.6,100.1,0.414,0.36,0.54,49.8,48.8,9.8,11.7,0.501,18.7,28,0.291
Syracuse,64.3,97.8,0.314,0.445,0.502,47.4,73.8,9.4,8.7,0.462,16.6,29.8,0.229
Temple,67.5,103.7,0.315,0.37,0.531,52.9,52.8,7.7,8.2,0.498,16,32.4,0.223
Tennessee-Martin,68.5,104.8,0.329,0.483,0.542,50.5,68.6,9.8,6.7,0.511,16.8,31.2,0.231
Tennessee State,67,98.4,0.342,0.479,0.545,50.3,63.1,8.1,10,0.516,20.4,26.8,0.235
Tennessee Tech,72.2,99.9,0.352,0.389,0.533,50.7,53.3,8.2,10.5,0.5,18.1,29.3,0.245
Tennessee,67.1,97.3,0.376,0.365,0.509,48.6,48.9,8.2,8.7,0.467,17.6,30.9,0.267
Texas A&M-Corpus Christi,69.9,100.6,0.454,0.417,0.546,49.3,60.8,10.8,7.5,0.51,19.1,28.6,0.306
Texas A&M,70.9,99.4,0.276,0.376,0.499,45.7,57.4,9.1,9.5,0.469,13.3,27,0.19
Texas-Arlington,74.1,98.9,0.339,0.444,0.52,47.8,53.3,9.6,7.1,0.486,16.9,27.5,0.235
Texas Christian,70,105.6,0.305,0.356,0.555,45.5,57.2,8.8,11,0.523,15.5,25.8,0.223
Texas-El Paso,69.5,102,0.36,0.418,0.531,53.4,52.4,7.9,5.1,0.502,15.5,26.7,0.24
Texas-Rio Grande Valley,75.8,102.5,0.442,0.331,0.546,51.7,57.1,7.9,8.7,0.506,17.9,29.7,0.309
Texas-San Antonio,74.1,101,0.404,0.399,0.522,48.9,50.5,7,9.6,0.485,14.6,25.3,0.275
Texas Southern,72.7,108.4,0.312,0.329,0.537,51.5,54.3,7.2,10.9,0.512,13.8,32.1,0.208
Texas State,65.4,99.9,0.297,0.393,0.536,47.6,52.3,9.5,12.1,0.506,17.9,26.9,0.211
Texas Tech,68.5,94,0.379,0.383,0.506,47.4,46.8,8.7,9.9,0.463,18.9,28.2,0.267
Texas,66.9,99.1,0.262,0.352,0.513,50,48.8,7.7,8,0.483,15.7,29.1,0.187
Toledo,69.9,106.5,0.258,0.326,0.523,48.8,38.9,8.7,10.3,0.493,11.8,28,0.189
Towson,68.7,102,0.384,0.391,0.535,46.2,54,8.1,7,0.496,16.6,27.6,0.273
Troy,69.9,103.7,0.305,0.375,0.528,50.2,46.9,9,7.9,0.498,14.5,28.8,0.212
Tulane,69.7,105.4,0.346,0.341,0.539,51,47.2,9.8,8.2,0.505,14.9,29.9,0.247
Tulsa,68.1,102.9,0.253,0.435,0.519,48,55.7,9.2,11.5,0.495,15.3,29.6,0.174
UCLA,71.5,103.9,0.297,0.394,0.522,48.2,50.6,8.3,6.7,0.491,12.8,26.8,0.208
Utah State,68.8,105,0.327,0.376,0.552,50.3,52.1,9.3,9.4,0.517,15.6,26.3,0.243
Utah Valley,70.1,96.5,0.271,0.352,0.5,45.3,58.5,10.5,8.7,0.47,15.4,25.8,0.189
Utah,67.2,101.1,0.288,0.385,0.516,50.8,47.5,8.9,10.2,0.483,15.2,28.4,0.207
Valparaiso,69.8,97.7,0.426,0.351,0.522,49.1,55.5,9,7.9,0.476,17.7,27.3,0.302
Vanderbilt,66.5,110.4,0.365,0.311,0.559,49.6,46.7,7.2,13.9,0.524,13,27.6,0.264
Vermont,65.2,99.7,0.248,0.377,0.528,46.5,49.4,8.5,9.5,0.502,15.2,22.3,0.177
Villanova,70.2,99.1,0.267,0.357,0.519,47.6,51.8,6.8,8.2,0.485,15.9,26.4,0.2
Virginia Commonwealth,71.4,103.7,0.294,0.369,0.544,49,52.4,9.7,7,0.515,15.8,27,0.21
VMI,70.5,104.7,0.348,0.42,0.549,52.6,54.4,10.1,9.2,0.515,16.9,29.5,0.25
Virginia Tech,69.9,102.1,0.294,0.428,0.532,51.2,54.5,7.5,11.1,0.504,16.2,29.3,0.205
Virginia,60.6,88.8,0.262,0.408,0.479,48.8,47.6,6.3,7.3,0.443,18.4,25.5,0.192
Wagner,69.6,97.8,0.46,0.366,0.522,46.3,52,8.1,10.5,0.477,18.1,28.2,0.317
Wake Forest,69.9,106.4,0.39,0.401,0.555,49,57.1,9.3,9.5,0.515,15.5,27.7,0.286
Washington State,69.4,111.2,0.285,0.4,0.56,52.9,51.4,8.7,10.3,0.535,14.1,31.2,0.201
Washington,70.7,102.1,0.344,0.355,0.538,51.9,60.1,8.5,8.7,0.507,18.2,33.3,0.238
Weber State,70,99.9,0.317,0.325,0.515,50.7,48,8.3,7,0.483,14.8,25.8,0.22
West Virginia,70.6,98.2,0.441,0.386,0.542,47.5,55.3,7.8,10.1,0.499,20.5,29.7,0.314
Western Carolina,71,106.4,0.349,0.433,0.569,52,58.3,11,10.5,0.537,18.7,32,0.252
Western Illinois,69.9,101.4,0.275,0.391,0.522,50,48.3,9.1,6,0.495,14.2,24.3,0.192
Western Kentucky,69.7,100.6,0.237,0.367,0.522,48.5,52.9,7.5,7.8,0.495,16,29,0.171
Western Michigan,69.4,105.4,0.324,0.433,0.564,49.2,51.8,7.4,7.5,0.534,17.5,27,0.235
Wichita State,70,101.5,0.332,0.404,0.531,42.9,44,8.6,9.1,0.494,14.6,22.5,0.241
William & Mary,71.4,112.9,0.313,0.376,0.578,49.6,50.5,8.9,9.4,0.555,13.2,25.4,0.218
Winthrop,72.4,98.8,0.324,0.373,0.521,48.7,44.9,10.2,8.7,0.48,16.6,27,0.241
Wisconsin,63.4,103.6,0.302,0.303,0.547,50.3,47.4,8.3,10.8,0.512,16.2,27.6,0.228
Wofford,67.8,104.4,0.332,0.432,0.559,49.7,56.9,9.1,7.8,0.526,16.9,25.4,0.243
Wright State,70,93.6,0.292,0.394,0.516,48.2,51.5,8.3,7.8,0.483,19.2,24.9,0.207
Wyoming,74.7,101.8,0.372,0.346,0.546,52.9,51.3,8,7.3,0.508,16.9,25.6,0.268
Xavier,72.4,102.2,0.256,0.411,0.532,44.9,52.1,9.3,9.6,0.499,14,22.8,0.195
Yale,70.1,104.4,0.328,0.352,0.552,50.2,51.9,9.8,7.7,0.519,16.1,26.3,0.238
Youngstown State,74.2,110.6,0.391,0.347,0.603,49.2,55.6,9.4,10.4,0.579,18.5,29.5,0.272
