school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Cal State Northridge,66.5,109.3,0.329,0.315,0.553,54,53.4,8.7,9.4,0.52,14.3,31.8,0.238
UC-Davis,67.3,97.9,0.364,0.378,0.529,51.6,54.6,9,9.3,0.486,19.3,29.3,0.268
UC-Irvine,68.5,97.3,0.4,0.348,0.492,45,51,7.9,6.8,0.446,13.3,24.5,0.279
UC-Riverside,69.8,99.6,0.373,0.398,0.517,52.3,55.6,9.6,8.8,0.479,17.1,31.1,0.259
UC-Santa Barbara,68.1,101.1,0.289,0.355,0.522,47.9,55.2,5.3,6.7,0.492,14.8,25.8,0.202
University of California,70.6,109.6,0.381,0.391,0.582,49.5,60.3,8.5,9.3,0.55,17.2,30.7,0.275
Campbell,68.6,102.6,0.327,0.359,0.54,51.5,49.4,8.9,8.7,0.506,16,26.5,0.235
Canisius,69.9,101.3,0.376,0.353,0.545,50.5,47.2,7.5,7.9,0.505,18.9,30.4,0.276
Central Arkansas,74.4,104.3,0.382,0.321,0.536,52.5,51.3,9.5,7.9,0.504,16.5,32.7,0.258
Central Connecticut State,66.3,106.3,0.301,0.408,0.541,47.7,52.1,10.1,6.8,0.513,14.5,28.3,0.211
Central Florida,64.9,94.7,0.262,0.34,0.491,49.5,55.8,9.7,11.2,0.457,16.4,28.6,0.189
Central Michigan,69.3,104.9,0.261,0.42,0.545,49.3,50.7,8,11.3,0.518,16,29.4,0.189
Charleston Southern,67.5,100.3,0.34,0.451,0.559,48.8,57.4,8.7,8.4,0.521,20.2,27.3,0.256
Charlotte,72.2,110.1,0.321,0.355,0.57,51.3,48.9,10.6,9.6,0.543,15.4,28.6,0.228
Chattanooga,67.4,107,0.279,0.345,0.569,50.8,49,10.4,11.2,0.54,16.8,27,0.209
Chicago State,74,116.4,0.418,0.389,0.603,54.5,61.4,8.8,10.7,0.575,16.6,33.5,0.295
Cincinnati,66.2,86.9,0.268,0.378,0.465,44.4,48.8,7.5,7.8,0.433,18.8,27.8,0.183
Citadel,79.6,109.8,0.292,0.43,0.583,53.9,60.5,9.6,13.3,0.558,18.3,32.7,0.211
Clemson,67.6,96.9,0.272,0.374,0.503,48.3,48.5,8.4,10.6,0.472,15.2,26,0.19
Cleveland State,69.2,107.1,0.308,0.396,0.555,55.7,56.4,7.5,10.4,0.527,17.2,33,0.22
Coastal Carolina,69,100.8,0.374,0.445,0.523,45.8,56.9,10.1,6,0.48,15.2,26.9,0.271
Colgate,67.5,103.9,0.283,0.4,0.556,51,52.6,7.6,9.7,0.526,17.1,26.6,0.209
College of Charleston,65.9,102.1,0.316,0.364,0.531,50.4,49.8,6.1,9.3,0.495,15.5,27.6,0.233
Colorado State,71.4,109.7,0.353,0.439,0.566,49.3,57.2,8.6,6.5,0.537,15.3,28,0.249
Colorado,69.5,103.9,0.34,0.389,0.527,47.6,45.8,10.4,11,0.493,13.3,26.3,0.239
Columbia,71,107.8,0.314,0.445,0.564,51,56,8.4,7.6,0.533,16.1,28.6,0.23
Connecticut,67.3,107,0.339,0.426,0.543,51.8,54.7,7.5,8.3,0.511,15.7,32.5,0.239
Coppin State,69.1,105.7,0.376,0.386,0.533,55.2,55.4,8,10.7,0.492,15.3,31.9,0.273
Cornell,70.7,110.7,0.289,0.371,0.554,52,50.3,9.2,10.4,0.525,13.6,30.2,0.21
Creighton,72.9,100.8,0.245,0.375,0.523,49,50.7,8.3,8.8,0.496,14.2,24,0.176
Dartmouth,67.8,107.2,0.249,0.407,0.568,51.5,52.2,9.1,8.7,0.537,16.3,26.7,0.195
Davidson,65.3,102.8,0.296,0.417,0.538,49.2,52,7.2,8.6,0.512,14.5,23.2,0.203
Dayton,67,108,0.292,0.39,0.57,50.3,55.5,8.8,7.9,0.544,16.3,27.6,0.209
Delaware State,66.9,113,0.355,0.446,0.577,51.8,56.5,11,8.9,0.55,16.1,33.5,0.249
Delaware,67,109,0.301,0.388,0.556,49.8,52.1,7.9,7.6,0.527,13.4,26.2,0.218
Denver,68.7,104.4,0.36,0.434,0.544,45.6,44.2,9.5,7.4,0.507,14.3,23.9,0.26
DePaul,71.2,103.3,0.323,0.431,0.555,48.3,58.8,9.9,7.2,0.52,17.8,28.1,0.24
Detroit Mercy,75.4,113.2,0.374,0.378,0.586,52.5,54.7,8.7,11.5,0.557,15.6,31.3,0.265
Drake,69.4,103.5,0.243,0.378,0.539,51.6,54.3,8.4,10.4,0.515,15.1,26.7,0.172
Drexel,70.1,110.3,0.31,0.327,0.55,50.1,49.8,9.2,8.3,0.521,13.7,30.9,0.219
Duke,70.7,97.8,0.223,0.368,0.493,44.5,56.1,8,6.7,0.464,14.8,29.6,0.162
Duquesne,66.5,103.1,0.364,0.324,0.54,48.8,56.2,7.9,8.4,0.508,16.2,28.9,0.252
East Carolina,68.8,107.5,0.311,0.352,0.542,52.1,58.2,9.5,9.1,0.515,14.8,32.5,0.213
East Tennessee State,69.7,94.6,0.322,0.406,0.504,47.1,48.2,8.7,8.7,0.468,18.4,27.8,0.226
Eastern Illinois,66.4,102.6,0.325,0.379,0.541,50.1,56.2,9.4,9,0.509,17.3,29.6,0.232
Eastern Kentucky,70,108.9,0.344,0.363,0.566,52,55.9,10,9.3,0.542,16.4,30.9,0.232
Eastern Michigan,67.6,97.8,0.298,0.393,0.509,50.3,63.4,10,8.2,0.473,18,31.9,0.215
Eastern Washington,69.2,103.3,0.359,0.339,0.543,50.4,52.5,7.9,6.5,0.507,15.1,24.1,0.258
Elon,68,108.6,0.225,0.442,0.54,51.8,47.1,9.3,10,0.519,12.7,27.8,0.158
Evansville,65.9,96.6,0.321,0.429,0.523,49.2,56.2,10.8,11.3,0.492,18.3,25.4,0.221
Fairfield,72.1,105.1,0.368,0.355,0.557,51.7,47.6,8.2,8.2,0.525,16.7,27,0.26
Fairleigh Dickinson,71.8,105.6,0.345,0.381,0.545,51.7,55.9,9.3,7.1,0.506,17.3,34.4,0.257
Florida A&M,69.6,111.5,0.359,0.344,0.566,54.8,49.3,8.8,8.1,0.535,16.2,36.2,0.254
Florida Atlantic,70.9,98.4,0.319,0.32,0.516,49.4,47.1,9.1,6.5,0.484,15.7,26.6,0.221
Florida Gulf Coast,73.3,98,0.34,0.391,0.517,46.2,51.1,9.5,6.8,0.486,16.9,27,0.229
Florida International,69.8,99.7,0.349,0.385,0.531,52.2,53.9,6.8,8.8,0.499,17.9,27.9,0.239
Florida State,72.2,99.5,0.324,0.377,0.519,48.2,48.7,8,7.7,0.484,16.7,29.2,0.231
Florida,68.4,100,0.323,0.334,0.524,51.5,47.4,6.4,8.5,0.486,17.3,30.3,0.236
Fordham,66.8,104.3,0.304,0.336,0.548,57.4,61.5,8.6,11.2,0.523,18.1,32.7,0.208
Fresno State,68.5,99.2,0.381,0.348,0.54,48.1,50.5,7.1,7.6,0.498,17.5,24.4,0.28
Furman,70.5,96.7,0.289,0.372,0.522,49.9,48.7,7.6,9.9,0.492,18.4,27.5,0.203
Gardner-Webb,69.1,102.8,0.347,0.409,0.538,49.3,58.3,9.9,9.2,0.504,15.9,25.9,0.247
George Mason,69.6,106.8,0.308,0.395,0.546,49.2,51.7,9,11.3,0.521,14.1,26.7,0.211
George Washington,66.3,106.1,0.281,0.34,0.541,49.2,51.5,9.8,6.2,0.514,14.9,30,0.199
Georgetown,71.7,103.7,0.283,0.398,0.541,46.7,55.9,9.6,9,0.508,15.1,25.9,0.21
Georgia Southern,70.5,99.1,0.345,0.396,0.519,50.5,48.3,6,10,0.49,17.9,31.2,0.229
Georgia State,68,98,0.37,0.459,0.51,52.3,59.3,7.2,9.8,0.471,17.8,32.1,0.258
Georgia Tech,66.5,101.7,0.318,0.334,0.527,50,59.5,9.5,8.1,0.492,16.4,30.6,0.227
Georgia,65.3,100.6,0.277,0.376,0.493,46.4,44.6,8.9,8.6,0.456,12.5,28.9,0.202
Gonzaga,69.8,95.6,0.291,0.357,0.505,44,46.2,7.3,7.4,0.471,15.5,22.8,0.208
Grambling,73.8,100.6,0.427,0.361,0.53,49.3,50.3,8.8,10.3,0.493,17.5,30.4,0.29
Grand Canyon,70.4,91.8,0.385,0.304,0.491,48.6,42.8,8.4,6.7,0.445,18.5,28.2,0.272
Green Bay,74.1,101.4,0.302,0.389,0.524,51.3,50.1,9.3,11.8,0.491,15.9,29.1,0.215
Hampton,75,101.3,0.35,0.361,0.513,49.1,49.7,7.6,7.8,0.479,14.7,29.3,0.239
Hartford,67.7,103.3,0.333,0.41,0.535,51.1,55.2,8.6,9.3,0.509,15.8,28,0.223
Harvard,66.5,98.1,0.353,0.397,0.531,48,54.5,9.9,7.6,0.49,16.8,23.1,0.26
Hawaii,68.9,98.9,0.383,0.365,0.542,49.2,41.9,8.9,8.6,0.502,18.1,24.2,0.276
High Point,67.1,98.6,0.375,0.386,0.535,48.4,49,9.4,10.7,0.493,19.1,28.3,0.275
Hofstra,70.3,109.5,0.32,0.357,0.568,48.6,49.4,8.5,7.7,0.542,14.6,27,0.225
Holy Cross,63.7,105.4,0.339,0.445,0.547,55,59.6,9.8,7,0.51,17.2,32,0.25
Houston Baptist,75.6,110.7,0.363,0.363,0.589,49.1,55.8,8.5,11.9,0.553,17,29.5,0.275
Houston,68.5,94.7,0.416,0.379,0.502,45.4,51.9,7.3,7.1,0.455,16.8,25.2,0.293
Howard,71.3,110.7,0.388,0.361,0.562,53.2,55.6,7.8,8.5,0.53,16.5,35.1,0.272
Idaho State,70.9,105,0.31,0.344,0.544,52,43.3,8.3,8.6,0.514,14.9,27.3,0.219
Idaho,68,100.8,0.3,0.423,0.524,45.2,48.9,7.7,6.4,0.492,14.4,24.1,0.214
Illinois-Chicago,73.6,97.6,0.328,0.338,0.496,49.1,59.1,9.7,9.8,0.46,15.1,29.2,0.227
Illinois State,69.4,103.3,0.38,0.397,0.527,52.4,56.8,9.1,10.1,0.488,15.7,30.9,0.269
Illinois,70.8,103.1,0.481,0.349,0.576,50.2,52,8.9,12.1,0.532,20.9,31.1,0.351
Incarnate Word,72.5,106.5,0.324,0.334,0.537,52.4,48.8,10.3,10.6,0.505,16,34.4,0.23
Indiana State,70.1,100.9,0.412,0.369,0.55,48.9,50.5,9.4,11.5,0.509,17.6,24,0.296
Indiana,67.5,102.8,0.322,0.365,0.539,49,52.3,9.5,10.6,0.508,17.1,29.5,0.227
Iona,71.5,105.1,0.286,0.354,0.545,52.8,52.1,6.9,7.7,0.525,16.3,30.7,0.189
Iowa State,69.6,107.6,0.265,0.397,0.537,50.5,52,8.5,8.8,0.51,14,30.7,0.189
Iowa,71,110,0.281,0.366,0.556,46.5,56.3,9.8,7.4,0.531,13.5,28,0.197
Purdue-Fort Wayne,74.6,102.6,0.284,0.376,0.559,50.4,46.6,7,6.4,0.529,18.1,25.4,0.211
IUPUI,68.7,105.3,0.379,0.377,0.572,50,53.8,10.8,11.3,0.536,18.8,28.9,0.279
Jackson State,65.4,102,0.46,0.37,0.555,52.5,52.9,7.2,8.5,0.514,19.6,31.2,0.324
Jacksonville State,67.9,96.2,0.318,0.415,0.51,46,50.8,9.3,6.5,0.475,16.9,25.8,0.224
Jacksonville,72.4,102,0.279,0.387,0.536,50.8,48.7,9.2,8.5,0.504,16.7,28.7,0.206
James Madison,69.4,106.2,0.413,0.394,0.559,50.2,56.5,8.2,8.6,0.522,16.5,28.2,0.295
Kansas State,66.6,100.2,0.368,0.399,0.533,52.6,54.5,8.4,7.1,0.491,18.6,31.6,0.269
Kansas,70.3,101.9,0.246,0.391,0.519,49.7,48.5,7.8,9.9,0.491,15.6,30.8,0.175
Kennesaw State,71.4,108.2,0.314,0.34,0.562,51.7,51.4,8.8,6.5,0.534,16.3,32.4,0.224
Kent State,70.3,104,0.328,0.368,0.542,49.5,52.5,7.9,8.4,0.509,15.9,29.8,0.235
Kentucky,69.8,100.3,0.323,0.426,0.502,46.4,52.2,8.2,8.5,0.468,14.4,30.6,0.224
La Salle,69,104,0.337,0.341,0.547,50.3,44.8,8.9,7.9,0.516,15.6,25.2,0.237
Lafayette,68.9,107.6,0.264,0.38,0.543,51.5,45.7,8.6,9.4,0.519,13,26.9,0.185
Lamar,71.1,96.4,0.37,0.348,0.54,48.6,53.5,7.8,10,0.507,20.6,27.2,0.256
Lehigh,71,106.9,0.304,0.441,0.551,50.1,57.5,8.8,8.9,0.524,14.4,26.6,0.214
Liberty,64.2,97.2,0.33,0.455,0.536,46.9,54.6,9,7.8,0.499,17.1,19.6,0.241
Lipscomb,77,99.4,0.375,0.365,0.544,47.8,49.4,9,11.7,0.511,17.8,23.9,0.259
Long Beach State,72.3,107.6,0.274,0.343,0.561,48.8,52.1,10.5,8.1,0.531,16.3,29.9,0.206
Long Island University,72.9,104.4,0.318,0.336,0.526,49,47.1,9.1,7.3,0.495,14.3,29.5,0.22
Longwood,69.7,106.3,0.335,0.415,0.544,53.8,50,11.1,9,0.51,15.7,31,0.243
Louisiana,72.7,97.1,0.368,0.322,0.523,45.3,43.2,7.9,8.2,0.488,18,27,0.254
Louisiana-Monroe,67.1,101.1,0.298,0.431,0.533,50.7,60.1,7.6,11.8,0.503,17.1,28.4,0.211
Louisiana State,69.4,107.1,0.326,0.408,0.555,50.6,47.8,8.1,9.8,0.527,16.9,31.5,0.227
Louisiana Tech,69.2,101.7,0.316,0.334,0.533,50.4,52.3,8.1,10.2,0.502,16.3,28.6,0.224
Louisville,69.7,99.5,0.293,0.343,0.504,50.3,44.2,8.5,8.3,0.47,16.1,31.4,0.207
Loyola (IL),66,94.7,0.247,0.371,0.502,48.7,50.1,10,9.4,0.474,17,25.2,0.174
Loyola Marymount,67.8,111.9,0.418,0.381,0.601,49.6,61.3,8.8,11.9,0.569,17.4,30.4,0.302
Loyola (MD),69.7,106.4,0.393,0.366,0.572,49.7,50.2,8.6,11.6,0.536,16.9,26.3,0.286
Maine,71.6,103.9,0.362,0.399,0.542,52.2,53.3,10.2,9.9,0.507,16.4,29.6,0.257
Manhattan,67.5,102.3,0.41,0.369,0.542,50.4,59.2,11.3,6.5,0.501,18.6,32,0.292
Marist,71.5,111.7,0.298,0.394,0.557,52.2,52.7,10.1,10.2,0.526,12.8,29.7,0.221
Marquette,70.4,110.4,0.389,0.338,0.577,51,54.5,8.3,8,0.538,15.9,29.5,0.291
Marshall,76.4,102.6,0.285,0.311,0.523,53.3,50.9,8.6,7.8,0.497,15.9,31.4,0.194
Maryland-Baltimore County,69.2,99,0.307,0.407,0.535,50.9,51.9,9.6,8.4,0.509,18.7,27.4,0.208
Maryland-Eastern Shore,67.6,114.3,0.328,0.399,0.569,54.2,59.5,9.2,9.7,0.542,14.1,34.2,0.233
Maryland,66.6,100.1,0.237,0.379,0.504,46.4,52.2,10,10.5,0.473,14.2,28.4,0.175
Massachusetts-Lowell,72.1,108.5,0.332,0.33,0.574,53,49.2,9.7,9,0.547,17.6,31.6,0.235
Massachusetts,67.3,108.4,0.332,0.339,0.552,51.1,59.8,9.2,9.2,0.515,14.4,29.6,0.249
McNeese State,73.3,103.1,0.299,0.334,0.515,49.4,50.6,8.7,7.2,0.486,14.3,31,0.204
Memphis,66.3,105.9,0.324,0.411,0.539,48.9,59.7,10.8,9.8,0.508,16.2,33.8,0.227
Mercer,65.8,104.5,0.323,0.48,0.553,45.9,61.8,8.9,10.8,0.522,15.6,24.4,0.232
Miami (FL),67.8,99.3,0.281,0.356,0.521,49.4,53.3,8.3,9,0.49,16.5,28.3,0.2
Miami (OH),68.8,100.6,0.279,0.374,0.53,48.8,45.9,9.1,10.6,0.501,16,25.4,0.198
Michigan State,68.2,94.8,0.307,0.355,0.47,42.4,54.1,8.6,6.9,0.427,12.6,26.2,0.223
Michigan,65.9,95.3,0.298,0.304,0.511,49.7,43.5,6.3,9.7,0.476,17.3,24.9,0.215
Middle Tennessee,67.8,97,0.417,0.375,0.533,45.9,52.2,8.2,7,0.49,17.6,22.3,0.298
Milwaukee,67.6,100.6,0.27,0.374,0.537,49.2,50.3,8.5,11.5,0.505,16.2,23.6,0.201
Minnesota,70.2,105.6,0.271,0.357,0.532,50,57.3,7.8,11.3,0.505,13.9,29.5,0.191
Mississippi State,68.4,98.4,0.29,0.382,0.51,48.6,49.4,7.9,8.6,0.481,16.9,30.4,0.199
Mississippi Valley State,69.9,110,0.392,0.41,0.578,52.8,56.7,8.5,12.1,0.548,17.1,31.6,0.275
Mississippi,70.8,108.7,0.369,0.394,0.55,50.3,62.3,7.8,9.6,0.515,14.9,30.5,0.263
Missouri-Kansas City,72.4,105.2,0.416,0.348,0.552,56,52.1,7.4,11.3,0.515,17.8,32.1,0.292
Missouri State,66.2,100.1,0.298,0.367,0.507,46,48.9,8.2,8.5,0.471,13.1,25.3,0.215
Missouri,67.3,100.3,0.301,0.362,0.504,46.8,47.3,9.7,12.1,0.467,14.1,27.8,0.218
Monmouth,71,104.4,0.416,0.457,0.549,49,53.1,9.3,10.5,0.514,16,26.9,0.287
Montana State,72.1,108,0.363,0.372,0.571,49.9,45.9,8.1,8.8,0.542,16.1,26.2,0.256
Montana,70,96.5,0.419,0.32,0.532,46.7,43.8,7,8.8,0.487,19.3,25.6,0.302
Morehead State,70.6,107.1,0.389,0.405,0.569,48.6,60.3,9.5,10.1,0.539,17.4,28.6,0.27
Morgan State,71.4,103.9,0.415,0.388,0.551,48.7,56.8,8.6,8.5,0.514,17.9,30.4,0.292
Mount St. Mary's,67.1,105.9,0.272,0.374,0.545,56.7,51.5,8.6,8.3,0.515,17.2,34.7,0.2
Murray State,68.2,97.1,0.297,0.353,0.504,45.9,42.3,7.9,9.7,0.467,16.1,27.1,0.215
Navy,67,98.8,0.334,0.412,0.558,45.8,53.6,9.5,10.7,0.527,19.6,21.8,0.237
Omaha,72.6,113.1,0.276,0.373,0.578,52.1,48.4,8.2,9.8,0.55,14,29.4,0.207
Nebraska,68.1,100.4,0.265,0.295,0.497,51.3,48,7.4,9.7,0.47,15.3,34,0.178
Nevada-Las Vegas,73.7,104,0.262,0.319,0.519,46.3,43.7,8.9,7.1,0.487,13.3,29.9,0.193
Nevada,70.6,102.2,0.301,0.386,0.526,50.6,49.3,6.2,7.9,0.494,15.6,28.7,0.214
New Hampshire,66.7,100.9,0.402,0.388,0.531,46.1,42.3,8.8,8.2,0.496,13.8,20.6,0.272
New Mexico State,70.1,91.3,0.319,0.373,0.494,44,41.9,6.9,6.2,0.455,17.3,22.4,0.227
New Mexico,73.6,105.1,0.398,0.313,0.577,53.1,49.5,8,10.4,0.543,19.7,30.6,0.286
New Orleans,68.8,101.8,0.362,0.342,0.556,48.8,55.7,10.6,8.5,0.525,19.5,29.7,0.254
Niagara,75,111,0.294,0.346,0.552,50,53.1,6.7,9.2,0.526,13.4,30.6,0.207
Nicholls State,76.9,98,0.439,0.329,0.534,49.3,50,9.1,9.3,0.496,19.6,29.5,0.298
NJIT,71,102.3,0.33,0.331,0.55,49.4,47.2,8.7,11.2,0.52,18.1,28.2,0.232
Norfolk State,72.3,101,0.422,0.443,0.538,48.1,60.9,7.5,8.8,0.497,18.1,28.6,0.299
North Carolina-Asheville,69.5,103.8,0.339,0.387,0.548,49.3,53.3,9,8,0.517,16.4,26.3,0.24
North Carolina A&T,71.2,103.5,0.316,0.346,0.541,49.3,50.4,8.1,8.2,0.514,16.1,27.9,0.217
North Carolina Central,68.9,100.2,0.327,0.387,0.517,46.6,54.6,7.5,7.4,0.481,15.3,27.9,0.233
North Carolina-Greensboro,66.9,91.5,0.386,0.405,0.516,45,47.7,10.2,6.9,0.47,19.9,22.9,0.28
North Carolina State,72.1,103.7,0.337,0.322,0.547,49.7,50.3,8.6,9.7,0.516,17.7,31.9,0.237
North Carolina-Wilmington,73.4,111.4,0.359,0.391,0.579,46.8,47.6,7.6,6.6,0.553,14,24.7,0.249
North Carolina,71.7,101.8,0.26,0.409,0.525,43.6,55.7,8.6,11.2,0.501,14.4,25.5,0.178
North Dakota State,68.8,102.4,0.318,0.345,0.525,49.1,42.2,8.6,8.5,0.486,13.1,23.9,0.237
North Dakota,73.2,109.3,0.339,0.349,0.585,55,47.1,9.4,6.2,0.555,17.5,29.3,0.248
North Florida,75.6,114.8,0.234,0.286,0.55,53.6,51.9,11.1,10.1,0.526,11.9,34.8,0.171
North Texas,70.1,100.1,0.385,0.371,0.528,47.3,46,8.2,11.2,0.487,15.6,23.9,0.275
Northeastern,68,100,0.322,0.284,0.529,48.9,41.4,8.8,8.3,0.491,16.1,25.3,0.239
Northern Arizona,70.7,110.1,0.364,0.423,0.586,51.9,56.9,10.1,9.6,0.552,16.8,28.5,0.27
Northern Colorado,73.8,98,0.359,0.247,0.52,48.7,37.9,7.2,7.6,0.486,15.7,23.4,0.246
Northern Illinois,69.3,108.1,0.317,0.409,0.56,50.3,54.6,7,9.7,0.535,15.7,28.7,0.22
Northern Iowa,64.3,96.3,0.243,0.382,0.513,48.8,47.9,9.4,10.6,0.484,15.5,21.7,0.175
Northern Kentucky,70.7,93.4,0.313,0.36,0.5,47.4,47.7,8,9.9,0.464,17.6,26,0.219
Northwestern State,72.2,108.1,0.402,0.349,0.562,51.1,55.5,11.8,8.6,0.531,16.7,32.2,0.277
Northwestern,65.3,101,0.372,0.381,0.542,49.6,60.4,8.9,9.8,0.505,17,27.3,0.265
Notre Dame,66.5,102.1,0.221,0.375,0.514,48.4,54.9,7.5,10.4,0.49,14.2,28.8,0.156
Oakland,72.2,104.8,0.278,0.307,0.538,49.6,51.9,10.3,11.9,0.508,14.8,28.5,0.202
Ohio State,68,98.3,0.295,0.399,0.518,46.4,49.9,7.4,6.9,0.487,15.9,24.8,0.207
Ohio,72.6,101.3,0.292,0.397,0.532,51.6,46.4,8.1,8.8,0.496,15.8,26,0.219
Oklahoma State,70.8,102.7,0.356,0.344,0.539,48.9,50.9,8.7,7.6,0.5,17.5,31.1,0.258
Oklahoma,76.5,105.5,0.257,0.372,0.535,50.2,48.9,8.7,11.5,0.51,14.5,30,0.18
Old Dominion,66.6,93.6,0.303,0.411,0.506,47.2,59,6.9,7.2,0.477,18.9,26.1,0.205
Oral Roberts,68.1,111.4,0.302,0.377,0.56,47.8,58.9,9,8.5,0.532,13.6,30,0.216
Oregon State,67.4,102.7,0.382,0.367,0.538,47.9,49.9,9.1,9.2,0.496,16.3,28.7,0.28
Oregon,69.6,102.6,0.363,0.394,0.547,47.7,51,7.5,8.7,0.503,16.8,26.7,0.275
Pacific,67,107.2,0.352,0.402,0.564,49.1,57.5,7.4,6.8,0.526,16.1,27.6,0.263
Penn State,67.9,97.6,0.321,0.336,0.517,48.2,49.7,8.1,9.3,0.483,17.2,28.2,0.226
Pennsylvania,70.2,95.6,0.311,0.33,0.503,49,39.6,7.3,8.7,0.463,15.2,22.3,0.228
Pepperdine,67.8,115.1,0.332,0.418,0.597,49.2,62,8.3,10.2,0.571,14,26.2,0.24
Pittsburgh,65.7,109.3,0.313,0.372,0.532,54.5,58.1,10.1,15.3,0.501,13.1,33.9,0.221
