school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Boston University,69.4,103.3,0.339,0.37,0.528,49.3,55.5,9.1,7.9,0.497,14.8,27.7,0.232
Bowling Green State,69.4,104.2,0.346,0.377,0.533,49.4,44.4,8.8,7.6,0.502,14.9,28.2,0.239
Bradley,67.3,103.2,0.517,0.325,0.536,50.9,53.9,11.4,9.8,0.496,15.2,26.3,0.344
Brigham Young,74,98,0.32,0.38,0.515,47,54,7.5,9,0.479,15.7,25.1,0.229
Brown,70.5,107.2,0.357,0.355,0.534,51.7,53,10.8,9.8,0.502,13.8,31.2,0.245
Bryant,68.4,110.5,0.313,0.404,0.547,53.7,57.1,10.1,9.6,0.514,13.8,33.6,0.228
Bucknell,71.5,101.1,0.41,0.359,0.525,48.4,57.4,9.6,11.5,0.49,15.6,28.1,0.275
Buffalo,72.6,102.9,0.377,0.36,0.532,48.3,50.6,7.7,8.9,0.493,15.8,28.7,0.27
Butler,69.8,101.3,0.358,0.363,0.533,47.7,50.6,6.6,10.6,0.497,16.4,27.3,0.254
Cal Poly,67.8,109,0.383,0.318,0.555,50.2,57.4,7.3,8.8,0.522,13.8,27.8,0.266
Cal State Bakersfield,68.4,92.6,0.423,0.343,0.497,47.2,48.7,7.8,7.6,0.451,19.1,29,0.291
Cal State Fullerton,70,105.6,0.379,0.386,0.538,49.5,58,7.7,10.5,0.497,14.2,28.2,0.277
Cal State Northridge,71.4,103.5,0.347,0.331,0.535,51.4,57.8,9,8.7,0.504,16.4,30.8,0.237
UC-Davis,67.1,96.3,0.302,0.37,0.506,50.6,57.9,10.8,9,0.471,17.3,27.6,0.216
UC-Irvine,67.6,96.8,0.337,0.369,0.49,48.3,62.6,7.9,6.3,0.445,14.7,27.8,0.247
UC-Riverside,68.7,101.5,0.383,0.313,0.523,49.4,53.8,9.2,10.2,0.481,15.1,27.7,0.274
UC-Santa Barbara,68.4,98,0.407,0.415,0.505,48.8,55.7,7.6,7.6,0.462,15.5,27.6,0.281
University of California,68.2,97.6,0.375,0.265,0.489,45.5,46.8,7.3,7.8,0.443,12.3,25.3,0.265
Campbell,70,104.5,0.38,0.315,0.546,53.4,45.6,8.5,7.6,0.516,16.7,30.2,0.257
Canisius,68.9,110.9,0.39,0.384,0.583,52.4,59,7.5,9.7,0.549,17,32.8,0.283
Central Arkansas,73.7,113.5,0.387,0.357,0.573,49.6,54.6,9.5,9.8,0.538,13.7,29.8,0.279
Central Connecticut State,68.9,112.1,0.305,0.327,0.558,51.2,52.7,10.1,9.3,0.534,12.8,30.3,0.211
Central Florida,68.3,103.9,0.25,0.349,0.498,48.3,55.1,10.8,9.1,0.471,11.4,30.5,0.172
Central Michigan,67.4,107.6,0.333,0.343,0.535,51.7,48.5,6.3,7.8,0.504,13.7,30.7,0.231
Charleston Southern,70,106.4,0.365,0.385,0.562,51.1,52.4,8.2,11.8,0.529,15.8,26.4,0.261
Charlotte,72.1,109,0.309,0.337,0.575,50.1,45.6,7.8,8.5,0.548,16.2,27.6,0.223
Chattanooga,68.1,98.5,0.297,0.361,0.527,47.7,51,9.4,10.7,0.5,18,28.6,0.202
Chicago State,72,107.5,0.432,0.419,0.565,52.3,66.8,9.3,10.7,0.533,17.6,32.6,0.294
Cincinnati,65.5,94.1,0.27,0.352,0.486,46.8,50.7,7.6,8.7,0.456,17.2,30.5,0.184
Citadel,81.2,113.6,0.439,0.313,0.598,55.6,52.4,8.4,11.6,0.568,17.8,35.7,0.308
Clemson,63.7,100.4,0.285,0.338,0.51,49.6,51.9,7.9,8.4,0.479,15.4,30.2,0.202
Cleveland State,65.9,102.4,0.452,0.353,0.537,51.4,59.1,9.6,8.4,0.504,17.6,31.7,0.297
Coastal Carolina,68.3,97.1,0.298,0.414,0.486,47.6,50,8.7,7.6,0.457,13.8,28.4,0.195
Colgate,65.4,107.5,0.415,0.372,0.56,52.3,52.3,8.3,11.3,0.528,16.8,31,0.285
College of Charleston,65.2,94.3,0.426,0.346,0.516,49.2,47.5,8.1,9.2,0.48,19.2,26.6,0.28
Colorado State,69.3,108.2,0.345,0.395,0.554,46.4,51.2,8.5,8.8,0.52,13.1,24.9,0.249
Colorado,70.8,99.3,0.351,0.292,0.506,44.3,41.9,10.5,11.1,0.47,13.5,24.6,0.241
Columbia,66.7,101.7,0.344,0.385,0.538,48.2,53.9,6.8,9.9,0.508,16.8,26.2,0.236
Connecticut,66.2,94.6,0.354,0.362,0.481,48.9,52.1,7.6,9.4,0.445,15.4,28.9,0.234
Coppin State,71.4,109.3,0.427,0.322,0.555,52.9,52.3,7.7,10.1,0.53,16,35.1,0.274
Cornell,72.7,106.8,0.349,0.356,0.546,56.8,59.9,7.6,10.7,0.508,16.8,35.7,0.257
Creighton,72.1,100.4,0.335,0.338,0.523,48.6,50.9,8.9,8.7,0.49,15.4,26.1,0.233
Dartmouth,69.1,101.9,0.422,0.406,0.55,48.2,53.4,9.7,11.6,0.521,18.5,28.8,0.28
Davidson,71.2,109.2,0.3,0.353,0.548,52.9,49.1,7.8,9.4,0.52,13.8,30.7,0.211
Dayton,68.6,95,0.328,0.368,0.5,46.8,54.8,7,8,0.469,15.9,24.2,0.219
Delaware State,67.3,107.7,0.406,0.422,0.538,55.2,60.4,8.7,9,0.502,16.4,37.5,0.278
Delaware,67.4,111.8,0.319,0.472,0.548,49.3,62.4,9.3,10.5,0.518,11.7,28,0.226
Denver,62.7,104.2,0.434,0.352,0.567,54.8,54.6,9.1,10.4,0.519,19.8,31,0.329
DePaul,68.4,109.2,0.448,0.395,0.56,49.4,61.6,9.7,8.2,0.514,15.4,29.9,0.331
Detroit Mercy,75.7,109,0.454,0.364,0.565,48.6,51.9,8.3,9.8,0.525,15.4,29.3,0.323
Drake,66,107.7,0.301,0.329,0.54,49.7,46,9.1,12,0.513,12.8,27.3,0.21
Drexel,65.6,106.9,0.474,0.325,0.557,52,51.8,7.8,9.1,0.52,15.7,29,0.325
Duke,68.4,105.2,0.253,0.296,0.519,50.5,52.4,6.6,9.8,0.495,14.5,34.4,0.172
Duquesne,73.6,106.2,0.375,0.383,0.531,48.9,65.2,8.3,8.4,0.493,13.5,28.2,0.263
East Carolina,67,105.2,0.267,0.394,0.534,51.5,63.2,9.3,10.5,0.512,15.7,32.4,0.18
East Tennessee State,71,104,0.393,0.373,0.537,50.1,46.6,8.8,8.6,0.496,15.9,29.8,0.282
Eastern Illinois,68.3,106.2,0.387,0.368,0.543,53.7,54.7,8.8,7.2,0.506,16.7,34.1,0.272
Eastern Kentucky,73.4,107.9,0.416,0.368,0.565,52.3,61.4,9.1,7.4,0.531,17.7,33.5,0.291
Eastern Michigan,72.5,102.1,0.398,0.404,0.529,51.4,58.6,8.3,7.9,0.491,18.5,35.3,0.275
Eastern Washington,70.4,109.4,0.378,0.273,0.564,50.6,52,8.2,10.6,0.535,14.6,28.3,0.261
Elon,71.7,104.8,0.322,0.306,0.528,50.7,44.8,8.9,12.1,0.502,14.2,29.5,0.215
Evansville,68.9,94.1,0.296,0.324,0.496,47.8,51.1,8.2,8.9,0.457,16.3,25,0.218
Fairfield,72.2,104.8,0.341,0.361,0.529,53.9,50.3,7.9,7.6,0.496,16,34.1,0.236
Fairleigh Dickinson,72.4,107.5,0.467,0.367,0.56,53.7,56.1,8.6,8.6,0.522,18,35.4,0.325
Florida A&M,70.8,101,0.381,0.347,0.533,53.1,45.4,10.5,8,0.499,17.9,31.1,0.261
Florida Atlantic,68.5,107.8,0.371,0.251,0.539,54.4,47.4,8.7,12.1,0.502,14.3,32.1,0.263
Florida Gulf Coast,69.7,98.9,0.335,0.359,0.501,46.5,47.3,9.4,7,0.467,14.6,27.7,0.229
Florida International,66.8,103.3,0.35,0.384,0.506,48.2,53,8.8,8,0.47,12.6,29.7,0.239
Florida State,71.8,102.6,0.367,0.37,0.541,47.6,51.1,7.3,7.4,0.509,16.4,28.3,0.253
Florida,70.1,97.9,0.357,0.322,0.503,48.7,47.6,7.6,9.1,0.467,16,29.5,0.242
Fordham,68.3,99.3,0.401,0.393,0.551,48.7,62.9,9.7,8.7,0.514,20.1,26.6,0.283
Fresno State,70.1,99.5,0.445,0.395,0.53,49.6,53,6.5,7.3,0.486,18.5,29.4,0.311
Furman,66.3,100.5,0.367,0.364,0.53,46.8,49.3,9.9,9,0.498,16.9,27.4,0.249
Gardner-Webb,71,103.5,0.393,0.367,0.547,49.2,51.3,9,8.4,0.509,17.1,29.3,0.281
George Mason,67.7,106,0.3,0.348,0.517,44.9,49.1,8,9.5,0.484,9,22.8,0.214
George Washington,67.5,100.8,0.27,0.357,0.518,46.3,46.5,8.6,9.2,0.487,15.2,27.7,0.195
Georgetown,69.2,102.7,0.493,0.31,0.522,49.2,53.8,8.9,8.3,0.466,14,28.4,0.356
Georgia Southern,71.2,103.6,0.436,0.404,0.542,52.1,49.2,6.6,11.9,0.503,17.9,33.1,0.302
Georgia State,65.1,98.2,0.414,0.41,0.523,53.1,58.5,8,7.9,0.475,18.6,31,0.301
Georgia Tech,67,105.2,0.317,0.305,0.525,44.7,46.8,7,6.3,0.491,12.7,27.1,0.226
Georgia,68.2,101.4,0.411,0.396,0.502,48,50,9.1,10.2,0.455,13.4,29.8,0.288
Gonzaga,68.1,95.9,0.281,0.331,0.48,44.8,43.1,8.5,8,0.446,13.1,25.6,0.198
Grambling,67.2,100.4,0.403,0.371,0.527,52.4,55,9.7,10.6,0.493,17.5,30.9,0.268
Grand Canyon,69.8,97.2,0.348,0.362,0.513,47.3,44.8,8.6,9.2,0.482,16.9,27,0.23
Green Bay,77.3,102.4,0.358,0.339,0.546,51.3,50.5,7.6,10,0.511,18.8,31.8,0.255
Hampton,71.7,101.3,0.36,0.331,0.523,46.9,42,7.8,10.3,0.483,14.8,27,0.26
Hartford,70,110,0.408,0.345,0.557,58.3,54.9,7.4,10.9,0.531,15.9,35.2,0.267
Harvard,67.1,98.2,0.327,0.354,0.499,47.9,52.1,10.7,7,0.46,14.8,27.7,0.233
Hawaii,71.6,92.8,0.392,0.35,0.5,47,47.9,8.1,7.5,0.453,18,26.1,0.281
High Point,67.7,103.4,0.321,0.38,0.548,49.7,47,7.7,8.1,0.519,18.5,31.4,0.225
Hofstra,70.2,102.9,0.236,0.341,0.517,48.6,51.6,7.7,9.6,0.496,14.2,29.8,0.158
Holy Cross,64.6,106.2,0.334,0.408,0.563,54.4,58.2,8.1,9.7,0.532,17.2,29.5,0.242
Houston Baptist,72.3,105,0.346,0.327,0.531,48.8,55.2,9.5,9.4,0.493,14.8,30.4,0.249
Houston,66.3,102.5,0.36,0.349,0.513,48.5,49,7.5,8.6,0.473,15.5,33.3,0.254
Howard,72.2,103.6,0.373,0.365,0.521,50.6,49.9,7.7,8.2,0.487,16,35,0.254
Idaho State,71.9,105.8,0.349,0.397,0.544,51.9,53,8.4,10.2,0.514,15.5,29.6,0.24
Idaho,67.2,98.2,0.402,0.447,0.525,44.6,55.4,10.8,8.3,0.49,17,25.2,0.271
Illinois-Chicago,72.7,106,0.387,0.337,0.528,49.5,60.9,9.8,11.4,0.487,13.6,30.5,0.274
Illinois State,67.7,97.2,0.372,0.369,0.515,49.7,53.3,8.8,8.2,0.48,17.5,28.1,0.252
Illinois,68.6,106.3,0.265,0.384,0.561,54,54.1,7.1,10.1,0.536,16.8,28.1,0.191
Incarnate Word,71.2,103.1,0.359,0.342,0.544,52.3,54.5,8.9,11.2,0.52,16.6,28.1,0.235
Indiana State,70,98,0.435,0.331,0.514,49.6,47.1,8.6,9.4,0.469,15.7,25.4,0.301
Indiana,69.1,100.9,0.302,0.312,0.525,45.1,46.7,8.9,8.8,0.498,16.4,28.9,0.206
Iona,72.5,102.1,0.363,0.36,0.524,50.3,53.4,8,8.6,0.488,16.4,31,0.254
Iowa State,71.5,103.8,0.249,0.356,0.522,50.3,50.6,7.7,7.1,0.498,14.5,29.9,0.171
Iowa,69.1,99.6,0.25,0.382,0.506,49.4,53.4,7.7,7.6,0.48,16,31.1,0.171
Fort Wayne,70.4,107.2,0.301,0.354,0.553,48.6,47,8.2,8.9,0.528,14.2,26,0.207
IUPUI,70,104.7,0.38,0.301,0.545,50.9,45.4,10.6,10.8,0.51,15.7,28.3,0.267
Jackson State,68.3,94,0.474,0.356,0.5,48.6,51.9,8.6,9.4,0.446,18.1,27.5,0.334
Jacksonville State,66.6,107.7,0.419,0.322,0.553,53.9,48.7,6.7,7.9,0.518,16.1,33.2,0.29
Jacksonville,72.2,104.4,0.328,0.421,0.545,49.6,52.9,6.7,8,0.521,15.6,25.8,0.217
James Madison,67.9,99.2,0.365,0.424,0.5,47.7,52,8.2,7,0.458,13.5,26.7,0.257
Kansas State,67.5,99.2,0.404,0.363,0.528,47.5,57.7,10,10.4,0.49,18.1,31,0.278
Kansas,69.7,95.7,0.371,0.33,0.497,46.1,47.3,9.2,8.5,0.45,15.9,27.4,0.269
Kennesaw State,70.4,109.4,0.373,0.351,0.556,52.9,48.4,9.5,7.7,0.526,15.6,34.5,0.256
Kent State,68.1,105.5,0.346,0.351,0.545,47.1,53.8,7.8,7,0.507,15,27.8,0.256
Kentucky,68.2,98.8,0.407,0.296,0.493,46.4,40.4,6.2,7.5,0.445,15,31.4,0.286
La Salle,67.2,109.4,0.348,0.358,0.559,55.1,58.1,8.6,12.8,0.525,16.5,34.1,0.252
Lafayette,69.7,112,0.351,0.364,0.562,55.5,52.8,8.7,10.2,0.529,14.3,32.9,0.254
Lamar,73.8,104.4,0.46,0.346,0.546,49,60.5,9.1,8.4,0.504,17.2,31.3,0.323
Lehigh,67.2,102.7,0.281,0.386,0.534,49.1,59.7,8.9,9.8,0.505,16.2,28.9,0.201
Liberty,64.8,105.4,0.423,0.368,0.556,52.5,53.4,10.6,7.7,0.522,16.5,27.9,0.293
Lipscomb,73.8,108.8,0.357,0.401,0.559,51.4,57.2,9,11.4,0.522,15.5,30.1,0.263
Long Beach State,70.7,102.7,0.386,0.369,0.538,51.7,54.9,7.5,9.9,0.505,17.2,30.4,0.263
Long Island University,73,104.2,0.38,0.316,0.544,49.9,55.1,7.9,8.2,0.509,17.1,31.1,0.267
Longwood,69.8,107.8,0.352,0.429,0.56,48.4,57.1,10.2,7.4,0.526,15.4,27.5,0.257
Louisiana,71.6,100.9,0.358,0.3,0.525,44.6,42.5,7.8,9.1,0.489,14.7,25.9,0.25
Louisiana-Monroe,66.6,101.9,0.318,0.381,0.511,48.9,47.3,8,7.6,0.475,14.9,30.8,0.226
Louisiana State,72.9,104.9,0.334,0.371,0.543,50,49.2,8.1,8,0.518,16.2,29.8,0.223
Louisiana Tech,72.9,97.7,0.334,0.332,0.512,49.8,51,7.7,8,0.48,16.9,28.7,0.228
Louisville,66.4,92.1,0.405,0.353,0.492,45.3,51.5,8.2,6.9,0.447,18.7,29.2,0.278
Loyola (IL),65.5,98.2,0.356,0.339,0.531,53.5,55.5,8.9,10.7,0.492,19.4,30.2,0.258
Loyola Marymount,68,107.9,0.425,0.396,0.572,52.5,64.4,7.9,8.8,0.534,17.7,31.7,0.308
Loyola (MD),67.4,109.1,0.409,0.327,0.554,49.9,53.6,8.7,11.1,0.52,14.7,30.6,0.284
Maine,77.8,110.3,0.38,0.315,0.587,53.5,57.3,10.7,11.5,0.555,18.2,32.3,0.276
Manhattan,69,104.8,0.468,0.318,0.565,54.9,60.3,9.3,10.4,0.522,19.6,32.5,0.337
Marist,69,112.1,0.366,0.351,0.566,54.1,53.8,9.1,8.9,0.536,14.6,32,0.257
Marquette,72.4,101,0.28,0.346,0.521,50,60.3,9.5,8.2,0.487,16.4,30.7,0.207
Marshall,77.6,108.6,0.359,0.298,0.554,52.1,45,8.4,7.1,0.523,14.7,30.9,0.251
Maryland-Baltimore County,70.7,113.1,0.388,0.367,0.598,52.9,53.9,9,8.6,0.566,17,28.9,0.284
Maryland-Eastern Shore,68.3,108.5,0.489,0.386,0.568,48.6,55.2,9.6,9.9,0.529,16.6,28.6,0.342
Maryland,67.3,98.7,0.27,0.35,0.496,48.1,46.8,9,8.1,0.463,14.4,29.1,0.192
Massachusetts-Lowell,74.3,110.5,0.374,0.352,0.574,53.4,48,11,8.1,0.543,16.6,32.6,0.265
Massachusetts,71.8,104.1,0.402,0.356,0.528,52.1,57,7.9,9.2,0.483,14.8,30.4,0.294
McNeese State,70.5,110.1,0.371,0.309,0.548,52.7,55,8.8,8.3,0.518,13.8,33,0.253
Memphis,73.6,94.8,0.384,0.323,0.49,48.6,52.2,9.1,10.9,0.449,16.4,29.5,0.26
Mercer,65.7,102.4,0.328,0.446,0.518,44.1,57.9,9.8,10.3,0.481,14.1,26.6,0.235
Miami (FL),66.2,101.5,0.291,0.304,0.516,48.3,46,8,6.9,0.483,15,28.9,0.209
Miami (OH),65.6,104,0.381,0.423,0.552,52,56.4,8.1,8.4,0.51,18.3,30.8,0.285
Michigan State,67,95.1,0.341,0.325,0.477,42,48.7,7.9,8.6,0.433,12.4,24,0.243
Michigan,65.7,102.2,0.268,0.363,0.539,50.8,52.7,6.1,9.9,0.511,16.1,26.3,0.194
Middle Tennessee,69.1,99.3,0.417,0.349,0.529,48.6,50.8,8.5,7.7,0.494,17.1,25.4,0.279
Milwaukee,68.5,103.7,0.284,0.319,0.536,48.3,48.6,7.3,9.1,0.509,13.9,25,0.197
Minnesota,68.4,106.9,0.342,0.344,0.552,52.3,58.4,8,10.2,0.517,15.5,29.2,0.249
Mississippi State,70.2,103.3,0.363,0.339,0.524,51.1,48.9,9,9.3,0.489,15.7,32.8,0.25
Mississippi Valley State,71.3,106.5,0.352,0.383,0.538,54.3,52,9,9.6,0.51,16.3,34.6,0.236
Mississippi,70,102.1,0.406,0.386,0.531,48.6,58.9,9.3,11.6,0.496,17.3,31.1,0.274
Missouri-Kansas City,67.7,106.3,0.439,0.381,0.544,49.6,58,8.4,10.1,0.496,15.5,31.3,0.322
Missouri State,69.1,104.1,0.346,0.356,0.541,50.5,57.3,9.4,6.5,0.51,15.5,27.9,0.242
Missouri,69.3,105.3,0.408,0.392,0.529,51,56.4,8.4,11.4,0.49,14,29.8,0.284
Monmouth,73.9,97.2,0.372,0.418,0.502,50.3,50.1,7.9,10.1,0.461,17.2,30.7,0.259
Montana State,70.1,110.5,0.457,0.363,0.572,48.4,49.4,8.2,10.6,0.54,14.7,27.4,0.312
Montana,67.1,99.6,0.432,0.365,0.533,47.8,45.9,9.3,9.1,0.488,16.8,24.2,0.309
Morehead State,67.5,101.1,0.524,0.352,0.552,46.4,49.9,7.7,9.5,0.501,19.2,28.4,0.378
Morgan State,69.1,102.9,0.375,0.32,0.537,52.5,53.8,8.1,10.2,0.506,17.9,33.8,0.254
Mount St. Mary's,69.7,98.1,0.404,0.289,0.542,56,45.2,8.5,8.1,0.502,21.3,33.7,0.288
Murray State,65.6,102.4,0.409,0.334,0.554,48.8,50.9,8.4,6.5,0.516,17.8,26.4,0.294
Navy,64.9,98.2,0.389,0.415,0.526,46.5,58.3,9,7.5,0.486,17.8,27,0.274
Omaha,76.4,105.9,0.369,0.355,0.565,51.1,49.9,7.9,8.6,0.524,17.3,30.9,0.279
Nebraska,67.1,102,0.397,0.34,0.541,48.6,53.6,7.8,9.5,0.501,17.1,28.1,0.285
Nevada-Las Vegas,74,97.2,0.395,0.323,0.51,50.2,46.9,8.5,9.1,0.468,17.4,29.9,0.275
Nevada,72.3,97.8,0.388,0.35,0.496,48.7,55.6,8,7.2,0.457,15,29.5,0.26
New Hampshire,68.6,100.7,0.326,0.369,0.523,46.4,41.2,7.7,9.1,0.49,13.6,21.8,0.229
New Mexico State,66.6,93.3,0.278,0.32,0.476,43.3,46.8,7.8,4.9,0.446,14.3,25,0.187
New Mexico,72.2,101.3,0.371,0.397,0.52,47.3,56,10.7,10.5,0.485,14.8,28.6,0.254
New Orleans,74,104.3,0.427,0.367,0.56,49.4,56.6,10.9,10.4,0.521,19.2,32.6,0.306
Niagara,67.3,105.4,0.355,0.363,0.532,49.5,58.4,8.9,10.9,0.49,14.6,31.2,0.263
Nicholls State,71.6,105.5,0.392,0.316,0.539,54,52.7,11.3,10.6,0.502,16.4,33.7,0.275
NJIT,70.7,103.9,0.352,0.422,0.538,51.2,58.2,8.6,11.9,0.511,16.6,30.5,0.234
Norfolk State,68.8,105.9,0.409,0.372,0.536,50.6,58.3,6,9.8,0.493,16.1,33.8,0.295
North Carolina-Asheville,70.4,95.9,0.321,0.361,0.514,48.5,44.9,9.5,6.1,0.48,19,28.9,0.224
North Carolina A&T,68.7,108.5,0.484,0.418,0.552,50.9,59.4,8.4,8.4,0.515,15.4,31,0.328
North Carolina Central,67.8,102.6,0.377,0.369,0.53,48.7,54.5,8,10,0.494,16.7,31.3,0.262
North Carolina-Greensboro,68.7,105.9,0.377,0.398,0.554,50.6,55.4,7.3,8.5,0.512,15.5,27.1,0.282
North Carolina State,68.3,108.1,0.297,0.365,0.534,47.3,53.1,9,9.7,0.506,12.8,30.4,0.206
North Carolina-Wilmington,71.3,99.9,0.542,0.29,0.525,49.4,45.4,6.8,7.9,0.469,17.9,30.8,0.382
North Carolina,70.2,99.8,0.304,0.357,0.513,44.1,43.7,8,6.5,0.481,15.7,29.5,0.212
North Dakota State,65.8,97.7,0.31,0.313,0.507,49.2,48.6,8.1,7.7,0.472,15.3,25.8,0.219
North Dakota,72.3,97.6,0.367,0.385,0.527,49.7,53.3,8.6,6.9,0.504,17.6,25.3,0.229
North Florida,72.4,109.9,0.264,0.269,0.531,52.9,47.7,8.6,7.8,0.509,12.6,33.6,0.177
North Texas,71.9,108.4,0.417,0.343,0.557,50.4,49.5,9.8,9.3,0.522,15.1,30.4,0.29
Northeastern,66,103.8,0.279,0.339,0.534,51.1,54.9,8.3,10.5,0.513,15.3,29.1,0.182
Northern Arizona,71,112.2,0.336,0.382,0.58,54.2,52.9,8.6,9.3,0.551,15.2,29.1,0.244
Northern Colorado,69.9,114.5,0.468,0.398,0.592,49.9,55.4,8.2,8.2,0.55,15.4,29.4,0.348
Northern Illinois,69.3,96.3,0.397,0.414,0.511,47.1,57.3,8.3,9.2,0.474,17.9,27,0.267
Northern Iowa,64.1,98.8,0.24,0.395,0.514,53.2,51.1,7.4,8.9,0.486,15.8,26.7,0.173
Northern Kentucky,69.4,106.4,0.413,0.325,0.542,50.9,52.7,9.6,10.5,0.497,14.4,29.3,0.304
Northwestern State,75.2,114.6,0.368,0.323,0.571,54.5,54.6,11.2,8.2,0.54,15.5,38.3,0.261
Northwestern,64.4,100.5,0.35,0.369,0.507,48.6,62.6,7.5,9,0.465,14.2,28.3,0.253
Notre Dame,65,108.3,0.26,0.344,0.525,48.9,53,8.3,8.2,0.495,12.5,31.7,0.189
Oakland,74.8,104.5,0.321,0.351,0.527,48.4,54.6,7,8.1,0.496,14.2,29.2,0.224
Ohio State,67.7,99.1,0.304,0.371,0.501,48.7,50.9,7.3,5.8,0.466,14.8,29.1,0.215
Ohio,70.4,105.5,0.333,0.34,0.534,48.9,44.8,8.4,7.3,0.496,12.7,25.3,0.245
Oklahoma State,65,102,0.409,0.357,0.508,50.9,49.5,9.7,8.7,0.471,14.8,32.3,0.272
Oklahoma,71,99,0.283,0.357,0.501,48.6,43.1,10.1,8.9,0.472,15.1,30,0.192
Old Dominion,62.8,97.3,0.358,0.365,0.498,45.5,50.1,6.7,7.1,0.455,15,26.8,0.256
Oral Roberts,71.2,107.6,0.312,0.324,0.544,49.8,44.8,8.3,6.3,0.51,13.8,28.8,0.228
Oregon State,68.4,102.5,0.391,0.389,0.529,51.7,58.1,7.3,9.6,0.492,16.9,32.2,0.272
Oregon,69.5,98.6,0.314,0.343,0.517,47.6,52.2,6.6,7.7,0.485,17.4,30.3,0.218
Pacific,67.8,104,0.476,0.367,0.536,49.4,54.5,8.7,9.5,0.491,15.2,28.2,0.332
Penn State,66.2,104.4,0.425,0.353,0.531,51,51.7,8.6,9.2,0.488,15.2,29.5,0.301
Pennsylvania,68.3,104.2,0.333,0.315,0.526,50.7,47.4,9.1,10.7,0.498,14.4,30.2,0.223
Pepperdine,68.3,103.1,0.318,0.345,0.519,49.3,50.4,7.8,6.5,0.49,13.9,29.4,0.214
Pittsburgh,66.4,100.6,0.33,0.342,0.52,44.8,54.8,8.4,8.3,0.493,15.1,27,0.218
Portland State,73.2,106.1,0.323,0.329,0.556,50.8,51.2,9.3,5.3,0.528,16.9,30.5,0.227
