school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Portland,72.7,109.3,0.407,0.359,0.555,52.1,51.5,7.8,9.6,0.52,15.8,34.1,0.283
Prairie View,68.9,103,0.474,0.327,0.549,53.9,55.5,10.3,11.1,0.507,19.9,36.3,0.331
Presbyterian,69.8,104.1,0.38,0.415,0.546,51.6,53,10,10.4,0.515,17,30.3,0.259
Princeton,69.4,97.5,0.307,0.287,0.513,48,45.5,8,11.6,0.486,16.1,25.8,0.205
Providence,69.8,99.4,0.28,0.331,0.524,50.6,50.6,8.4,8.8,0.493,17.8,30.1,0.201
Purdue,67.9,95,0.281,0.331,0.478,42.7,50.5,9,7.7,0.443,12,23.2,0.197
Quinnipiac,69.8,100.5,0.401,0.32,0.51,46.5,53.8,11,9.8,0.465,15,29.3,0.284
Radford,67.6,104.8,0.335,0.302,0.533,47.8,44.9,10.7,8,0.5,14.8,30.4,0.236
Rhode Island,65.1,98.4,0.396,0.296,0.522,48.1,42.9,8.9,9.4,0.476,16.7,26.3,0.288
Rice,71.4,112.3,0.352,0.352,0.581,52.1,53.7,9.9,8.9,0.554,16.1,31.3,0.247
Richmond,68.8,106.1,0.361,0.324,0.543,53.8,50.8,6.8,7.4,0.509,15.6,31.7,0.254
Rider,65.6,101.1,0.324,0.387,0.517,50.1,54.5,10.1,7.8,0.478,15.7,29.4,0.238
Robert Morris,69.4,101.7,0.329,0.359,0.532,54.6,62.5,9,10.3,0.494,18.7,34.7,0.241
Rutgers,71.3,111.4,0.301,0.343,0.542,54.5,54.5,10,9.5,0.517,13.6,35.6,0.205
Sacramento State,69.2,103.8,0.361,0.372,0.519,51.5,56.1,9,8.5,0.488,14.8,31.1,0.241
Sacred Heart,72.2,107,0.394,0.342,0.545,49.7,53.8,8.9,9.7,0.511,15.5,32.4,0.273
Saint Francis (PA),67.6,106.7,0.301,0.361,0.537,49.3,51,8.5,10.9,0.506,14.5,30.7,0.217
Saint Joseph's,70.2,99.4,0.25,0.415,0.508,48.1,49.1,6.3,7.4,0.481,14.2,25.6,0.175
Saint Louis,69.4,103,0.393,0.406,0.539,53.4,57.3,8.5,12.3,0.5,16.2,27.9,0.281
Saint Mary's (CA),62.3,97.7,0.242,0.316,0.487,46.1,47,7.1,7.6,0.461,13.3,26.6,0.163
Saint Peter's,66.4,98.9,0.317,0.386,0.513,47.9,50.1,9.6,9.7,0.478,15.5,26.3,0.226
Sam Houston State,69.8,101.5,0.449,0.396,0.554,47.8,64.2,7.7,8.4,0.511,17.2,22.7,0.321
Samford,69.7,104.2,0.43,0.369,0.549,50.3,55.9,9.6,11.4,0.511,17.8,31.6,0.3
San Diego State,66.2,91,0.307,0.355,0.469,46.2,49.2,9,9.6,0.426,15.8,27.6,0.223
San Diego,66.6,103.9,0.414,0.305,0.54,52.1,52.8,9,10.8,0.5,15.6,28.5,0.292
San Francisco,70.8,109.3,0.349,0.393,0.55,48.1,52.5,7,11.8,0.516,13.8,29.8,0.25
San Jose State,71.3,103.1,0.459,0.34,0.532,50.1,52.8,8.7,8.1,0.49,15.2,28.3,0.315
Santa Clara,66.4,108.2,0.364,0.396,0.546,52.2,56.5,7.2,9.4,0.509,14.4,29.7,0.263
Savannah State,68.2,98.9,0.401,0.346,0.539,53,50.8,10.1,11.2,0.496,19.8,30,0.291
Seattle,67.3,99,0.335,0.427,0.511,48.2,60.6,12.4,9.8,0.48,16.6,30.3,0.224
Seton Hall,70.7,95.5,0.338,0.33,0.49,47.6,50.9,10.1,9.8,0.454,16.6,30.8,0.229
Siena,71,101.3,0.384,0.345,0.516,44.6,45.8,10.3,8.7,0.472,14.9,29.8,0.276
South Alabama,70.3,102.7,0.378,0.367,0.521,50.7,54.4,8.1,8.9,0.481,15.6,32.4,0.267
South Carolina State,68.8,106.2,0.386,0.372,0.546,51,50.6,6.5,7,0.507,15.4,31.1,0.278
South Carolina Upstate,69.1,111.9,0.332,0.382,0.557,48.9,59.4,9.9,7.2,0.529,14.1,31.9,0.231
South Carolina,71.4,96.3,0.383,0.411,0.508,46,55.7,8.8,10.9,0.47,17.9,29.7,0.261
South Dakota State,68.8,99,0.39,0.329,0.518,46.3,47.7,8.2,9.8,0.473,15.5,25.7,0.281
South Dakota,71.7,108.4,0.401,0.383,0.568,52.3,56,7.1,10.1,0.529,16.7,29.8,0.295
South Florida,67.1,106.2,0.356,0.372,0.509,48.4,60.6,11.5,7.6,0.472,12,32.5,0.244
Southeast Missouri State,71.5,108.2,0.304,0.384,0.567,52,62.6,9.1,9.4,0.542,16.6,29.7,0.214
Southeastern Louisiana,70.6,106.5,0.425,0.379,0.547,51.1,59.5,9.2,10.5,0.518,16.7,32.6,0.278
Southern California,72.5,101.4,0.283,0.345,0.505,48.9,50.8,7.8,9.3,0.473,14.1,31.5,0.199
SIU Edwardsville,68.1,107.5,0.434,0.303,0.552,49.5,53.7,8.3,9.1,0.512,15.2,29.2,0.307
Southern Illinois,69.9,98.9,0.449,0.352,0.544,47.8,49.3,8.4,7.3,0.509,18.9,25.6,0.303
Southern Methodist,66.1,96,0.304,0.4,0.492,42.6,55.9,11.1,9.3,0.466,15.8,28.5,0.193
Southern Mississippi,65,106.6,0.384,0.444,0.549,52.7,57.5,9.9,11.2,0.515,15.5,28.9,0.268
Southern Utah,69.9,114.8,0.428,0.329,0.594,54.1,47.9,8.5,10.3,0.561,15.4,30.3,0.306
Southern,69.5,98.9,0.382,0.367,0.509,51,49.4,7.5,7.3,0.474,16.9,31.6,0.254
St. Bonaventure,69.1,104.8,0.374,0.377,0.532,50.7,55.8,7.7,8.3,0.496,16.1,33.4,0.26
St. Francis (NY),66.9,98.8,0.348,0.256,0.505,49.4,48.1,9.5,9.1,0.465,16.1,30.5,0.248
St. John's (NY),73.3,105.5,0.429,0.347,0.554,52.6,55,11.6,8.9,0.515,17.2,30.8,0.304
Stanford,67.3,103.7,0.392,0.381,0.54,50.6,57.7,7.9,8.3,0.511,17.1,31.2,0.259
Stephen F. Austin,69.6,91,0.39,0.312,0.521,48.1,52.1,7.6,7.4,0.488,23.4,30,0.258
Stetson,73.5,109.9,0.302,0.326,0.553,52.9,49.8,8.2,11.5,0.53,14,31.5,0.204
Stony Brook,67.8,94.2,0.268,0.344,0.497,44.6,47.4,8.3,6.9,0.464,16.4,25.3,0.192
Syracuse,64.9,99.3,0.28,0.397,0.5,50.7,65,9.6,9.2,0.473,16.9,35,0.186
Temple,65.8,100.8,0.287,0.322,0.503,50.7,50.4,6.5,9.5,0.465,13.8,29.5,0.213
Tennessee-Martin,67.4,104.2,0.289,0.442,0.535,48.7,56.1,7.9,7.9,0.506,15.2,28.3,0.205
Tennessee State,69.4,97.6,0.419,0.417,0.526,48.2,56.9,8.1,6.5,0.488,19.2,28.6,0.287
Tennessee Tech,70.1,107.2,0.335,0.345,0.534,50.4,54.1,8.8,9.3,0.505,14,31.2,0.229
Tennessee,70.9,106,0.373,0.349,0.522,51.3,53.2,8.5,8.9,0.485,14.6,34.5,0.258
Texas A&M-Corpus Christi,70.3,99.5,0.442,0.367,0.528,50.6,54.2,8.9,5.5,0.481,19.4,32.6,0.316
Texas A&M,68.8,95.2,0.324,0.401,0.503,47,57.1,7.7,9.5,0.474,17.9,28.3,0.213
Texas-Arlington,72.8,93.8,0.428,0.414,0.505,44.7,54.6,9.3,12.5,0.466,18.1,25.8,0.284
Texas Christian,70,102.2,0.414,0.358,0.546,52,60.3,10.7,12.1,0.509,18.2,31.6,0.289
Texas-El Paso,72.8,101.8,0.365,0.395,0.523,51.9,56.5,7.2,7.6,0.49,16.6,31,0.247
Texas-Rio Grande Valley,69.3,112.1,0.309,0.317,0.536,55.2,55.6,9.2,7.6,0.508,12.3,34.9,0.211
Texas-San Antonio,73.1,114.4,0.457,0.376,0.607,52.1,58.5,8.5,13,0.583,15.6,26.9,0.309
Texas Southern,68.1,103.6,0.246,0.323,0.523,46.3,51.1,9.1,11.2,0.492,13.8,28.3,0.185
Texas State,65.2,97.9,0.366,0.344,0.522,50,49.2,8.7,7.5,0.484,18.6,30,0.256
Texas Tech,66.7,103.5,0.329,0.378,0.529,49.9,46.2,9.6,8.5,0.496,15.9,32.1,0.232
Texas,66.8,101.5,0.383,0.329,0.517,50.9,47.1,6.6,8.9,0.477,15.8,31.8,0.268
Toledo,70.4,101.5,0.287,0.369,0.537,47.8,50.1,9,8.6,0.506,15.5,24.3,0.208
Towson,66.8,100.2,0.397,0.341,0.525,44.8,48.4,7.7,8.4,0.477,16.3,27.1,0.295
Troy,70.1,106.3,0.345,0.358,0.538,51.5,53.8,9.1,9.7,0.505,15.2,31.3,0.243
Tulane,67.9,101.7,0.368,0.308,0.523,49.9,48.4,10.2,9.1,0.488,16.2,30.2,0.254
Tulsa,68.8,100.3,0.346,0.369,0.526,51.3,50.9,7.6,9.1,0.482,17.5,30.3,0.259
UCLA,71.6,105.9,0.338,0.378,0.528,48.4,53.7,9.2,6.7,0.497,13.8,30.4,0.233
Utah State,68.2,104.9,0.319,0.368,0.535,49.1,54.7,9,8.9,0.505,14.5,28.5,0.222
Utah Valley,74.8,104.3,0.36,0.295,0.53,52.3,51.7,8.5,8.4,0.496,14.7,29.3,0.25
Utah,67.7,101.3,0.227,0.326,0.507,46.8,42.3,9.6,10.3,0.48,13.3,27.3,0.165
Valparaiso,68.7,90.8,0.38,0.331,0.477,44.1,49.9,8.4,10,0.439,16.3,24.6,0.249
Vanderbilt,69.2,96.7,0.344,0.306,0.47,49.2,43.8,8,8.7,0.431,12,29.2,0.233
Vermont,69.3,101.8,0.372,0.334,0.522,48.1,51.3,9.8,9.5,0.486,14.7,27.3,0.257
Villanova,67.3,94.2,0.3,0.374,0.495,48.8,56.3,8.6,6.8,0.467,17.7,28.8,0.198
Virginia Commonwealth,69.9,96.3,0.368,0.303,0.525,48,52.4,8.1,9.6,0.491,18.7,27.3,0.249
VMI,69.9,107.6,0.404,0.358,0.553,53.9,48.8,9.7,9.3,0.513,16,32.4,0.293
Virginia Tech,69.7,102.3,0.335,0.371,0.522,50.4,51,8.1,13.3,0.49,15.4,31.8,0.231
Virginia,61.5,97.3,0.334,0.366,0.519,46.8,47.6,8.7,5.9,0.484,16.7,24.9,0.234
Wagner,67.8,95.5,0.441,0.338,0.51,45.3,51.8,8.2,8.1,0.467,18.2,27.5,0.301
Wake Forest,71.9,109,0.386,0.326,0.538,49.1,46,11,10.2,0.495,13,31.2,0.284
Washington State,70.4,108,0.371,0.311,0.54,51.4,45.5,9.5,7.7,0.499,13.1,29.4,0.271
Washington,78,101.8,0.446,0.293,0.521,51.4,46.3,7.6,8.7,0.479,17.3,35.6,0.306
Weber State,68.6,96.3,0.27,0.273,0.492,47.4,40.7,8.3,5.2,0.464,13.8,25.2,0.181
West Virginia,70.7,93.7,0.553,0.363,0.54,43.9,51.1,9.8,8.8,0.484,22.4,27.1,0.395
Western Carolina,70.4,102.2,0.443,0.374,0.54,49.8,53.3,9.6,10.3,0.497,18.1,30.9,0.315
Western Illinois,68.8,103.1,0.412,0.315,0.531,49.9,49.1,9.2,7.4,0.487,14.4,26,0.294
Western Kentucky,68.8,108.5,0.295,0.355,0.542,46.2,51.9,9.2,7.4,0.521,13.3,28.6,0.195
Western Michigan,68.7,104.5,0.378,0.413,0.547,48,53.5,8.3,9.2,0.513,15.3,25.6,0.263
Wichita State,66.1,88.7,0.451,0.367,0.499,46.9,47.8,7,8.5,0.446,20.7,23.5,0.32
William & Mary,68.5,103,0.272,0.406,0.515,48.5,50.5,8.5,9.8,0.487,13.4,26.5,0.189
Winthrop,72.9,104.1,0.317,0.326,0.515,50.9,42.1,8.4,9.3,0.479,13.7,31.9,0.226
Wisconsin,64.1,98.9,0.337,0.289,0.517,47.7,46.5,8.4,9.2,0.48,16.3,27.4,0.238
Wofford,66,107.3,0.401,0.295,0.567,49.8,45.9,9,9.4,0.538,15.5,25.6,0.274
Wright State,67.5,97.2,0.479,0.355,0.531,52.6,50.1,7.4,9.3,0.48,18.4,25.4,0.343
Wyoming,66.8,106.5,0.384,0.373,0.533,54.4,47.1,8.6,9.2,0.496,13.8,29.6,0.268
Xavier,72.4,97.2,0.336,0.405,0.513,45.1,54.7,8.4,8.8,0.478,16.9,26,0.234
Yale,66.9,94.9,0.325,0.341,0.501,42.2,50,10,9.1,0.465,16,24.2,0.227
Youngstown State,74.1,110.9,0.316,0.361,0.557,55.3,56.6,8.6,8.1,0.531,14.5,33.2,0.219
