school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Bethune-Cookman,75,95.2,0.387,0.346,0.505,49.5,50.2,9.4,7.2,0.471,18,29.7,0.254
Binghamton,69.4,109.8,0.29,0.382,0.539,52.9,51,9.1,9.1,0.519,12.2,31,0.19
Boise State,70,97.4,0.294,0.39,0.536,48.5,44.8,8.4,6.9,0.506,17.6,22.1,0.211
Boston College,69.5,100.7,0.302,0.371,0.536,53.5,52,9.7,9.4,0.505,18.3,30.9,0.215
Boston University,66.9,98.9,0.263,0.354,0.521,47.9,45.3,9.6,7.1,0.498,15.5,24.3,0.177
Bowling Green State,71.6,100.9,0.327,0.383,0.515,48.9,39.9,7.9,7.7,0.483,14.3,26.1,0.224
Bradley,67.3,97.1,0.305,0.433,0.504,46.5,52.3,8.5,7.3,0.463,15.7,25.4,0.229
Brigham Young,70,97.4,0.277,0.335,0.52,50.4,46.6,8.7,6.9,0.492,16.3,23.9,0.192
Brown,70.2,97.8,0.289,0.364,0.522,47.9,48.1,11.1,11.3,0.49,17.5,26.4,0.208
Bryant,70.7,97.9,0.302,0.364,0.501,48,50.3,9.3,10,0.47,14.8,27.9,0.205
Bucknell,69.9,101.6,0.383,0.332,0.548,52.2,49.4,9.8,9.5,0.515,17.6,26.6,0.265
Buffalo,74.8,100.1,0.298,0.343,0.522,47.5,47.3,8.9,9.2,0.488,16.8,28.9,0.217
Butler,64.6,95.8,0.309,0.379,0.496,46.7,52.2,8.7,9,0.458,15.6,25.4,0.222
Cal Poly,68.8,105.8,0.426,0.359,0.561,53.1,54.5,9.2,8.5,0.52,16.7,28.3,0.308
Cal State Bakersfield,66,100.5,0.474,0.409,0.547,45.3,52.6,7.6,6.7,0.5,17.8,25,0.341
Cal State Fullerton,69.5,100.7,0.352,0.323,0.533,52,48.7,8.6,8.9,0.494,16.2,26.1,0.256
Cal State Northridge,71.4,110.7,0.29,0.406,0.567,52.7,54.1,7.1,7.9,0.541,15.4,31.2,0.208
California Baptist,70.5,98.1,0.303,0.329,0.499,45.2,48.5,8.5,9.9,0.468,13.4,24.5,0.207
UC-Davis,68.4,103.7,0.348,0.386,0.56,51.7,58,8.9,8.1,0.527,17.9,27.5,0.251
UC-Irvine,69.1,94.4,0.351,0.345,0.49,43.3,48.4,7.9,6.4,0.448,15,24.7,0.246
UC-Riverside,64.4,93.7,0.304,0.329,0.495,45.8,49.6,8.6,8.6,0.462,15,21.2,0.209
UC-Santa Barbara,64.9,101.6,0.289,0.357,0.54,46.4,47.1,7,7,0.511,16.4,24.9,0.205
University of California,65.7,104.8,0.371,0.384,0.544,50.6,52,7.4,9.6,0.503,15.3,26.8,0.274
Campbell,67.2,98.8,0.391,0.336,0.531,52.4,43.2,9.6,6.5,0.492,18.1,28,0.275
Canisius,70.4,100.5,0.35,0.359,0.548,51.1,47.6,9.8,7.5,0.517,19.2,29.6,0.243
Central Arkansas,75.9,105.9,0.347,0.372,0.551,49.7,53.7,12.1,9,0.518,15.7,28.5,0.248
Central Connecticut State,70.7,109.3,0.327,0.396,0.559,55.2,55.5,10.3,10.8,0.532,15.9,32.8,0.228
Central Florida,68.7,98,0.294,0.368,0.516,50.7,58,9.9,7.3,0.478,17.9,30.5,0.22
Central Michigan,75.1,101.3,0.274,0.394,0.558,50.9,49.5,8.6,8.6,0.533,19.4,27.7,0.196
Charleston Southern,68.6,103.7,0.292,0.368,0.548,53.7,53.2,9.9,8.1,0.522,16.7,28.9,0.205
Charlotte,66.6,95.9,0.276,0.399,0.529,50.1,50.1,10.3,10.7,0.504,18.3,23.4,0.187
Chattanooga,68.2,100,0.268,0.366,0.53,48.3,45.8,8.2,9.2,0.504,15.5,23.6,0.186
Chicago State,70.3,116.4,0.402,0.397,0.595,54.1,60.4,11.9,6.1,0.56,14.6,31.3,0.297
Cincinnati,68.9,94.3,0.292,0.347,0.495,47.5,50.7,9.4,10.7,0.457,17.1,28.8,0.213
Citadel,75.6,105.9,0.274,0.43,0.553,53.1,51.9,10,8.3,0.528,16,29.3,0.193
Clemson,66.7,95,0.294,0.436,0.517,50.7,52.5,9.7,8.2,0.484,18,24.3,0.21
Cleveland State,68.9,103.4,0.4,0.381,0.536,50.8,54.9,10.1,11.1,0.494,17.6,33.1,0.288
Coastal Carolina,74.1,103.2,0.437,0.446,0.546,45.7,56.3,9.9,7.9,0.499,16.6,27.7,0.319
Colgate,69,98.5,0.243,0.388,0.514,49,49.5,7.9,8.8,0.493,15.6,26.1,0.162
College of Charleston,66.9,101.7,0.317,0.378,0.525,52.6,50.9,7.5,9.6,0.487,15.7,29.2,0.236
Colorado State,69.7,101.9,0.239,0.426,0.541,48,50.9,8.9,7.4,0.516,15.9,23.8,0.173
Colorado,68,92.9,0.255,0.319,0.496,45.9,46,10.6,8.6,0.466,17,23.8,0.181
Columbia,69.6,103.1,0.249,0.391,0.536,52.9,49,8,10.4,0.516,14.4,25,0.168
Connecticut,69,94.1,0.346,0.298,0.508,48.1,50,9.7,10.1,0.464,19.1,29.4,0.256
Coppin State,74.3,98.9,0.302,0.407,0.515,52.6,58,9,8.6,0.485,17,28.7,0.206
Cornell,66.2,105.5,0.311,0.394,0.548,52.2,54.7,8.4,10.3,0.517,16.3,29,0.222
Creighton,70,99.3,0.23,0.383,0.505,51.5,51,6.9,9.5,0.48,15.2,29.6,0.161
Dartmouth,66.5,96.2,0.287,0.431,0.509,48.8,50.1,8.8,7.6,0.487,14.9,20.9,0.183
Davidson,65.4,100.7,0.327,0.37,0.529,49.6,50.3,7.7,9.2,0.495,15.3,24.8,0.232
Dayton,67.9,93.9,0.309,0.332,0.493,47.5,47.2,7.8,7.9,0.466,16.5,26.6,0.199
Delaware State,75.9,108.8,0.43,0.409,0.575,53.1,55.2,10.7,9.1,0.54,16.6,29.7,0.305
Delaware,68.7,102.2,0.285,0.386,0.53,49.4,50.4,9.6,7.2,0.495,14.8,26.1,0.215
Denver,71.6,105.5,0.379,0.434,0.56,51.7,48.3,8.6,6.5,0.517,15.8,24.8,0.287
DePaul,71.8,98.3,0.356,0.423,0.528,49.8,58.2,11,8.9,0.485,19.3,29.9,0.264
Detroit Mercy,70.6,110.2,0.318,0.392,0.561,50.5,62.2,9,10.4,0.531,14.8,30.5,0.23
Drake,68,99.1,0.295,0.402,0.531,48.6,48.4,9.6,7.8,0.496,16.1,22.3,0.218
Drexel,67.9,103.3,0.291,0.302,0.534,48.2,45.1,11.3,9.2,0.497,14.5,26.6,0.221
Duke,72.9,91.8,0.309,0.267,0.489,46.2,46.8,9.8,9,0.457,17.7,28,0.207
Duquesne,67.8,96.8,0.292,0.369,0.506,50.2,53,9.2,9.2,0.48,17.4,30.2,0.193
East Carolina,70.7,101.3,0.402,0.427,0.533,49.7,56.6,9.8,8.3,0.501,16.4,26.6,0.269
East Tennessee State,68.4,92.5,0.327,0.381,0.517,46.6,46.5,8.7,8.5,0.483,20.5,25.8,0.23
Eastern Illinois,70.9,96.9,0.332,0.331,0.521,49.6,50.8,8.4,7.1,0.481,18.7,28,0.244
Eastern Kentucky,76.2,99,0.356,0.352,0.545,54.8,54.6,9.1,8.7,0.507,20.9,33,0.26
Eastern Michigan,67.9,93.3,0.291,0.477,0.516,51.1,63.8,9.5,7.7,0.489,21.4,30.1,0.197
Eastern Washington,74.3,97.2,0.319,0.324,0.517,49.1,55.1,9.6,8.5,0.482,17,26.6,0.226
Elon,67.5,106,0.415,0.411,0.559,51.8,52.5,8.6,10.1,0.514,15.5,24.7,0.31
Evansville,67.9,106.5,0.326,0.295,0.559,53.4,41.4,8,7.9,0.524,15.1,25.7,0.243
Fairfield,63.8,97.1,0.309,0.369,0.518,48.1,51.2,9.5,8.2,0.484,17.1,25.5,0.221
Fairleigh Dickinson,69.3,106.7,0.309,0.406,0.547,51.7,56.3,9.5,8.3,0.519,15.8,31.3,0.217
Florida A&M,70.8,101.5,0.412,0.352,0.548,51.4,49.1,10.5,8.3,0.515,18.9,31.7,0.279
Florida Atlantic,70.4,98,0.292,0.385,0.533,48.8,46.8,9.2,6.6,0.505,18.6,25.2,0.204
Florida Gulf Coast,66.8,98.1,0.301,0.372,0.516,50.8,49,11.1,9.4,0.486,17.5,29.3,0.208
Florida International,74,97.4,0.302,0.352,0.51,52.2,48.1,10.4,8.4,0.472,18.8,34.7,0.222
Florida State,69.7,93.6,0.344,0.402,0.513,48.1,44.5,7.6,7.5,0.47,20.6,30,0.252
Florida,66.3,98.7,0.337,0.356,0.519,47.6,48.3,8.2,7,0.479,16.9,27.4,0.246
Fordham,65.1,94,0.335,0.469,0.507,53.1,61.8,10.3,8.5,0.473,18.4,26.4,0.229
Fresno State,65.3,103.4,0.29,0.411,0.528,48,51.5,8.7,8.1,0.492,13.8,26.1,0.218
Furman,69.3,95,0.253,0.413,0.528,52.2,54.8,9,8.6,0.501,20.4,28.3,0.182
Gardner-Webb,67.5,102.4,0.306,0.423,0.525,50.3,56,8.6,8,0.492,15.6,29.3,0.218
George Mason,67.3,100.2,0.309,0.376,0.522,47.9,50.2,9.7,10,0.496,16.6,28.2,0.205
George Washington,66.6,103.5,0.31,0.299,0.527,51.7,45.2,10.4,11.7,0.499,13.7,27,0.212
Georgetown,71.5,103.2,0.266,0.42,0.54,47.8,58.4,10.3,7.6,0.511,16.6,28.4,0.194
Georgia Southern,73.2,96.4,0.284,0.364,0.521,51.8,50.9,8,6.8,0.491,19,29.2,0.202
Georgia State,74.1,96.3,0.457,0.357,0.508,50,51.7,8.5,9.6,0.452,18.5,32.2,0.331
Georgia Tech,70.7,93.3,0.354,0.328,0.49,48.3,51.7,10.9,9.2,0.446,16.9,28.5,0.252
Georgia,72,103.8,0.308,0.35,0.535,48.6,47,8.9,9,0.511,15.6,29.9,0.204
Gonzaga,72.9,92.3,0.213,0.338,0.496,43.5,43.8,8.6,7,0.473,16.8,22.9,0.147
Grambling,71.8,94.9,0.36,0.391,0.509,48,59,9.2,6.9,0.473,18.2,27.6,0.245
Grand Canyon,67.8,106.8,0.295,0.405,0.544,51.8,55.1,7.9,6.7,0.513,14.2,28.2,0.215
Green Bay,75.3,105.1,0.316,0.4,0.546,51.5,51.6,7.5,6,0.51,16.7,30.9,0.236
Hampton,71.7,109.7,0.375,0.385,0.547,50.5,53.9,7.7,7.3,0.514,13.6,30.5,0.26
Hartford,69.1,96.6,0.295,0.387,0.497,53,53.7,9.4,8.9,0.464,16.4,30.8,0.205
Harvard,68.9,94.9,0.313,0.352,0.501,46.6,44.1,10,6.9,0.467,16.3,25,0.217
Hawaii,68.9,97.2,0.318,0.267,0.521,49.9,38,8.9,8.9,0.485,17.1,26.4,0.23
High Point,67.7,109.8,0.357,0.463,0.576,48.7,60.6,10.2,10.1,0.552,16,28.2,0.243
Hofstra,69.2,99.5,0.215,0.361,0.525,49.7,54.2,8.3,6.4,0.5,17.3,29.2,0.157
Holy Cross,68.9,113.8,0.316,0.336,0.579,52.4,47.8,10.5,8.8,0.556,13.5,28.5,0.221
Houston Baptist,78,120,0.367,0.336,0.611,50.6,56.6,11,11,0.581,14.6,32.1,0.272
Houston,66.8,92.7,0.416,0.395,0.487,43.5,54.1,7.7,5.7,0.439,16.1,25.3,0.288
Howard,71.9,112.3,0.347,0.378,0.564,55.1,60.9,8.5,6.9,0.539,16.1,36.2,0.237
Idaho State,67.6,107.5,0.259,0.276,0.561,49.3,41.6,8.8,8.8,0.532,14.8,27.3,0.195
Idaho,69.3,104.5,0.276,0.39,0.539,50.4,52.9,10.1,7.1,0.514,14.2,26.2,0.19
Illinois-Chicago,70.5,97.6,0.357,0.383,0.498,49.2,56.8,9.3,8,0.462,15.3,28.6,0.242
Illinois State,68.4,102,0.309,0.393,0.543,51.1,53.3,9.7,8.1,0.511,17.3,27.2,0.224
Illinois,67.5,96.3,0.233,0.33,0.499,44.7,46.3,8.5,7.9,0.47,15,25.5,0.169
Incarnate Word,69.2,105.1,0.338,0.35,0.554,52.9,58.6,9.4,10.1,0.515,17.8,32.5,0.255
Indiana State,66.2,100.5,0.326,0.368,0.536,50.8,52.1,7.7,7.7,0.506,17,25.4,0.227
Indiana,68.4,97.3,0.327,0.384,0.515,46,51.2,9,8.3,0.484,15.9,24.7,0.223
Iona,68.7,103.1,0.338,0.395,0.529,51.2,58.9,9.8,8.9,0.505,16.2,31.1,0.219
Iowa State,70.5,103.1,0.276,0.372,0.542,51.3,49.5,10.3,7.9,0.518,17.9,31.7,0.19
Iowa,70.6,102.5,0.268,0.4,0.525,48.5,58.8,8.8,9.9,0.494,15.2,29.5,0.194
Purdue-Fort Wayne,69.6,100.9,0.281,0.417,0.547,48.5,53.1,9.1,9,0.52,17,23.6,0.199
IUPUI,71.9,110.6,0.283,0.388,0.561,52.3,54.9,9.8,10.5,0.535,15.1,32.4,0.204
Jackson State,71.1,95.5,0.424,0.328,0.532,52.2,51.9,8.2,7.8,0.489,20.3,28.4,0.3
Jacksonville State,70,98.7,0.285,0.381,0.539,47.2,53.5,9.3,8.2,0.514,18,24.8,0.197
Jacksonville,67.6,97.4,0.281,0.389,0.497,47.5,44.4,9.8,8.6,0.463,13.8,25.6,0.201
James Madison,72.1,106.1,0.285,0.418,0.546,50.3,52.4,8,9.6,0.517,14.3,26,0.208
Kansas State,67.4,96.8,0.397,0.402,0.535,51.4,52.7,11.1,11.8,0.497,21.2,30.7,0.278
Kansas,67.9,89,0.233,0.413,0.467,45.3,52.8,9.4,9.4,0.44,16.8,26.3,0.157
Kennesaw State,68.1,110.4,0.304,0.377,0.571,54.1,52,9.4,10.6,0.553,16,31.2,0.201
Kent State,70,98.2,0.333,0.367,0.516,49.6,51.9,7.3,5.9,0.477,17.5,30,0.241
Kentucky,68.5,95.8,0.321,0.383,0.489,47,46.7,7.2,7.7,0.453,15.1,28.5,0.22
La Salle,69.8,99,0.401,0.373,0.528,50.4,55,11.7,11.9,0.485,17.7,28.3,0.287
Lafayette,67.7,101.7,0.222,0.358,0.505,50.3,43.5,8.5,6.1,0.483,12.3,27.1,0.151
Lamar,71.9,96.5,0.268,0.378,0.525,51.1,55.2,9.8,8.5,0.498,20.5,32.5,0.186
Lehigh,69.5,104.4,0.32,0.422,0.543,49.3,55.8,9.9,8.4,0.511,15.2,26,0.23
Liberty,61.3,87.8,0.272,0.393,0.477,46.8,44.7,7.5,5.7,0.445,17.6,21.2,0.189
Lipscomb,68.8,102.3,0.262,0.404,0.534,49.6,48.9,8.7,10.3,0.511,15.8,27,0.179
Cal State Long Beach,71.8,103.8,0.297,0.407,0.542,52,58.1,11.1,6.6,0.513,17.2,30.7,0.211
Long Island University,73.9,102.4,0.28,0.36,0.529,53.8,51.2,8.5,10.8,0.5,16.2,30.6,0.199
Longwood,68.5,98.6,0.343,0.431,0.535,51.3,57.5,8.7,11.6,0.505,18,25,0.233
Louisiana,72.7,104.2,0.326,0.371,0.546,50.7,50.1,9.6,8.1,0.51,16.7,29.7,0.241
Louisiana-Monroe,66.2,101.4,0.336,0.379,0.515,50.8,52.4,9.1,7.4,0.478,14.9,29.8,0.238
Louisiana State,70.8,102.7,0.264,0.414,0.52,45.7,48.4,8.1,8.3,0.494,14.4,28.5,0.181
Louisiana Tech,68.2,92.5,0.313,0.398,0.496,48.1,49.8,7.3,8.8,0.46,18.7,27.7,0.22
Louisville,67.1,94.1,0.29,0.41,0.49,45.5,47.2,8.9,9,0.451,15.3,25,0.212
Loyola (IL),65.7,94.4,0.234,0.433,0.539,50.3,54,9.3,10.3,0.52,21.2,23.7,0.156
Loyola Marymount,64.7,104.3,0.38,0.454,0.553,49.4,58.7,10.3,10.3,0.513,16.7,27.8,0.28
Loyola (MD),71.3,104.2,0.32,0.395,0.538,50.8,55.9,9.4,9,0.504,15.6,29.1,0.232
Maine,66.2,102,0.321,0.45,0.536,49.6,54.3,11.4,7.6,0.496,16.4,27.6,0.242
Manhattan,66.9,96.4,0.466,0.332,0.523,51.1,56.7,9.6,9.3,0.479,19.6,29.6,0.319
Marist,65.8,98.2,0.394,0.43,0.536,51,57.8,9.8,7.1,0.493,18.5,25.7,0.286
Marquette,71.4,98.7,0.349,0.349,0.501,46.8,52,9.3,9.4,0.468,13.3,25.8,0.232
Marshall,75.5,96.3,0.372,0.332,0.499,51.5,40.4,11.1,7.4,0.458,17.6,32.2,0.257
Maryland-Baltimore County,68.1,97.3,0.308,0.447,0.518,50.1,51.1,9.5,8.6,0.48,17.4,26.6,0.229
Maryland-Eastern Shore,69.6,101.7,0.369,0.385,0.544,54,54.7,10.5,10.2,0.511,18.6,30.4,0.255
Maryland,67.7,95.2,0.242,0.381,0.489,47.1,54.7,8.1,10.9,0.461,15.1,26.3,0.169
Massachusetts-Lowell,70.9,106,0.282,0.361,0.551,50.8,48.8,9.4,8.9,0.524,16.3,29.8,0.201
Massachusetts,69.2,102,0.335,0.318,0.54,52.7,55.7,10.2,6.4,0.51,17.7,30.3,0.233
McNeese State,72,102.7,0.275,0.398,0.533,47.5,54,10.8,8.3,0.501,16.5,29.9,0.204
Memphis,73.1,88.1,0.35,0.365,0.456,47.8,52.5,10.4,8.1,0.412,17.3,29.4,0.241
Mercer,70.4,99.9,0.347,0.403,0.524,46.8,51.3,10,6.9,0.496,16,26.2,0.229
Merrimack,64.4,92.4,0.37,0.312,0.511,56.2,58,7.8,11.4,0.469,22.8,34,0.263
Miami (FL),68.8,104,0.224,0.344,0.524,52.9,54.8,8.8,11.7,0.501,15.1,32.3,0.158
Miami (OH),69.1,102.5,0.353,0.389,0.534,51.3,45.3,7.9,9,0.504,15.9,27.9,0.239
Michigan State,69.4,93.3,0.293,0.377,0.47,44.9,55.7,8.7,9.2,0.433,13.8,26,0.206
Michigan,69.3,97.3,0.264,0.283,0.498,49.4,39.4,6.6,7.3,0.469,14.1,25.5,0.183
Middle Tennessee,71.2,104.8,0.385,0.34,0.565,51,52.1,9.2,8.1,0.533,17.7,27.2,0.272
Milwaukee,70.6,100.8,0.426,0.355,0.543,50.9,50.8,7.9,8.5,0.499,18.3,29.1,0.306
Minnesota,67.4,97.9,0.284,0.311,0.49,48.1,52.8,7.8,9.6,0.456,13.7,28.2,0.201
Mississippi State,67.3,101.2,0.316,0.362,0.519,44.9,50.5,10.5,7.4,0.481,14.9,28.3,0.232
Mississippi Valley State,78.9,113.1,0.361,0.346,0.566,57.8,59.4,9,7.7,0.54,15,35.9,0.247
Mississippi,68.8,98.3,0.408,0.347,0.522,50.8,54.8,8.7,10.6,0.472,17.3,28,0.302
Missouri-Kansas City,66.7,96.8,0.458,0.337,0.535,51.8,49.8,8.5,11.7,0.478,19.8,28.2,0.347
Missouri State,68.6,98.5,0.332,0.387,0.531,45.4,46.9,9,7.7,0.496,16.4,22.7,0.236
Missouri,67.1,96.4,0.478,0.379,0.519,48.5,49.1,8.8,10.5,0.463,18.3,27.7,0.347
Monmouth,72.1,97.5,0.417,0.405,0.536,52.9,51.2,8.3,9,0.495,19.8,28.9,0.296
Montana State,68.2,98.2,0.296,0.409,0.509,49.1,50.9,9.5,9.7,0.478,14.7,24.8,0.206
Montana,69.4,97.4,0.443,0.315,0.534,52,45.2,8.4,6.7,0.488,18.3,24.4,0.317
Morehead State,69.1,100.1,0.277,0.374,0.517,49.6,47.3,8.5,12.4,0.488,15.7,28,0.195
Morgan State,71,98.6,0.495,0.388,0.518,47,51.1,9.5,8.9,0.466,16.9,28.9,0.347
Mount St. Mary's,64.5,102.1,0.293,0.368,0.527,50,51.6,8.4,10.1,0.497,15.3,27.8,0.206
Murray State,69.7,92.1,0.313,0.363,0.492,45.5,45.6,8.6,9.4,0.457,16.4,23.7,0.215
Navy,62.6,100.8,0.295,0.41,0.53,46.7,56.4,9.3,12.5,0.504,16,25.2,0.201
Omaha,70.7,107,0.288,0.398,0.551,49.9,53.6,7.8,7.5,0.52,14.3,26.9,0.212
Nebraska,72.7,104.9,0.217,0.391,0.53,56,51.5,7.7,13.2,0.512,16,33.2,0.145
Nevada-Las Vegas,67.2,101.5,0.406,0.428,0.535,45.3,59.6,9.1,9.6,0.492,15.5,24,0.293
Nevada,71.7,100.5,0.365,0.443,0.512,48.2,51,6.6,7.5,0.469,13.4,24.5,0.262
New Hampshire,69.7,94,0.374,0.381,0.499,46,40.6,8.8,8.1,0.459,15.3,20.6,0.257
New Mexico State,64.6,92,0.306,0.376,0.52,43.6,47.3,9.3,6.8,0.484,19.4,21.2,0.223
New Mexico,73,103.1,0.245,0.426,0.545,50.6,58.5,9.6,7,0.524,17.6,30.1,0.17
New Orleans,72.7,106.5,0.382,0.341,0.579,52.3,55.9,9,9.8,0.544,19.3,32.3,0.279
Niagara,66.8,108.3,0.271,0.408,0.555,58.9,61.8,7,9.8,0.53,17.5,36,0.193
Nicholls State,73,94,0.391,0.336,0.527,51.1,54.6,8.7,6.7,0.484,22,31.6,0.282
NJIT,67,101,0.327,0.353,0.535,52,51.8,7.8,9.5,0.5,16.3,26.5,0.237
Norfolk State,70.3,91.9,0.402,0.408,0.504,48.8,60,7.9,9.1,0.461,19.9,27.8,0.278
North Alabama,70,99.2,0.392,0.337,0.532,49,43.7,8,10.6,0.494,17.6,26.4,0.274
North Carolina-Asheville,71.2,104.7,0.396,0.313,0.584,54.3,50.8,6.7,7.7,0.563,20.6,29.2,0.262
North Carolina A&T,75.3,94.7,0.413,0.386,0.502,50.9,51.7,9.1,7.9,0.47,18.7,30.4,0.26
North Carolina Central,69.2,93.3,0.321,0.389,0.51,50.4,52.1,8.7,8.1,0.476,21.2,31.3,0.223
North Carolina-Greensboro,69,90.4,0.357,0.397,0.524,47.9,49.4,8.3,6.7,0.492,23,26.4,0.24
North Carolina State,70.6,98.9,0.358,0.329,0.517,51,43.8,9.4,8.6,0.482,17.3,30.9,0.246
North Carolina-Wilmington,69.6,102.3,0.314,0.386,0.533,51.9,49,9.2,6.8,0.506,16.2,28.1,0.214
North Carolina,70.6,101.9,0.29,0.409,0.531,45.1,53.8,9.5,9.4,0.494,14.5,24.1,0.219
North Dakota State,67.9,97.5,0.257,0.315,0.52,47.4,38.5,7.1,9,0.492,14.1,18.1,0.185
North Dakota,70.9,104.8,0.286,0.313,0.545,47.9,43.8,9.3,8.2,0.514,14,24,0.209
North Florida,69.6,105.2,0.276,0.244,0.528,51.2,52.4,8.2,10,0.5,14.1,31.4,0.193
North Texas,64.9,97.1,0.382,0.364,0.523,47.6,47.1,10.9,9.8,0.486,18.5,27.6,0.264
Northeastern,66.2,100.1,0.313,0.373,0.549,49,43.4,7.9,7.2,0.518,17.8,23.5,0.225
Northern Arizona,67.7,102.3,0.279,0.371,0.552,49.3,51.9,8,6.9,0.523,17.1,25.1,0.204
Northern Colorado,65.9,94.4,0.247,0.233,0.501,48.6,32.9,6.9,9.2,0.474,15.2,22.7,0.172
Northern Illinois,66.2,96.9,0.311,0.436,0.506,47.1,51.7,7.4,8.6,0.469,15.4,24.3,0.225
Northern Iowa,65.9,97.1,0.244,0.376,0.506,44.8,44,10.1,7.1,0.481,13.9,22.3,0.167
Northern Kentucky,68.5,94.5,0.302,0.345,0.495,50.1,52.7,8,6.6,0.466,18.1,30.8,0.201
Northwestern State,74.7,101.5,0.368,0.353,0.511,49.2,54,11.2,6.8,0.469,15.4,32,0.263
Northwestern,66.8,103.8,0.29,0.426,0.522,53,62.9,8.1,8.8,0.492,14,29.1,0.204
Notre Dame,68.9,99.4,0.196,0.363,0.501,50.4,51.1,8.2,9.3,0.477,14.4,28.5,0.14
Oakland,67.5,101.7,0.257,0.434,0.517,50,57.5,9.6,8.3,0.494,15.4,30.1,0.172
Ohio State,66.8,94.3,0.293,0.395,0.494,46.2,49.1,7.4,9.6,0.462,16.1,25.4,0.203
Ohio,68.7,99.9,0.315,0.404,0.533,49,47.1,8.9,7.4,0.49,16.7,24.7,0.245
Oklahoma State,68.5,96.2,0.338,0.448,0.506,49.3,58.2,9,9.1,0.466,17.7,28.7,0.244
Oklahoma,69.7,96.8,0.197,0.401,0.491,50.8,47.4,8.9,7.1,0.467,14.5,27.4,0.14
Old Dominion,67.6,96.2,0.345,0.453,0.519,46.5,54.3,7.3,9.7,0.48,16.7,21.5,0.248
Oral Roberts,71.6,101.1,0.296,0.388,0.537,48.1,49.7,6.3,8.5,0.506,16.7,26.6,0.211
Oregon State,66.8,101.2,0.31,0.362,0.527,50.3,54.9,8.4,9,0.491,16,28.5,0.229
Oregon,66.1,98.2,0.295,0.406,0.51,48.5,53.2,6,9.6,0.473,17.1,31.1,0.216
Pacific,65.9,95.4,0.412,0.361,0.52,43.7,41.4,7.8,6.2,0.477,16.5,20.1,0.291
Penn State,71.4,95.5,0.318,0.327,0.497,49.2,49.3,7.6,8.6,0.464,16.2,27.5,0.217
Pennsylvania,71.6,98.2,0.245,0.307,0.501,51.1,39.9,10,8.9,0.472,14.6,27.1,0.175
