school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Pepperdine,71.6,105.6,0.347,0.365,0.56,51,57.6,9,7,0.528,16.7,27.9,0.248
Pittsburgh,65.9,98.7,0.26,0.402,0.524,51.4,59,8.1,11.2,0.496,19.9,34.3,0.186
Portland State,72.5,103.9,0.307,0.305,0.551,49.3,55.5,7.9,7.8,0.521,18.3,33.6,0.221
Portland,70.5,101.5,0.297,0.407,0.527,54.3,59.7,10.1,7.3,0.503,16.3,30,0.196
Prairie View,72.5,93.8,0.492,0.384,0.531,50.5,52.9,8.2,7.6,0.485,21.3,28.2,0.339
Presbyterian,67.2,108.3,0.359,0.448,0.563,49.8,54.4,10.5,9.7,0.532,15.2,27,0.253
Princeton,67.2,102.4,0.264,0.305,0.547,49.1,42.1,9.2,10.9,0.517,15.7,23.7,0.199
Providence,69.6,94.7,0.374,0.369,0.515,48.4,51.3,10,8.9,0.474,18.9,28.4,0.264
Purdue,64.7,94.5,0.319,0.42,0.508,47,59.3,7.8,9.7,0.471,18,27.2,0.227
Quinnipiac,68.9,102.6,0.236,0.358,0.511,48.8,54.9,9.8,11.6,0.488,12.3,26.2,0.161
Radford,65,101.3,0.331,0.451,0.522,46.9,54,6.4,8.3,0.493,14.9,26,0.223
Rhode Island,71.8,95.1,0.285,0.376,0.506,49.5,52.8,7.6,7.6,0.474,18.1,28.6,0.201
Rice,71.3,103.5,0.28,0.396,0.541,50.3,50.2,8.7,9.6,0.517,15.6,26.5,0.192
Richmond,69.3,95.6,0.302,0.41,0.507,50.6,47.4,8,8.4,0.477,17.4,26.3,0.206
Rider,71.8,96.6,0.303,0.439,0.52,46.6,52.7,9.3,9.4,0.491,17.1,24,0.206
Robert Morris,67.6,99.2,0.316,0.367,0.54,50.5,50.6,9.3,9.9,0.506,19.3,28.9,0.229
Rutgers,67.7,91.8,0.278,0.412,0.482,46,54.9,7.9,8.8,0.447,16.6,25.4,0.198
Sacramento State,64.5,92.8,0.335,0.295,0.512,47.1,49.5,8.4,7.2,0.466,19.5,25.7,0.254
Sacred Heart,69.9,99.3,0.232,0.339,0.497,45.3,55.2,9.5,9.9,0.472,13.8,28,0.16
Saint Francis (PA),70.5,101.2,0.287,0.393,0.537,47.7,50.7,8,8.1,0.507,17.2,28.2,0.206
Saint Joseph's,71.3,111.1,0.316,0.336,0.56,52.4,50.1,9.6,13.1,0.528,12.6,28.6,0.231
Saint Louis,68.7,93.7,0.362,0.395,0.504,45.4,48.9,9.7,8.4,0.464,17.5,24.6,0.253
Saint Mary's (CA),65.2,99.6,0.269,0.321,0.534,48.2,39.2,5.9,8.8,0.506,15.9,23.1,0.194
Saint Peter's,68.6,93.5,0.407,0.36,0.509,46.3,54.6,11.1,13,0.463,19.2,27.8,0.29
Sam Houston State,74.4,95.4,0.421,0.421,0.536,50.6,53.8,9.3,7.9,0.487,21.4,29,0.311
Samford,74.6,109.3,0.238,0.454,0.559,51.6,61.7,10.2,8.5,0.541,16.1,32.4,0.162
San Diego State,66.1,90,0.298,0.421,0.489,47.5,53.4,8.3,5.8,0.449,18.8,25.6,0.217
San Diego,70.9,101,0.316,0.321,0.533,51.5,47.4,9.6,8.9,0.5,16.1,27.5,0.225
San Francisco,69.1,97.8,0.307,0.296,0.532,47.4,43,8.7,8.5,0.499,17,23.3,0.222
San Jose State,74.1,109.4,0.338,0.348,0.564,54,63.3,9.8,7.5,0.538,15.5,30,0.234
Santa Clara,73,97.8,0.376,0.33,0.521,51.1,49.9,8.9,8,0.479,16.9,26,0.27
Seattle,71.4,99.8,0.4,0.355,0.527,51.1,49.6,7.2,7.9,0.48,16.5,27.5,0.294
Seton Hall,71,95.7,0.324,0.345,0.494,49.7,48.5,9,8.8,0.457,16.7,30.4,0.227
Siena,67.4,100.1,0.272,0.35,0.522,46.5,45.4,8.5,9.8,0.487,15.2,25.6,0.204
South Alabama,67.1,100.2,0.26,0.461,0.528,50.7,56.5,7.9,9.9,0.503,17.9,30.1,0.181
South Carolina State,69,106.7,0.353,0.357,0.552,48.7,44.4,7.7,8.1,0.527,15.1,27.6,0.236
South Carolina Upstate,69.8,106.8,0.391,0.394,0.569,52.6,48.2,8.4,8.3,0.534,17.3,29,0.281
South Carolina,72.5,95.5,0.531,0.398,0.516,48.7,54.3,8.5,8.4,0.452,18.7,28.6,0.388
South Dakota State,69.8,99.8,0.254,0.378,0.504,46.9,43.9,9.3,8.6,0.478,13.8,26.9,0.173
South Dakota,71.4,103.8,0.312,0.349,0.549,49.5,42.4,7.3,6.5,0.515,14.4,21.9,0.23
South Florida,65.5,95,0.345,0.401,0.54,48,51,10,9.7,0.51,20.9,25.2,0.236
Southeast Missouri State,68.8,107.7,0.336,0.37,0.566,52.2,56.4,8,9,0.54,16,27.9,0.233
Southeastern Louisiana,74,104.6,0.402,0.356,0.576,54,56.4,9.8,8.2,0.535,20.4,33.8,0.3
Southern California,70,93.2,0.28,0.394,0.48,47.7,51,11.2,7.5,0.446,15.7,27.9,0.196
SIU Edwardsville,70.2,104,0.399,0.412,0.547,51,61.7,8.8,8,0.505,16.7,29.4,0.292
Southern Illinois,64.3,96.3,0.245,0.348,0.509,54.2,53.4,9.9,11.2,0.484,18.2,30.1,0.17
Southern Methodist,66,101.7,0.282,0.43,0.526,47,59.6,10.5,9.2,0.492,16.2,29,0.208
Southern Mississippi,68.7,104.4,0.329,0.473,0.545,48.7,53.6,10.7,6.2,0.508,15.8,26.6,0.244
Southern Utah,70.6,92.4,0.359,0.348,0.493,46.2,50.5,8.1,10.2,0.449,15.8,22.4,0.256
Southern,69.6,96.2,0.495,0.324,0.532,47.3,43.4,8.4,8.4,0.487,18.4,25.2,0.339
St. Bonaventure,66.3,100.1,0.328,0.454,0.523,47.7,60.9,8.2,7.8,0.492,15.8,26.2,0.224
St. Francis (NY),71.1,100.3,0.36,0.331,0.53,50.8,46.9,7.9,7.7,0.493,17,28.3,0.254
St. John's (NY),74.3,96.7,0.369,0.419,0.516,51.6,57.2,7,9.4,0.481,19.3,31.5,0.251
Stanford,68.7,90.2,0.315,0.376,0.49,51,46,9.3,11.5,0.454,19.6,28.2,0.218
Stephen F. Austin,74.8,89.3,0.447,0.385,0.537,44.5,52.7,10.2,8.3,0.489,25.7,26.6,0.324
Stetson,64.3,101.8,0.301,0.478,0.524,48.1,60.9,8.8,9,0.496,15.7,28.4,0.207
Stony Brook,69.9,93.6,0.271,0.42,0.49,48.2,57,9,8.5,0.46,16.3,27,0.187
Syracuse,68.2,101.5,0.305,0.486,0.523,50.8,73.4,8.8,8.5,0.487,17.1,32.2,0.222
Temple,70.6,94.9,0.295,0.419,0.499,50.3,57.1,9,10.9,0.464,16.3,26.7,0.211
Tennessee-Martin,70.1,116.7,0.271,0.416,0.591,51.8,60.7,9.2,8.2,0.574,15.2,34.3,0.186
Tennessee State,70.5,100,0.382,0.379,0.515,46.4,44.9,9.7,7.7,0.47,15.3,27.4,0.276
Tennessee Tech,68.8,104.2,0.275,0.372,0.555,50.6,59.5,10,9.4,0.531,17.4,28.2,0.195
Tennessee,66.6,96.4,0.353,0.346,0.5,49.2,44.7,11.4,8.8,0.459,16.9,30.1,0.249
Texas A&M-Corpus Christi,68.2,100.2,0.395,0.353,0.529,47.9,52.4,12.3,10.2,0.484,17,28.3,0.289
Texas A&M,65.7,98.7,0.26,0.503,0.524,50.3,63.9,10.1,12.6,0.492,19.2,31.8,0.195
Texas-Arlington,68.8,98.3,0.347,0.353,0.501,50.9,53.8,7,8.8,0.465,15.2,28.6,0.238
Texas Christian,65.8,98.2,0.311,0.338,0.521,48.9,62.8,9.5,13,0.495,18.4,29.8,0.205
Texas-El Paso,68.9,94.7,0.332,0.372,0.508,50.3,46.6,8.4,7.4,0.471,17.8,25.9,0.235
Texas-Rio Grande Valley,70.6,99.9,0.422,0.353,0.564,51.5,59.3,7.6,5.4,0.527,21.5,28.6,0.302
Texas-San Antonio,74.1,102.4,0.363,0.395,0.539,49.9,48.2,7.6,9.4,0.504,16.2,26.1,0.255
Texas Southern,74.7,101.1,0.342,0.354,0.535,49.4,53.2,10.1,9.6,0.498,17.3,29.8,0.247
Texas State,67,94.7,0.37,0.374,0.507,49.9,51,7.5,7.9,0.464,18.7,29.7,0.265
Texas Tech,68.2,91.6,0.354,0.357,0.502,50,44.1,9.1,9.1,0.462,20.2,29.3,0.246
Texas,66.2,95.6,0.353,0.282,0.501,52.7,43.7,9.7,9.6,0.469,17.9,31.9,0.233
Toledo,69.4,100.5,0.263,0.374,0.511,48.5,45,9.4,9.3,0.482,14.6,27.3,0.185
Towson,65.7,100.3,0.304,0.431,0.517,46,53.3,7.2,7.2,0.48,14.5,26.2,0.225
Troy,70.7,103,0.376,0.398,0.548,50.7,55.9,9.4,10.9,0.514,17.9,29.5,0.263
Tulane,69.4,101.4,0.296,0.433,0.552,55.6,62.9,7.4,9.3,0.527,20.1,31.1,0.205
Tulsa,67.1,93.2,0.283,0.461,0.5,49.9,53.5,10.6,9.9,0.467,18.8,28,0.202
UCLA,66.5,100.1,0.352,0.379,0.538,45.8,47.5,8.6,8.1,0.5,17.3,25.3,0.256
Utah State,68.9,92,0.259,0.423,0.488,43.4,48.7,9.6,8.8,0.458,15.8,21.4,0.181
Utah Valley,71.2,98.9,0.335,0.299,0.515,50.4,47.8,8.6,10.5,0.472,15.4,26.2,0.249
Utah,67.9,101.9,0.228,0.351,0.526,48.4,50.1,9.6,11.3,0.5,15.5,27,0.167
Valparaiso,69.5,101.1,0.309,0.347,0.544,51.1,52,9,7.3,0.517,17.8,27.1,0.214
Vanderbilt,69.9,105.9,0.361,0.332,0.561,52.9,50.2,8.1,12.8,0.524,17.3,29.5,0.266
Vermont,66.5,88.8,0.301,0.41,0.481,46.8,50.8,8.6,7.8,0.443,17.4,22.9,0.214
Villanova,67.6,97.8,0.236,0.318,0.508,48.8,47.6,8.4,10.3,0.482,14.9,24.4,0.166
Virginia Commonwealth,69.2,93.8,0.359,0.348,0.52,51.9,52.6,9.6,8.7,0.481,21.3,30.1,0.253
VMI,68.4,102.4,0.38,0.399,0.536,50.1,54.2,8.2,9.5,0.496,16.4,27.6,0.273
Virginia Tech,66.2,97.5,0.256,0.432,0.509,52,53.3,6.1,10.4,0.484,15.7,25,0.174
Virginia,60.2,85.8,0.216,0.426,0.459,47.2,47.3,10.9,8.6,0.431,17,23.3,0.149
Wagner,69.1,108.9,0.454,0.415,0.575,50.7,60.5,9.7,8.8,0.539,16.6,29.2,0.32
Wake Forest,70.9,103.6,0.359,0.357,0.53,48.3,49.8,10.3,9.4,0.494,13.5,25.8,0.253
Washington State,71,97.3,0.315,0.318,0.531,50.6,45.4,8.2,10.1,0.503,18.7,25.9,0.217
Washington,70,93.6,0.308,0.381,0.48,50.5,59.8,9.5,5.9,0.44,16.6,32,0.221
Weber State,68.9,103.1,0.225,0.339,0.533,51.9,52.4,8.9,7,0.509,15,27.1,0.161
West Virginia,69.4,89.6,0.37,0.375,0.491,44.4,47.6,10.5,8.1,0.445,19.7,27.6,0.265
Western Carolina,72.4,102.3,0.305,0.41,0.531,46.9,45.5,9.1,11.1,0.498,15.1,25,0.219
Western Illinois,73.1,110.8,0.341,0.352,0.578,53.1,42,6.7,6.6,0.544,14,24.7,0.255
Western Kentucky,69.8,101,0.209,0.383,0.523,51.6,47.1,7.8,8.4,0.498,16.5,30.6,0.153
Western Michigan,68.9,103.1,0.309,0.377,0.525,51.4,46.6,9,8.7,0.496,14.5,28.4,0.212
Wichita State,70.7,89.5,0.384,0.352,0.488,46.8,46.9,8.7,10.8,0.444,17.9,24.1,0.267
William & Mary,68,101.5,0.259,0.353,0.516,46.9,44.9,9.7,8.3,0.487,12.9,23.3,0.185
Winthrop,72.6,97.4,0.415,0.382,0.532,44.8,50.5,8.8,9.3,0.498,17.9,23.9,0.278
Wisconsin,64.4,96.1,0.253,0.325,0.492,50.4,47.7,7.7,9.6,0.464,14.8,25.9,0.175
Wofford,67.1,100.9,0.316,0.431,0.541,49.7,50.6,9,8.3,0.51,16.4,24.7,0.225
Wright State,73.1,95.5,0.264,0.33,0.495,47.8,40.3,8.6,6.7,0.463,16.6,29.2,0.188
Wyoming,67.6,102.4,0.365,0.416,0.535,56.5,50.2,8.8,9,0.501,16.4,28.2,0.254
Xavier,69.2,95.6,0.288,0.364,0.498,47.5,49.1,10,8.6,0.462,16.2,27.6,0.209
Yale,68.2,92.4,0.253,0.405,0.492,45.2,50.9,9.6,8.9,0.459,15.5,21,0.183
Youngstown State,68.7,102.6,0.308,0.331,0.526,47.4,49.1,8.2,8.5,0.495,15.1,29.4,0.215
