school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Portland,67.5,105.8,0.293,0.413,0.531,52.4,54.4,8.8,10.2,0.503,14.5,31.3,0.203
Prairie View,68.9,105.6,0.49,0.347,0.559,55.1,52.9,7.8,10.9,0.52,18.8,34.5,0.338
Presbyterian,66.1,112.8,0.363,0.438,0.572,51.8,56,12.6,10.2,0.543,15.1,32.1,0.256
Princeton,65.2,93.9,0.318,0.374,0.511,50,48.6,6.8,8.4,0.478,17.9,23.9,0.219
Providence,67.6,98.6,0.305,0.343,0.524,50.9,48.4,9.2,8.3,0.496,17.7,28.5,0.207
Purdue,70,96.6,0.229,0.339,0.503,45.1,50,9.2,8.6,0.477,14.7,24.2,0.162
Quinnipiac,74.8,110.5,0.382,0.325,0.565,49.1,55.3,10.4,8.1,0.526,14.7,30.2,0.282
Radford,65.7,105.3,0.298,0.324,0.532,46.5,46.2,10.4,10.9,0.504,13.4,26.7,0.206
Rhode Island,67.4,96.6,0.451,0.3,0.503,48.2,46.3,7.8,7.6,0.451,16.8,29.5,0.319
Rice,74.4,100.7,0.354,0.323,0.529,47.7,48.4,9.6,7.9,0.492,15.8,25.9,0.25
Richmond,69.7,102.5,0.346,0.355,0.538,54.3,53,8,8.8,0.499,17.4,30.7,0.254
Rider,74,101.9,0.359,0.365,0.532,47.2,52.3,9.6,7.9,0.49,15.9,27.1,0.267
Robert Morris,69.9,96.6,0.425,0.307,0.525,51.9,50.2,9.1,10.4,0.484,20.5,31.3,0.294
Rutgers,67.3,99.4,0.316,0.377,0.512,46.8,57.6,9.7,11.4,0.475,16.5,29.8,0.227
Sacramento State,67.6,108.2,0.319,0.337,0.547,49.7,53.4,8.2,7.2,0.517,13.7,27.9,0.226
Sacred Heart,71.9,103.8,0.333,0.359,0.555,48.3,46.5,11.1,10.3,0.528,17.3,27.1,0.23
Saint Francis (PA),71.3,103.3,0.237,0.395,0.528,50,53.2,9.3,8.8,0.501,16,31.1,0.173
Saint Joseph's,69.7,104,0.325,0.448,0.546,49.5,58.2,7.9,7.2,0.512,15.9,26.6,0.237
Saint Louis,65.5,105.1,0.385,0.377,0.541,51.9,63.3,9.6,12.2,0.506,14.8,27.3,0.269
Saint Mary's (CA),61.3,93.8,0.266,0.277,0.484,42.8,40.2,9.1,7.8,0.453,13.6,21.8,0.184
Saint Peter's,63.5,95,0.292,0.412,0.511,49.9,53.6,8,9.4,0.481,18.3,25.6,0.201
Sam Houston State,72.8,97.5,0.47,0.37,0.54,47.8,54.2,8.7,8.2,0.49,19.8,25.8,0.342
Samford,69.9,105,0.319,0.402,0.53,49.6,61.5,9.4,10.1,0.495,14.8,30.5,0.229
San Diego State,67,93,0.318,0.366,0.486,49.1,51.2,7.9,10.2,0.447,16.7,28.7,0.225
San Diego,64.8,107.8,0.356,0.36,0.553,50.7,48.2,7.2,12.1,0.525,13.5,24.9,0.243
San Francisco,69.4,97.1,0.333,0.329,0.51,49.5,47.5,7.6,11.8,0.477,16.8,26.7,0.228
San Jose State,72.1,103.4,0.398,0.326,0.559,50.3,50.4,8.2,7.6,0.516,17.2,24.6,0.297
Santa Clara,63.8,100.9,0.35,0.329,0.543,53.2,54.1,5.9,9.6,0.514,17.1,24.8,0.24
Savannah State,83.3,109.8,0.308,0.436,0.548,54.7,60.9,7.6,15.6,0.524,15.9,36,0.206
Seattle,70.1,99.8,0.336,0.438,0.512,52.9,64.9,10.4,11.3,0.472,16.5,30.4,0.243
Seton Hall,69,100.8,0.362,0.335,0.53,45.3,49.1,10,8.4,0.49,15.5,25.3,0.26
Siena,70.7,105.3,0.355,0.328,0.54,46.9,47.7,9.2,8.9,0.503,15,29.3,0.256
South Alabama,70.8,101,0.399,0.38,0.544,52.3,55,7.6,9.1,0.508,19.6,30.6,0.278
South Carolina State,69.8,113.9,0.38,0.344,0.575,54.4,50.5,6.4,8.9,0.543,15.2,35.3,0.271
South Carolina Upstate,71.1,106.7,0.278,0.377,0.531,48.6,57.2,8.3,5.1,0.499,13.2,29.6,0.202
South Carolina,69.9,91.8,0.441,0.349,0.507,49.2,46,8.4,9.7,0.454,21,30.2,0.319
South Dakota State,69.2,110.2,0.26,0.463,0.561,49.3,53,9.6,10,0.536,14.3,28.1,0.188
South Dakota,73,100.9,0.312,0.363,0.534,49.3,49.8,7,9.6,0.5,16.5,26.5,0.227
South Florida,69.2,107.2,0.401,0.411,0.544,51.5,64.1,11.9,11.1,0.511,16.2,34,0.275
Southeast Missouri State,70.1,105.8,0.381,0.401,0.582,53.2,55.3,6.7,8.4,0.552,19.7,29.7,0.271
Southeastern Louisiana,69.6,98,0.39,0.337,0.527,47.2,50.3,9,10.8,0.488,19,29.6,0.272
Southern California,70.1,103.9,0.24,0.365,0.527,49.7,53.6,7.9,8.5,0.501,15.3,31.2,0.172
SIU Edwardsville,70.9,106.4,0.431,0.317,0.561,49.5,56.4,8.9,8.9,0.518,16.2,27.9,0.315
Southern Illinois,66.4,102.9,0.334,0.37,0.544,51.1,51.4,7.7,8.6,0.52,17.7,31.1,0.22
Southern Methodist,63.7,94.2,0.246,0.455,0.488,43.7,55.7,7.7,8.5,0.46,16,26.4,0.17
Southern Mississippi,67.6,105.2,0.331,0.432,0.548,51.8,60.1,8.6,11.6,0.52,15.1,25.4,0.229
Southern Utah,74.1,113.8,0.499,0.392,0.592,50.3,55,7.6,12.2,0.553,14.8,28.1,0.359
Southern,69.9,103.7,0.373,0.328,0.513,49.2,43.6,8.3,9.8,0.479,14.8,33.5,0.249
St. Bonaventure,70.6,101.8,0.415,0.383,0.537,48.8,57.1,7.3,9.4,0.499,18.1,31,0.287
St. Francis (NY),68.7,106.3,0.467,0.273,0.558,54.5,47.4,7.7,9.8,0.522,17.5,32.9,0.318
St. John's (NY),73.9,106.5,0.393,0.339,0.558,53.1,54.8,8.5,8.6,0.524,17.7,32.8,0.276
Stanford,69.4,102,0.378,0.4,0.552,49.1,58.6,8.9,9,0.52,18.2,26.9,0.263
Stephen F. Austin,69.3,98.6,0.446,0.346,0.547,46.9,51.7,10.4,8.9,0.512,20.5,28.5,0.303
Stetson,74.9,110.2,0.311,0.362,0.545,55.1,50.3,6.8,9.9,0.517,13.2,32,0.216
Stony Brook,66.9,102.9,0.401,0.363,0.544,51.1,48.6,6.6,6.7,0.507,17.3,28.8,0.281
Syracuse,67.9,104,0.291,0.428,0.527,50.7,67.1,9,7.7,0.504,16.6,34.5,0.192
Temple,67.9,103.6,0.321,0.351,0.527,52.5,54.2,7.8,11.4,0.491,15.8,32.2,0.233
Tennessee-Martin,69.8,106.5,0.301,0.438,0.549,46.8,57.8,9.1,7.7,0.521,16.6,31.9,0.213
Tennessee State,68.7,96.9,0.47,0.454,0.53,46.7,60.1,8,7.6,0.486,19.7,27.7,0.325
Tennessee Tech,70.1,102.7,0.384,0.398,0.545,50.4,59.8,8.1,9.7,0.502,17.9,29.9,0.283
Tennessee,71.5,101.6,0.43,0.336,0.529,49.5,49,8.3,9.1,0.487,16.8,30.3,0.3
Texas A&M-Corpus Christi,70.5,100.3,0.396,0.415,0.543,50.5,54.1,9.9,6.5,0.51,19.9,31.1,0.271
Texas A&M,66.8,101.5,0.281,0.387,0.507,46.3,57.6,9.9,8.8,0.472,14.8,31.3,0.205
Texas-Arlington,71.3,98,0.366,0.453,0.515,47.9,54,9.4,9.4,0.485,17.7,29.5,0.239
Texas Christian,68.3,101.5,0.307,0.339,0.532,47.3,58.7,8.4,10,0.504,16.6,29.2,0.21
Texas-El Paso,68.1,99.4,0.39,0.406,0.525,49.7,58,8.4,5.2,0.49,15.7,24.4,0.264
Texas-Rio Grande Valley,76.6,106.7,0.515,0.348,0.569,51.9,60.4,9.3,6.9,0.533,18.3,31.7,0.35
Texas-San Antonio,69.3,100.2,0.374,0.37,0.531,47.4,54.1,8.4,9.7,0.499,15.8,24.1,0.252
Texas Southern,69.7,103.5,0.323,0.285,0.522,51.6,48.2,7.4,8.9,0.491,16.3,34.8,0.221
Texas State,64.4,96.2,0.356,0.357,0.51,49.7,47.3,8.4,10.5,0.469,18,28.7,0.255
Texas Tech,65.9,100.2,0.356,0.425,0.543,47.7,50.6,7.7,6.7,0.508,18.1,25.8,0.254
Texas,68.5,100.5,0.3,0.346,0.515,51.1,48.3,9.4,8.5,0.481,15.8,31.2,0.215
Toledo,69.2,105.3,0.265,0.302,0.533,47.2,43,9.5,10.7,0.509,12.7,25.3,0.181
Towson,68.8,99.5,0.464,0.399,0.529,44.4,51.1,7.8,9.6,0.486,16.8,25.6,0.318
Troy,70.1,102.4,0.322,0.398,0.53,48.2,49.7,8.5,9.3,0.495,15.5,28.5,0.232
Tulane,71.1,109.1,0.408,0.345,0.57,52.7,50.3,8.7,9.8,0.537,17.1,32.5,0.287
Tulsa,67.8,103.3,0.331,0.391,0.537,48.9,49.5,10.4,13.5,0.504,16,28.3,0.234
UCLA,74.2,101.8,0.254,0.358,0.512,47.6,46.8,8.5,4.4,0.487,13.7,28.4,0.173
Utah State,68.9,101.5,0.332,0.381,0.519,48.8,56.5,9.2,8.6,0.485,14.3,25.8,0.231
Utah Valley,75.5,94.9,0.338,0.329,0.5,48.8,51.4,9,8.6,0.467,16,24.1,0.227
Utah,70.1,96.4,0.304,0.335,0.505,45.1,46.6,8.8,8.3,0.474,15.1,23.9,0.207
Valparaiso,70,97.7,0.32,0.379,0.51,47.1,54.3,8.7,8.5,0.477,16,26.6,0.222
Vanderbilt,67.1,101.1,0.307,0.33,0.513,50,46.3,8.2,10.7,0.481,14,26.9,0.214
Vermont,65.4,95,0.26,0.311,0.505,47.2,44.7,8.1,7.4,0.475,17.4,26.7,0.183
Villanova,65.6,95.5,0.221,0.4,0.506,47,57,7.8,6.6,0.481,17.6,27.4,0.155
Virginia Commonwealth,69,95.6,0.409,0.315,0.517,48.2,46.4,7.8,8.9,0.475,18.5,27.3,0.285
VMI,70.2,111.3,0.393,0.36,0.578,53.1,54.5,10.1,7.5,0.555,16.1,31,0.263
Virginia Tech,69.8,106.3,0.273,0.359,0.538,51.8,49.9,7.7,11.8,0.51,14.3,30.2,0.196
Virginia,60.3,92.1,0.338,0.398,0.499,47.7,50.6,8.1,7.5,0.461,18.4,24.3,0.237
Wagner,65,99.9,0.384,0.358,0.509,45,52.5,8.6,6.5,0.469,15.9,30.3,0.266
Wake Forest,71.7,109.3,0.38,0.388,0.563,48.1,52.7,8.4,9.9,0.527,14.3,27.5,0.275
Washington State,69.4,110,0.275,0.368,0.548,53.1,51.1,8.2,7.7,0.524,12.7,28.9,0.191
Washington,72.8,110.9,0.347,0.307,0.56,48.4,52.3,9.7,9,0.528,14.2,31.2,0.25
Weber State,69.5,104.5,0.283,0.268,0.532,52,43.1,6.9,6.9,0.499,14.7,29.3,0.209
West Virginia,71.4,91.8,0.425,0.363,0.527,47.9,53.5,7.8,9,0.488,24,31.5,0.29
Western Carolina,69.4,105.6,0.459,0.404,0.557,49.5,59.4,12.1,10.2,0.516,17,28.9,0.322
Western Illinois,70.9,106,0.393,0.315,0.542,52.1,51.6,9,7.4,0.5,12.7,23.7,0.287
Western Kentucky,67.5,106.6,0.247,0.383,0.546,49.7,55.3,8,7.9,0.523,14,26.7,0.175
Western Michigan,70.7,106,0.346,0.375,0.567,48,52.2,8.5,7.1,0.538,16.6,25.9,0.244
Wichita State,69.4,89.9,0.359,0.388,0.48,43.9,49.5,7.6,8.9,0.437,17.2,23.6,0.249
William & Mary,71.8,107.4,0.347,0.408,0.545,49,49.2,8.8,10.7,0.513,13.4,27.2,0.245
Winthrop,71.5,96.2,0.335,0.352,0.503,49.7,40.8,8.2,9.7,0.463,16.7,28.1,0.242
Wisconsin,64.5,95.4,0.281,0.335,0.511,45.3,45.6,8.1,8.5,0.476,17.3,25.4,0.207
Wofford,68.2,107.7,0.368,0.338,0.565,49.7,46.4,9.1,7.8,0.529,15.8,27.9,0.268
Wright State,71.6,100.3,0.364,0.393,0.543,48.2,47.8,9.4,9.1,0.508,17.8,26.2,0.256
Wyoming,74,99.2,0.384,0.348,0.503,50.8,44.6,9.1,9.2,0.456,14,26.7,0.278
Xavier,68.3,104.2,0.334,0.395,0.546,45.6,55,9.3,10.4,0.516,15.5,25.3,0.233
Yale,68.2,102.1,0.261,0.382,0.52,47.6,51.7,9.7,9.9,0.491,14.9,28.4,0.185
Youngstown State,73.7,109.3,0.28,0.362,0.552,52.6,53.7,7.8,7.7,0.524,14.1,30.8,0.201
