school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Cornell,65.2,119.2,0.47,0.34,0.601,53.5,55.7,9,10,0.565,13.7,32.2,0.34
Creighton,65.3,103.9,0.33,0.345,0.518,48.3,50.7,7.4,9.2,0.485,12.8,27.8,0.229
Dartmouth,64.4,102.9,0.485,0.34,0.559,48.4,48.5,8.6,10.1,0.506,18,26.9,0.363
Davidson,68,105.5,0.451,0.265,0.555,50,42.5,8.3,9.6,0.515,16,28.4,0.318
Dayton,65.4,101.7,0.43,0.316,0.531,47.3,51.1,7.5,12.1,0.488,16.5,28.7,0.304
Delaware State,61.2,104.7,0.412,0.362,0.527,52.1,58,9.3,10.9,0.484,15.6,33.8,0.292
Delaware,70.9,106.3,0.38,0.317,0.53,51.9,44.2,6.9,9.6,0.494,14.3,32.8,0.263
Denver,59.2,107.2,0.484,0.289,0.566,54.6,50.4,8.5,10,0.529,18,33.1,0.333
DePaul,67.3,110.3,0.467,0.317,0.576,50.2,51.9,9.7,12.2,0.539,16.6,32,0.329
Detroit Mercy,68,102.2,0.482,0.347,0.535,48.6,60.6,8.3,9.4,0.49,17.1,30.4,0.333
Drake,64.4,105.5,0.385,0.364,0.543,49.2,48.5,10,11.9,0.508,15,26.7,0.268
Drexel,63.4,102.4,0.466,0.305,0.515,50.5,45.9,6,8.6,0.472,14.7,29.7,0.314
Duke,65.5,102.6,0.408,0.241,0.531,48.5,44.8,7.6,9.6,0.493,16.1,30.9,0.282
Duquesne,68.3,108,0.336,0.392,0.557,50,65.1,7.4,10.9,0.533,15.4,28.9,0.226
East Carolina,66.5,106.7,0.308,0.344,0.532,51.3,56.4,9.2,11.6,0.507,15.3,34.4,0.206
East Tennessee State,71.2,106.1,0.417,0.397,0.544,52.2,56.1,7.8,10.7,0.508,16.7,32.9,0.288
Eastern Illinois,66.4,110.7,0.453,0.329,0.57,50.4,53.3,11,9.5,0.533,15.7,31.7,0.321
Eastern Kentucky,67.5,104.7,0.54,0.354,0.588,55.7,57.3,8,11.3,0.549,21.9,33.6,0.381
Eastern Michigan,65,93.5,0.391,0.398,0.478,52.3,62.7,9.2,11.1,0.432,19.2,36.4,0.271
Eastern Washington,69.5,107.6,0.4,0.32,0.539,49,53.8,9.6,11.6,0.501,13.3,29,0.282
Elon,67.9,104.2,0.396,0.283,0.522,50.6,41.2,9.4,7.1,0.486,14.3,31,0.269
Evansville,66.7,107.4,0.367,0.359,0.545,51.6,52.7,9.5,11.5,0.51,15.8,32.3,0.259
Fairfield,66.9,104.2,0.586,0.27,0.531,50,48.5,11.3,11,0.471,14.5,29.1,0.417
Fairleigh Dickinson,67,112.6,0.482,0.34,0.56,54.6,54.1,8.6,11.2,0.512,15.8,38.6,0.352
Florida A&M,72,102.1,0.538,0.285,0.522,50.6,51.7,9.9,10.8,0.474,17.4,35.9,0.363
Florida Atlantic,65.5,104.5,0.416,0.283,0.512,49,46,9.3,8.8,0.467,14.1,32.9,0.293
Florida Gulf Coast,68.2,97.4,0.352,0.347,0.504,48,46,9.3,6.4,0.473,16.1,28.2,0.23
Florida International,67.2,103.4,0.367,0.325,0.519,48.9,55.6,9,9.7,0.483,15.7,32.7,0.252
Florida State,66.1,99.9,0.362,0.336,0.494,49.2,48.8,10,9.4,0.454,15.8,35.8,0.25
Florida,62.9,91.8,0.312,0.313,0.489,46.2,47.9,8.9,8.9,0.454,18.6,28.1,0.217
Fordham,69.2,112.4,0.424,0.35,0.562,51.2,55.2,9.4,8.7,0.525,15.2,35.6,0.299
Fresno State,66.3,104.3,0.409,0.328,0.519,52.1,53.3,7,9.1,0.479,14.4,31.7,0.281
Furman,65.5,111.3,0.31,0.354,0.555,52.5,53.8,10.6,9.5,0.527,14.3,33.6,0.219
Gardner-Webb,67.3,100.9,0.369,0.284,0.532,48.9,47,8.5,10.3,0.497,17.7,30.4,0.257
George Mason,67.7,105.2,0.473,0.335,0.544,49.3,51.1,10.2,8.3,0.501,15.5,29.9,0.33
George Washington,68,98.2,0.334,0.361,0.504,47.5,52.3,10,9,0.472,16.8,31.4,0.222
Georgetown,65,104.3,0.524,0.358,0.53,49.5,55.1,8.7,7.5,0.479,15.7,32.1,0.365
Georgia Southern,67.1,103.8,0.324,0.366,0.54,50.1,51.8,7.5,8.4,0.51,16.5,29.7,0.225
Georgia State,65.8,102.6,0.351,0.411,0.523,53.4,52.5,6.3,7.3,0.491,16.8,34.1,0.238
Georgia Tech,64.8,102,0.379,0.327,0.515,48,52.4,9.5,9.3,0.474,13.5,28.7,0.267
Georgia,65.2,101.8,0.434,0.349,0.508,46.7,44,10.5,11.3,0.459,13.8,29.8,0.306
Gonzaga,68.1,98.1,0.387,0.315,0.494,47.7,47.1,8.7,8.5,0.448,15,29.6,0.275
Grambling,69,115.7,0.416,0.333,0.594,53.4,55.8,10.7,9.4,0.574,16.3,35.5,0.275
Grand Canyon,67.8,105.4,0.398,0.296,0.525,49.3,47.4,9.6,10.2,0.486,12.9,28.7,0.276
Green Bay,67.7,94.4,0.323,0.331,0.487,47.8,50.4,9.2,7.7,0.447,17.3,31.6,0.23
Hampton,71.1,96.1,0.538,0.309,0.502,50.7,45.1,8.3,9.3,0.452,18.7,34.5,0.356
Hartford,63.7,103.2,0.413,0.318,0.547,53.6,46.8,10.1,8.9,0.513,17.8,32,0.282
Harvard,64.6,93,0.362,0.306,0.5,47.9,50.3,8.8,9.4,0.458,19.1,29.6,0.257
Hawaii,69.3,104.4,0.398,0.334,0.545,46.7,47.4,7.9,8.8,0.503,16.5,30.9,0.289
High Point,65.5,110.5,0.352,0.371,0.563,50.7,55.5,10,6.9,0.532,15.7,32.7,0.25
Hofstra,65.3,111.5,0.412,0.351,0.552,48.1,52.4,9.4,10.4,0.519,13.1,30.9,0.282
Holy Cross,63.9,101.4,0.302,0.313,0.534,49,53.9,8.3,9.6,0.499,16.5,28,0.222
Houston Baptist,70.2,108.2,0.428,0.3,0.538,50.9,47.9,10.4,11.2,0.499,14.3,32.8,0.296
Houston,67.1,108.4,0.346,0.309,0.534,50.8,52.7,9.8,9.8,0.501,13.9,34,0.241
Howard,67.1,104.6,0.546,0.379,0.542,52.4,59.9,10.2,12,0.494,18.4,36.5,0.378
Idaho State,64.5,107.5,0.346,0.429,0.56,47.7,54.4,8.1,10.4,0.533,17.1,30.9,0.237
Idaho,66.9,110.2,0.409,0.325,0.549,49.7,50.7,7.1,8.8,0.516,13.3,30.8,0.279
Illinois-Chicago,66.5,109,0.483,0.325,0.566,49.6,56.1,8.9,11.5,0.528,15.3,28.2,0.336
Illinois State,67.7,100.1,0.427,0.366,0.522,51.9,60.1,8,10.4,0.485,17.4,31.1,0.287
Illinois,62.8,98.7,0.322,0.352,0.515,49.6,50.6,7.8,9.7,0.481,16.3,29.3,0.225
Incarnate Word,73.4,97.2,0.336,0.308,0.494,47.1,50.4,10.2,8.5,0.456,15.5,29.4,0.234
Indiana State,66.5,103,0.428,0.334,0.536,49.6,53.9,8.9,9.7,0.496,15.4,27.2,0.298
Indiana,68.7,98,0.355,0.332,0.503,44.6,43.7,10.8,12.4,0.462,15.5,28,0.254
Iona,71,108.8,0.294,0.303,0.532,53.5,50.1,6.7,10.7,0.506,14,35.6,0.201
Iowa State,71.7,102,0.307,0.335,0.514,48.9,49.9,7.5,8.9,0.477,13.8,28.5,0.225
Iowa,69.9,99.3,0.354,0.373,0.513,45.3,52.6,8.9,7.8,0.474,16.2,29,0.25
Fort Wayne,67.2,108.3,0.319,0.32,0.568,47.2,47.5,8.6,8.4,0.52,16,28.3,0.229
IUPUI,66.9,111.1,0.329,0.287,0.559,53.3,53.9,9.2,7.6,0.522,13.4,30.4,0.248
Jackson State,67.8,100.5,0.559,0.365,0.539,48.9,52.5,10.5,8.6,0.495,18.5,30.3,0.374
Jacksonville State,63.7,110.2,0.468,0.277,0.571,52.4,51.9,9.1,9.9,0.531,16.5,33.5,0.334
Jacksonville,70.7,112.4,0.378,0.348,0.576,51.8,53.7,9.7,8.1,0.549,16.3,35.2,0.262
James Madison,64.7,105.7,0.444,0.39,0.533,51,51.8,8.6,7.6,0.491,15.6,31.8,0.309
Kansas State,65.6,98.6,0.454,0.312,0.501,49.3,52.6,9.7,10.3,0.453,16.2,33.2,0.311
Kansas,68.6,101.5,0.455,0.315,0.515,44.5,51.3,9.6,8,0.471,14.2,28.8,0.309
Kennesaw State,68.2,108.9,0.463,0.295,0.556,52.1,45.7,12,10.4,0.507,16.2,35.1,0.343
Kent State,66.5,102,0.475,0.323,0.535,50.7,54.1,8.9,9.8,0.485,17.3,30.9,0.343
Kentucky,65.9,100.1,0.368,0.303,0.499,43.4,44.6,8.7,7.7,0.46,13.8,29.5,0.254
La Salle,65.2,103.2,0.321,0.274,0.519,50,55.3,8.9,13.3,0.481,15.1,32.5,0.234
Lafayette,65.6,112.9,0.367,0.373,0.574,52.7,52,9.4,8.6,0.54,15.6,33.6,0.267
Lamar,69.4,111.3,0.385,0.298,0.567,53.2,55.5,10.7,9.1,0.545,15.9,34.2,0.25
Lehigh,65.5,103.6,0.311,0.332,0.514,52.4,60.9,8.8,10.7,0.481,14.3,32.6,0.217
Liberty,65.4,106.7,0.363,0.386,0.538,45.2,50.6,9.9,9.7,0.499,13.8,29,0.262
Lipscomb,71,109.6,0.478,0.4,0.577,53.1,52.8,8.7,10.8,0.541,17.3,31.3,0.335
Long Beach State,66.5,104.6,0.37,0.361,0.534,49,52.6,8,8.4,0.497,16.1,32.6,0.261
Long Island University,68.5,116,0.309,0.357,0.57,51.6,58.4,9.9,10.8,0.546,13.3,33.9,0.215
Longwood,69.7,115.2,0.43,0.387,0.584,54.5,60.7,8.5,10.9,0.544,16,35.7,0.32
Louisiana,71.2,103.4,0.436,0.302,0.537,47.7,45.4,8.3,12.6,0.497,16.5,31.6,0.302
Louisiana-Monroe,64.9,103.8,0.371,0.358,0.519,50,52.6,10.8,10.6,0.488,14.2,30.8,0.244
Louisiana State,70.1,100.5,0.387,0.295,0.509,48.2,46.7,9.7,9.1,0.467,15.4,31.6,0.271
Louisiana Tech,72.1,91.9,0.384,0.275,0.496,48.3,43.5,7.7,9,0.458,19.6,30,0.256
Louisville,69,88.6,0.384,0.3,0.482,47.9,49.2,6.6,7.1,0.439,21.4,32.7,0.261
Loyola (IL),63.2,107,0.412,0.33,0.551,51.4,52,10.4,9.1,0.513,15.7,31,0.29
Loyola Marymount,71.2,109.5,0.427,0.293,0.562,51.7,54.2,8.7,8,0.52,16.7,35.4,0.313
Loyola (MD),65.5,108.5,0.407,0.312,0.563,53.8,57,8.1,9.7,0.522,17.7,36.2,0.299
Maine,74.2,111.3,0.387,0.32,0.557,54.8,53.9,9.9,9.4,0.526,15.2,35.2,0.265
Manhattan,70.3,97.4,0.528,0.278,0.511,49.3,52.8,8.7,12.3,0.454,18.5,33.3,0.37
Marist,67.4,105.2,0.383,0.316,0.54,52.1,50.3,9.6,8.6,0.506,16.7,33,0.264
Marquette,66.3,100.5,0.387,0.372,0.524,47.7,60.5,8,9.5,0.491,16.7,29.6,0.26
Marshall,69.6,102.6,0.42,0.33,0.524,50.9,52.9,9,8.8,0.494,16.4,34,0.269
Maryland-Baltimore County,68.3,103.9,0.575,0.357,0.562,52,57.4,10.7,9.2,0.512,19.2,31.5,0.405
Maryland-Eastern Shore,67,112.1,0.43,0.328,0.572,52.1,57.9,8.4,8.4,0.535,16.5,34.6,0.307
Maryland,67.7,98.9,0.421,0.323,0.512,47.7,49.8,9.1,10.4,0.472,16.2,28.9,0.285
Massachusetts-Lowell,64.5,106.8,0.345,0.344,0.534,53.7,62.3,9.9,10.2,0.499,15.6,35.6,0.245
Massachusetts,71.7,98.9,0.372,0.269,0.503,48.1,55.3,8.6,12.6,0.466,16,31.7,0.251
McNeese State,69,109.4,0.366,0.35,0.544,51.8,57.2,9.9,9.1,0.507,15.5,35.7,0.263
Memphis,70.6,99.2,0.336,0.288,0.509,48.5,51,11.1,9.3,0.482,17.2,33.4,0.217
Mercer,65.7,98.4,0.389,0.385,0.503,47.1,52.8,8.2,8.4,0.459,15.9,30,0.272
Miami (FL),58,100.8,0.312,0.364,0.499,48.1,53.7,8.3,7.9,0.47,14,30.4,0.206
Miami (OH),66.8,103.5,0.325,0.409,0.562,52.2,61.1,9.1,11,0.538,19.1,29.6,0.221
Michigan State,66,98.3,0.403,0.369,0.508,46.3,49.6,8.4,8,0.458,15.5,27.2,0.294
Michigan,62.5,103.4,0.267,0.311,0.525,49.9,48.3,7.8,8.4,0.494,14.8,30.1,0.195
Middle Tennessee,66,94.2,0.442,0.311,0.504,46.5,46.1,9.5,7.5,0.461,18.9,28.9,0.298
Milwaukee,67.9,102.8,0.355,0.33,0.531,51.2,47.8,10,11.6,0.488,16.1,30.8,0.265
Minnesota,64.5,103.3,0.398,0.354,0.532,49.5,55.8,9.1,12.4,0.486,16.3,31.1,0.291
Mississippi State,68.4,103.4,0.33,0.359,0.543,51.7,51.4,9.4,8.9,0.511,17.6,31.5,0.235
Mississippi Valley State,73.9,109.2,0.486,0.258,0.577,52.1,41.9,9.7,9.8,0.545,17.1,31.1,0.33
Mississippi,69.4,103.6,0.433,0.374,0.525,51.6,60.3,7.7,11.1,0.484,16.8,35.6,0.299
Missouri-Kansas City,71.5,107,0.431,0.352,0.563,53.4,54.7,8.8,11.2,0.524,17,31.3,0.309
Missouri State,64.7,104.3,0.43,0.366,0.542,50.9,55,8.5,10,0.509,15.9,29,0.287
Missouri,65.8,104.9,0.377,0.384,0.515,46.5,52.2,8.7,10,0.478,13.5,30.7,0.258
Monmouth,69.6,103.8,0.486,0.413,0.552,49.4,52.2,9.1,13.7,0.513,18.5,30.9,0.334
Montana State,66,105.4,0.384,0.371,0.569,51.2,52.1,9,7.3,0.534,17.5,26.3,0.278
Montana,61.4,110,0.453,0.298,0.561,54.4,43.1,7.3,9.5,0.529,16.2,34.6,0.307
Morehead State,70.8,101.3,0.512,0.337,0.553,44.2,55.5,9.7,13,0.506,18.7,27.2,0.362
Morgan State,69.3,102.2,0.447,0.294,0.524,49.7,50.9,8.7,8.6,0.486,16.9,34,0.299
Mount St. Mary's,70,110.2,0.345,0.239,0.569,53.4,45.3,8.2,8.3,0.535,16.3,33,0.253
Murray State,68.4,104.4,0.347,0.285,0.522,48.5,46.2,8.8,8.7,0.491,14.6,32.4,0.233
Navy,62.9,102.4,0.429,0.374,0.547,50.7,56.3,10,9.2,0.505,18.2,29.1,0.307
Omaha,73.7,101.2,0.358,0.298,0.545,51.2,50.3,9,9.3,0.508,18.8,31.3,0.259
Nebraska,65.4,99.7,0.448,0.356,0.518,51.4,50.9,8,9,0.476,16.5,29,0.306
Nevada-Las Vegas,66.5,97.8,0.257,0.279,0.475,47.8,46.5,7.8,9.1,0.445,12.9,31,0.177
Nevada,65.1,110,0.405,0.367,0.547,50.4,56.4,7.3,8.7,0.5,13.6,31.7,0.303
New Hampshire,63.5,101.6,0.435,0.339,0.512,50.8,50.8,9.8,9.1,0.462,14.6,28.6,0.312
New Mexico State,66.9,99.2,0.334,0.229,0.484,46.5,39.4,8.3,6.6,0.438,13.7,33.2,0.245
New Mexico,65.6,99.4,0.313,0.35,0.49,46.2,50,8.5,7.9,0.45,12.9,28.2,0.227
New Orleans,72.6,105.3,0.419,0.295,0.552,48.3,57.2,12.2,11.1,0.517,17.8,31.5,0.291
Niagara,73.8,111.2,0.506,0.317,0.584,52.4,54.7,8,10.1,0.547,17.5,34.5,0.355
Nicholls State,66.8,108.1,0.6,0.287,0.566,52.1,48.7,8.8,8.7,0.515,16.8,31,0.425
NJIT,68.8,102.4,0.442,0.397,0.532,50.9,57.8,9,12.4,0.49,16.8,31.2,0.308
Norfolk State,66,106.1,0.438,0.383,0.538,47.5,52.5,8.9,9,0.494,15.9,33,0.312
North Carolina-Asheville,70.2,107.1,0.403,0.319,0.53,47.9,52.7,9.9,10.2,0.493,14.4,33.1,0.278
North Carolina A&T,67.5,107.2,0.532,0.374,0.543,49.5,60.1,10,11.8,0.498,15.5,32.1,0.366
North Carolina Central,64.7,90.6,0.436,0.358,0.485,47.4,49.8,8.4,11.1,0.435,20.4,32.5,0.302
North Carolina-Greensboro,70.6,104.3,0.446,0.336,0.537,48.9,47.6,9,7.1,0.495,14.7,27.6,0.313
North Carolina State,64.9,105.7,0.426,0.306,0.521,50.5,47.7,8.7,8.1,0.475,14.7,35.7,0.303
North Carolina-Wilmington,64.8,105.5,0.405,0.349,0.525,51.2,48.4,10.5,9.5,0.494,14.6,33,0.265
North Carolina,70,98.9,0.414,0.341,0.509,46.6,46.2,8.4,8.4,0.47,16.5,31.3,0.278
North Dakota State,63.9,102.2,0.389,0.35,0.534,46.8,51,7.9,4.9,0.487,15.8,27.3,0.291
North Dakota,68.8,108.5,0.477,0.266,0.582,51.8,45.4,7.6,8.1,0.538,18.6,32.1,0.353
North Florida,69.2,106.9,0.4,0.275,0.537,48,43.9,11.8,10.5,0.506,13.6,30.3,0.265
North Texas,69.7,102.5,0.425,0.306,0.522,50.4,44.7,8.2,9.1,0.484,15.2,30.2,0.286
Northeastern,64.8,104.9,0.334,0.305,0.537,48.7,47.1,10.2,12.3,0.508,14.9,29.7,0.228
Northern Arizona,63.6,106.7,0.394,0.352,0.563,47.5,51.5,9.2,7.2,0.527,16.3,27.9,0.281
Northern Colorado,64.1,108.3,0.411,0.335,0.569,48.2,51.5,7.4,8.5,0.529,16.5,30.2,0.301
Northern Illinois,63.8,96.7,0.453,0.387,0.507,47,51.7,10.5,10.5,0.466,17.8,30.5,0.3
Northern Iowa,65.6,104.9,0.373,0.362,0.545,50.6,46.4,8.9,9.2,0.508,15.1,27.5,0.267
Northern Kentucky,64.3,113.2,0.488,0.338,0.572,52.3,46.5,8.8,12.3,0.533,14.5,32.2,0.342
Northwestern State,77.6,106.3,0.412,0.326,0.543,51.5,55,8.5,7.4,0.51,17.4,36.5,0.277
Northwestern,62.6,100.5,0.381,0.303,0.495,53.3,55.8,9.7,13.9,0.459,13.9,30.6,0.252
Notre Dame,64,108.1,0.321,0.328,0.55,49.1,57,9.1,9.5,0.514,14.6,30.1,0.241
Oakland,68.8,111.2,0.424,0.403,0.595,53.8,61.5,8,10.1,0.563,17.5,30.2,0.304
Ohio State,65.1,91.2,0.298,0.316,0.489,49.8,43.8,6.3,8.3,0.452,19,29.6,0.212
Ohio,66.2,102.3,0.415,0.31,0.52,50,49.8,10,7.6,0.462,15.7,30.9,0.294
Oklahoma State,69.5,97.8,0.41,0.33,0.506,51.2,46.6,8.6,9.6,0.463,17.1,32,0.282
Oklahoma,71.7,104.8,0.385,0.349,0.536,49.1,47.7,8.1,8.7,0.497,15.4,30.4,0.275
Old Dominion,64.2,99.8,0.446,0.323,0.518,48.5,48.6,9.8,10.6,0.478,17,30.5,0.3
Oral Roberts,65.5,105.1,0.425,0.284,0.526,47.9,47.8,8.7,7.7,0.484,14.1,30.3,0.296
Oregon State,68.3,109.5,0.368,0.308,0.54,49.3,55.4,9.2,8.6,0.506,13,32.2,0.257
Oregon,69.9,104.1,0.478,0.32,0.539,49.3,50.4,6.9,9.5,0.491,16.4,31.9,0.339
Pacific,67.2,109.9,0.519,0.38,0.572,47.9,58.9,8.9,10.1,0.53,15.3,27.4,0.368
Penn State,66.4,104.6,0.479,0.359,0.528,49.5,53.6,7.9,12,0.477,14.2,29.3,0.341
Pennsylvania,70.1,106.3,0.495,0.347,0.537,52.1,55.5,10.6,10.5,0.489,15.5,34.5,0.347
Pepperdine,66.7,108.1,0.376,0.327,0.532,49.8,56.2,10.2,10.2,0.499,13.1,32,0.255
Pittsburgh,62.4,97.4,0.364,0.335,0.508,45.5,52.7,7.5,10.1,0.467,16.7,29.1,0.257
