school,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga
Portland State,65.6,107.5,0.397,0.29,0.561,52.5,55,7.8,8.8,0.524,17.1,32.4,0.286
Portland,67.2,104.6,0.437,0.324,0.531,48.4,52.1,10.3,7.6,0.489,14.4,29.6,0.305
Prairie View,68.3,109.2,0.502,0.313,0.556,53.2,53.7,9.7,10.8,0.518,16.6,36.5,0.341
Presbyterian,66.7,114.6,0.279,0.352,0.559,54.7,49.6,10.2,7.8,0.535,12.9,33.6,0.195
Princeton,64.6,98.1,0.364,0.292,0.52,49.9,46.1,9.3,11.2,0.476,16.6,25.4,0.267
Providence,64.9,103.9,0.338,0.285,0.522,47.6,47.3,8.5,8.3,0.489,14.1,30.7,0.233
Purdue,67.9,103.2,0.419,0.338,0.519,47.6,53,9.7,12.3,0.474,14.4,30.6,0.298
Quinnipiac,70.9,107.1,0.362,0.282,0.518,42.6,46,8.3,10.1,0.48,10.4,27.5,0.255
Radford,68.7,107.7,0.382,0.289,0.552,49.5,44.9,7.9,7.2,0.519,15.8,31.6,0.267
Rhode Island,67.4,100.6,0.429,0.281,0.51,48.5,44.1,10.6,11.1,0.47,14.9,30.5,0.288
Rice,64.9,104.8,0.455,0.335,0.532,53.8,54.8,10.7,10.6,0.487,14.6,29.7,0.32
Richmond,64.7,99.2,0.404,0.31,0.504,54.2,46.3,8.2,10.3,0.459,16.9,34.3,0.283
Rider,68.2,110.6,0.438,0.358,0.576,50.5,54.7,9.2,10.3,0.539,16.7,31.5,0.315
Robert Morris,66.9,106.9,0.384,0.39,0.552,50.7,58.3,8,11.1,0.518,16.5,31.6,0.27
Rutgers,69.4,109.9,0.446,0.344,0.555,50.4,54.5,9.5,8.7,0.511,15,32.6,0.325
Sacramento State,63.7,107.8,0.491,0.326,0.557,50,57,8.2,7.2,0.517,15.8,30.3,0.34
Sacred Heart,68.5,110.7,0.442,0.365,0.567,51.4,52.3,9,11,0.523,15.9,33,0.328
Saint Francis (PA),63.2,109.8,0.301,0.301,0.558,54.3,42.8,8.2,11.7,0.524,15.1,32.2,0.227
Saint Joseph's,66,102.1,0.306,0.344,0.51,48,55.6,10,7.2,0.478,13.3,27.6,0.212
Saint Louis,67.4,90.8,0.355,0.257,0.48,49,46.9,10.5,12,0.44,18.1,28.5,0.243
Saint Mary's (CA),63.5,102.7,0.407,0.265,0.534,46.8,46.3,9.3,10.2,0.493,16,29.6,0.29
Saint Peter's,63.7,102.6,0.408,0.341,0.518,50.4,51,8.8,9.1,0.476,15.4,31.6,0.285
Sam Houston State,67.1,102.1,0.484,0.301,0.54,48.6,60.9,8.9,8.7,0.491,18,31.4,0.345
Samford,67.9,112.1,0.465,0.329,0.559,52.2,54.5,9,10.2,0.524,14.6,33.6,0.317
San Diego State,63.9,88.6,0.319,0.317,0.468,46.4,48.6,6.6,10.1,0.431,18.3,29.3,0.215
San Diego,63.8,102.2,0.367,0.335,0.521,49.6,51.8,9.2,8.2,0.484,15.4,30.4,0.257
San Francisco,66.3,106.1,0.407,0.354,0.539,48,46.5,8.3,9,0.501,15,29.7,0.285
San Jose State,65.5,108.1,0.447,0.345,0.53,50.7,55.5,9.9,13.3,0.492,12.6,30.1,0.301
Santa Clara,65.6,107,0.459,0.245,0.548,52.7,50.1,6.9,8.9,0.502,15.8,32.8,0.331
Savannah State,65.3,97.3,0.492,0.288,0.508,51.3,51.9,10.8,11.2,0.455,18.8,34.6,0.344
Seattle,68.4,102,0.476,0.339,0.532,46.3,53.5,9.8,8.5,0.481,16.4,29.9,0.343
Seton Hall,66.1,103.8,0.416,0.332,0.542,50.4,50.7,8.3,12.2,0.502,16,28.3,0.296
Siena,67.2,102.9,0.515,0.318,0.515,48.1,47.4,10,12.3,0.466,15.7,34.9,0.348
South Alabama,66.7,103.9,0.403,0.303,0.523,49.3,46.5,7.7,10.7,0.485,14.6,30.5,0.277
South Carolina State,66.6,107.2,0.432,0.345,0.54,50.3,52.9,10.6,10,0.502,15.6,34.5,0.298
South Carolina Upstate,66.6,102.4,0.376,0.406,0.518,47.6,53.8,9.3,7.3,0.474,15.7,31.5,0.273
South Carolina,66.8,104.5,0.57,0.347,0.541,47.7,55.9,11.2,12.3,0.492,17.1,33.9,0.391
South Dakota State,67,102.5,0.363,0.323,0.54,45.8,48.6,10.1,8.1,0.503,14.8,22.5,0.26
South Dakota,66.9,106.9,0.37,0.34,0.542,50.5,52.6,9.2,9.1,0.504,14.2,29.5,0.267
South Florida,66.2,105.6,0.339,0.3,0.532,50,52.2,9.9,10.9,0.497,15,31.8,0.242
Southeast Missouri State,71.8,108,0.426,0.348,0.556,47.2,51.1,9.3,5.5,0.511,14.6,28.5,0.314
Southeastern Louisiana,66.7,107.7,0.43,0.302,0.537,53.2,53.2,8.1,9.9,0.502,14,32.9,0.29
Southern California,70.4,105.7,0.377,0.344,0.521,49.9,56.1,10.4,10.1,0.485,13.4,32.2,0.258
SIU Edwardsville,69.1,109.9,0.406,0.311,0.579,52.3,52.4,9.6,8.4,0.55,17.5,32.8,0.279
Southern Illinois,63.6,104.7,0.43,0.396,0.546,48.5,53.6,8.9,9.4,0.504,17.3,31.1,0.307
Southern Methodist,66,94.3,0.387,0.391,0.492,46.5,57,11.8,9.4,0.448,18.1,30.5,0.269
Southern Mississippi,65.3,96.6,0.458,0.441,0.534,45,64.3,9.2,8.8,0.501,20.9,28.8,0.298
Southern Utah,65.1,114.6,0.574,0.283,0.58,55.7,47.2,10.5,8.1,0.531,14.6,34,0.414
Southern,68.1,91.3,0.521,0.317,0.473,47.4,42.3,9.1,8.4,0.42,16.5,29.3,0.34
St. Bonaventure,68.2,102.7,0.45,0.337,0.547,48,51.9,8.8,8.3,0.507,18.7,31.7,0.315
St. Francis (NY),67,98.7,0.432,0.265,0.508,47.8,47.3,9.2,8.8,0.454,15.8,29.1,0.315
St. John's (NY),67.3,98.7,0.381,0.327,0.508,49.7,51.4,7.8,6.9,0.465,16.5,30.8,0.27
Stanford,67.1,101.4,0.37,0.339,0.521,48.7,56.8,8.1,6.5,0.48,14.9,28.1,0.265
Stephen F. Austin,65.5,96.1,0.511,0.262,0.543,46.2,48.4,7.8,9.6,0.499,21.4,28.5,0.352
Stetson,64.1,112.7,0.375,0.359,0.566,54.9,55.6,10.4,10.6,0.533,15.9,36.5,0.269
Stony Brook,66.4,99.3,0.412,0.404,0.525,45.8,55.8,10.3,8.6,0.481,16.6,26.8,0.292
Syracuse,60.5,97.2,0.367,0.405,0.513,47.2,63.9,7,7.6,0.48,18.8,31.5,0.245
Temple,68.4,111.9,0.372,0.291,0.555,51.5,51.2,8.3,11.5,0.526,13.6,33.9,0.253
Tennessee-Martin,71.2,114.4,0.495,0.308,0.611,53.5,60.3,8.6,11,0.579,17.4,32.2,0.351
Tennessee State,66.8,112.5,0.512,0.339,0.567,50.5,50.1,8.5,10.1,0.521,14.4,32.5,0.369
Tennessee Tech,69.2,104.1,0.518,0.312,0.552,47.7,51,10.6,6.9,0.504,17.9,30.8,0.368
Tennessee,62.8,97.6,0.317,0.279,0.498,43.8,45.7,8.3,9.5,0.462,14.8,27.6,0.224
Texas A&M-Corpus Christi,64,106,0.457,0.347,0.54,48.3,55.2,8.8,10.3,0.5,15.9,32,0.314
Texas A&M,64,96.3,0.398,0.367,0.496,52,56.6,9.3,11.7,0.453,17.3,32,0.274
Texas-Arlington,70.4,108.4,0.418,0.409,0.547,49.7,53.7,8.8,10.3,0.516,14.7,31.3,0.28
Texas Christian,66.6,108.8,0.351,0.333,0.536,56.8,61.9,8.4,9.3,0.502,15.6,38.3,0.248
Texas-El Paso,65.1,96.5,0.373,0.353,0.474,48.8,50,9.5,6.8,0.435,14.7,33.2,0.246
Texas-Rio Grande Valley,66.9,103.7,0.471,0.366,0.543,53.3,60.3,8.7,9.2,0.504,18.2,34,0.323
Texas-San Antonio,68.2,112.2,0.438,0.384,0.569,49.1,56.3,10.8,13.6,0.541,15,32.5,0.293
Texas Southern,68.2,106.8,0.293,0.297,0.531,47.8,51.1,9.4,10.5,0.505,13.7,31,0.201
Texas State,63.3,103.9,0.418,0.336,0.552,48.8,50,10.4,8.8,0.514,17.1,28,0.296
Texas Tech,63.5,107.2,0.42,0.373,0.545,47.6,48.6,9.5,9,0.499,15.4,32.9,0.31
Texas,69.1,101.9,0.41,0.36,0.508,45.4,54.3,9.1,7.9,0.465,14,30.2,0.283
Toledo,68.6,105.9,0.343,0.339,0.551,48.3,50.5,7.9,8.9,0.521,17,31.4,0.239
Towson,65.5,104.7,0.381,0.317,0.496,46.4,48.8,7.7,10.1,0.455,11,31.4,0.26
Troy,65.7,105,0.308,0.333,0.529,49.9,54.3,8.6,9.2,0.498,15.3,32,0.216
Tulane,63.5,108.8,0.396,0.362,0.539,50.1,59,10.4,10.8,0.507,14.1,31.7,0.268
Tulsa,68.7,97.7,0.475,0.339,0.513,49.7,50.2,8.5,8.4,0.464,17.5,29.6,0.327
UCLA,70,99.8,0.357,0.416,0.529,48.8,56.7,7.4,6.2,0.499,17.7,28.6,0.241
Utah State,62.8,105.3,0.336,0.336,0.514,45.6,52.9,8.5,10.9,0.475,10.8,26.3,0.242
Utah Valley,63.8,102.1,0.351,0.328,0.513,49.1,48.6,9.4,10.6,0.486,14.1,28.7,0.226
Utah,66.7,95.3,0.345,0.316,0.495,47.3,44.9,9,8.8,0.46,16.3,27.6,0.233
Valparaiso,66.3,100.2,0.421,0.327,0.498,46.9,57.4,10.5,11.4,0.449,13.9,30.5,0.297
Vanderbilt,64.3,101.1,0.353,0.335,0.49,51.1,48.1,10.8,11.3,0.457,13.8,34.6,0.229
Vermont,64.1,94.3,0.4,0.331,0.499,46.4,47.5,8.8,9.6,0.449,17.7,27.6,0.29
Villanova,67.6,96.6,0.386,0.33,0.507,47.4,54.1,8.2,7.4,0.463,17.3,28.7,0.273
Virginia Commonwealth,70.4,91.3,0.397,0.3,0.514,49.4,48.5,8.3,10,0.478,22.3,30.6,0.265
VMI,75.8,106.6,0.348,0.275,0.522,50.5,45.6,7.3,9.2,0.485,14,34.8,0.246
Virginia Tech,63.6,104.2,0.335,0.405,0.501,48.2,55.8,9.6,11,0.47,11.2,29.5,0.223
Virginia,60.6,91.6,0.325,0.335,0.476,45.3,51.3,8.5,9.5,0.442,16,25.6,0.215
Wagner,69.5,97.7,0.437,0.322,0.493,48.4,45.4,9,9.3,0.44,15.9,31.7,0.311
Wake Forest,67.5,104.8,0.39,0.31,0.515,50.9,51.3,9.9,9.7,0.476,14.1,33.7,0.269
Washington State,63,105.7,0.443,0.325,0.548,50.6,49.9,8.9,9,0.511,15.3,27.5,0.303
Washington,68.6,108,0.414,0.271,0.552,48.9,45,7.9,9.9,0.518,14.3,29.2,0.287
Weber State,64.3,101.8,0.34,0.229,0.503,47.5,47.1,8,6.5,0.465,12.4,28,0.239
West Virginia,68.5,106.3,0.416,0.341,0.54,50.4,52.1,6.8,10.3,0.506,15.8,32.5,0.282
Western Carolina,68.1,105,0.545,0.318,0.551,48.9,49.4,8.7,6.7,0.502,17.3,31.9,0.383
Western Illinois,62.5,99.4,0.441,0.329,0.525,50.4,54.6,11.3,8.3,0.477,17,28,0.315
Western Kentucky,66.6,100.2,0.42,0.301,0.53,47.5,46.3,10.2,13.1,0.485,17,28.2,0.301
Western Michigan,66.5,100.3,0.346,0.387,0.51,48.7,52.4,10.7,10,0.47,16,32,0.246
Wichita State,64.5,91.9,0.353,0.358,0.48,44.7,47.7,7.3,7.6,0.446,16.3,26.1,0.229
William & Mary,64.7,109.8,0.296,0.329,0.55,52.1,46.3,9,10.3,0.521,13.7,30.3,0.213
Winthrop,67.4,103.8,0.426,0.322,0.556,51.3,49.3,9.2,12.1,0.519,18.1,30.5,0.299
Wisconsin,63.3,100.7,0.271,0.253,0.505,48.9,39.8,6.7,8.5,0.472,13.3,27.4,0.196
Wofford,63,98.3,0.401,0.291,0.525,49,44.8,8.8,8.8,0.489,17.8,27.9,0.272
Wright State,65.9,94.2,0.428,0.337,0.527,51.7,51.3,8.9,9.8,0.48,21.3,29,0.309
Wyoming,60.7,100.1,0.32,0.35,0.5,53.4,43.5,6.8,8.2,0.462,14.4,30.9,0.228
Xavier,65.7,102.9,0.395,0.357,0.527,46.8,61.4,8.3,11.9,0.494,14.8,28.7,0.264
Yale,64.9,101.4,0.407,0.351,0.539,46.2,51.2,10.3,10.5,0.498,16.5,26.4,0.291
Youngstown State,68.8,105.6,0.408,0.329,0.552,50.7,54.7,8.5,6.8,0.512,16.5,28.9,0.293
