school,gp,w,l,srs,sos,aw,al,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf
Creighton,31,24,7,17.26,9.63,6,5,2428,2162,1245,1839,0.471,783,0.386,533,0.739,246,1079,489,203,79,337,472
Dartmouth,29,12,17,-4.15,-3.19,5,10,1894,1872,1170,1581,0.443,628,0.32,433,0.677,195,1012,364,134,74,354,483
Davidson,30,16,14,8.9,3.66,4,9,2182,2025,1230,1667,0.453,741,0.367,525,0.762,239,992,422,164,80,331,482
Dayton,31,29,2,19.22,3.74,9,0,2480,2000,1255,1725,0.525,672,0.371,585,0.72,242,1085,546,176,109,377,529
Delaware State,30,5,25,-20.74,-9.06,2,13,2207,2499,1210,1868,0.415,741,0.317,617,0.684,300,1056,325,209,66,445,624
Delaware,32,22,10,-1.15,-3.98,7,6,2391,2257,1285,1774,0.483,682,0.361,567,0.764,239,1075,416,171,104,409,523
Denver,31,7,24,-10.13,-2.06,0,14,2135,2360,1250,1734,0.444,504,0.321,628,0.689,221,1037,347,182,71,428,627
DePaul,31,15,16,7.39,8.89,4,9,2191,2207,1250,1851,0.436,561,0.312,616,0.653,362,1156,418,251,155,455,597
Detroit Mercy,31,8,23,-9.91,-1.94,2,14,2175,2422,1245,1850,0.391,815,0.323,593,0.782,360,1118,322,179,94,421,520
Drake,34,20,14,0.44,0.63,2,10,2359,2302,1365,1864,0.458,711,0.345,569,0.714,255,1149,507,187,132,438,566
Drexel,33,14,19,-5.37,-2.18,1,13,2254,2323,1325,1860,0.441,690,0.349,530,0.7,344,1162,475,186,93,481,538
Duke,31,25,6,22.62,8.07,7,4,2558,2107,1260,1957,0.47,617,0.352,696,0.72,394,1244,479,258,188,409,557
Duquesne,30,21,9,6.76,1.66,6,3,2146,1993,1215,1711,0.443,738,0.318,562,0.703,300,1038,428,207,161,378,463
East Carolina,31,11,20,-2.25,1.85,1,11,2111,2238,1250,1759,0.421,577,0.281,647,0.722,297,1095,424,202,93,426,642
East Tennessee State,33,29,4,7.41,-1.89,11,3,2521,2088,1320,1889,0.474,731,0.343,694,0.689,362,1174,459,274,119,399,582
Eastern Illinois,32,17,15,-5.05,-7.38,5,11,2377,2214,1290,1944,0.458,629,0.342,579,0.66,342,1169,449,245,141,402,526
Eastern Kentucky,33,16,17,-9.18,-4.47,5,10,2464,2488,1320,2084,0.411,835,0.321,664,0.726,334,1113,397,307,70,461,602
Eastern Michigan,31,16,15,-3,0.85,3,11,2002,1964,1240,1635,0.426,609,0.282,695,0.627,301,1058,297,306,104,449,521
Eastern Washington,31,23,8,2.03,-1.8,10,6,2509,2259,1250,1986,0.46,826,0.349,569,0.694,328,1186,544,221,112,398,578
Elon,33,13,20,-7.81,-2.11,3,12,2277,2370,1325,1879,0.416,923,0.365,513,0.737,274,1078,445,153,63,378,645
Evansville,32,9,23,-7.01,0.64,3,10,2149,2368,1310,1769,0.422,750,0.321,570,0.73,224,1005,392,152,74,406,534
Fairfield,31,12,19,-9.17,-4.75,6,9,1814,1951,1260,1625,0.394,473,0.288,572,0.696,315,1069,270,159,86,428,506
Fairleigh Dickinson,30,11,19,-10.03,-5.96,4,14,2167,2236,1210,1740,0.452,622,0.357,513,0.723,273,1007,356,191,99,389,489
Florida A&M,27,12,15,-12.2,-6.27,4,13,1824,1984,1105,1582,0.42,377,0.284,613,0.635,323,944,272,202,51,415,519
Florida Atlantic,31,16,15,-2.09,-1.3,2,12,2209,2166,1255,1872,0.427,788,0.322,508,0.703,332,1141,377,224,65,417,529
Florida Gulf Coast,32,10,22,-10.31,-4.34,4,12,1979,2122,1295,1782,0.41,741,0.314,412,0.689,314,1095,408,195,140,495,508
Florida International,31,18,13,0.68,-0.96,6,9,2370,2243,1245,1910,0.454,799,0.348,549,0.652,339,1108,450,275,197,472,537
Florida State,31,26,5,17.28,7.63,7,5,2336,2037,1250,1848,0.457,655,0.351,557,0.75,350,1099,409,273,162,410,542
Florida,31,19,12,14.95,9.11,4,7,2228,2047,1250,1729,0.457,636,0.347,588,0.723,313,1080,368,178,121,369,528
Fordham,30,8,22,-4.19,-0.29,1,8,1744,1861,1215,1633,0.38,679,0.317,437,0.657,232,989,339,213,76,373,525
Fresno State,30,11,19,2.03,3.34,4,10,2075,2068,1225,1704,0.418,835,0.34,519,0.703,329,1112,372,147,113,383,496
Furman,32,25,7,6.8,-1.54,10,5,2457,2123,1290,1857,0.474,859,0.352,561,0.701,249,1010,475,264,90,366,495
Gardner-Webb,32,16,16,-5.51,-5.78,6,10,2318,2272,1315,1809,0.448,706,0.36,640,0.694,303,1118,438,201,149,399,520
George Mason,31,16,15,0.9,1.77,3,8,2071,2098,1245,1745,0.422,608,0.306,593,0.696,366,1145,337,193,145,424,525
George Washington,31,12,19,-3.37,1.05,3,9,2034,2171,1260,1674,0.424,706,0.323,555,0.699,242,1027,370,164,129,403,510
Georgetown,31,15,16,10.77,9.54,4,7,2327,2289,1240,1866,0.437,566,0.352,644,0.773,367,1183,462,194,122,412,495
Georgia Southern,31,18,13,1.18,-0.82,7,8,2331,2189,1240,1855,0.438,759,0.327,676,0.679,303,1097,385,247,119,403,512
Georgia State,31,19,12,3.75,0.03,6,10,2437,2230,1250,1942,0.44,740,0.37,611,0.741,360,1147,456,246,134,440,662
Georgia Tech,31,17,14,10.44,9.14,6,7,2126,2059,1250,1727,0.452,516,0.312,595,0.677,299,1120,425,219,142,502,591
Georgia,31,15,16,7.7,8.07,3,9,2347,2355,1260,1886,0.448,725,0.298,628,0.702,370,1175,412,221,101,459,587
Gonzaga,31,29,2,22.78,2.66,10,1,2720,2096,1245,1917,0.515,610,0.39,739,0.687,351,1251,531,234,121,354,453
Grambling,31,17,14,-12.01,-9.78,6,11,2218,2113,1240,1779,0.454,490,0.308,665,0.681,320,1111,400,231,124,440,570
Grand Canyon,30,13,17,-6.34,-4.06,4,6,2116,2191,1210,1641,0.451,541,0.333,611,0.746,224,976,355,144,39,344,485
Green Bay,32,17,15,-4.61,-2.91,7,10,2625,2563,1295,2042,0.462,663,0.373,652,0.755,314,1163,521,223,102,402,611
Hampton,34,15,19,-12.02,-5.8,3,13,2635,2693,1370,2025,0.456,641,0.332,821,0.699,359,1248,497,171,128,397,650
Hartford,32,17,15,-7.15,-6.15,8,7,2137,2145,1285,1796,0.419,720,0.335,553,0.705,255,1086,414,238,75,426,557
Harvard,29,21,8,3.03,-1.58,9,4,2114,1928,1180,1680,0.454,635,0.329,541,0.701,305,1110,343,187,153,403,505
Hawaii,30,17,13,-1.3,-2.12,3,7,2057,2016,1205,1715,0.426,652,0.33,540,0.704,287,1009,403,164,63,392,527
High Point,32,9,23,-16.28,-5.31,3,14,2110,2396,1290,1751,0.406,619,0.32,701,0.699,360,1108,391,164,114,459,590
Hofstra,32,24,8,2.59,-4.03,11,4,2451,2204,1280,1884,0.453,705,0.369,623,0.778,324,1106,401,223,68,358,462
Holy Cross,32,3,29,-18.07,-4.26,0,16,2106,2537,1295,1829,0.431,689,0.318,461,0.67,280,1033,371,156,88,458,569
Houston Baptist,29,4,25,-17.41,-3.61,2,15,2323,2723,1165,1800,0.443,594,0.364,684,0.747,353,1046,370,164,64,487,586
Houston,31,23,8,16.48,6.32,6,6,2241,1926,1245,1868,0.422,641,0.337,615,0.73,447,1286,400,161,151,369,608
Howard,31,3,28,-22.41,-7.62,1,14,2159,2533,1255,1823,0.419,682,0.345,576,0.691,304,1021,413,176,106,453,566
Idaho State,29,7,22,-8.86,-1.53,3,13,2029,2136,1175,1603,0.457,534,0.345,574,0.657,284,946,338,135,70,394,447
Idaho,31,8,23,-12.34,-2.24,2,12,2017,2254,1245,1726,0.441,447,0.336,512,0.674,253,1049,378,174,69,441,531
Illinois-Chicago,33,17,16,-4.31,-4.12,5,9,2277,2280,1325,1869,0.442,716,0.342,551,0.686,311,1226,475,191,145,515,634
Illinois State,31,10,21,-2.71,1.96,1,11,2050,2171,1245,1745,0.424,726,0.355,439,0.711,275,1037,373,179,77,446,529
Illinois,31,21,10,15.3,9.87,6,6,2239,2024,1245,1831,0.443,566,0.309,607,0.728,393,1224,411,151,89,375,497
Incarnate Word,31,9,22,-18.61,-6.89,2,13,2050,2292,1260,1741,0.417,623,0.3,558,0.737,298,1000,382,224,80,474,585
Indiana State,30,18,12,3.22,1.81,4,8,2052,2004,1205,1617,0.452,555,0.377,532,0.716,227,957,377,165,102,343,509
Indiana,31,19,12,14.68,10.62,2,8,2197,2071,1245,1759,0.442,518,0.322,699,0.681,353,1163,391,175,128,393,532
Iona,27,11,16,-6.58,-5.36,4,9,1906,1939,1095,1495,0.441,641,0.339,488,0.756,222,905,369,189,102,382,498
Iowa State,31,12,19,9.06,10.03,0,11,2233,2263,1245,1844,0.438,698,0.315,534,0.743,314,1062,436,233,133,410,498
Iowa,31,20,11,16.06,10.61,4,7,2410,2241,1240,1868,0.451,703,0.347,643,0.75,356,1162,538,191,120,375,496
Purdue-Fort Wayne,32,14,18,-7.42,-3.17,3,13,2205,2247,1280,1880,0.431,836,0.321,473,0.67,328,1132,405,235,88,449,498
IUPUI,32,7,25,-14.91,-3.41,3,14,2256,2564,1290,1945,0.413,753,0.337,614,0.645,363,1140,431,207,79,445,571
Jackson State,31,14,17,-11.36,-8.39,6,14,2084,2105,1240,1803,0.422,529,0.265,623,0.681,292,1002,347,250,113,402,610
Jacksonville State,32,13,19,-8.26,-6.33,4,11,2294,2218,1285,1893,0.446,680,0.332,550,0.691,354,1165,439,202,82,452,505
Jacksonville,32,14,18,-6.47,-5.61,7,9,2139,2133,1295,1813,0.429,643,0.319,564,0.67,327,1217,356,161,91,440,498
James Madison,30,9,21,-9.19,-2.74,3,11,2157,2296,1200,1787,0.42,721,0.32,652,0.653,303,1128,368,187,87,373,523
Kansas State,31,10,21,8.51,9.45,1,10,2001,2030,1245,1688,0.415,665,0.314,596,0.658,321,1014,387,268,78,445,596
Kansas,31,28,3,25.01,11.68,11,1,2312,1882,1245,1758,0.484,578,0.344,616,0.667,333,1196,432,237,145,396,454
Kennesaw State,29,1,28,-22.61,-2.64,0,16,1602,2181,1160,1580,0.354,488,0.248,513,0.704,280,932,235,146,57,427,489
Kent State,31,19,12,3.61,-0.6,5,7,2356,2165,1260,1896,0.451,769,0.341,531,0.719,334,1116,424,213,129,389,580
Kentucky,31,25,6,15.73,7.41,8,2,2307,2049,1250,1723,0.461,458,0.343,703,0.797,300,1136,415,162,153,387,568
La Salle,30,15,15,-0.21,1.72,4,8,2040,2098,1215,1718,0.414,714,0.336,568,0.665,311,1048,391,241,93,440,586
Lafayette,31,19,12,-5.89,-5.92,10,7,2174,2133,1240,1765,0.452,774,0.342,422,0.742,238,1079,473,147,138,375,442
Lamar,31,16,15,-7.89,-6.32,6,10,2232,2168,1250,1835,0.436,557,0.329,636,0.706,345,1096,415,277,143,463,519
Lehigh,32,11,21,-10.88,-3.85,3,15,2184,2339,1290,1846,0.447,538,0.335,480,0.733,282,1110,404,174,77,442,564
Liberty,34,30,4,5.18,-7.23,7,4,2332,1830,1360,1754,0.479,710,0.366,548,0.712,250,1131,446,192,96,318,456
Lipscomb,32,16,16,-7.07,-4.44,7,11,2255,2261,1285,1849,0.451,640,0.341,533,0.692,299,1129,423,172,83,410,488
Cal State Long Beach,32,11,21,-8.71,1.09,2,13,2157,2404,1290,1789,0.432,533,0.351,609,0.7,281,1092,353,189,132,515,565
Long Island University,33,15,18,-8.39,-6.17,6,11,2504,2534,1340,1966,0.441,906,0.344,641,0.715,255,1125,471,223,111,461,562
Longwood,32,14,18,-12.4,-9.27,6,11,2148,2195,1300,1781,0.404,857,0.342,592,0.701,272,1097,349,215,67,437,595
Louisiana,32,14,18,-4.76,-0.73,3,11,2335,2432,1285,1903,0.416,775,0.323,675,0.742,339,1126,366,190,102,447,563
Louisiana-Monroe,29,9,20,-6.51,-0.17,2,12,1831,1956,1165,1556,0.42,539,0.334,506,0.682,260,979,336,130,96,394,488
Louisiana State,31,21,10,14.41,7.18,5,6,2495,2271,1250,1880,0.471,645,0.327,666,0.769,375,1230,398,195,121,390,495
Louisiana Tech,30,22,8,7.04,-1.5,7,7,2235,1910,1210,1763,0.466,704,0.357,512,0.668,314,1110,401,222,75,373,508
Louisville,31,24,7,17.93,7.54,6,5,2296,1974,1250,1787,0.453,679,0.376,576,0.731,335,1197,433,157,83,376,524
Loyola (IL),32,21,11,5.73,0.57,5,6,2198,2007,1295,1616,0.497,504,0.367,626,0.65,200,963,457,252,51,411,443
Loyola Marymount,32,11,21,-1.07,3.9,2,9,2057,2168,1285,1616,0.465,560,0.309,561,0.681,252,960,372,187,67,449,606
Loyola (MD),32,15,17,-9.55,-7.19,5,13,2348,2394,1290,1784,0.465,663,0.32,747,0.637,281,1104,495,216,93,438,564
Maine,31,9,22,-11.88,-3.71,3,15,1904,2109,1250,1693,0.407,732,0.281,450,0.711,300,1062,428,215,107,466,547
Manhattan,29,12,17,-8.8,-6.36,5,11,1814,1885,1170,1599,0.398,644,0.307,554,0.621,315,994,373,209,116,411,600
Marist,29,7,22,-12.26,-7.02,3,12,1762,1914,1185,1589,0.391,632,0.347,465,0.647,269,975,301,198,86,409,540
Marquette,30,18,12,15.41,9.28,3,8,2333,2149,1220,1764,0.43,787,0.382,692,0.743,317,1195,406,154,127,410,572
Marshall,31,16,15,1.48,-0.06,5,9,2343,2261,1245,1965,0.442,768,0.314,559,0.655,341,1198,436,255,182,465,584
Maryland-Baltimore County,32,16,16,-8.3,-4.77,5,9,2181,2126,1285,1789,0.443,697,0.316,587,0.642,289,1105,399,172,76,407,514
Maryland-Eastern Shore,31,5,26,-21.88,-5.92,1,20,1777,2210,1250,1806,0.36,725,0.251,465,0.63,319,1055,339,236,98,461,563
Maryland,31,24,7,17.83,10.5,5,6,2226,1999,1240,1774,0.419,765,0.311,669,0.747,348,1184,409,142,134,350,463
Massachusetts-Lowell,32,13,19,-8.21,-5.38,5,10,2388,2433,1295,1830,0.458,655,0.339,688,0.712,301,1082,462,221,83,429,536
Massachusetts,31,14,17,1.14,3.82,3,9,2124,2207,1250,1780,0.426,715,0.329,532,0.701,278,1006,412,211,99,407,566
McNeese State,31,15,16,-8.48,-6.99,5,11,2481,2310,1250,1773,0.5,661,0.405,607,0.723,310,1117,517,208,121,497,520
Memphis,31,21,10,12.16,5.06,5,6,2232,2012,1250,1763,0.44,620,0.329,704,0.679,324,1240,438,242,184,510,607
Mercer,32,17,15,-3.16,-2.73,8,6,2294,2248,1280,1885,0.449,686,0.359,490,0.722,332,1172,461,211,83,463,601
Merrimack,31,20,11,-6.97,-6.57,9,8,1948,1866,1255,1682,0.419,728,0.339,427,0.681,243,890,397,308,92,368,536
Miami (FL),30,15,15,6.69,8.62,4,8,2143,2201,1230,1792,0.431,654,0.318,515,0.759,280,1035,304,176,116,364,431
Miami (OH),31,12,19,-4.5,-0.57,1,11,2184,2196,1240,1860,0.423,771,0.337,489,0.72,295,1095,373,159,73,354,565
Michigan State,31,22,9,21.93,10.77,7,4,2353,2007,1240,1833,0.461,687,0.348,565,0.75,344,1258,549,159,156,389,524
Michigan,31,19,12,17.97,11.2,4,7,2326,2116,1255,1864,0.462,729,0.339,498,0.717,267,1119,454,169,140,332,470
Middle Tennessee,31,8,23,-8.41,0.84,3,10,2193,2332,1250,1850,0.419,763,0.334,576,0.67,332,1083,406,211,91,435,620
Milwaukee,31,12,19,-7.19,-3.88,4,9,2216,2252,1265,1908,0.413,754,0.32,563,0.709,353,1115,387,182,95,417,668
Minnesota,30,14,16,16.22,11.78,2,10,2131,1998,1210,1806,0.426,738,0.332,503,0.688,347,1176,454,140,140,346,506
Mississippi State,31,20,11,12.21,6.95,4,7,2275,2112,1240,1713,0.468,479,0.336,676,0.754,371,1160,415,174,158,431,542
Mississippi Valley State,30,3,27,-29.05,-7.65,2,19,2048,2690,1205,2032,0.369,837,0.294,466,0.648,313,1049,313,218,87,433,586
Mississippi,31,15,16,7.9,6.84,1,10,2145,2112,1250,1721,0.432,585,0.325,638,0.732,278,1048,407,224,89,405,602
Missouri-Kansas City,30,16,14,-6.02,-3.58,5,8,2094,1976,1225,1684,0.458,596,0.359,494,0.684,261,936,396,242,94,390,640
Missouri State,33,16,17,3.54,0.76,3,10,2330,2238,1325,1923,0.438,650,0.354,553,0.749,359,1226,391,211,86,448,599
Missouri,31,15,16,8.52,6.55,2,10,2081,2020,1250,1707,0.41,690,0.297,610,0.78,337,1091,352,209,99,437,656
Monmouth,31,18,13,-4.57,-5.24,6,10,2209,2188,1245,1842,0.41,680,0.334,655,0.721,301,1058,399,248,86,397,621
Montana State,31,16,15,-5.04,-2.32,5,10,2066,2076,1240,1622,0.445,532,0.329,606,0.741,225,1076,351,170,72,433,543
Montana,31,18,13,0.6,-1.51,6,10,2195,2122,1255,1777,0.473,486,0.358,469,0.723,195,970,387,195,101,370,628
Morehead State,32,13,19,-10.96,-6.43,2,14,2208,2240,1295,1902,0.434,639,0.288,583,0.638,342,1187,430,190,141,400,512
Morgan State,31,15,16,-12.76,-9.12,7,7,2182,2197,1255,1807,0.424,563,0.281,709,0.694,406,1222,361,185,137,500,698
Mount St. Mary's,32,11,21,-9.62,-6.52,3,15,2053,2132,1295,1772,0.403,678,0.308,597,0.693,344,1120,357,158,105,375,530
Murray State,32,23,9,2,-6.07,6,6,2413,2070,1290,1789,0.476,569,0.369,704,0.709,306,1217,461,181,125,440,565
Navy,30,14,16,-7.36,-5.74,4,11,1908,1924,1220,1647,0.409,644,0.301,532,0.692,357,1082,333,151,51,360,476
Omaha,32,16,16,-5.11,-0.98,4,12,2352,2461,1300,1973,0.449,592,0.338,534,0.712,315,1159,393,166,105,391,532
Nebraska,31,7,24,2.8,10.51,0,12,2171,2410,1265,1941,0.409,766,0.32,564,0.599,283,1096,430,215,75,369,468
Nevada-Las Vegas,32,17,15,6.74,4.71,5,7,2307,2242,1315,1876,0.433,755,0.319,639,0.692,396,1255,404,199,88,427,657
Nevada,31,19,12,8.88,4.11,4,7,2391,2243,1245,1879,0.447,806,0.383,531,0.753,272,1188,462,159,109,372,608
