school,gp,w,l,srs,sos,aw,al,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf
New Hampshire,30,15,15,-7.64,-6.32,5,12,2071,1990,1215,1838,0.408,769,0.332,470,0.672,343,1236,397,144,64,390,548
New Mexico State,31,25,6,4.08,-4.27,9,3,2214,1852,1245,1700,0.455,798,0.355,534,0.717,343,1091,447,191,55,406,491
New Mexico,33,19,14,3.49,2.64,2,9,2531,2483,1320,1913,0.466,704,0.327,718,0.72,312,1158,494,267,95,475,514
New Orleans,30,9,21,-14.07,-4.72,3,13,2262,2323,1200,1731,0.462,459,0.338,681,0.744,285,932,446,232,62,418,577
Niagara,31,11,20,-11.07,-4.1,2,17,2046,2262,1250,1739,0.43,634,0.372,421,0.751,187,859,370,217,70,331,492
Nicholls State,31,21,10,-3.9,-6.04,7,8,2388,2144,1250,1985,0.444,739,0.337,504,0.748,351,1077,408,309,115,419,595
NJIT,30,9,21,-10.14,-4.83,4,14,1904,2030,1200,1709,0.403,569,0.302,523,0.681,274,994,318,170,89,327,506
Norfolk State,31,16,15,-7.73,-9.36,4,12,2186,2012,1245,1820,0.414,752,0.323,611,0.712,356,1151,406,244,73,436,605
North Alabama,30,13,17,-9.01,-5.83,4,13,2062,2092,1205,1666,0.426,612,0.34,633,0.689,301,1074,331,195,71,444,590
North Carolina-Asheville,31,15,16,-10.26,-8.26,5,10,2326,2318,1245,1824,0.459,702,0.346,620,0.66,264,937,336,255,73,354,604
North Carolina A&T,31,16,15,-9.51,-7.35,4,12,2225,2228,1250,1856,0.428,599,0.297,757,0.606,349,1198,443,254,113,478,645
North Carolina Central,30,17,13,-10.23,-8.38,5,13,2070,1970,1220,1677,0.459,583,0.295,556,0.644,294,1024,405,251,88,458,566
North Carolina-Greensboro,32,23,9,5.92,-1.48,9,4,2372,2020,1295,2031,0.433,857,0.326,531,0.631,415,1182,404,298,136,372,584
North Carolina State,31,19,12,11.77,7.19,5,7,2315,2173,1245,1897,0.451,681,0.32,542,0.71,323,1104,416,234,141,372,566
North Carolina-Wilmington,32,10,22,-9.24,-0.83,1,12,2186,2294,1290,1816,0.431,610,0.341,581,0.709,270,1088,385,200,96,417,559
North Carolina,31,13,18,9.59,10.04,3,9,2252,2266,1260,1942,0.422,566,0.304,651,0.676,428,1295,449,180,112,400,521
North Dakota State,31,23,8,1.1,-4.01,8,6,2303,2061,1245,1761,0.445,803,0.35,572,0.794,239,1096,367,149,73,318,479
North Dakota,31,14,17,-5.85,-1.32,4,13,2344,2322,1250,1774,0.458,719,0.341,617,0.767,273,1107,398,146,68,420,546
North Florida,33,21,12,-0.61,-3.28,7,9,2583,2416,1320,1975,0.45,1031,0.379,543,0.762,327,1138,517,164,125,390,530
North Texas,31,20,11,7.32,1.66,7,6,2203,1962,1245,1627,0.483,667,0.379,503,0.751,266,998,390,195,88,421,530
Northeastern,31,16,15,1.77,-3.3,7,7,2218,2061,1245,1703,0.474,676,0.364,448,0.795,225,962,408,238,50,368,525
Northern Arizona,29,16,13,-4.46,-2.2,6,8,2066,2017,1165,1665,0.449,587,0.361,517,0.696,275,981,388,190,60,338,467
Northern Colorado,31,22,9,5.71,-2.81,9,5,2303,1945,1250,1790,0.468,826,0.384,468,0.667,261,1055,416,157,73,314,472
Northern Illinois,31,18,13,-1.32,-2.15,7,9,2071,1998,1245,1814,0.414,661,0.342,509,0.674,361,1195,311,174,85,366,548
Northern Iowa,31,25,6,9.87,1.49,8,4,2330,2006,1255,1776,0.475,737,0.389,468,0.759,294,1164,379,143,71,372,443
Northern Kentucky,30,21,9,-0.12,-4.69,10,5,2166,1958,1210,1766,0.431,805,0.307,579,0.686,346,1107,413,242,63,377,537
Northwestern State,29,14,15,-10.58,-6.89,5,10,2186,2208,1165,1745,0.441,633,0.357,573,0.733,328,1135,373,164,129,485,569
Northwestern,30,8,22,5.55,10.31,2,10,1955,2098,1210,1729,0.416,587,0.313,453,0.731,235,1014,413,121,94,316,506
Notre Dame,31,19,12,10.78,5.72,4,7,2296,2139,1250,1928,0.426,874,0.343,483,0.733,313,1165,509,180,115,307,381
Oakland,33,14,19,-5.93,-3.11,4,12,2239,2301,1340,1822,0.428,690,0.296,689,0.689,339,1195,448,192,99,453,524
Ohio State,31,21,10,19.39,10.26,4,7,2234,1951,1240,1690,0.446,700,0.373,621,0.752,308,1140,412,156,107,394,531
Ohio,31,16,15,0.2,0.3,4,8,2201,2127,1240,1783,0.444,760,0.345,518,0.689,292,1092,447,203,70,391,515
Oklahoma State,31,17,14,12.08,10.57,5,7,2091,2044,1240,1730,0.423,587,0.317,605,0.732,316,1112,366,212,118,413,557
Oklahoma,31,19,12,13.51,10.67,4,8,2177,2089,1240,1808,0.42,704,0.318,565,0.766,259,1143,365,190,135,345,415
Old Dominion,31,13,18,0.37,0.08,3,11,2042,2033,1250,1849,0.404,619,0.291,534,0.689,363,1219,331,211,88,371,531
Oral Roberts,30,17,13,2.37,-1.74,3,12,2416,2190,1210,1936,0.45,742,0.336,570,0.746,353,1135,399,195,73,313,500
Oregon State,30,17,13,9.71,6.11,3,8,2136,2028,1200,1618,0.457,560,0.323,632,0.752,258,989,437,183,148,347,484
Oregon,31,24,7,18.23,9.11,5,5,2352,2069,1275,1825,0.47,680,0.396,527,0.7,336,1094,446,241,102,368,538
Pacific,33,23,10,3.77,0.16,7,5,2300,2128,1355,1872,0.45,530,0.34,651,0.667,360,1190,383,189,129,400,633
Penn State,31,21,10,16.13,9.26,5,6,2327,2114,1240,1931,0.431,765,0.325,598,0.692,348,1200,443,233,150,348,543
Pennsylvania,27,16,11,1.04,-0.38,6,7,1991,1906,1085,1625,0.456,724,0.331,405,0.664,218,979,403,159,90,340,397
Pepperdine,32,16,16,2.8,3.58,6,7,2441,2466,1305,1934,0.434,726,0.351,639,0.792,311,1104,475,197,121,407,582
Pittsburgh,31,15,16,6.81,7.16,2,9,2013,2024,1245,1742,0.402,558,0.296,630,0.711,372,1062,381,240,106,381,480
Portland State,32,18,14,-1.51,-2.44,6,11,2518,2412,1280,2070,0.448,626,0.332,634,0.719,451,1172,432,277,132,409,587
Portland,32,9,23,-6.57,1.94,2,9,2126,2309,1290,1769,0.428,633,0.341,582,0.677,219,1020,421,179,114,446,546
Prairie View,31,18,13,-6.55,-7.96,6,12,2220,2126,1250,1771,0.442,473,0.304,723,0.705,297,1014,442,263,81,453,686
Presbyterian,32,10,22,-15.04,-6.91,3,14,2155,2346,1290,1707,0.45,611,0.322,592,0.713,279,1072,392,188,55,462,594
Princeton,27,14,13,-0.83,-1.56,5,6,1931,1866,1085,1501,0.463,659,0.357,417,0.734,217,869,363,173,59,340,424
Providence,31,19,12,13.48,8.22,5,6,2214,2051,1245,1852,0.413,678,0.332,664,0.694,406,1172,445,257,102,417,581
Purdue,31,16,15,16.32,10.77,4,8,2114,1942,1270,1867,0.418,675,0.33,482,0.687,394,1144,423,202,109,357,544
Quinnipiac,30,15,15,-7.7,-6.56,5,9,2088,2122,1200,1695,0.417,869,0.357,478,0.762,277,1091,409,137,112,411,456
Radford,32,21,11,-2.66,-5.7,9,6,2302,2115,1285,1813,0.464,707,0.355,575,0.642,340,1166,427,170,68,342,561
Rhode Island,30,21,9,9.26,4.79,8,5,2200,2066,1210,1851,0.423,539,0.315,686,0.676,359,1162,378,252,116,355,519
Rice,31,15,16,-2.96,-0.86,5,8,2287,2290,1240,1794,0.431,902,0.341,599,0.72,283,1106,435,182,66,414,504
Richmond,31,24,7,11.41,2.86,9,3,2335,2070,1250,1817,0.466,688,0.362,505,0.776,234,1074,481,252,78,338,479
Rider,30,18,12,-3.11,-5.51,5,11,2152,2080,1200,1725,0.438,574,0.321,704,0.651,328,1149,391,202,78,422,522
Robert Morris,33,19,14,-5.16,-6.51,7,11,2296,2213,1320,1906,0.443,756,0.362,498,0.671,336,1106,546,212,65,424,552
Rutgers,31,20,11,15.74,9.7,2,8,2168,1942,1250,1847,0.447,554,0.31,537,0.644,365,1245,394,203,142,379,520
Sacramento State,29,15,14,-2.13,-2.54,4,10,1833,1737,1160,1590,0.417,446,0.316,508,0.72,325,1008,367,202,117,363,508
Sacred Heart,33,20,13,-4.77,-7.43,10,8,2420,2291,1320,1961,0.43,768,0.327,658,0.734,435,1361,435,164,134,459,522
Saint Francis (PA),31,22,9,-1.66,-6.59,8,7,2418,2221,1245,1864,0.467,550,0.365,635,0.748,344,1127,367,220,86,379,520
Saint Joseph's,31,6,25,-5.47,5.11,2,12,2138,2466,1245,1879,0.391,933,0.297,552,0.708,320,1094,389,145,87,406,534
Saint Louis,31,23,8,9.43,3.1,6,4,2223,2020,1255,1804,0.454,488,0.34,723,0.58,385,1232,450,232,130,396,569
Saint Mary's (CA),32,25,7,12.3,4.27,6,3,2442,2142,1320,1827,0.483,662,0.397,552,0.752,250,1034,388,214,64,313,526
Saint Peter's,29,17,12,-3.7,-5.95,6,9,1934,1869,1165,1605,0.411,517,0.348,606,0.719,357,1078,312,217,133,468,606
Sam Houston State,31,18,13,-5.17,-6.51,6,10,2417,2245,1265,1937,0.451,690,0.342,584,0.741,315,1060,491,287,91,443,642
Samford,33,10,23,-13.14,-1.14,3,14,2448,2711,1330,1996,0.432,658,0.333,679,0.744,352,1208,391,232,110,513,534
San Diego State,32,30,2,18.36,3.91,11,0,2395,1903,1280,1820,0.468,765,0.38,519,0.771,297,1121,473,221,88,344,534
San Diego,32,9,23,-3.51,4.37,3,10,2101,2319,1295,1843,0.412,633,0.31,572,0.673,285,1062,387,186,107,464,581
San Francisco,33,22,11,8.25,3.25,7,6,2469,2258,1335,1986,0.441,873,0.337,588,0.719,351,1203,400,235,102,405,578
San Jose State,31,7,24,-7.54,5.16,1,12,2167,2523,1245,1871,0.389,861,0.298,634,0.716,302,1075,404,199,102,430,567
Santa Clara,33,20,13,1.92,0.6,3,7,2498,2365,1325,1898,0.462,704,0.354,667,0.742,241,1128,507,226,110,443,668
Seattle,29,14,15,-4.01,-3.98,3,10,2177,2110,1185,1800,0.406,679,0.308,653,0.775,301,1028,316,171,90,297,581
Seton Hall,30,21,9,16.76,9.96,8,4,2241,2037,1200,1754,0.446,711,0.335,611,0.715,308,1113,437,210,174,398,557
Siena,29,19,10,-1.37,-5.58,5,10,2104,1982,1175,1622,0.459,539,0.356,599,0.708,308,1056,383,155,89,378,483
South Alabama,31,20,11,0.1,-1.01,7,5,2209,2092,1245,1662,0.471,502,0.331,661,0.725,259,1019,346,238,115,374,499
South Carolina State,28,11,17,-15.51,-8.78,3,12,1974,2110,1145,1551,0.44,464,0.31,621,0.75,281,982,316,123,52,404,513
South Carolina Upstate,33,13,20,-13.53,-6.01,4,13,2286,2460,1320,1911,0.424,697,0.321,641,0.686,318,1088,415,195,80,410,627
South Carolina,31,18,13,10.27,6.43,6,6,2275,2156,1245,1890,0.44,561,0.31,696,0.628,370,1158,445,240,134,407,723
South Dakota State,32,22,10,2.28,-4.25,6,9,2493,2256,1295,1861,0.491,677,0.347,608,0.707,302,1224,456,160,106,415,533
South Dakota,32,20,12,-1.75,-3.85,5,8,2547,2374,1280,1805,0.493,596,0.391,710,0.755,200,1045,444,146,86,339,561
South Florida,31,14,17,5.17,5.2,3,6,1943,1944,1250,1654,0.406,635,0.309,620,0.65,352,1051,315,234,63,454,544
Southeast Missouri State,31,7,24,-14.54,-5.26,0,16,2054,2307,1245,1727,0.417,596,0.32,612,0.691,286,1027,353,161,64,414,577
Southeastern Louisiana,31,8,23,-16.06,-5.67,2,14,2157,2429,1255,1873,0.416,669,0.296,594,0.675,337,1000,385,248,59,514,654
Southern California,31,22,9,11.52,7.23,5,6,2179,2046,1255,1780,0.439,571,0.35,630,0.662,333,1194,430,207,152,448,519
SIU Edwardsville,31,8,23,-14.15,-5.7,4,13,2073,2261,1240,1801,0.427,562,0.313,526,0.683,305,1063,428,177,91,436,607
Southern Illinois,32,16,16,-0.16,0.39,3,10,2002,1991,1285,1623,0.427,668,0.338,536,0.728,208,955,369,208,65,397,469
Southern Methodist,30,19,11,7.95,3.49,4,9,2188,2054,1225,1706,0.451,730,0.323,541,0.762,344,1099,467,175,96,400,491
Southern Mississippi,31,9,22,-6.65,2.35,1,12,2047,2242,1250,1766,0.443,529,0.308,442,0.719,293,1105,444,180,78,464,490
Southern Utah,31,16,15,0.3,-2.15,6,10,2254,2053,1260,1790,0.451,572,0.329,627,0.718,286,1154,371,210,129,422,600
Southern,31,16,15,-9.56,-9.21,5,14,2167,2094,1250,1799,0.441,530,0.313,610,0.68,337,1074,413,214,74,434,681
St. Bonaventure,31,19,12,3.1,1.6,7,7,2143,2073,1250,1805,0.436,611,0.344,488,0.736,331,1132,427,171,104,364,532
St. Francis (NY),31,13,18,-11.37,-7.51,4,13,2168,2220,1245,1903,0.419,664,0.297,511,0.73,328,1124,372,199,140,397,586
St. John's (NY),31,16,15,10.33,7.62,1,8,2312,2228,1240,2045,0.41,635,0.321,614,0.7,382,1190,457,305,127,349,590
Stanford,31,20,11,14.02,6.44,4,6,2172,1937,1250,1673,0.474,596,0.372,517,0.704,217,1013,407,214,116,449,504
Stephen F. Austin,31,28,3,4,-6.93,12,2,2499,2077,1245,1806,0.491,494,0.362,790,0.691,406,1160,464,324,101,550,649
Stetson,33,16,17,-9.63,-5.31,7,9,2103,2167,1325,1678,0.445,545,0.33,644,0.666,313,1116,323,209,79,452,517
Stony Brook,32,20,12,-2.14,-4.39,8,8,2225,2108,1290,1855,0.408,805,0.337,608,0.724,342,1231,363,209,147,463,527
Syracuse,31,17,14,11.57,7.25,6,5,2297,2163,1250,1805,0.435,764,0.33,638,0.745,326,1107,432,226,140,355,505
Temple,31,14,17,6.61,6.19,4,8,2117,2104,1255,1843,0.404,645,0.322,613,0.687,303,1166,429,239,94,400,549
Tennessee-Martin,29,9,20,-14.13,-4.28,2,12,2194,2382,1165,1718,0.455,646,0.337,550,0.753,311,954,353,147,80,374,464
Tennessee State,33,18,15,-6.71,-5.45,4,11,2355,2345,1330,1836,0.469,686,0.35,585,0.66,343,1245,447,175,136,573,670
Tennessee Tech,31,9,22,-13.6,-4.64,3,12,2033,2241,1250,1826,0.413,776,0.331,397,0.675,327,1072,431,213,93,463,460
Tennessee,31,17,14,11.18,8.31,4,7,2079,1990,1240,1656,0.432,598,0.313,617,0.749,311,1069,448,186,174,423,563
Texas A&M-Corpus Christi,31,14,17,-10.3,-6.57,4,11,2050,2120,1240,1617,0.445,632,0.375,527,0.708,296,1057,393,182,97,543,591
Texas A&M,30,16,14,4.91,6.94,5,4,1894,1955,1205,1570,0.404,643,0.294,645,0.678,322,1019,333,193,86,422,463
Texas-Arlington,32,14,18,2.76,2.13,6,9,2259,2189,1295,1926,0.415,807,0.31,547,0.748,322,1183,478,186,90,358,569
Texas Christian,31,16,15,10,10.1,1,9,2044,2026,1255,1748,0.422,760,0.353,472,0.636,355,1091,456,212,149,441,514
Texas-El Paso,31,17,14,-0.81,-0.53,3,9,2079,2030,1245,1695,0.425,680,0.297,578,0.753,254,1073,385,192,92,429,540
Texas-Rio Grande Valley,30,14,16,-7.05,-3.71,3,11,2189,2143,1215,1789,0.435,557,0.343,614,0.717,314,992,451,251,111,376,595
Texas-San Antonio,31,13,18,-3.09,0.45,3,9,2392,2391,1260,2009,0.418,854,0.349,545,0.76,340,1214,387,185,84,400,627
Texas Southern,31,15,16,-10.74,-5.84,5,15,2260,2369,1255,1867,0.417,538,0.301,769,0.705,372,1174,345,196,89,489,596
Texas State,31,20,11,5.03,-0.28,6,8,2254,1990,1255,1778,0.453,498,0.325,636,0.755,313,1071,435,194,94,343,573
Texas Tech,31,18,13,16.82,8.4,3,7,2230,1969,1260,1724,0.452,631,0.355,594,0.754,279,1033,476,239,124,423,545
Texas,31,19,12,10.49,9.61,6,5,1989,1962,1240,1730,0.428,742,0.334,381,0.685,278,986,359,171,134,420,568
Toledo,31,16,15,1.3,-1.37,7,9,2310,2171,1245,1773,0.436,752,0.364,657,0.746,308,1173,448,173,104,381,498
Towson,32,19,13,0.19,-1.41,8,4,2258,2125,1290,1824,0.433,610,0.344,607,0.771,363,1189,364,180,101,380,583
Troy,31,9,22,-9.01,-1.32,3,13,2131,2276,1250,1878,0.399,821,0.318,549,0.674,369,1133,430,178,83,441,584
Tulane,30,12,18,0.93,3.53,3,7,2050,2128,1210,1709,0.411,689,0.334,584,0.712,245,928,337,254,75,355,470
Tulsa,31,21,10,7.94,3.62,6,7,2103,1969,1260,1652,0.441,566,0.322,657,0.708,268,1069,391,234,70,417,469
UCLA,31,19,12,9.81,8.21,5,5,2153,2079,1250,1732,0.434,576,0.323,648,0.718,370,1136,401,208,105,409,571
Utah State,34,26,8,13.66,4.04,4,6,2600,2179,1375,1967,0.46,745,0.333,710,0.763,366,1385,561,209,109,426,532
Utah Valley,30,11,19,-7.54,-4.24,5,12,2105,2131,1210,1696,0.441,635,0.302,585,0.713,253,1057,412,173,157,427,534
Utah,30,16,14,8.5,7.8,1,10,2130,2109,1220,1658,0.448,634,0.328,598,0.732,282,1073,420,166,86,402,463
Valparaiso,35,19,16,1.48,1.22,4,10,2530,2494,1420,2088,0.442,843,0.34,559,0.714,329,1196,533,269,116,446,601
Vanderbilt,31,11,20,3.3,6.23,1,9,2222,2313,1250,1716,0.429,762,0.336,708,0.695,275,1000,357,218,103,404,590
Vermont,32,25,7,6.28,-4.75,12,3,2280,1889,1280,1819,0.446,788,0.33,555,0.714,308,1181,444,189,109,363,518
Villanova,31,24,7,16.84,10.04,9,3,2269,2058,1245,1806,0.441,854,0.359,485,0.759,271,1112,449,175,81,335,471
Virginia Commonwealth,31,18,13,9.72,4.14,4,7,2193,2020,1245,1792,0.432,667,0.346,592,0.696,306,1039,409,278,134,384,569
VMI,33,9,24,-6.92,-2.72,2,12,2380,2346,1340,1991,0.428,1012,0.355,448,0.708,334,1180,528,222,83,418,591
Virginia Tech,31,16,15,8.89,6.05,3,7,2138,2050,1270,1815,0.424,860,0.355,418,0.706,229,1056,457,187,90,310,455
Virginia,30,23,7,12.2,7.53,7,4,1711,1571,1215,1515,0.413,560,0.304,403,0.717,243,1025,343,161,147,368,397
Wagner,29,8,21,-14.81,-5.6,3,13,1982,2210,1175,1710,0.413,644,0.317,504,0.726,312,983,374,174,68,398,604
Wake Forest,30,13,17,7,8.2,1,11,2204,2240,1220,1710,0.432,560,0.35,712,0.747,299,1132,380,149,84,422,575
Washington State,31,15,16,4.38,4.63,2,9,2153,2161,1250,1897,0.395,747,0.304,575,0.744,338,1128,354,209,82,381,538
Washington,31,15,16,12.37,7.85,3,7,2189,2049,1250,1705,0.443,654,0.332,645,0.716,272,1087,392,227,190,462,532
Weber State,31,12,19,-8.22,-0.58,4,9,2171,2218,1250,1768,0.455,647,0.326,489,0.72,228,991,344,161,122,366,438
West Virginia,31,21,10,18.5,10.63,4,8,2179,1935,1245,1833,0.422,542,0.286,742,0.642,470,1254,383,238,111,447,572
Western Carolina,31,19,12,-0.11,-1.56,8,7,2444,2317,1250,1790,0.468,818,0.369,659,0.71,302,1165,449,165,56,445,532
Western Illinois,26,5,21,-14.31,-3.06,1,11,1934,2126,1050,1667,0.426,612,0.369,368,0.783,216,882,267,129,57,290,467
Western Kentucky,30,20,10,4.18,0.94,6,6,2297,2160,1225,1703,0.457,627,0.338,668,0.789,252,1013,334,201,119,370,413
Western Michigan,31,13,18,-5.51,-0.27,3,11,2147,2230,1255,1727,0.428,656,0.338,627,0.713,264,1077,346,148,67,404,559
Wichita State,31,23,8,13.69,5.62,5,5,2227,1977,1250,1891,0.407,744,0.328,638,0.697,374,1218,437,219,115,396,577
William & Mary,32,21,11,-2.34,-2.98,10,7,2288,2208,1280,1770,0.464,690,0.346,544,0.744,265,1152,435,138,128,403,500
Winthrop,34,24,10,1.17,-6.52,10,6,2765,2431,1375,2120,0.462,931,0.346,760,0.636,450,1388,542,225,84,471,683
Wisconsin,31,21,10,15.97,10.97,6,6,2082,1927,1245,1718,0.425,764,0.352,462,0.764,251,1051,373,138,114,309,476
Wofford,34,19,15,0.37,-1.79,6,10,2465,2327,1375,1915,0.463,922,0.358,507,0.716,263,1067,460,192,89,413,575
Wright State,31,25,6,3.18,-6.38,9,3,2524,2191,1255,1950,0.462,656,0.366,712,0.68,377,1246,432,201,109,386,503
Wyoming,33,9,24,-3.05,4.82,3,8,2070,2308,1335,1739,0.409,809,0.321,531,0.727,161,972,374,175,66,418,626
Xavier,31,19,12,12.86,9.54,5,6,2194,2091,1265,1852,0.435,647,0.315,576,0.656,371,1209,446,191,113,435,521
Yale,30,23,7,6.61,-1.54,11,6,2289,1954,1240,1726,0.469,714,0.371,570,0.712,273,1166,464,188,101,389,449
Youngstown State,33,18,15,-5.6,-4.83,5,11,2401,2351,1335,2055,0.423,765,0.308,616,0.69,451,1286,413,188,85,399,579
