school,gp,w,l,srs,sos,aw,al,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf
Little Rock,31,10,21,-4.87,-2.07,3,12,2301,2353,1250,1687,0.484,582,0.354,703,0.656,244,1060,443,169,87,503,622
Arkansas-Pine Bluff,32,13,19,-14.43,-8.18,4,17,2108,2269,1300,1685,0.427,574,0.338,702,0.678,317,1063,365,216,109,478,629
Arkansas State,32,13,19,-7.1,-1.23,2,13,2359,2475,1310,1904,0.418,709,0.334,721,0.735,403,1211,363,183,139,448,684
Arkansas,34,18,16,11.75,8.78,5,8,2559,2458,1370,2004,0.446,751,0.345,769,0.668,345,1152,543,276,172,450,693
Army,32,13,19,-7.57,-4.73,3,13,2268,2305,1280,1956,0.428,863,0.315,471,0.684,259,1125,499,198,50,376,544
Auburn,40,30,10,20.84,10.92,4,6,3188,2750,1615,2439,0.45,1204,0.377,760,0.711,457,1369,572,369,190,466,731
Austin Peay,33,22,11,0.59,-4.41,8,7,2712,2413,1335,2060,0.472,702,0.382,705,0.706,397,1215,454,252,110,392,596
Ball State,33,16,17,3.39,1.21,8,7,2478,2362,1340,1892,0.47,621,0.325,709,0.702,308,1243,426,217,118,480,579
Baylor,34,20,14,13.38,9.26,5,6,2442,2302,1365,1966,0.442,803,0.341,635,0.677,450,1281,473,209,159,446,636
Belmont,33,27,6,9.12,-2.6,12,3,2868,2439,1330,2094,0.498,922,0.372,598,0.737,286,1275,645,220,125,376,509
Bethune-Cookman,31,14,17,-11.98,-9.74,3,12,2290,2245,1250,1899,0.439,635,0.321,689,0.61,415,1274,444,234,108,501,610
Binghamton,33,10,23,-13.92,-4.69,5,12,2152,2376,1320,1842,0.431,788,0.349,452,0.644,244,1060,324,183,152,409,474
Boise State,33,13,20,3.61,1.08,3,10,2364,2263,1330,1801,0.469,715,0.352,584,0.723,242,1016,398,200,68,379,570
Boston College,31,14,17,5.83,7.76,2,8,2196,2256,1260,1808,0.425,687,0.317,633,0.698,331,1139,382,159,103,378,509
Boston University,33,15,18,-6.61,-5.39,8,10,2385,2387,1325,1922,0.48,639,0.346,468,0.684,311,1091,447,199,73,425,578
Bowling Green State,34,22,12,4.24,0.86,5,8,2668,2496,1370,2134,0.443,762,0.357,755,0.67,408,1396,427,227,90,412,596
Bradley,35,20,15,-0.08,-0.9,5,8,2329,2285,1405,1874,0.433,653,0.368,672,0.692,313,1195,423,186,132,440,617
Brigham Young,32,19,13,6.15,3.31,5,8,2527,2436,1295,1878,0.468,684,0.33,750,0.727,263,1118,482,203,107,354,625
Brown,32,20,12,-0.62,-3.29,7,9,2355,2204,1290,1818,0.443,745,0.342,685,0.715,261,1157,418,241,123,458,600
Bryant,30,10,20,-15.19,-7.66,2,13,2088,2314,1200,1680,0.422,708,0.325,618,0.712,285,969,319,158,79,383,575
Bucknell,33,21,12,0.59,-2.93,7,8,2534,2418,1325,1928,0.45,885,0.351,653,0.749,286,1154,519,173,116,409,627
Buffalo,36,32,4,15.56,2.62,12,3,3037,2550,1445,2344,0.462,1022,0.337,767,0.687,452,1470,599,263,140,433,659
Butler,33,16,17,9.22,8.1,2,10,2374,2337,1330,1934,0.445,827,0.353,488,0.738,288,1058,434,193,62,359,593
Cal Poly,29,6,23,-13.95,-3.54,1,14,1930,2183,1185,1715,0.412,687,0.328,452,0.648,284,975,301,147,99,334,544
Cal State Bakersfield,34,18,16,-5.12,-2.63,7,10,2412,2412,1375,2092,0.424,683,0.324,620,0.673,486,1272,379,218,105,439,747
Cal State Fullerton,34,16,18,-3.29,-1.14,4,11,2437,2414,1385,1911,0.454,589,0.317,726,0.708,277,1224,407,200,118,450,639
Cal State Northridge,34,13,21,-6.54,-3.39,4,11,2601,2701,1375,2103,0.46,648,0.361,676,0.638,352,1214,512,225,154,410,641
California Baptist,31,16,15,-3.89,-4.12,8,6,2403,2241,1260,1859,0.447,800,0.359,576,0.788,306,1171,345,148,85,379,623
UC-Davis,31,11,20,-6.26,-1.5,3,12,2038,2128,1260,1673,0.439,619,0.328,515,0.709,218,929,375,196,71,412,596
UC-Irvine,37,31,6,5.7,-2.3,13,2,2675,2353,1500,2159,0.457,701,0.359,640,0.702,429,1471,479,210,153,441,673
UC-Riverside,33,10,23,-11.12,-3.19,2,14,2153,2279,1325,1787,0.443,743,0.376,424,0.684,286,1051,425,164,60,425,562
UC-Santa Barbara,32,22,10,-1.62,-5.55,7,6,2350,2114,1290,1819,0.454,594,0.343,693,0.716,379,1204,431,159,106,355,558
University of California,31,8,23,-3.16,5.42,1,10,2121,2387,1245,1735,0.426,592,0.35,603,0.723,249,900,338,227,99,352,574
Campbell,33,20,13,-3.62,-4.39,5,8,2495,2328,1325,1906,0.455,912,0.343,590,0.759,266,1050,482,218,104,337,522
Canisius,32,15,17,-8.79,-4.85,9,5,2250,2376,1295,1834,0.435,791,0.324,575,0.692,300,1026,466,204,108,412,627
Central Arkansas,33,14,19,-11.37,-4.81,5,13,2383,2498,1330,1903,0.426,784,0.352,667,0.73,299,1164,463,202,120,478,611
Central Connecticut State,31,11,20,-14.02,-6.71,5,12,2205,2367,1260,1821,0.414,612,0.328,634,0.782,332,1107,353,172,110,427,597
Central Florida,33,24,9,13.37,5.58,5,5,2385,2128,1325,1763,0.465,628,0.365,798,0.649,315,1215,439,189,150,393,554
Central Michigan,35,23,12,2.79,-0.34,7,6,2896,2690,1425,2177,0.455,822,0.371,908,0.671,419,1321,467,267,107,425,593
Charleston Southern,34,18,16,-2.43,-4.19,4,11,2574,2369,1370,2156,0.429,945,0.343,588,0.677,407,1277,487,263,110,441,571
Charlotte,29,8,21,-8.34,-0.89,3,9,1776,1992,1160,1442,0.415,615,0.311,524,0.742,199,892,288,138,101,418,490
Chattanooga,32,12,20,-7.87,-0.76,4,11,2268,2376,1285,1881,0.443,795,0.365,457,0.683,278,1095,418,139,79,409,553
Chicago State,32,3,29,-24.83,0.67,0,19,1970,2710,1280,1752,0.41,471,0.299,581,0.676,252,995,376,193,72,512,625
Cincinnati,35,28,7,14.53,5.5,7,4,2510,2194,1410,2018,0.432,673,0.345,758,0.704,442,1264,466,214,155,365,563
Citadel,30,12,18,-7.94,0.03,4,10,2553,2584,1210,2011,0.447,1076,0.344,523,0.736,322,1107,462,201,110,386,528
Clemson,34,20,14,13.85,8.99,4,6,2339,2174,1360,1857,0.449,661,0.328,623,0.732,309,1204,410,223,154,450,552
Cleveland State,31,10,21,-7.96,-1.52,2,12,2300,2437,1250,1834,0.436,820,0.37,585,0.682,303,1093,460,174,97,412,551
Coastal Carolina,34,17,17,-0.5,-1.94,6,11,2641,2520,1370,1986,0.453,766,0.371,778,0.719,376,1256,451,214,78,472,691
Colgate,35,24,11,1.23,-3.83,9,9,2648,2458,1415,1995,0.479,815,0.393,563,0.742,322,1240,541,213,121,456,547
College of Charleston,33,24,9,2.36,-2.95,8,5,2453,2265,1330,1818,0.483,667,0.34,615,0.764,260,1060,387,216,76,347,486
Colorado State,32,12,20,-0.11,1.41,3,8,2393,2406,1285,1818,0.476,722,0.359,579,0.694,256,1080,472,199,76,372,522
Colorado,36,23,13,9.68,3.6,5,9,2648,2429,1445,2036,0.454,711,0.323,757,0.753,363,1352,478,181,107,479,616
Columbia,28,10,18,-5.18,-2.14,4,9,2059,2052,1160,1720,0.452,655,0.362,377,0.706,255,985,443,218,78,366,539
Connecticut,33,16,17,6.81,4.32,1,8,2436,2354,1325,1959,0.446,732,0.344,641,0.68,380,1167,422,200,145,427,643
Coppin State,33,8,25,-18.9,-7.11,4,16,2118,2507,1330,1827,0.389,841,0.285,689,0.665,314,1218,326,169,115,555,620
Cornell,31,15,16,-6.12,-2.02,6,12,2149,2211,1260,1705,0.442,731,0.332,551,0.722,191,1015,453,181,107,414,492
Creighton,35,20,15,12,8.59,4,8,2727,2561,1420,2044,0.479,961,0.387,582,0.679,288,1196,561,237,92,464,580
Dartmouth,30,11,19,-5.75,-3,2,12,2160,2116,1210,1750,0.452,721,0.366,436,0.72,246,1020,426,158,100,361,468
Davidson,34,24,10,6.38,1.96,7,5,2409,2229,1365,1893,0.45,882,0.354,525,0.749,264,1185,499,175,82,378,539
Dayton,33,21,12,9.67,2.91,7,4,2406,2183,1335,1789,0.504,617,0.332,575,0.69,261,1145,541,164,81,414,463
Delaware State,31,6,25,-26.82,-10.13,2,15,1956,2371,1240,1963,0.354,789,0.297,489,0.679,378,1144,333,214,66,435,589
Delaware,33,17,16,-7.91,-4.82,7,8,2352,2380,1360,1808,0.459,746,0.378,564,0.727,254,1083,425,149,78,378,523
Denver,30,8,22,-11.84,-2.97,1,14,2086,2319,1205,1723,0.438,622,0.365,460,0.759,275,1041,354,142,78,408,506
DePaul,36,19,17,6,4.05,3,9,2821,2751,1450,2143,0.471,703,0.343,773,0.727,396,1347,513,227,117,488,630
Detroit Mercy,31,11,20,-6.33,-0.36,4,14,2279,2464,1240,1874,0.418,825,0.356,581,0.718,336,1019,319,238,77,355,528
Drake,34,24,10,2.52,-0.66,7,6,2563,2387,1385,1943,0.467,773,0.361,618,0.757,279,1214,518,180,130,449,568
Drexel,32,13,19,-7.02,-2.93,3,11,2425,2475,1280,1900,0.46,669,0.354,584,0.753,312,1126,464,144,62,377,542
Duke,38,32,6,26.9,11.98,7,2,3143,2576,1525,2418,0.478,903,0.308,803,0.686,495,1567,606,346,257,488,595
Duquesne,32,19,13,0.53,-0.63,4,6,2351,2314,1295,1894,0.428,841,0.322,663,0.694,379,1133,442,250,151,451,580
East Carolina,31,10,21,-5.49,1.31,1,11,2088,2299,1255,1791,0.418,545,0.284,638,0.682,317,1061,382,224,110,416,622
East Tennessee State,34,24,10,5.21,-1.79,8,6,2707,2371,1375,2067,0.486,758,0.361,634,0.67,442,1351,534,252,135,483,603
Eastern Illinois,32,14,18,-11.81,-5.01,5,10,2299,2457,1310,1912,0.432,735,0.37,545,0.688,347,1147,434,200,120,427,569
Eastern Kentucky,31,13,18,-7.4,-2.47,3,11,2562,2577,1265,2125,0.424,832,0.327,683,0.712,362,1167,458,317,101,447,661
Eastern Michigan,32,15,17,0.4,4.43,4,10,2203,2213,1295,1823,0.449,634,0.295,604,0.629,400,1155,369,237,143,442,529
Eastern Washington,34,16,18,-6.77,-4.17,4,13,2460,2527,1380,2040,0.429,886,0.35,546,0.729,299,1192,467,200,101,401,632
Elon,32,11,21,-11.53,-3.56,6,7,2266,2445,1290,1862,0.436,943,0.355,443,0.693,265,1082,468,135,62,413,539
Evansville,32,11,21,-3.84,0.13,2,13,2234,2317,1295,1776,0.421,776,0.34,660,0.721,215,1095,394,185,89,416,602
Fairfield,31,9,22,-10.2,-7.14,3,13,2072,2167,1240,1755,0.434,740,0.35,420,0.693,273,968,401,202,63,436,612
Fairleigh Dickinson,35,21,14,-6.09,-7.24,7,9,2620,2515,1420,1939,0.475,672,0.4,702,0.725,323,1155,486,261,132,477,578
Florida A&M,31,12,19,-13.57,-8.09,6,14,1927,2057,1245,1640,0.438,489,0.368,503,0.614,288,991,355,226,111,499,580
Florida Atlantic,33,17,16,-1.42,-1.76,6,9,2322,2243,1335,1971,0.41,895,0.324,551,0.751,366,1296,419,184,93,485,575
Florida Gulf Coast,32,14,18,-5.11,-1.48,4,10,2280,2360,1280,1787,0.453,724,0.372,588,0.668,272,1064,449,219,133,479,514
Florida International,34,20,14,-4.55,-1.45,6,9,2798,2734,1360,2239,0.44,923,0.302,855,0.64,367,1217,491,359,153,477,655
Florida State,37,29,8,17.99,10.26,6,4,2771,2485,1500,2171,0.442,819,0.332,778,0.744,418,1391,475,266,161,492,705
Florida,36,20,16,15.42,11.22,5,6,2440,2289,1455,2015,0.425,872,0.334,603,0.721,375,1201,437,257,131,420,614
Fordham,32,12,20,-5.02,-2.4,3,8,2108,2141,1295,1890,0.402,831,0.332,462,0.68,305,1082,360,188,108,345,559
Fresno State,32,23,9,8.99,0.67,7,3,2448,2162,1285,1866,0.454,897,0.381,572,0.72,300,1137,457,228,111,400,592
Furman,33,25,8,7.46,-1.5,11,4,2562,2182,1340,1962,0.474,935,0.361,508,0.717,326,1171,524,288,137,407,481
Gardner-Webb,35,23,12,-2.61,-4.43,8,9,2718,2468,1430,1962,0.487,719,0.391,741,0.711,271,1190,502,238,101,407,561
George Mason,33,18,15,0.84,0.08,6,6,2314,2289,1330,1855,0.445,637,0.33,634,0.716,323,1166,399,204,97,428,563
George Washington,33,9,24,-6.65,1.2,2,10,2097,2356,1340,1842,0.404,631,0.311,600,0.685,274,1116,375,170,96,413,526
Georgetown,33,19,14,6.8,5.31,5,6,2625,2576,1355,2017,0.443,757,0.355,771,0.737,350,1299,542,198,131,443,581
Georgia Southern,33,21,12,3.75,0.13,7,7,2726,2489,1330,2028,0.499,632,0.323,720,0.692,320,1190,403,255,132,451,590
Georgia State,34,24,10,2.44,0.65,7,7,2598,2491,1360,1968,0.459,859,0.384,694,0.666,273,1110,415,269,158,391,583
Georgia Tech,32,14,18,6.93,8.15,3,9,2091,2130,1285,1714,0.44,573,0.307,588,0.689,262,1074,433,221,166,459,560
Georgia,32,11,21,5.31,8.12,2,9,2274,2364,1280,1761,0.441,653,0.322,726,0.705,357,1215,423,185,163,506,565
Gonzaga,37,33,4,27.79,5.01,9,1,3243,2400,1480,2239,0.526,790,0.363,791,0.761,354,1443,668,278,204,394,603
Grambling,34,17,17,-9.73,-9.34,6,12,2426,2336,1370,1846,0.452,553,0.403,781,0.685,307,1287,420,193,147,536,699
Grand Canyon,34,20,14,3.85,-1.49,5,8,2560,2353,1370,2006,0.452,777,0.331,666,0.731,350,1238,478,207,75,411,598
Green Bay,38,21,17,-2.24,-0.36,5,13,3090,3036,1535,2413,0.458,879,0.345,818,0.703,376,1406,578,291,154,500,730
Hampton,35,18,17,-3.34,-5.06,6,12,2847,2669,1430,2236,0.432,844,0.345,790,0.787,363,1370,487,215,121,379,649
Hartford,33,18,15,-3.95,-4.89,8,9,2477,2407,1345,1862,0.455,846,0.381,619,0.742,278,1050,462,228,69,401,556
Harvard,31,19,12,1.86,0.66,8,9,2222,2174,1265,1711,0.46,722,0.36,538,0.721,288,1119,369,174,123,491,554
Hawaii,31,18,13,-1.3,-3.61,4,5,2241,2131,1250,1746,0.451,751,0.354,576,0.693,278,1054,478,156,66,368,556
High Point,31,16,15,-5.63,-4.39,5,8,2115,2105,1255,1719,0.444,583,0.309,605,0.676,363,1183,404,170,91,406,502
Hofstra,35,27,8,4.68,-4.53,10,6,2919,2553,1440,2055,0.486,800,0.385,767,0.802,305,1170,492,228,122,342,526
Holy Cross,33,16,17,-6.43,-4.01,6,11,2216,2296,1335,1834,0.462,670,0.354,424,0.667,220,916,513,241,127,350,482
Houston Baptist,30,12,18,-9.36,-5.53,3,13,2465,2484,1225,1896,0.456,588,0.34,793,0.675,409,1142,449,234,54,442,593
Houston,37,33,4,18.91,4.61,10,1,2787,2258,1480,2203,0.446,939,0.355,697,0.703,448,1502,548,240,161,410,705
Howard,34,17,17,-12.3,-9.52,9,8,2684,2661,1370,2163,0.433,669,0.365,780,0.726,396,1253,463,198,144,427,652
Idaho State,30,11,19,-13.17,-4.81,5,11,2198,2369,1200,1742,0.447,752,0.364,498,0.735,275,975,383,154,88,360,497
Idaho,32,5,27,-18.74,-6.19,1,13,2174,2460,1285,1764,0.441,678,0.37,507,0.724,258,1061,399,130,53,433,582
Illinois-Chicago,32,16,16,-3.15,-1.99,4,12,2391,2385,1295,1883,0.459,856,0.354,525,0.682,271,1106,478,210,124,457,684
Illinois State,33,17,16,-2.06,0.25,2,10,2257,2314,1330,1887,0.431,734,0.332,540,0.717,298,1139,421,162,106,417,577
Illinois,33,12,21,8.95,11.53,1,9,2398,2483,1335,2001,0.431,751,0.345,591,0.702,351,1091,446,245,86,435,700
Incarnate Word,31,6,25,-18.93,-5.11,0,14,2044,2355,1255,1527,0.466,508,0.343,553,0.81,204,845,354,184,53,504,592
Indiana State,31,15,16,-2.72,0.62,4,9,2146,2218,1250,1719,0.44,491,0.363,621,0.731,250,1007,342,207,73,402,586
Indiana,35,19,16,13.82,10.1,3,9,2504,2374,1420,2009,0.457,676,0.312,695,0.655,341,1272,469,226,154,433,596
Iona,33,17,16,-4.78,-5.5,5,9,2532,2508,1320,1897,0.452,845,0.351,699,0.745,283,1152,432,223,90,406,564
Iowa State,35,23,12,18.07,9.3,5,6,2692,2385,1400,2047,0.476,811,0.363,615,0.732,327,1230,527,247,160,379,517
Iowa,35,23,12,14.27,9.84,4,6,2740,2585,1415,2006,0.456,782,0.364,849,0.739,357,1246,542,211,112,427,565
Purdue-Fort Wayne,33,18,15,-3.47,-3.6,6,9,2728,2556,1330,2059,0.481,949,0.379,557,0.693,271,1140,525,247,158,395,495
IUPUI,33,16,17,-2.72,-3.04,3,13,2507,2429,1320,1969,0.453,695,0.337,699,0.702,403,1233,471,228,103,462,578
Jackson State,32,13,19,-14.6,-9.33,3,14,1974,2107,1285,1774,0.404,554,0.28,607,0.634,331,1125,359,209,124,436,643
Jacksonville State,33,24,9,1.59,-5.47,10,7,2574,2283,1345,2063,0.462,634,0.315,630,0.743,400,1310,451,245,138,440,553
Jacksonville,32,12,20,-8.27,-4.74,6,11,2385,2402,1285,1953,0.455,645,0.33,582,0.677,330,1163,457,213,166,463,523
James Madison,33,14,19,-8.52,-4.07,4,11,2322,2409,1350,1859,0.442,670,0.363,607,0.72,345,1123,403,211,101,420,612
Kansas State,34,25,9,15.39,9.18,7,5,2236,2025,1360,1878,0.429,721,0.334,574,0.667,325,1137,464,256,76,385,550
Kansas,36,26,10,18.35,12.79,3,8,2725,2525,1455,2128,0.465,743,0.35,691,0.705,374,1376,478,243,139,472,610
Kennesaw State,32,6,26,-16.17,-1.04,0,15,2030,2455,1285,1945,0.381,438,0.311,590,0.695,372,1163,362,185,106,437,525
Kent State,33,22,11,1.26,0.61,8,7,2481,2417,1330,2032,0.432,775,0.337,641,0.724,412,1185,430,226,119,378,601
Kentucky,37,30,7,21.43,10.29,8,2,2806,2394,1490,2050,0.477,607,0.354,859,0.739,427,1428,501,220,176,466,600
La Salle,31,10,21,-3.61,1.29,3,8,2091,2243,1240,1798,0.4,783,0.331,512,0.77,328,1060,391,230,98,435,630
Lafayette,30,10,20,-11.17,-4.93,6,9,2209,2349,1220,1786,0.449,736,0.38,437,0.744,233,1004,419,158,126,402,515
Lamar,33,20,13,-5.94,-7.22,6,10,2597,2322,1340,1976,0.456,664,0.343,823,0.687,446,1282,481,283,97,473,622
Lehigh,31,20,11,-2.34,-4.46,9,8,2479,2413,1250,1775,0.482,679,0.423,620,0.774,232,1105,471,171,71,418,571
Liberty,36,29,7,5.27,-3.88,11,3,2654,2209,1440,1977,0.487,873,0.369,524,0.775,270,1174,532,223,96,395,543
Lipscomb,37,29,8,9.21,-1.2,14,4,3076,2597,1480,2230,0.48,876,0.373,801,0.758,329,1378,654,268,108,489,633
Cal State Long Beach,34,15,19,-4.57,-0.44,4,12,2545,2584,1375,2031,0.432,630,0.344,831,0.691,377,1263,399,219,105,479,620
Long Island University,32,16,16,-8.99,-9.08,7,9,2373,2337,1285,1880,0.437,813,0.341,643,0.703,321,1196,430,218,157,471,610
Longwood,34,16,18,-8.43,-6.62,5,12,2407,2408,1375,1875,0.428,939,0.355,639,0.732,284,1194,401,210,71,477,624
Louisiana,32,19,13,-2.07,-1.51,7,7,2612,2575,1290,2026,0.445,821,0.345,710,0.742,364,1142,487,226,125,423,612
Louisiana-Monroe,35,19,16,0.81,-1.96,4,12,2773,2637,1425,2029,0.454,891,0.396,737,0.782,317,1176,498,206,78,398,545
Louisiana State,35,28,7,16.5,9.16,9,1,2815,2558,1435,2162,0.457,740,0.319,802,0.752,460,1355,452,308,148,452,634
Louisiana Tech,33,20,13,0.95,-2.31,4,10,2386,2235,1335,1928,0.436,756,0.335,690,0.657,368,1204,440,190,115,386,535
Louisville,34,20,14,17.28,11.04,5,6,2536,2324,1380,1967,0.434,860,0.342,687,0.777,345,1297,458,149,99,412,591
Loyola (IL),34,20,14,3.99,-0.16,5,7,2231,2066,1360,1687,0.493,563,0.366,545,0.666,190,1013,468,220,78,407,471
Loyola Marymount,34,22,12,2.93,0.9,8,7,2278,2125,1360,1800,0.454,510,0.32,645,0.746,314,1098,460,250,102,425,602
Loyola (MD),32,11,21,-9.13,-4.6,3,16,2332,2477,1295,1836,0.459,616,0.341,617,0.71,292,997,448,278,73,444,573
Maine,32,5,27,-15.11,-4.21,2,18,1988,2271,1310,1728,0.432,647,0.311,452,0.648,280,1015,471,239,94,460,566
Manhattan,32,11,21,-12.89,-7.32,4,11,1833,2011,1285,1608,0.405,661,0.331,534,0.584,326,1026,360,221,78,487,672
Marist,31,12,19,-9.49,-7.53,6,11,2086,2147,1250,1647,0.449,675,0.363,530,0.685,241,967,377,172,53,387,583
Marquette,34,24,10,14.78,6.96,6,4,2629,2363,1375,1969,0.454,822,0.388,692,0.757,331,1292,456,168,145,467,635
Marshall,37,23,14,-0.64,-0.61,6,10,2978,2979,1495,2367,0.442,1058,0.342,723,0.722,319,1260,527,334,170,453,664
Maryland-Baltimore County,34,21,13,-5.85,-5.85,6,8,2296,2177,1400,1893,0.433,807,0.323,573,0.689,296,1145,453,268,83,428,578
Maryland-Eastern Shore,32,7,25,-24.21,-7.91,2,17,1833,2291,1285,1705,0.391,610,0.282,489,0.673,264,989,361,186,70,431,575
Maryland,34,23,11,16.01,10.09,6,5,2429,2228,1360,1909,0.449,707,0.349,627,0.743,378,1336,447,148,163,437,526
Massachusetts-Lowell,32,15,17,-8.28,-6.95,5,12,2456,2420,1290,1852,0.472,721,0.341,639,0.72,293,1115,500,181,85,447,589
Massachusetts,32,11,21,-3.02,-0.18,1,11,2263,2354,1290,1831,0.441,732,0.35,574,0.681,342,1123,468,154,93,445,643
McNeese State,31,9,22,-14.41,-6.15,2,14,2149,2303,1245,1676,0.453,548,0.307,647,0.713,310,1054,429,147,97,450,467
Memphis,36,22,14,10.7,5.09,3,8,2882,2680,1450,2238,0.453,807,0.322,835,0.714,436,1358,553,288,144,538,739
Mercer,31,11,20,-2.86,-0.24,2,12,2248,2246,1245,1746,0.451,663,0.344,648,0.688,307,1057,393,207,80,407,557
Miami (FL),32,14,18,9.39,8.7,0,10,2297,2275,1285,1851,0.435,805,0.333,570,0.735,291,1061,413,212,100,372,465
Miami (OH),32,15,17,0.77,2.31,4,10,2267,2233,1285,1847,0.421,832,0.323,626,0.709,353,1190,349,194,87,413,581
Michigan State,39,32,7,24.93,12.34,8,4,3025,2534,1570,2230,0.48,844,0.378,749,0.753,414,1579,715,201,205,493,647
Michigan,37,30,7,21.82,10.55,7,4,2575,2158,1480,2102,0.448,839,0.342,579,0.701,299,1307,512,225,149,334,514
Middle Tennessee,32,11,21,-6.09,1.44,2,11,2141,2313,1280,1858,0.419,650,0.326,551,0.677,382,1228,352,190,85,512,583
Milwaukee,31,9,22,-8.9,-2.5,3,12,2146,2315,1245,1820,0.42,692,0.342,508,0.746,288,1094,356,145,94,382,579
Minnesota,36,22,14,12.52,11.27,2,9,2543,2498,1445,2039,0.435,603,0.317,848,0.682,402,1314,523,175,140,418,578
Mississippi State,34,23,11,15.96,9.07,5,5,2628,2394,1370,1982,0.472,774,0.377,647,0.717,393,1215,481,274,172,451,586
Mississippi Valley State,32,6,26,-22.47,-6.99,0,20,2058,2498,1285,1923,0.38,554,0.31,647,0.658,378,1165,361,176,70,415,570
Mississippi,33,20,13,12.32,8.13,6,5,2485,2347,1325,1906,0.46,760,0.358,589,0.783,322,1128,475,235,118,416,603
Missouri-Kansas City,32,11,21,-6.61,-1.55,3,13,2220,2341,1290,1794,0.431,728,0.356,590,0.7,261,966,351,233,90,391,647
Missouri State,32,16,16,-1.2,-1.03,5,9,2206,2157,1285,1714,0.452,649,0.345,627,0.692,270,1000,354,221,127,385,540
Missouri,32,15,17,8.6,9.16,2,8,2150,2168,1290,1764,0.43,727,0.363,526,0.703,345,1130,354,149,53,448,625
Monmouth,35,14,21,-10.66,-4.83,5,11,2286,2490,1420,1915,0.415,565,0.297,773,0.686,360,1224,379,237,101,502,698
Montana State,32,15,17,-7.91,-5.81,4,12,2502,2552,1280,1882,0.456,818,0.374,651,0.737,292,1083,491,169,46,394,567
Montana,35,26,9,1.5,-5.05,9,5,2665,2397,1405,1983,0.492,763,0.376,621,0.689,293,1176,510,229,106,416,655
Morehead State,33,13,20,-7.73,-1.76,4,11,2431,2543,1335,1993,0.429,762,0.341,654,0.705,357,1177,440,186,137,402,561
Morgan State,30,9,21,-15.98,-10.7,2,13,2161,2304,1210,1920,0.395,521,0.322,669,0.713,397,1078,362,230,48,401,614
Mount St. Mary's,31,9,22,-14.57,-6.02,5,13,2092,2286,1240,1755,0.418,723,0.308,594,0.678,293,1036,354,146,107,410,576
Murray State,33,28,5,8.96,-3.11,10,3,2727,2255,1320,2007,0.492,731,0.353,673,0.733,351,1247,591,249,149,401,527
Navy,31,12,19,-10.09,-4,4,13,2061,2250,1240,1785,0.41,656,0.317,544,0.715,359,1160,399,167,58,437,534
Omaha,32,21,11,-2.32,-3.39,9,8,2523,2454,1290,1998,0.475,719,0.392,473,0.721,273,1047,409,180,61,304,486
Nebraska,36,19,17,14.85,11.31,2,10,2586,2421,1445,2133,0.429,800,0.338,694,0.697,379,1278,466,260,151,345,580
Nevada-Las Vegas,31,17,14,1.58,0.48,6,5,2276,2242,1250,1852,0.427,745,0.337,647,0.685,408,1204,401,184,115,401,556
Nevada,34,29,5,16,2.68,9,3,2723,2270,1360,1999,0.462,855,0.347,816,0.708,325,1274,498,211,134,352,584
New Hampshire,29,5,24,-18.66,-6.03,1,14,1742,1990,1160,1656,0.376,787,0.332,385,0.61,260,986,325,116,53,356,533
