school,gp,w,l,srs,sos,aw,al,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf
New Mexico State,35,30,5,10.05,-2.38,10,1,2734,2259,1405,2092,0.46,977,0.334,714,0.678,445,1343,514,197,91,419,632
New Mexico,32,14,18,-0.55,1.61,4,9,2443,2454,1280,1927,0.422,844,0.346,745,0.702,351,1199,446,220,107,455,627
New Orleans,33,19,14,-8.88,-6.47,5,9,2384,2325,1345,1941,0.444,566,0.334,681,0.692,393,1166,497,285,134,517,631
Niagara,32,13,19,-11.33,-7.77,5,10,2318,2432,1285,1887,0.421,738,0.359,629,0.736,315,1143,343,128,127,390,511
Nicholls State,31,14,17,-11.87,-6.98,3,13,2260,2302,1250,1914,0.422,883,0.367,418,0.77,280,1041,428,208,128,386,587
NJIT,35,22,13,-3.63,-4.74,11,8,2472,2401,1410,1913,0.444,713,0.345,732,0.721,250,1178,376,223,94,421,582
Norfolk State,36,22,14,-8.04,-8.74,9,8,2652,2503,1460,2079,0.433,770,0.366,803,0.71,366,1318,457,219,154,523,763
North Alabama,32,10,22,-11,-1.69,2,18,2145,2358,1285,1914,0.389,805,0.298,619,0.674,351,1170,334,209,74,435,614
North Carolina-Asheville,31,4,27,-19.81,-2.35,1,15,1857,2313,1245,1627,0.403,687,0.325,437,0.741,298,931,331,196,86,456,533
North Carolina A&T,32,19,13,-11.24,-9.88,7,10,2241,2209,1290,1797,0.459,649,0.35,548,0.664,291,1059,452,215,108,417,514
North Carolina Central,34,18,16,-11.53,-11.24,4,12,2429,2266,1365,1922,0.455,693,0.319,641,0.718,399,1265,526,207,93,515,610
North Carolina-Greensboro,36,29,7,4.08,-0.9,11,4,2738,2443,1445,2184,0.457,818,0.342,666,0.697,399,1251,453,315,140,423,631
North Carolina State,36,24,12,14.94,6.22,4,6,2882,2568,1450,2319,0.458,830,0.352,661,0.708,486,1390,539,257,138,449,691
North Carolina-Wilmington,33,10,23,-8.1,-2.04,2,12,2515,2670,1335,1986,0.443,744,0.349,673,0.733,387,1221,495,150,68,436,585
North Carolina,36,29,7,23.94,11.35,11,1,3089,2636,1445,2410,0.464,862,0.362,728,0.743,477,1589,678,252,120,473,611
North Dakota State,35,19,16,-4.01,-2.07,4,9,2556,2541,1410,1926,0.454,910,0.365,613,0.777,229,1105,402,160,87,368,523
North Dakota,30,12,18,-8.78,-3.55,4,11,2220,2196,1200,1771,0.464,647,0.372,482,0.695,233,1009,398,171,87,380,485
North Florida,33,16,17,-3.47,-0.7,5,13,2485,2531,1325,2014,0.448,897,0.343,539,0.692,363,1252,520,212,165,536,573
North Texas,33,21,12,-0.25,-3.48,6,7,2302,2077,1325,1910,0.435,838,0.339,532,0.669,368,1244,428,210,88,443,589
Northeastern,34,23,11,3.95,-0.7,8,6,2564,2406,1385,1848,0.476,858,0.382,634,0.751,237,1075,480,211,74,381,539
Northern Arizona,31,10,21,-10.75,-6.23,5,13,2262,2402,1250,1819,0.432,749,0.346,614,0.705,290,1055,381,196,65,372,537
Northern Colorado,32,21,11,-3.92,-6.76,11,5,2450,2229,1295,1837,0.462,849,0.362,633,0.703,309,1128,422,176,101,398,538
Northern Illinois,34,17,17,2.58,1.11,5,9,2506,2413,1375,1995,0.471,642,0.357,543,0.731,304,1179,374,188,75,404,653
Northern Iowa,34,16,18,-1.54,0.62,3,9,2215,2230,1360,1847,0.416,792,0.348,537,0.747,262,1115,370,165,75,393,554
Northern Kentucky,35,26,9,4.67,-2.39,7,7,2747,2410,1410,2047,0.478,844,0.363,725,0.666,364,1298,592,218,139,441,664
Northwestern State,31,11,20,-17.06,-5.99,3,13,2051,2280,1250,1790,0.405,646,0.294,604,0.68,352,1103,340,192,138,496,578
Northwestern,32,13,19,9.97,9.16,1,9,2108,2082,1290,1827,0.402,744,0.313,551,0.735,278,1086,451,176,134,349,583
Notre Dame,33,14,19,7.97,8.28,1,9,2266,2276,1320,1973,0.393,863,0.315,594,0.744,370,1208,423,179,148,306,455
Oakland,33,16,17,-2.27,-1.48,6,10,2534,2515,1325,1859,0.465,816,0.385,663,0.742,275,1063,580,191,99,426,534
Ohio State,35,20,15,13.89,11,4,7,2419,2318,1405,1931,0.434,774,0.341,650,0.734,328,1215,494,206,85,438,623
Ohio,31,14,17,-1.84,3.16,3,10,2174,2288,1255,1838,0.437,633,0.295,602,0.633,332,1152,451,200,115,448,504
Oklahoma State,32,12,20,8.09,11.53,2,10,2178,2288,1285,1796,0.423,753,0.372,549,0.689,295,1093,422,183,139,386,516
Oklahoma,34,20,14,15.3,12.21,5,7,2423,2318,1365,1975,0.447,654,0.346,618,0.697,305,1263,430,203,102,401,527
Old Dominion,35,26,9,3.74,-1.18,8,4,2300,2128,1400,2026,0.406,756,0.349,585,0.663,418,1365,439,197,160,408,580
Oral Roberts,32,11,21,-9.34,-1.91,3,13,2314,2483,1285,1874,0.456,734,0.362,492,0.691,335,1147,434,152,107,447,575
Oregon State,31,18,13,7.84,4.29,6,5,2275,2165,1250,1728,0.463,633,0.321,636,0.742,310,1091,465,185,164,384,536
Oregon,38,25,13,13.95,6.13,5,7,2661,2364,1530,2126,0.451,840,0.351,624,0.721,361,1307,501,290,162,442,665
Pacific,32,14,18,-2.46,1.97,5,10,2138,2241,1290,1681,0.422,566,0.35,698,0.745,285,1039,325,199,46,423,630
Penn State,32,14,18,12.55,11.51,3,9,2229,2196,1295,1898,0.417,693,0.32,613,0.693,382,1174,389,245,122,399,597
Pennsylvania,31,19,12,2.04,-0.76,8,5,2250,2117,1265,1810,0.454,803,0.351,511,0.638,270,1101,465,210,76,395,500
Pepperdine,34,16,18,0.9,0.63,2,11,2572,2529,1370,1949,0.444,819,0.382,696,0.76,290,1085,479,229,95,432,639
Pittsburgh,33,14,19,7.88,6.69,0,11,2306,2267,1330,1841,0.418,680,0.331,779,0.697,383,1211,387,227,126,448,611
Portland State,32,16,16,-8.95,-5.78,3,10,2475,2404,1290,2017,0.424,769,0.309,748,0.702,491,1282,434,264,130,449,681
Portland,32,7,25,-10.8,0.51,1,12,2078,2389,1290,1708,0.414,664,0.325,668,0.671,233,1032,369,175,123,425,588
Prairie View,35,22,13,-7.29,-9.17,9,12,2627,2547,1400,2061,0.438,703,0.32,875,0.681,392,1151,445,309,55,445,758
Presbyterian,36,20,16,-3.56,-5.35,8,12,2817,2610,1445,2150,0.449,1034,0.381,674,0.728,324,1248,565,214,69,358,617
Princeton,28,16,12,-3.43,-0.89,8,6,1948,1951,1135,1666,0.411,679,0.305,502,0.739,272,1016,295,168,72,354,459
Providence,34,18,16,8.29,6.71,5,6,2428,2374,1385,1973,0.423,690,0.326,771,0.691,399,1241,491,253,136,445,600
Purdue,36,26,10,21.4,11.99,6,6,2760,2421,1460,2145,0.451,977,0.374,641,0.719,421,1341,518,220,143,381,625
Quinnipiac,31,16,15,-6.78,-8.03,9,6,2294,2255,1270,1730,0.427,923,0.377,646,0.724,311,1111,393,159,62,415,524
Radford,33,22,11,1.28,-1.95,9,7,2440,2247,1330,1938,0.461,751,0.379,515,0.717,335,1170,467,196,101,358,528
Rhode Island,33,18,15,2.83,1.19,5,7,2293,2239,1335,1914,0.429,615,0.28,704,0.68,375,1194,401,235,129,405,582
Rice,32,13,19,-6.56,-2.06,4,11,2367,2481,1305,1867,0.426,797,0.348,729,0.686,316,1221,425,171,104,438,568
Richmond,33,13,20,-1.37,-0.79,4,7,2314,2333,1320,1800,0.472,723,0.347,552,0.661,196,957,519,249,101,336,488
Rider,31,16,15,-4.96,-6.51,6,10,2381,2333,1245,1893,0.447,651,0.341,755,0.616,363,1144,450,282,101,415,591
Robert Morris,35,18,17,-9.41,-7.62,5,13,2448,2403,1420,1991,0.432,789,0.355,638,0.699,373,1178,487,257,92,507,683
Rutgers,31,14,17,8.89,9.76,4,9,2105,2132,1250,1842,0.419,612,0.312,584,0.637,391,1210,390,201,124,408,566
Sacramento State,31,15,16,-8.78,-6.78,4,10,2197,2155,1250,1800,0.448,527,0.332,592,0.693,308,1050,431,239,104,404,566
Sacred Heart,32,15,17,-7.88,-8.11,4,13,2558,2509,1285,1926,0.46,681,0.357,722,0.755,354,1231,471,170,133,465,572
Saint Francis (PA),33,18,15,-8.74,-6.16,6,11,2517,2510,1320,2035,0.435,724,0.351,698,0.706,430,1246,413,221,94,402,598
Saint Joseph's,33,14,19,-0.43,1.66,2,11,2328,2397,1325,1943,0.408,869,0.322,615,0.751,258,1145,397,186,110,305,497
Saint Louis,36,23,13,5.06,2.23,4,8,2399,2297,1440,2052,0.417,675,0.304,809,0.598,492,1428,460,254,145,464,634
Saint Mary's (CA),34,22,12,12.58,4.4,5,5,2463,2185,1365,1905,0.472,670,0.378,555,0.742,329,1180,341,201,87,355,572
Saint Peter's,32,10,22,-12.15,-6.4,2,14,2012,2196,1305,1639,0.431,567,0.325,570,0.726,293,1032,301,172,177,488,614
Sam Houston State,33,21,12,-3.17,-5.84,8,9,2476,2307,1345,2011,0.442,840,0.367,518,0.753,369,1191,555,242,94,413,659
Samford,33,17,16,0.69,-2.03,5,9,2583,2487,1355,1951,0.472,687,0.37,666,0.731,316,1225,461,238,127,463,560
San Diego State,34,21,13,5.29,2.47,4,7,2437,2291,1360,1940,0.436,721,0.362,679,0.716,346,1228,487,197,113,424,638
San Diego,36,21,15,6.12,3.61,5,9,2591,2455,1460,2002,0.457,808,0.351,641,0.747,290,1238,516,204,112,466,667
San Francisco,31,21,10,8.56,1.13,6,5,2358,2101,1250,1851,0.467,727,0.355,568,0.655,340,1138,439,188,105,321,543
San Jose State,31,4,27,-16.37,0.59,0,12,2042,2534,1250,1765,0.404,641,0.328,620,0.655,323,1130,423,131,52,484,539
Santa Clara,31,16,15,-1.91,0.92,4,6,2115,2172,1255,1653,0.445,663,0.36,567,0.716,242,1026,416,146,111,433,597
Savannah State,31,11,20,-20.51,-9.04,4,14,2360,2694,1245,2080,0.397,1199,0.293,531,0.676,383,1188,462,234,96,478,564
Seattle,33,18,15,-1.47,-3.85,4,8,2420,2283,1330,1945,0.438,642,0.371,668,0.716,336,1221,386,141,118,403,657
Seton Hall,34,20,14,10.25,8.34,3,8,2508,2443,1375,2021,0.439,741,0.324,697,0.706,361,1213,459,235,132,423,638
Siena,33,17,16,-7.9,-6.47,8,7,2131,2178,1345,1779,0.434,849,0.339,440,0.68,248,973,415,190,93,321,462
South Alabama,34,17,17,-4.46,-2.71,3,10,2478,2465,1375,1883,0.46,761,0.375,669,0.686,288,1094,471,201,141,456,649
South Carolina State,34,8,26,-16.86,-8.3,2,19,2388,2593,1375,1891,0.429,582,0.332,772,0.742,376,1137,386,167,60,493,670
South Carolina Upstate,32,6,26,-15.3,-4.27,1,15,2169,2395,1290,1872,0.414,817,0.329,492,0.711,305,1051,434,207,94,440,621
South Carolina,32,16,16,8.34,9.63,4,8,2327,2316,1285,1907,0.423,662,0.366,694,0.682,383,1160,413,202,140,433,623
South Dakota State,33,24,9,5.92,-4.74,7,6,2789,2425,1320,1965,0.501,802,0.408,635,0.778,251,1259,489,202,65,388,557
South Dakota,30,13,17,-5.52,-3.06,4,8,2118,2136,1205,1664,0.438,666,0.341,585,0.74,219,942,382,165,68,324,527
South Florida,38,24,14,5.96,1.69,5,7,2752,2553,1555,2120,0.43,819,0.332,1018,0.646,496,1483,521,306,124,604,790
Southeast Missouri State,31,10,21,-11.32,-4.39,2,13,2216,2378,1265,1809,0.44,719,0.37,519,0.69,284,1081,402,182,75,447,615
Southeastern Louisiana,33,17,16,-7.59,-6.3,7,9,2224,2228,1320,1735,0.441,696,0.338,640,0.717,346,1117,452,215,80,536,602
Southern California,33,16,17,8.23,4.96,2,9,2518,2410,1340,2039,0.46,735,0.382,563,0.645,324,1188,536,202,117,392,590
SIU Edwardsville,31,10,21,-14.47,-5.06,2,11,2265,2520,1280,1898,0.418,665,0.302,677,0.703,351,1079,382,198,70,438,612
Southern Illinois,32,17,15,1.39,-0.17,7,7,2194,2144,1280,1720,0.466,570,0.374,550,0.685,289,1081,438,212,129,447,474
Southern Methodist,32,15,17,5.81,4.12,3,7,2303,2249,1280,1884,0.442,772,0.341,523,0.715,365,1135,441,189,123,350,515
Southern Mississippi,33,20,13,2.58,-0.83,7,7,2392,2160,1330,1929,0.466,712,0.386,489,0.656,274,1178,553,253,110,345,507
Southern Utah,34,17,17,-8.91,-6.22,4,12,2573,2566,1380,1997,0.441,799,0.34,757,0.712,282,1250,426,199,114,466,696
Southern,32,7,25,-16.79,-7.37,1,18,2077,2360,1285,1710,0.44,544,0.331,588,0.668,313,980,372,216,86,511,716
St. Bonaventure,34,18,16,3.34,0.25,6,7,2250,2145,1385,1914,0.429,635,0.328,539,0.742,333,1183,417,199,164,421,553
St. Francis (NY),33,17,16,-10.19,-8.45,6,12,2345,2320,1325,1989,0.423,806,0.335,580,0.678,346,1191,387,194,136,413,635
St. John's (NY),34,21,13,7.88,5.5,4,7,2623,2542,1375,2100,0.45,809,0.357,620,0.719,264,1120,472,302,111,357,650
Stanford,31,15,16,6.03,5.13,4,9,2255,2227,1245,1783,0.453,653,0.317,643,0.672,322,1147,392,186,147,467,586
Stephen F. Austin,30,14,16,-10.99,-5.92,3,9,2105,2161,1210,1696,0.439,588,0.342,607,0.682,313,1008,348,192,113,442,579
Stetson,31,7,24,-15.01,-3.46,0,16,2151,2429,1245,1962,0.405,684,0.314,503,0.692,359,1110,418,210,94,394,536
Stony Brook,33,24,9,-2.1,-6.48,13,4,2364,2188,1335,1937,0.421,715,0.326,695,0.721,410,1348,372,209,142,478,631
Syracuse,34,20,14,13.73,10.09,6,4,2370,2246,1365,1907,0.424,824,0.333,701,0.685,363,1174,408,278,162,423,588
Temple,33,23,10,8.17,4.93,8,5,2465,2358,1340,1998,0.437,748,0.33,649,0.727,316,1136,476,284,73,368,581
Tennessee-Martin,31,12,19,-10.94,-4.32,1,14,2356,2486,1250,1915,0.446,726,0.344,528,0.754,351,1062,441,223,88,418,490
Tennessee State,30,9,21,-11.62,-3.15,3,14,2182,2332,1210,1739,0.432,716,0.335,628,0.701,317,1032,342,219,78,497,735
Tennessee Tech,31,8,23,-14.76,-3,3,13,2104,2350,1250,1784,0.416,620,0.344,645,0.631,330,1122,389,226,134,517,554
Tennessee,37,31,6,21.55,10.16,7,3,3035,2580,1505,2231,0.496,714,0.367,744,0.754,379,1391,660,221,199,412,654
Texas A&M-Corpus Christi,32,14,18,-9.11,-5.68,5,9,2126,2124,1290,1803,0.429,621,0.325,541,0.695,349,1158,423,197,90,456,610
Texas A&M,32,14,18,7.21,8.59,3,7,2253,2297,1280,1842,0.438,663,0.308,631,0.693,372,1195,376,215,142,444,521
Texas-Arlington,33,17,16,-0.5,0.84,7,10,2284,2303,1345,1908,0.409,773,0.303,659,0.741,372,1235,421,211,97,467,630
Texas Christian,37,23,14,13.81,9.6,3,7,2730,2574,1500,2168,0.457,813,0.346,688,0.682,395,1347,598,255,162,499,586
Texas-El Paso,29,8,21,-8.23,-1.71,0,13,1859,2001,1170,1592,0.401,620,0.321,578,0.661,285,1070,307,135,84,466,551
Texas-Rio Grande Valley,37,20,17,-2.04,-1.61,8,7,2634,2623,1490,2139,0.418,636,0.319,923,0.694,358,1215,503,345,105,471,763
Texas-San Antonio,32,17,15,0.69,0.05,5,7,2481,2407,1295,2068,0.433,855,0.344,536,0.737,323,1216,420,213,82,402,581
Texas Southern,38,24,14,-5.55,-6.99,13,11,3102,3008,1550,2379,0.455,852,0.324,988,0.668,467,1503,591,309,114,589,679
Texas State,34,24,10,1.54,-3,10,5,2470,2204,1370,1971,0.444,744,0.328,694,0.683,409,1291,493,234,84,455,667
Texas Tech,38,31,7,22.79,9.53,6,3,2765,2261,1530,2110,0.469,759,0.365,694,0.732,315,1297,518,278,186,457,663
Texas,37,21,16,16.06,11.46,2,8,2628,2458,1495,2146,0.433,934,0.348,637,0.699,358,1264,486,227,152,401,627
Toledo,33,25,8,8.21,0.71,8,5,2537,2256,1330,1990,0.453,859,0.378,531,0.772,327,1281,538,170,152,402,517
Towson,32,10,22,-8.44,-3.57,4,8,2170,2294,1310,1860,0.435,550,0.327,532,0.695,389,1184,319,154,94,390,561
Troy,30,12,18,-6.12,-1.01,4,10,2179,2242,1210,1719,0.45,704,0.335,550,0.722,277,1021,392,171,135,408,523
Tulane,31,4,27,-6.72,3.63,0,11,2082,2403,1240,1783,0.411,670,0.318,585,0.689,298,1131,444,147,109,467,535
Tulsa,32,18,14,4.65,3.86,3,8,2296,2271,1290,1732,0.448,652,0.34,751,0.695,239,1119,430,176,76,404,529
UCLA,33,17,16,7.17,6.78,3,7,2580,2567,1335,2012,0.457,721,0.355,768,0.633,380,1361,472,194,136,467,563
Utah State,35,28,7,11.98,0.89,9,4,2753,2349,1410,2038,0.471,772,0.355,747,0.748,377,1405,598,215,147,449,649
Utah Valley,35,25,10,3,-2.3,8,8,2697,2474,1400,1929,0.482,740,0.382,764,0.725,318,1271,484,201,89,487,612
Utah,31,17,14,6.13,5.1,6,5,2343,2311,1245,1735,0.464,806,0.37,616,0.706,317,1096,440,144,80,409,548
Valparaiso,33,15,18,-3.38,-1,5,8,2205,2187,1335,1783,0.45,585,0.316,595,0.699,294,1115,431,202,101,439,546
Vanderbilt,32,9,23,3.57,7.79,1,10,2180,2315,1285,1750,0.421,739,0.311,710,0.673,325,1139,371,154,126,454,568
Vermont,34,27,7,4.88,-4.18,11,4,2508,2143,1370,1887,0.458,761,0.359,678,0.748,304,1194,399,188,136,377,568
Villanova,36,26,10,14.33,7.97,5,6,2654,2425,1455,2019,0.438,1081,0.352,695,0.728,368,1253,503,194,106,388,580
Virginia Commonwealth,33,25,8,11.96,2.87,8,4,2344,2044,1330,1872,0.438,771,0.305,669,0.701,358,1208,450,263,148,458,650
VMI,32,11,21,-10.5,0.09,2,13,2433,2617,1290,1974,0.427,899,0.359,581,0.73,280,1110,442,217,61,390,541
Virginia Tech,35,26,9,19.28,7.79,5,5,2574,2172,1410,1900,0.47,831,0.394,606,0.761,310,1142,531,236,78,392,532
Virginia,38,35,3,25.46,10.15,10,1,2714,2132,1535,2056,0.474,813,0.395,598,0.744,342,1326,544,211,149,342,542
Wagner,30,13,17,-12.99,-7.63,6,10,1974,2044,1205,1696,0.386,773,0.305,575,0.744,378,1095,351,184,108,414,639
Wake Forest,31,11,20,1.21,8.47,1,10,2119,2344,1250,1812,0.394,640,0.308,681,0.725,399,1174,329,150,77,417,555
Washington State,32,11,21,-1.67,2.2,2,8,2393,2517,1280,1861,0.448,828,0.364,564,0.755,276,1076,478,169,89,440,554
Washington,36,27,9,12.01,7.01,7,4,2511,2331,1445,1956,0.451,780,0.35,679,0.695,334,1129,419,323,206,479,653
Weber State,33,18,15,-4.37,-6.12,5,7,2617,2454,1330,1934,0.476,684,0.364,708,0.746,220,1177,383,179,140,382,609
West Virginia,36,15,21,6.94,10.57,0,10,2655,2786,1460,2181,0.413,852,0.316,849,0.688,519,1425,488,223,126,557,707
Western Carolina,32,7,25,-9.28,0.34,3,14,2304,2563,1295,1744,0.454,800,0.37,628,0.675,303,1135,389,135,53,577,671
Western Illinois,31,10,21,-10.04,-5.18,2,14,2198,2272,1245,1860,0.44,626,0.385,440,0.73,254,1100,319,165,132,353,487
Western Kentucky,34,20,14,3.14,0.96,6,8,2429,2355,1380,1910,0.447,608,0.327,724,0.724,338,1256,417,235,174,466,528
Western Michigan,32,8,24,-6.26,1.48,2,14,2246,2439,1300,1822,0.425,723,0.315,680,0.691,345,1197,374,147,78,490,564
Wichita State,37,22,15,7.72,5.91,7,7,2609,2542,1485,2277,0.408,890,0.31,655,0.725,452,1417,499,174,135,446,705
William & Mary,31,14,17,-4.78,-2.08,5,11,2321,2385,1265,1773,0.474,735,0.346,576,0.668,251,1057,529,158,146,390,516
Winthrop,30,18,12,-2.89,-3.74,7,8,2499,2358,1210,1878,0.455,997,0.373,565,0.738,330,1232,460,134,83,456,535
Wisconsin,34,23,11,17.9,11.01,8,5,2333,2099,1385,1945,0.449,672,0.359,531,0.648,283,1197,430,177,140,327,511
Wofford,35,30,5,13.92,0.8,11,3,2879,2295,1410,2132,0.49,929,0.414,577,0.704,365,1232,528,233,105,377,589
Wright State,35,21,14,3.29,-0.89,5,8,2561,2365,1405,2028,0.436,818,0.344,692,0.737,382,1229,484,214,72,402,545
Wyoming,32,8,24,-9.75,0.19,1,11,2105,2411,1285,1656,0.417,720,0.344,660,0.723,167,983,331,176,88,450,588
Xavier,35,19,16,9.61,8.06,4,8,2526,2472,1420,1977,0.466,740,0.331,644,0.679,371,1281,519,190,128,450,550
Yale,30,22,8,5.52,-1.24,8,5,2427,2202,1215,1812,0.493,634,0.363,557,0.738,259,1157,503,177,131,392,510
Youngstown State,32,12,20,-7.78,-2.05,5,11,2415,2526,1305,2057,0.427,891,0.34,505,0.701,418,1207,449,210,115,423,656
