school,gp,w,l,srs,sos,aw,al,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf
UC-Irvine,35,18,17,-0.21,-0.33,7,10,2440,2350,1410,2061,0.437,657,0.335,593,0.708,420,1443,430,178,140,487,719
UC-Riverside,31,9,22,-8.5,-1.53,3,13,2024,2163,1245,1779,0.402,597,0.31,580,0.702,312,1089,389,190,95,428,617
UC-Santa Barbara,32,23,9,2.1,-3.36,9,6,2425,2211,1285,1891,0.464,674,0.381,594,0.697,326,1176,481,154,118,337,536
University of California,32,8,24,-3.4,6.06,3,8,2166,2483,1285,1887,0.406,518,0.286,717,0.675,426,1140,313,220,154,470,648
Campbell,34,18,16,-5.68,-6.68,4,11,2581,2412,1370,1867,0.477,806,0.388,648,0.75,229,1085,482,228,137,403,579
Canisius,33,21,12,0.44,-4.8,8,8,2519,2346,1325,1942,0.464,874,0.348,581,0.711,335,1101,553,232,95,430,624
Central Arkansas,35,18,17,-5.83,-5.97,8,11,2819,2766,1425,2162,0.453,804,0.356,780,0.735,354,1271,566,233,180,480,690
Central Connecticut State,32,14,18,-11.62,-7.59,6,14,2171,2300,1305,1740,0.453,601,0.329,568,0.699,321,1130,397,161,107,473,549
Central Florida,32,19,13,4.75,3.75,5,6,2007,1975,1285,1627,0.424,538,0.329,702,0.641,305,1108,339,169,111,431,488
Central Michigan,36,21,15,-1.39,-3.24,6,9,2835,2661,1465,2187,0.436,1037,0.343,711,0.806,398,1305,492,228,119,417,573
Charleston Southern,31,15,16,-8.15,-6.15,6,10,2232,2133,1260,1793,0.447,631,0.33,581,0.723,345,1071,368,224,106,408,517
Charlotte,29,6,23,-10.13,0.27,2,12,2066,2317,1165,1634,0.432,563,0.352,637,0.716,269,990,319,165,65,428,524
Chattanooga,33,10,23,-11.09,-4.05,1,14,2289,2424,1345,1804,0.435,776,0.356,626,0.711,306,1072,421,166,69,460,507
Chicago State,32,3,29,-21.53,1.17,0,19,2171,2756,1280,1898,0.408,549,0.308,627,0.724,323,1042,367,232,81,483,697
Cincinnati,36,31,5,20.25,3.53,9,2,2673,2071,1440,2100,0.45,742,0.353,756,0.692,477,1413,570,256,194,404,561
Citadel,32,11,21,-13.63,-2.94,3,12,2639,2819,1290,2148,0.414,1133,0.341,673,0.706,374,1183,528,301,99,477,586
Clemson,35,25,10,17.17,9.25,4,6,2584,2307,1410,1971,0.456,786,0.366,660,0.755,310,1256,463,198,169,414,564
Cleveland State,35,12,23,-10.82,-3.64,2,15,2402,2613,1410,1965,0.434,863,0.341,572,0.703,270,1063,456,231,90,458,595
Coastal Carolina,32,14,18,-3.91,-2.4,5,7,2298,2241,1290,1813,0.434,660,0.33,702,0.721,388,1244,418,171,116,479,608
Colgate,33,19,14,-4.86,-5.73,6,11,2394,2315,1320,1897,0.437,856,0.361,552,0.774,296,1083,426,201,110,363,542
College of Charleston,34,26,8,1.83,-3.29,7,6,2536,2331,1385,1905,0.459,720,0.36,699,0.754,285,1129,387,177,119,339,563
Colorado State,32,11,21,-3.86,3.79,3,10,2314,2537,1295,1941,0.418,684,0.329,651,0.717,375,1200,409,190,102,426,624
Colorado,32,17,15,6.07,7,1,10,2307,2337,1295,1839,0.44,672,0.359,612,0.729,324,1200,409,140,122,451,619
Columbia,27,8,19,-5.64,-3.02,1,14,2062,2085,1090,1686,0.442,733,0.367,407,0.74,277,962,384,177,93,338,504
Connecticut,32,14,18,1.08,6.05,2,9,2181,2340,1300,1832,0.416,659,0.326,593,0.745,326,1096,334,190,119,403,592
Coppin State,32,5,27,-20.97,-7.25,1,20,1945,2384,1305,1824,0.36,869,0.305,497,0.736,273,1082,338,172,82,462,649
Cornell,28,12,16,-8.8,-3.24,4,11,2124,2250,1150,1613,0.461,639,0.34,574,0.73,232,961,449,144,98,376,499
Creighton,33,21,12,16.35,8.1,4,7,2756,2444,1330,2050,0.492,923,0.372,531,0.748,246,1206,588,187,88,371,501
Dartmouth,27,7,20,-10.31,-4,1,14,1841,1970,1085,1454,0.448,557,0.359,475,0.714,208,847,359,152,86,365,421
Davidson,33,21,12,11.02,2.57,6,8,2519,2240,1335,1874,0.48,907,0.389,461,0.798,225,1078,551,155,65,315,503
Dayton,31,14,17,1.64,2.7,1,10,2244,2277,1260,1671,0.481,736,0.337,531,0.731,240,968,488,162,78,426,510
Delaware State,32,4,28,-24.59,-9.32,0,18,2034,2458,1300,1781,0.417,591,0.325,516,0.694,337,1066,348,189,83,489,560
Delaware,33,14,19,-6.93,-2.96,4,10,2338,2428,1330,1880,0.457,584,0.329,657,0.651,314,1150,386,164,75,354,554
Denver,30,15,15,-5.22,-2.54,3,9,2192,2189,1220,1699,0.473,527,0.4,540,0.694,311,1107,452,129,72,451,561
DePaul,31,11,20,6.55,8.45,4,7,2230,2289,1245,1912,0.428,626,0.31,562,0.708,383,1160,465,200,94,430,553
Detroit Mercy,32,8,24,-12.47,-2.07,2,11,2516,2743,1285,2031,0.435,815,0.345,621,0.755,334,1114,437,212,88,435,649
Drake,34,17,17,-0.51,0.59,4,11,2506,2495,1390,1972,0.437,795,0.364,640,0.77,274,1158,504,204,86,412,530
Drexel,33,13,20,-7.2,-2.48,2,11,2454,2591,1340,1994,0.441,699,0.325,646,0.723,369,1197,380,176,138,409,583
Duke,37,29,8,24.44,9.71,6,5,3121,2576,1490,2288,0.492,831,0.372,791,0.71,492,1519,648,275,185,460,574
Duquesne,32,16,16,-1.08,-3.33,2,7,2317,2245,1310,1874,0.427,745,0.35,663,0.685,387,1148,382,186,140,383,598
East Carolina,30,10,20,-8.72,-0.22,2,8,1993,2248,1215,1723,0.43,597,0.305,494,0.666,292,1020,388,148,93,431,530
East Tennessee State,34,25,9,3.72,-4.09,11,4,2556,2241,1360,1957,0.473,711,0.343,648,0.71,352,1265,500,265,146,454,613
Eastern Illinois,31,12,19,-8.33,-3.4,4,12,2065,2120,1245,1726,0.424,627,0.357,551,0.684,331,1064,392,182,138,417,509
Eastern Kentucky,31,11,20,-10.57,-3.68,5,12,2230,2371,1245,1779,0.437,638,0.354,600,0.747,290,1022,405,193,113,401,542
Eastern Michigan,35,22,13,-0.23,-2.81,7,9,2509,2339,1415,2010,0.464,698,0.335,599,0.683,353,1230,450,303,227,447,559
Eastern Washington,35,20,15,-0.03,-1.55,6,12,2619,2520,1410,2017,0.464,828,0.374,572,0.764,255,1163,440,185,106,402,667
Elon,32,14,18,-6.89,-1.69,4,12,2346,2437,1320,1916,0.439,966,0.349,457,0.711,256,1140,507,140,66,373,494
Evansville,32,17,15,0.69,1.35,2,10,2094,2045,1285,1652,0.442,448,0.411,578,0.775,240,1058,417,190,92,431,568
Fairfield,33,17,16,-4.98,-3.68,3,10,2506,2549,1345,2009,0.439,893,0.339,621,0.71,301,1159,487,211,95,421,663
Fairleigh Dickinson,31,13,18,-10.42,-5.66,5,13,2313,2350,1240,1868,0.451,623,0.342,573,0.726,339,1067,416,220,100,426,561
Florida A&M,34,9,25,-19.22,-8.34,2,20,2343,2684,1385,1981,0.419,616,0.352,641,0.724,344,1094,370,194,104,471,612
Florida Atlantic,31,12,19,-5.36,-0.14,4,10,2155,2172,1245,1929,0.41,551,0.325,536,0.739,357,1194,376,182,124,393,557
Florida Gulf Coast,35,23,12,1.93,-5.44,9,6,2847,2515,1400,2117,0.494,699,0.363,680,0.74,368,1338,535,256,97,494,653
Florida International,32,14,18,-4.3,-1.99,3,9,2262,2278,1310,1912,0.426,632,0.321,704,0.609,321,1150,378,242,102,354,585
Florida State,35,23,12,15.79,8.5,4,7,2806,2551,1420,2125,0.468,781,0.35,786,0.691,393,1322,523,241,186,456,652
Florida,34,21,13,16.67,10.08,5,4,2577,2353,1375,2065,0.432,832,0.37,673,0.718,366,1198,445,237,164,335,591
Fordham,31,9,22,-6.74,1.26,1,10,1931,2179,1250,1680,0.412,787,0.288,452,0.708,198,884,419,283,74,386,491
Fresno State,32,21,11,8.17,1.84,8,5,2459,2201,1295,1805,0.49,548,0.394,682,0.694,293,1082,415,217,104,384,626
Furman,33,23,10,4.43,-3.64,7,6,2619,2260,1325,2006,0.47,950,0.356,557,0.713,316,1157,526,265,72,382,531
Gardner-Webb,32,14,18,-9.68,-3.79,3,13,2258,2307,1300,1850,0.444,676,0.349,526,0.719,298,1141,415,195,92,437,568
George Mason,33,16,17,-2.99,0.83,5,7,2371,2497,1345,1949,0.432,705,0.326,619,0.742,329,1213,378,200,96,425,541
George Washington,33,15,18,-0.72,2.13,1,10,2225,2319,1320,1861,0.447,561,0.321,537,0.709,350,1120,440,189,163,419,486
Georgetown,30,15,15,7.16,5.29,4,6,2350,2294,1235,1763,0.454,618,0.366,676,0.775,325,1151,522,164,110,458,531
Georgia Southern,33,21,12,-0.54,-3.28,8,7,2504,2315,1325,1992,0.43,784,0.341,789,0.663,402,1248,333,227,120,372,633
Georgia State,35,24,11,3.23,-2.78,9,6,2614,2356,1415,2033,0.461,839,0.385,615,0.678,303,1182,455,256,160,395,639
Georgia Tech,32,13,19,5.25,7.47,1,10,2101,2172,1285,1770,0.425,490,0.318,616,0.713,334,1084,409,221,171,411,533
Georgia,33,18,15,10.24,8.87,4,9,2247,2202,1340,1825,0.42,632,0.318,732,0.699,406,1301,402,126,156,420,533
Gonzaga,37,32,5,18.43,2.59,10,1,3091,2505,1500,2261,0.498,891,0.368,725,0.708,405,1477,564,234,134,420,631
Grambling,31,17,14,-12.97,-10.3,11,10,2257,2321,1250,1852,0.42,470,0.328,769,0.711,377,1193,342,239,113,477,674
Grand Canyon,34,22,12,3.76,-4.81,3,7,2512,2213,1370,1992,0.429,779,0.322,785,0.702,403,1310,540,211,134,450,685
Green Bay,33,13,20,-8.51,-4.08,2,13,2517,2499,1330,2027,0.424,813,0.363,670,0.752,334,1241,459,226,100,453,635
Hampton,34,18,16,-8.85,-9.57,5,11,2703,2603,1370,2173,0.446,627,0.316,727,0.777,385,1372,518,183,123,440,672
Hartford,33,19,14,-5.54,-5.26,9,6,2326,2318,1325,1840,0.454,783,0.345,569,0.678,274,1100,433,200,123,402,601
Harvard,32,18,14,-0.28,-1.7,6,11,2182,2129,1305,1775,0.43,729,0.353,512,0.775,284,1115,406,173,118,445,575
Hawaii,30,17,13,-2.32,-2.5,4,5,2104,2071,1215,1630,0.442,613,0.33,670,0.687,267,995,428,169,59,402,584
High Point,30,14,16,-6.74,-6.37,3,11,2126,1993,1205,1691,0.458,456,0.357,588,0.702,322,1039,353,222,82,375,545
Hofstra,31,19,12,-0.53,-1.6,9,4,2464,2397,1245,1868,0.465,693,0.375,686,0.682,339,1103,413,156,83,334,576
Holy Cross,31,12,19,-9.93,-5.83,6,10,1972,2099,1250,1569,0.461,623,0.326,465,0.69,178,880,421,193,105,381,537
Houston Baptist,31,6,25,-16.14,-3.96,1,16,2382,2617,1250,2058,0.418,677,0.323,710,0.624,471,1219,432,206,90,438,605
Houston,35,27,8,15.99,4.16,6,5,2685,2271,1400,2066,0.461,768,0.387,674,0.718,404,1352,505,218,106,418,737
Howard,33,10,23,-17.26,-9.75,2,18,2449,2654,1345,1997,0.424,772,0.347,688,0.708,369,1153,407,178,93,442,676
Idaho State,30,14,16,-5.77,-3.7,5,10,2211,2232,1200,1639,0.475,637,0.396,594,0.678,202,962,354,169,72,408,525
Idaho,31,22,9,0.82,-3.94,9,4,2330,2134,1245,1749,0.468,679,0.408,565,0.735,307,1138,459,135,80,411,553
Illinois-Chicago,36,20,16,-2.91,-4.21,9,8,2708,2597,1445,2115,0.45,697,0.347,768,0.734,368,1384,451,244,242,544,687
Illinois State,33,18,15,1.08,3.67,3,10,2364,2418,1350,1917,0.424,883,0.341,640,0.683,315,1171,468,216,131,438,677
Illinois,32,14,18,8.5,7.53,1,10,2426,2362,1295,1949,0.439,705,0.335,653,0.732,398,1053,442,240,69,425,720
Incarnate Word,28,7,21,-17.71,-5.04,1,12,1978,2163,1120,1566,0.428,493,0.337,630,0.746,279,976,311,169,143,442,521
Indiana State,31,13,18,1.54,2.43,5,7,2248,2253,1275,1803,0.423,748,0.361,644,0.705,321,1124,360,233,105,445,614
Indiana,31,16,15,9.89,8.25,3,8,2229,2178,1255,1767,0.456,602,0.322,644,0.657,345,1099,435,199,134,386,561
Iona,34,20,14,0.76,-2.19,7,8,2702,2602,1385,2076,0.461,846,0.383,626,0.738,290,1146,542,229,103,395,587
Iowa State,31,13,18,6.88,9.49,0,10,2258,2339,1250,1870,0.437,653,0.358,557,0.7,338,1134,423,149,129,369,508
Iowa,33,14,19,8.13,7.13,1,10,2630,2597,1330,1975,0.479,672,0.375,699,0.695,391,1258,602,172,134,441,548
Purdue-Fort Wayne,33,18,15,-1.49,-3.24,4,10,2716,2535,1325,2073,0.46,925,0.366,654,0.72,315,1157,484,264,110,391,538
IUPUI,30,11,19,-9.82,-3.53,2,14,2047,2180,1205,1723,0.424,600,0.355,559,0.665,347,1022,385,205,103,427,562
Jackson State,32,12,20,-17.66,-10.49,2,17,1991,2161,1295,1921,0.372,724,0.329,497,0.654,401,1087,350,235,89,368,651
Jacksonville State,36,23,13,-0.3,-4.87,9,8,2587,2369,1450,2091,0.456,650,0.325,657,0.712,406,1371,542,220,176,469,624
Jacksonville,33,15,18,-13.39,-6.12,3,12,2405,2482,1345,1993,0.45,601,0.336,622,0.658,330,1180,415,226,112,472,536
James Madison,32,10,22,-5.47,-2.15,3,11,2341,2414,1310,1933,0.42,695,0.332,667,0.729,361,1148,388,228,104,383,670
Kansas State,37,25,12,12.84,8.74,6,5,2630,2478,1485,2025,0.463,745,0.341,684,0.734,299,1136,510,294,110,423,684
Kansas,39,31,8,21.39,11.87,8,3,3174,2803,1565,2366,0.492,974,0.401,640,0.708,372,1388,649,254,160,456,597
Kennesaw State,30,10,20,-11.17,-4.31,2,14,2182,2328,1205,1771,0.455,438,0.365,597,0.69,306,987,446,216,93,409,540
Kent State,34,17,17,-3.72,-1.75,2,11,2482,2502,1370,2049,0.425,782,0.326,666,0.728,390,1220,393,201,122,442,638
Kentucky,37,26,11,17.24,10.73,4,6,2840,2599,1485,2115,0.472,546,0.357,930,0.698,439,1431,489,208,176,480,702
La Salle,32,13,19,1.7,2.54,2,10,2333,2360,1315,1905,0.429,710,0.33,591,0.787,292,1124,410,189,90,374,546
Lafayette,31,10,21,-9.78,-6.04,2,14,2207,2307,1245,1709,0.455,708,0.371,507,0.769,210,1026,386,131,103,411,515
Lamar,33,19,14,-5.19,-7.22,8,7,2500,2296,1340,2026,0.431,750,0.343,757,0.657,425,1246,449,281,75,430,654
Lehigh,30,16,14,-6.42,-5.66,7,8,2336,2333,1230,1845,0.453,721,0.406,480,0.777,269,1074,428,184,53,380,553
Liberty,37,22,15,-2.67,-6.23,7,6,2621,2353,1510,1948,0.461,805,0.373,660,0.792,269,1239,521,218,94,438,613
Lipscomb,33,23,10,-2.1,-3.8,10,7,2708,2564,1340,2040,0.453,813,0.328,826,0.718,346,1276,517,216,102,493,656
Long Beach State,33,15,18,-3.75,0.89,6,10,2485,2586,1330,1917,0.452,558,0.351,765,0.728,382,1195,419,218,119,501,592
Long Island University,35,18,17,-8.61,-8.19,5,11,2696,2674,1405,2055,0.455,815,0.342,786,0.696,367,1327,442,194,111,496,687
Longwood,33,7,26,-18.31,-4.31,2,13,2088,2445,1320,1764,0.413,691,0.327,591,0.687,263,1070,327,218,103,516,575
Louisiana,34,27,7,7.58,-2.54,10,4,2829,2408,1365,2093,0.464,818,0.363,775,0.761,435,1325,591,255,147,455,648
Louisiana-Monroe,32,16,16,-6.27,-3.31,3,11,2235,2187,1290,1863,0.435,801,0.36,453,0.717,294,1077,446,207,42,380,535
Louisiana State,33,18,15,10.93,8.03,3,8,2559,2463,1325,1926,0.476,774,0.346,628,0.731,317,1101,467,252,110,382,585
Louisiana Tech,33,17,16,1.33,-0.12,2,10,2468,2331,1325,1877,0.446,765,0.375,697,0.725,313,1137,470,196,132,405,568
Louisville,36,22,14,14.3,9.08,4,7,2721,2533,1460,2140,0.453,754,0.371,683,0.736,358,1317,489,251,217,425,585
Loyola (IL),38,32,6,10.38,1.81,9,4,2721,2377,1520,1963,0.507,700,0.396,626,0.725,229,1222,594,241,90,472,528
Loyola Marymount,31,11,20,-4.38,1.09,3,12,2226,2369,1250,1813,0.443,574,0.348,593,0.71,377,1011,439,216,72,407,607
Loyola (MD),31,9,22,-12.72,-5.25,1,16,2154,2326,1255,1820,0.438,509,0.32,608,0.653,332,1076,360,218,97,414,614
Maine,32,6,26,-14.64,-3.28,2,16,2140,2408,1295,1873,0.408,745,0.302,559,0.689,304,1131,378,206,94,496,624
Manhattan,31,14,17,-5.05,-4.15,5,8,2147,2175,1260,1661,0.444,598,0.4,625,0.694,319,1030,433,186,121,482,616
Marist,31,6,25,-12.48,-3.57,2,10,2239,2515,1260,1710,0.445,802,0.349,612,0.714,233,1041,369,130,77,488,547
Marquette,35,21,14,12.5,9.7,5,5,2846,2748,1415,2081,0.475,924,0.417,600,0.805,314,1114,551,214,128,431,679
Marshall,36,25,11,4.21,0.44,6,8,3017,2849,1455,2232,0.467,1012,0.358,747,0.764,288,1287,615,252,209,476,617
Maryland-Baltimore County,36,25,11,-2.02,-3.84,9,7,2630,2466,1440,2088,0.443,940,0.387,641,0.646,347,1245,547,269,87,440,592
Maryland-Eastern Shore,32,7,25,-24.63,-7.57,0,18,1992,2473,1280,1844,0.385,725,0.284,542,0.675,347,1065,347,151,57,417,548
Maryland,32,19,13,13.78,7.94,2,8,2338,2140,1285,1696,0.478,617,0.371,645,0.755,305,1149,452,138,137,438,512
Massachusetts-Lowell,30,12,18,-9.54,-5.78,3,11,2286,2356,1205,1719,0.46,621,0.346,690,0.709,282,969,435,210,86,405,538
Massachusetts,33,13,20,-1.66,1.1,1,11,2374,2465,1350,1918,0.449,732,0.4,481,0.746,300,1084,505,159,98,423,595
McNeese State,29,12,17,-12.06,-6.1,5,12,2184,2209,1170,1787,0.436,597,0.343,590,0.71,339,1144,327,156,133,416,505
Memphis,34,21,13,1.8,2.16,5,5,2408,2420,1380,1832,0.452,634,0.317,798,0.69,391,1166,443,201,129,467,583
Mercer,34,19,15,-0.87,-3.5,7,9,2561,2373,1380,1854,0.474,749,0.385,680,0.76,325,1176,490,182,55,424,582
Miami (FL),32,22,10,12.83,6.96,8,4,2361,2173,1290,1881,0.465,678,0.364,547,0.662,317,1113,424,210,130,367,518
Miami (OH),34,16,18,-3.56,-1.15,6,11,2449,2404,1390,2006,0.442,878,0.343,548,0.686,336,1232,453,257,88,453,569
Michigan State,35,30,5,22.41,7.1,8,1,2807,2271,1405,1996,0.496,725,0.4,716,0.747,401,1439,670,143,251,459,640
Michigan,41,33,8,19.03,9.41,6,5,3019,2596,1655,2335,0.468,1011,0.357,717,0.661,336,1367,585,261,126,379,643
Middle Tennessee,33,25,8,10.29,2.83,12,2,2479,2188,1330,1914,0.471,648,0.372,585,0.742,346,1182,468,201,76,413,651
Milwaukee,33,16,17,-4.15,-4.25,6,9,2259,2260,1330,1872,0.446,704,0.334,528,0.674,289,1146,429,196,125,412,545
Minnesota,32,15,17,7.01,6.91,2,9,2405,2402,1295,1971,0.431,630,0.346,692,0.704,371,1221,467,181,163,352,492
Mississippi State,37,25,12,11.71,6.82,4,8,2716,2507,1490,2151,0.465,802,0.319,666,0.691,398,1335,491,243,198,483,614
Mississippi Valley State,32,4,28,-21.41,-8.13,1,21,2075,2500,1300,1979,0.383,568,0.301,575,0.675,393,1138,327,186,56,421,658
Mississippi,32,12,20,6.85,9.16,1,10,2426,2500,1300,1999,0.421,788,0.319,675,0.73,393,1215,468,200,131,365,609
Missouri-Kansas City,32,10,22,-10.19,-1.02,3,11,2251,2447,1285,1859,0.407,845,0.336,640,0.711,259,1018,354,202,81,411,681
Missouri State,33,18,15,3.08,0.45,4,8,2313,2197,1325,1953,0.436,707,0.331,527,0.715,389,1276,425,153,134,382,575
Missouri,33,20,13,13.81,9.19,5,6,2399,2246,1330,1765,0.45,799,0.383,688,0.734,332,1225,443,170,140,469,594
Monmouth,31,11,20,-2.41,-1.24,4,12,2336,2372,1280,1718,0.458,574,0.389,758,0.711,276,1115,399,197,73,473,674
Montana State,32,13,19,-8.69,-3.53,3,12,2434,2524,1295,1929,0.424,731,0.352,746,0.728,358,1168,401,176,66,399,645
Montana,34,26,8,6.28,-2.25,8,6,2625,2329,1380,2021,0.467,549,0.339,780,0.706,400,1258,428,264,114,422,716
Morehead State,29,8,21,-10.65,-1.91,1,15,2043,2204,1165,1655,0.43,631,0.323,592,0.701,338,1041,344,165,86,456,598
Morgan State,31,13,18,-15.67,-11.97,3,15,2273,2338,1260,1883,0.418,478,0.337,742,0.725,421,1187,389,222,88,435,628
Mount St. Mary's,32,18,14,-8.15,-8.05,6,11,2331,2301,1295,1778,0.455,853,0.379,532,0.733,212,918,449,221,125,351,492
Murray State,32,26,6,6.87,-3.53,10,3,2515,2117,1280,1803,0.483,719,0.377,687,0.734,340,1186,471,216,104,384,559
Navy,32,20,12,-6.93,-7.22,9,6,2199,2125,1285,1737,0.444,622,0.331,627,0.719,342,1113,450,206,41,453,553
Omaha,31,9,22,-9.88,0.33,1,15,2373,2588,1260,1913,0.458,694,0.366,517,0.706,280,1044,405,177,83,409,498
Nebraska,33,22,11,10.99,7.32,4,8,2386,2265,1325,1906,0.43,670,0.346,716,0.718,356,1191,446,200,183,362,565
Nevada-Las Vegas,33,20,13,7.2,1.87,5,6,2753,2577,1345,2000,0.489,554,0.334,868,0.705,393,1333,535,184,146,473,580
Nevada,37,29,8,14.44,4.93,11,3,3055,2703,1500,2238,0.469,904,0.392,812,0.743,339,1316,598,230,150,357,630
New Hampshire,31,10,21,-8.38,-4.32,2,12,2103,2085,1240,1803,0.402,776,0.325,544,0.737,352,1189,368,111,56,362,555
New Mexico State,34,28,6,9.06,-1.1,8,3,2572,2183,1365,2104,0.458,773,0.334,603,0.643,427,1402,481,189,103,429,604
New Mexico,34,19,15,5.81,3.3,4,8,2795,2641,1365,2065,0.455,979,0.375,708,0.777,315,1073,539,251,96,422,696
New Orleans,33,16,17,-9.01,-5.78,5,13,2297,2322,1325,1798,0.453,444,0.358,755,0.673,367,1128,483,238,116,498,622
Niagara,33,19,14,-4.84,-4.21,10,7,2748,2769,1330,2124,0.444,758,0.359,808,0.728,390,1286,397,171,145,373,579
Nicholls State,32,21,11,-3.54,-5.86,9,7,2641,2411,1280,1994,0.472,729,0.357,696,0.717,353,1189,474,307,126,490,712
NJIT,30,14,16,-7.25,-5.53,4,9,2248,2197,1210,1803,0.448,653,0.361,579,0.684,331,1063,417,246,97,399,556
Norfolk State,33,14,19,-12.98,-10.18,5,11,2399,2417,1325,1992,0.431,707,0.359,639,0.671,411,1270,450,206,114,507,693
North Carolina-Asheville,34,21,13,-3.92,-3.57,7,10,2557,2499,1385,1921,0.475,703,0.394,615,0.741,280,1152,522,252,114,468,628
North Carolina A&T,35,20,15,-12.57,-11.2,5,13,2623,2605,1415,2010,0.462,707,0.301,776,0.711,344,1252,534,212,80,482,629
North Carolina Central,35,19,16,-13.19,-12.31,3,13,2520,2425,1405,2060,0.461,640,0.331,597,0.687,410,1336,545,179,117,495,650
North Carolina-Greensboro,35,27,8,4.54,-3.87,8,6,2562,2189,1430,2075,0.445,938,0.353,549,0.698,417,1307,487,267,132,481,650
