school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Brown,1170,1703,0.394,544,0.3,627,0.711,315,1068,343,184,128,343,536
Bryant,1290,1888,0.434,675,0.36,622,0.68,402,1165,415,216,143,404,585
Bucknell,1200,1644,0.424,537,0.339,522,0.663,252,953,342,167,143,274,469
Buffalo,1165,1640,0.423,526,0.31,591,0.682,329,986,354,198,79,385,582
Butler,1275,1714,0.447,529,0.308,531,0.691,290,1058,380,169,111,365,580
Cal Poly,1360,1703,0.434,541,0.338,694,0.723,341,1150,418,153,120,383,539
Cal State Bakersfield,1290,1642,0.432,576,0.313,847,0.695,326,1046,382,214,113,406,621
Cal State Fullerton,1245,1656,0.458,480,0.34,760,0.705,296,1086,402,152,111,353,584
Cal State Northridge,1441,2033,0.455,769,0.349,847,0.704,386,1154,513,210,119,431,724
UC-Davis,1270,1754,0.485,558,0.384,659,0.747,340,1132,490,182,107,386,576
UC-Irvine,1415,1997,0.374,593,0.331,762,0.713,406,1207,385,200,87,358,640
UC-Riverside,1260,1716,0.432,521,0.378,718,0.745,321,1084,397,206,114,383,587
UC-Santa Barbara,1215,1645,0.4,612,0.351,644,0.666,349,991,399,144,67,316,559
University of California,1416,2044,0.416,612,0.353,688,0.731,380,1220,431,158,115,354,623
Campbell,1295,1807,0.458,536,0.343,659,0.684,388,1123,400,231,83,343,493
Canisius,1350,1952,0.45,689,0.334,690,0.723,428,1204,509,198,92,453,633
Central Arkansas,1168,1718,0.466,470,0.351,832,0.713,385,1182,453,210,85,436,550
Central Connecticut State,1210,1849,0.449,624,0.364,625,0.686,411,1187,378,201,141,392,497
Central Florida,1260,1818,0.459,548,0.349,644,0.652,358,1085,455,236,150,369,606
Central Michigan,1260,1643,0.491,605,0.355,626,0.736,291,1057,428,177,110,420,587
Charleston Southern,1265,1773,0.433,627,0.386,671,0.694,317,1075,384,161,123,394,559
Charlotte,1250,1827,0.435,632,0.328,659,0.643,341,1084,375,214,100,379,638
Chattanooga,1330,1928,0.462,507,0.341,714,0.678,374,1174,422,203,131,456,672
Chicago State,1305,1732,0.455,635,0.351,916,0.699,392,1285,432,173,130,511,596
Cincinnati,1360,1745,0.395,568,0.32,628,0.675,366,1078,374,177,120,485,634
Citadel,1330,1927,0.451,659,0.349,717,0.674,397,1208,422,198,121,345,611
Clemson,1471,1970,0.395,603,0.285,564,0.665,418,1199,373,195,104,380,594
Cleveland State,1340,1745,0.418,612,0.328,738,0.711,358,1055,438,178,123,424,568
Coastal Carolina,1375,1934,0.402,822,0.321,730,0.693,372,1175,397,240,136,440,649
Colgate,1260,1673,0.447,567,0.335,580,0.688,288,989,358,176,68,323,470
College of Charleston,1300,1685,0.409,462,0.342,721,0.652,313,1038,272,184,120,308,533
Colorado State,1280,1741,0.442,616,0.373,648,0.713,294,1049,397,155,110,352,697
Colorado,1415,1986,0.431,706,0.356,603,0.703,319,1098,465,230,118,422,711
Columbia,1384,1751,0.428,470,0.351,706,0.691,295,1015,333,183,117,360,617
Connecticut,1610,2241,0.392,731,0.33,801,0.664,492,1378,454,228,127,518,731
Coppin State,1285,1852,0.463,696,0.356,662,0.663,407,1255,516,177,141,433,650
Cornell,1130,1493,0.496,508,0.409,701,0.723,279,1011,412,166,99,290,460
Creighton,1400,1983,0.426,685,0.342,654,0.694,347,1112,428,169,98,338,647
Dartmouth,1125,1356,0.444,461,0.364,658,0.748,230,869,292,155,107,366,538
Davidson,1340,1783,0.468,473,0.353,804,0.705,302,1085,355,188,110,412,678
Dayton,1490,1936,0.435,612,0.332,832,0.708,353,1158,431,183,166,459,704
Delaware State,1215,1544,0.43,559,0.299,636,0.709,339,1023,385,172,114,340,526
Delaware,1405,2115,0.443,670,0.327,803,0.694,429,1365,414,171,132,418,736
Denver,1260,1437,0.479,416,0.349,695,0.688,288,972,347,159,88,388,500
DePaul,1340,1768,0.48,561,0.374,825,0.704,335,1130,440,219,155,430,662
Detroit Mercy,1305,1725,0.428,598,0.361,832,0.691,338,1108,447,185,119,438,621
Drake,1245,1647,0.446,599,0.344,634,0.696,272,977,356,201,118,344,586
Drexel,1245,1606,0.425,490,0.308,749,0.674,319,1093,313,118,104,338,586
Duke,1405,1860,0.456,449,0.307,758,0.693,357,1137,380,174,117,425,655
Duquesne,1200,1712,0.456,671,0.393,576,0.672,299,1058,508,151,120,361,563
East Carolina,1360,1977,0.451,680,0.324,609,0.668,414,1206,503,207,121,410,657
East Tennessee State,1410,2044,0.442,811,0.332,853,0.689,422,1339,507,196,138,491,721
Eastern Illinois,1200,1591,0.468,524,0.391,721,0.709,305,988,397,219,107,361,575
Eastern Kentucky,1365,1631,0.486,577,0.354,880,0.706,325,1110,454,185,113,574,671
Eastern Michigan,1495,2001,0.369,796,0.313,783,0.693,510,1428,463,224,155,564,753
Eastern Washington,1245,1815,0.446,580,0.345,726,0.704,329,1088,435,208,129,331,598
Elon,1290,1837,0.439,520,0.335,728,0.68,358,1113,332,205,78,364,603
Evansville,1330,1862,0.446,668,0.356,684,0.706,372,1126,438,210,147,411,665
Fairfield,1285,1649,0.424,445,0.346,967,0.711,320,1133,339,243,120,358,606
Fairleigh Dickinson,1250,1714,0.449,583,0.37,826,0.731,410,1177,416,180,127,395,547
Florida A&M,1290,1809,0.427,515,0.33,973,0.674,435,1282,399,230,148,478,587
Florida Atlantic,1280,1787,0.421,505,0.327,743,0.704,384,1134,346,196,99,350,570
Florida Gulf Coast,1409,1989,0.413,691,0.346,701,0.653,367,1184,378,224,87,444,632
Florida International,1250,1780,0.43,579,0.326,653,0.688,370,1071,426,189,116,388,569
Florida State,1450,2065,0.399,694,0.329,747,0.691,482,1216,402,239,129,453,746
Florida,1560,2004,0.402,628,0.33,626,0.693,370,1191,386,219,120,526,739
Fordham,1245,1793,0.462,628,0.357,760,0.707,390,1208,458,202,106,387,591
Fresno State,1590,2217,0.429,728,0.31,907,0.687,446,1435,506,185,123,444,717
Furman,1205,1724,0.461,611,0.376,535,0.707,340,1038,427,210,100,329,566
Gardner-Webb,1360,1846,0.451,525,0.324,681,0.698,341,1131,391,195,142,465,651
George Mason,1255,1677,0.445,561,0.335,794,0.696,313,1044,381,216,106,378,593
George Washington,1324,1895,0.416,685,0.312,632,0.666,383,1113,412,224,117,442,717
Georgetown,1330,1703,0.42,610,0.333,893,0.697,361,1079,394,189,90,395,696
Georgia Southern,1375,1923,0.448,703,0.341,623,0.695,349,1200,446,172,102,438,619
Georgia State,1380,1909,0.421,784,0.341,670,0.679,413,1233,422,144,91,451,640
Georgia Tech,1335,1815,0.419,594,0.332,688,0.705,328,1097,399,205,121,334,576
Georgia,1369,1855,0.403,648,0.319,805,0.706,365,1101,329,235,142,357,730
Gonzaga,1421,2027,0.398,639,0.318,784,0.71,399,1178,380,210,112,422,716
Grambling,1160,1627,0.512,542,0.375,677,0.66,322,1036,465,215,96,379,523
Grand Canyon,1205,1724,0.434,510,0.349,687,0.693,311,1026,355,196,98,303,661
Green Bay,1250,1780,0.394,590,0.319,575,0.711,366,1041,353,194,100,428,606
Hampton,1275,1728,0.398,534,0.352,929,0.662,411,1206,310,187,116,498,703
Hartford,1325,1665,0.458,530,0.343,687,0.683,319,1048,357,214,79,430,636
Harvard,1300,1664,0.409,509,0.322,603,0.71,318,1004,342,185,114,459,666
Hawaii,1255,1752,0.447,586,0.336,697,0.727,322,978,371,172,114,412,632
High Point,1245,1715,0.466,636,0.354,603,0.71,333,1012,444,203,84,373,531
Hofstra,1325,1829,0.453,642,0.377,754,0.684,347,1108,434,203,115,331,655
Holy Cross,1371,1817,0.44,569,0.374,549,0.736,304,1075,431,182,113,411,637
Houston Baptist,1250,1833,0.45,549,0.33,784,0.691,372,1153,395,229,143,368,586
Houston,1325,1939,0.447,599,0.349,670,0.699,403,1180,456,218,123,365,599
Howard,1335,1716,0.431,651,0.333,937,0.693,409,1206,443,229,140,487,675
Idaho State,1175,1562,0.452,670,0.379,540,0.685,298,922,384,153,114,374,571
Idaho,1375,1935,0.461,628,0.336,791,0.681,358,1148,453,164,111,354,698
Illinois-Chicago,1240,1616,0.465,525,0.383,780,0.696,282,1037,422,184,135,360,598
Illinois State,1375,1854,0.42,679,0.352,791,0.673,381,1272,468,185,115,470,646
Illinois,1405,1833,0.421,645,0.343,590,0.7,334,1162,390,171,124,412,575
Incarnate Word,1085,1689,0.404,520,0.338,568,0.695,321,954,344,203,90,359,565
Indiana State,1360,1805,0.437,602,0.354,773,0.695,309,1113,425,202,115,395,656
Indiana,1285,1837,0.412,609,0.299,653,0.714,329,998,331,238,153,393,673
Iona,1325,2111,0.454,640,0.341,620,0.684,446,1261,480,158,117,392,587
Iowa State,1465,2272,0.42,760,0.341,698,0.732,403,1329,476,197,124,418,698
Iowa,1339,1938,0.415,722,0.317,686,0.706,361,1101,423,209,112,439,717
Fort Wayne,1405,1955,0.464,626,0.35,623,0.719,317,1057,431,202,103,429,680
IUPUI,1283,1845,0.47,530,0.358,607,0.753,321,1134,468,198,102,330,556
Jackson State,1251,1563,0.431,571,0.347,874,0.669,315,1047,354,222,111,448,593
Jacksonville State,1240,1559,0.479,432,0.38,729,0.713,309,1046,387,179,108,376,606
Jacksonville,1200,1754,0.482,611,0.381,663,0.694,362,1105,454,205,95,404,611
James Madison,1245,1650,0.422,643,0.351,733,0.696,341,1088,361,174,78,370,621
Kansas State,1335,1774,0.408,553,0.293,805,0.684,385,1149,380,212,128,416,621
Kansas,1410,1961,0.416,617,0.355,892,0.678,373,1073,418,232,111,396,742
Kennesaw State,1240,1699,0.457,502,0.335,786,0.74,364,1108,355,253,116,400,552
Kent State,1290,1667,0.43,538,0.338,792,0.722,328,1105,388,191,109,427,571
Kentucky,1615,2271,0.411,689,0.322,836,0.69,437,1231,416,232,123,428,883
La Salle,1261,1772,0.436,486,0.331,569,0.729,352,1100,427,182,159,362,544
Lafayette,1250,1718,0.471,641,0.373,630,0.727,341,1033,421,192,93,372,554
Lamar,1200,1729,0.489,515,0.379,666,0.65,347,1075,469,222,119,386,562
Lehigh,1301,1872,0.425,621,0.34,582,0.698,380,1175,484,187,129,359,547
Liberty,1280,1772,0.433,684,0.345,644,0.72,320,980,388,207,124,333,560
Lipscomb,1210,1662,0.471,665,0.353,795,0.699,318,1124,413,186,98,428,644
Long Beach State,1295,1796,0.437,648,0.333,665,0.705,363,1133,413,173,108,406,571
Long Island University,1165,1771,0.477,633,0.39,547,0.695,346,1068,493,198,110,312,535
Longwood,1280,1826,0.473,706,0.368,786,0.743,382,1193,524,190,145,420,526
Louisiana,1430,2032,0.446,614,0.334,885,0.694,400,1214,412,212,184,483,744
Louisiana-Monroe,1100,1516,0.43,543,0.326,562,0.658,297,944,343,193,108,296,470
Louisiana State,1375,2010,0.414,593,0.358,778,0.701,412,1240,389,235,126,433,607
Louisiana Tech,1485,2099,0.415,577,0.312,807,0.667,415,1351,379,205,127,606,761
Louisville,1480,1983,0.396,594,0.286,761,0.681,434,1285,387,169,103,638,755
Loyola (IL),1300,1670,0.455,551,0.352,688,0.705,317,1027,395,214,97,372,590
Loyola Marymount,1266,1824,0.466,535,0.368,779,0.733,385,1163,461,195,116,441,603
Loyola (MD),1215,1607,0.459,502,0.404,654,0.735,344,1088,420,161,116,413,549
Maine,1165,1824,0.469,583,0.357,705,0.687,378,1171,461,214,110,387,519
Manhattan,1350,1809,0.409,502,0.327,956,0.7,409,1199,390,207,157,515,772
Marist,1260,1750,0.446,553,0.382,671,0.689,356,1148,392,203,99,415,595
Marquette,1320,1772,0.423,660,0.365,686,0.671,332,1064,453,175,125,422,678
Marshall,1330,1889,0.442,624,0.316,793,0.641,411,1268,442,208,113,446,671
Maryland-Baltimore County,1230,1528,0.447,546,0.366,879,0.704,310,1103,392,225,101,462,605
Maryland-Eastern Shore,1199,1634,0.474,536,0.371,702,0.715,338,1064,449,169,91,389,570
Maryland,1295,1761,0.417,569,0.341,742,0.677,331,1094,366,200,123,410,595
Massachusetts-Lowell,1125,1560,0.444,536,0.321,538,0.71,338,1021,431,179,88,336,527
Massachusetts,1325,1986,0.424,535,0.308,739,0.675,400,1172,466,204,182,445,643
McNeese State,1250,1847,0.441,647,0.379,676,0.717,408,1226,466,213,109,398,546
Memphis,1370,2029,0.438,585,0.308,681,0.648,421,1192,453,269,135,490,679
Mercer,1492,2024,0.401,780,0.303,787,0.699,399,1190,429,201,109,452,697
Miami (FL),1345,1713,0.406,623,0.355,534,0.661,340,1058,373,162,88,319,538
Miami (OH),1250,1666,0.46,681,0.379,541,0.68,295,1056,469,190,128,454,514
Michigan State,1535,2058,0.397,760,0.332,829,0.73,375,1208,405,214,110,449,669
Michigan,1490,2035,0.445,632,0.318,543,0.731,364,1154,437,181,100,398,626
Middle Tennessee,1330,1694,0.411,527,0.323,748,0.675,330,1053,321,208,95,478,662
Milwaukee,1415,1991,0.436,657,0.311,707,0.745,373,1241,415,240,132,445,736
Minnesota,1545,2036,0.426,721,0.343,810,0.732,400,1259,484,227,159,472,722
Mississippi State,1330,1872,0.452,672,0.326,617,0.713,350,1163,435,213,114,461,654
Mississippi Valley State,1281,1818,0.498,469,0.367,884,0.679,335,1211,379,229,126,461,607
Mississippi,1335,1894,0.419,709,0.347,821,0.689,432,1292,479,178,138,462,651
Missouri-Kansas City,1200,1692,0.463,595,0.348,729,0.716,315,1124,428,188,128,418,600
Missouri State,1335,1726,0.444,631,0.352,742,0.667,317,1120,422,183,112,392,647
Missouri,1415,2011,0.414,772,0.332,759,0.684,403,1123,435,202,122,370,734
Monmouth,1295,1720,0.44,711,0.353,836,0.688,344,1156,395,206,181,479,650
Montana State,1245,1608,0.466,596,0.369,618,0.723,249,1014,390,185,83,403,571
Montana,1225,1517,0.475,452,0.361,687,0.677,317,971,311,137,84,356,613
Morehead State,1385,1806,0.448,609,0.346,924,0.708,310,1038,449,237,169,518,798
Morgan State,1265,1761,0.434,517,0.356,788,0.669,384,1174,389,190,114,434,636
Mount St. Mary's,1330,1939,0.495,464,0.334,669,0.734,357,1207,435,190,90,439,602
Murray State,1370,2012,0.445,574,0.322,699,0.671,401,1160,414,206,107,400,700
Navy,1215,1487,0.438,556,0.354,638,0.715,276,1035,367,192,95,398,505
Omaha,1290,1885,0.458,562,0.335,674,0.724,348,1157,435,215,122,509,610
Nebraska,1280,1659,0.42,590,0.315,744,0.681,319,1121,354,168,101,397,602
Nevada-Las Vegas,1330,2028,0.403,566,0.302,522,0.688,404,1201,380,172,120,338,650
Nevada,1320,1814,0.439,666,0.335,734,0.748,353,1133,449,156,105,341,591
New Hampshire,1206,1573,0.408,533,0.321,684,0.716,297,1061,326,187,83,324,514
New Mexico State,1455,2153,0.401,492,0.329,720,0.732,457,1170,340,201,92,397,806
New Mexico,1380,1995,0.389,699,0.348,625,0.725,368,1115,388,193,99,338,703
New Orleans,1040,1500,0.465,442,0.351,628,0.694,289,906,399,230,115,390,581
Niagara,1320,1870,0.486,593,0.384,946,0.701,381,1247,497,194,141,493,740
Nicholls State,1170,1453,0.466,417,0.341,872,0.709,282,1002,330,172,88,377,563
NJIT,1170,1600,0.423,635,0.339,707,0.696,320,1026,391,182,131,391,541
Norfolk State,1370,1845,0.427,707,0.349,809,0.711,382,1082,414,202,120,423,620
North Carolina-Asheville,1290,1918,0.437,612,0.351,773,0.69,404,1105,442,223,126,384,641
North Carolina A&T,1295,1720,0.431,644,0.359,915,0.687,365,1134,445,219,125,394,747
North Carolina Central,1380,1726,0.381,618,0.301,753,0.692,382,1080,328,187,143,534,672
North Carolina-Greensboro,1290,1822,0.438,612,0.337,812,0.703,319,1122,380,204,96,381,586
North Carolina State,1460,1997,0.426,611,0.321,851,0.712,453,1266,406,205,124,414,703
North Carolina-Wilmington,1300,1774,0.435,619,0.338,719,0.654,374,1204,373,222,127,362,537
North Carolina,1370,1949,0.416,665,0.317,807,0.67,395,1179,374,202,136,462,717
North Dakota State,1325,1709,0.422,599,0.371,664,0.75,290,950,368,168,63,381,599
North Dakota,1359,1776,0.49,472,0.36,847,0.74,328,1152,395,177,108,499,672
North Florida,1285,1861,0.457,511,0.356,745,0.662,347,1091,374,262,121,350,634
North Texas,1295,1843,0.431,564,0.349,784,0.673,355,1203,355,186,125,397,610
Northeastern,1295,1767,0.452,539,0.371,590,0.683,319,1062,376,214,149,358,637
Northern Arizona,1290,1639,0.458,577,0.397,645,0.713,275,953,386,188,89,379,542
Northern Colorado,1295,1653,0.466,554,0.375,679,0.733,294,954,397,154,107,391,580
Northern Illinois,1305,1634,0.407,632,0.304,741,0.661,338,1062,344,218,121,430,646
Northern Iowa,1250,1675,0.442,607,0.361,625,0.717,284,1047,344,183,88,352,602
Northern Kentucky,1215,1569,0.47,530,0.377,766,0.701,310,1031,343,171,119,329,494
Northwestern State,1260,2003,0.454,653,0.348,826,0.671,453,1254,500,208,112,504,656
Northwestern,1330,1787,0.411,542,0.315,680,0.662,364,1224,410,202,135,342,601
Notre Dame,1305,1780,0.451,584,0.385,571,0.751,318,1044,457,190,114,351,509
Oakland,1334,1786,0.485,719,0.388,757,0.717,314,1192,533,184,115,455,627
Ohio State,1410,1873,0.406,591,0.293,558,0.711,354,1177,333,144,105,502,676
Ohio,1465,1990,0.413,616,0.315,826,0.708,402,1252,409,242,93,445,632
Oklahoma State,1391,1957,0.409,645,0.327,803,0.687,409,1262,373,208,123,484,736
Oklahoma,1335,1976,0.437,690,0.342,761,0.715,369,1198,412,195,112,426,689
Old Dominion,1450,1848,0.42,597,0.358,825,0.672,374,1208,378,227,143,458,686
Oral Roberts,1330,1809,0.433,514,0.362,768,0.697,349,1074,374,189,104,356,633
Oregon State,1295,1908,0.449,587,0.368,703,0.697,373,1066,475,204,107,336,690
Oregon,1385,1907,0.439,611,0.324,912,0.709,377,1125,422,166,125,458,697
Pacific,1365,1768,0.456,672,0.388,918,0.708,303,1081,475,204,130,398,703
Penn State,1375,1843,0.414,662,0.352,882,0.713,348,1174,409,180,151,374,660
Pennsylvania,1125,1581,0.423,548,0.383,782,0.702,353,1022,371,209,113,359,520
Pepperdine,1245,1793,0.439,586,0.367,675,0.679,358,1068,442,211,117,320,558
Pittsburgh,1466,1872,0.412,628,0.326,682,0.707,352,1079,406,171,144,440,673
Portland State,1310,1733,0.47,502,0.369,688,0.721,333,1082,448,168,104,426,663
Portland,1270,1741,0.429,564,0.369,761,0.698,327,1045,389,219,98,355,608
Prairie View,1405,1905,0.464,597,0.347,956,0.68,438,1322,474,232,140,469,662
Presbyterian,1280,1931,0.47,679,0.374,539,0.699,373,1185,450,217,92,323,514
Princeton,1220,1584,0.429,462,0.325,577,0.733,249,980,313,183,92,369,551
Providence,1450,2017,0.443,574,0.328,681,0.689,374,1163,422,200,113,383,689
Purdue,1310,1842,0.419,623,0.326,772,0.71,357,1143,409,216,171,371,632
Quinnipiac,1290,2014,0.431,568,0.347,730,0.703,348,1078,400,190,150,275,743
Radford,1405,1992,0.464,575,0.379,760,0.7,377,1188,415,191,103,443,666
Rhode Island,1285,1775,0.429,499,0.287,762,0.671,351,1085,336,230,137,374,648
Rice,1225,1610,0.429,539,0.343,732,0.705,312,1132,379,212,90,335,520
Richmond,1340,1791,0.412,555,0.301,723,0.701,402,1272,342,177,116,433,651
Rider,1260,1705,0.47,611,0.385,746,0.72,323,1062,438,197,114,413,665
Robert Morris,1445,1978,0.452,772,0.335,759,0.704,380,1240,522,193,147,462,631
Rutgers,1320,1868,0.447,642,0.371,834,0.728,373,1190,455,218,117,400,661
Sacramento State,1210,1514,0.46,494,0.344,744,0.692,290,948,397,158,80,351,557
Sacred Heart,1255,1732,0.46,632,0.342,765,0.742,341,1133,417,194,136,396,558
Saint Francis (PA),1240,1686,0.468,507,0.375,507,0.753,311,1109,338,161,112,343,515
Saint Joseph's,1365,1966,0.42,676,0.342,602,0.693,343,1123,459,224,81,344,649
Saint Louis,1375,1875,0.403,481,0.289,665,0.686,354,1182,354,244,152,485,655
Saint Mary's (CA),1406,1797,0.448,477,0.338,732,0.712,328,1046,373,207,120,410,708
Saint Peter's,1250,1650,0.419,562,0.333,674,0.699,335,1071,353,176,100,360,613
Sam Houston State,1420,1831,0.44,552,0.339,887,0.713,368,1154,491,212,109,493,775
Samford,1325,1847,0.463,608,0.37,858,0.683,384,1156,466,203,133,385,615
San Diego State,1450,1904,0.386,604,0.288,607,0.675,370,1180,357,154,151,490,705
San Diego,1400,1865,0.427,624,0.34,685,0.699,360,1143,412,205,100,398,643
San Francisco,1341,1831,0.439,649,0.35,745,0.701,340,1085,374,184,108,386,696
San Jose State,1255,1729,0.431,597,0.352,773,0.673,338,1138,414,204,118,303,511
Santa Clara,1325,1742,0.458,426,0.357,800,0.721,349,1176,400,149,105,398,626
Savannah State,1295,1641,0.41,472,0.309,808,0.699,381,1127,349,228,129,469,574
Seattle,1215,1623,0.424,551,0.338,773,0.721,312,994,368,204,97,390,542
Seton Hall,1385,1828,0.444,607,0.349,761,0.711,322,1123,411,190,133,417,664
Siena,1540,2078,0.414,660,0.33,1070,0.677,485,1327,408,260,203,482,805
South Alabama,1260,1750,0.434,530,0.34,705,0.687,341,1122,353,161,113,357,574
South Carolina State,1220,1675,0.444,578,0.337,723,0.69,363,1103,393,215,119,372,544
South Carolina Upstate,1338,1868,0.405,758,0.343,703,0.725,375,1127,407,208,91,411,616
South Carolina,1360,1728,0.436,599,0.326,985,0.685,376,1097,421,255,165,454,718
South Dakota State,1280,1736,0.445,560,0.357,631,0.716,239,962,376,216,90,353,666
South Dakota,1205,1688,0.439,574,0.383,624,0.721,301,1003,390,185,98,329,534
South Florida,1295,1831,0.442,549,0.37,621,0.713,358,1124,422,213,148,375,612
Southeast Missouri State,1297,1882,0.446,654,0.373,801,0.738,331,1063,429,216,73,388,626
Southeastern Louisiana,1210,1678,0.451,507,0.341,721,0.675,344,1088,402,163,104,329,557
Southern California,1295,1962,0.43,674,0.323,740,0.684,394,1182,473,237,133,359,600
SIU Edwardsville,1245,1713,0.497,533,0.345,695,0.688,325,1054,446,207,94,433,582
Southern Illinois,1325,1678,0.438,665,0.335,721,0.714,331,1040,394,187,119,424,660
Southern Methodist,1480,1977,0.385,773,0.321,765,0.694,409,1157,434,287,139,518,739
Southern Mississippi,1445,1754,0.426,773,0.34,803,0.651,341,1054,480,216,115,565,748
Southern Utah,1165,1470,0.478,416,0.38,844,0.722,306,1040,331,199,86,321,539
Southern,1290,1700,0.373,539,0.297,885,0.653,355,1116,268,200,107,419,615
St. Bonaventure,1320,1741,0.447,586,0.355,783,0.701,347,1075,404,198,116,485,684
St. Francis (NY),1295,1748,0.41,463,0.333,755,0.73,331,1087,339,199,105,396,585
St. John's (NY),1345,1861,0.409,608,0.345,709,0.708,375,1200,391,176,102,434,652
Stanford,1445,2006,0.421,680,0.349,743,0.716,355,1193,479,196,89,413,746
Stephen F. Austin,1410,1643,0.454,431,0.343,840,0.689,293,1018,361,180,122,555,710
Stetson,1248,1687,0.466,606,0.375,633,0.716,363,1125,437,208,115,377,569
Stony Brook,1367,1796,0.414,726,0.331,740,0.709,313,1059,415,233,119,428,660
Syracuse,1370,1669,0.41,676,0.345,612,0.668,346,1072,438,146,104,455,601
Temple,1265,1855,0.474,539,0.358,690,0.681,369,1171,450,180,154,343,547
Tennessee-Martin,1240,1675,0.521,516,0.376,829,0.709,300,1129,526,189,136,437,628
Tennessee State,1205,1606,0.463,545,0.338,823,0.721,319,1029,373,172,116,335,588
Tennessee Tech,1319,1727,0.449,538,0.351,895,0.709,347,1068,396,242,86,470,651
Tennessee,1490,1991,0.413,556,0.345,631,0.705,351,1108,376,194,134,399,730
Texas A&M-Corpus Christi,1365,1759,0.443,611,0.329,804,0.688,363,1059,430,192,140,404,678
Texas A&M,1385,1810,0.4,664,0.288,720,0.689,386,1242,410,207,140,450,607
Texas-Arlington,1304,1898,0.439,776,0.372,793,0.67,370,1171,448,202,115,392,638
Texas Christian,1240,1795,0.445,597,0.343,630,0.708,415,1218,494,174,109,387,621
Texas-El Paso,1370,1929,0.383,680,0.296,719,0.661,439,1173,369,212,85,391,732
Texas-Rio Grande Valley,1305,1701,0.444,622,0.326,801,0.685,366,1207,455,189,117,463,587
Texas-San Antonio,1205,1675,0.47,644,0.371,734,0.669,327,1001,443,221,136,356,651
Texas Southern,1380,2075,0.451,616,0.36,607,0.689,386,1141,478,222,131,374,736
Texas State,1245,1546,0.448,520,0.396,647,0.706,269,958,346,204,99,381,512
Texas Tech,1285,1675,0.437,624,0.33,704,0.739,332,957,356,193,114,365,574
Texas,1405,2039,0.402,735,0.352,835,0.692,399,1203,445,221,123,395,713
Toledo,1370,1944,0.461,659,0.352,666,0.697,364,1138,453,185,128,464,726
Towson,1445,2114,0.405,671,0.314,805,0.683,441,1207,418,182,133,308,780
Troy,1259,1791,0.444,596,0.322,552,0.701,349,1099,432,178,96,372,643
