school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Tulane,1365,1839,0.443,665,0.352,729,0.676,369,1152,481,225,118,360,688
Tulsa,1370,1830,0.405,620,0.352,869,0.689,363,1214,372,200,109,477,726
UCLA,1490,2103,0.427,874,0.344,750,0.676,377,1245,509,194,99,529,680
Utah State,1290,1788,0.423,601,0.313,601,0.719,292,979,400,172,130,251,545
Utah Valley,1285,1747,0.433,573,0.321,614,0.643,319,1048,368,192,114,335,589
Utah,1335,1841,0.411,582,0.308,635,0.676,329,1041,340,201,105,416,643
Valparaiso,1375,1910,0.395,624,0.33,804,0.705,388,1078,433,240,127,371,667
Vanderbilt,1250,1777,0.406,595,0.304,628,0.648,405,1119,347,217,113,331,555
Vermont,1325,1684,0.395,557,0.327,674,0.724,306,979,316,186,114,430,693
Villanova,1385,1886,0.405,623,0.353,728,0.707,355,1137,413,193,78,468,692
Virginia Commonwealth,1420,1869,0.432,561,0.303,742,0.668,369,1285,392,207,145,638,675
VMI,1430,2377,0.439,653,0.337,827,0.707,507,1484,476,197,136,451,676
Virginia Tech,1255,1787,0.403,723,0.326,599,0.666,335,1059,402,191,115,260,548
Virginia,1486,1875,0.388,629,0.323,609,0.662,321,1085,373,191,126,413,676
Wagner,1250,1783,0.391,574,0.3,779,0.711,380,1146,317,196,125,406,571
Wake Forest,1324,1919,0.427,595,0.314,748,0.69,411,1185,420,221,120,374,690
Washington State,1250,1570,0.452,511,0.368,695,0.683,268,1041,354,175,83,343,549
Washington,1290,1808,0.475,490,0.318,749,0.692,309,1056,386,175,130,360,595
Weber State,1260,1763,0.427,403,0.333,599,0.703,311,963,355,162,63,291,623
West Virginia,1330,1873,0.447,638,0.345,780,0.677,377,1196,436,154,134,421,670
Western Carolina,1381,1781,0.449,566,0.334,970,0.703,359,1173,395,204,89,468,628
Western Illinois,1210,1481,0.422,487,0.335,653,0.715,263,930,341,213,87,367,521
Western Kentucky,1295,1701,0.432,512,0.352,715,0.716,302,1061,340,220,140,417,629
Western Michigan,1340,1883,0.411,728,0.309,651,0.713,385,1083,405,238,109,417,699
Wichita State,1445,1911,0.39,684,0.308,674,0.65,339,1115,356,170,93,435,752
William & Mary,1285,1819,0.459,598,0.375,538,0.719,323,1082,387,186,100,330,575
Winthrop,1345,1761,0.461,567,0.362,750,0.701,325,1127,400,209,140,469,623
Wisconsin,1525,2135,0.429,540,0.341,579,0.722,350,1212,364,161,105,370,763
Wofford,1325,1642,0.443,478,0.32,659,0.678,286,1046,326,184,111,424,557
Wright State,1440,1762,0.425,594,0.327,754,0.721,326,1137,384,212,116,574,698
Wyoming,1340,1768,0.406,619,0.317,566,0.712,349,1092,312,138,82,343,636
Xavier,1370,1851,0.431,661,0.352,732,0.668,335,1069,489,187,161,381,689
Yale,1326,1696,0.434,595,0.365,691,0.713,280,1013,377,221,125,400,704
Youngstown State,1305,1799,0.454,592,0.353,734,0.718,312,1094,447,191,75,423,622
