school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Cal Poly,1170,1459,0.426,479,0.349,449,0.69,253,961,353,115,98,306,464
Cal State Bakersfield,1345,1572,0.412,606,0.363,737,0.697,274,983,350,172,118,403,618
Cal State Fullerton,1255,1676,0.443,553,0.38,656,0.703,274,1059,408,182,119,345,567
Cal State Northridge,1330,1853,0.433,717,0.361,658,0.702,344,1113,448,238,91,364,617
UC-Davis,1295,1760,0.415,612,0.342,573,0.696,377,1018,395,218,76,380,567
UC-Irvine,1370,1878,0.394,542,0.339,650,0.694,382,1144,364,195,96,384,568
UC-Riverside,1255,1628,0.424,487,0.382,676,0.713,291,1030,362,193,113,386,567
UC-Santa Barbara,1345,1729,0.412,583,0.345,664,0.73,332,1093,397,156,68,390,578
University of California,1330,1839,0.426,464,0.336,715,0.698,292,1141,355,168,122,317,565
Campbell,1285,1616,0.457,513,0.345,651,0.724,288,1054,373,204,77,393,524
Canisius,1330,1704,0.41,630,0.322,693,0.69,360,1138,420,200,114,460,558
Central Arkansas,1160,1711,0.496,492,0.376,728,0.691,366,1067,449,272,106,379,534
Central Connecticut State,1245,1814,0.453,641,0.345,434,0.71,349,1093,437,203,114,315,484
Central Florida,1230,1809,0.456,552,0.353,494,0.619,394,1102,453,202,119,312,513
Central Michigan,1285,1752,0.445,639,0.346,608,0.668,325,1078,361,161,88,431,627
Charleston Southern,1259,1696,0.436,683,0.362,570,0.707,288,1067,379,168,120,410,559
Charlotte,1320,1861,0.44,683,0.365,616,0.701,356,1104,430,197,108,408,624
Chattanooga,1305,1731,0.427,478,0.343,725,0.686,351,1076,331,187,133,431,636
Chicago State,1285,1542,0.446,595,0.376,766,0.675,323,1103,403,229,110,492,526
Cincinnati,1380,1804,0.388,601,0.319,470,0.651,380,1025,378,189,98,409,583
Citadel,1210,1611,0.474,586,0.341,460,0.717,304,881,356,203,96,305,533
Clemson,1250,1710,0.402,567,0.328,533,0.689,345,1057,360,195,92,348,552
Cleveland State,1335,1622,0.422,580,0.362,707,0.676,326,1036,401,208,93,447,529
Coastal Carolina,1360,1831,0.395,747,0.324,616,0.7,317,1063,384,196,88,403,639
Colgate,1345,1719,0.442,555,0.38,590,0.668,299,1021,380,189,91,340,492
College of Charleston,1330,1657,0.424,533,0.358,786,0.682,356,1180,356,180,120,377,582
Colorado State,1365,1832,0.422,651,0.364,607,0.656,297,1083,401,182,84,406,693
Colorado,1380,1904,0.424,705,0.353,645,0.704,338,1100,423,236,122,384,671
Columbia,1120,1417,0.432,423,0.329,536,0.698,255,850,288,156,96,286,427
Connecticut,1405,1865,0.396,630,0.332,608,0.684,373,1142,376,194,128,388,581
Coppin State,1240,1867,0.48,569,0.378,783,0.701,408,1326,481,192,100,445,555
Cornell,1210,1556,0.389,583,0.328,634,0.689,314,1092,334,158,85,392,525
Creighton,1340,1781,0.437,636,0.381,595,0.684,309,1073,428,196,112,361,613
Dartmouth,1170,1416,0.431,542,0.354,606,0.688,257,923,340,172,85,391,524
Davidson,1285,1838,0.443,598,0.303,646,0.638,351,1132,403,162,127,370,574
Dayton,1445,1901,0.418,635,0.324,582,0.677,344,1184,432,190,124,489,717
Delaware State,1445,2162,0.424,795,0.332,744,0.684,428,1339,499,253,132,415,644
Delaware,1215,1754,0.43,657,0.37,582,0.701,344,1119,427,197,112,311,566
Denver,1215,1328,0.474,396,0.371,680,0.713,239,859,305,156,66,361,478
DePaul,1285,1715,0.46,532,0.312,835,0.731,371,1144,381,233,101,406,564
Detroit Mercy,1335,1721,0.449,692,0.34,801,0.694,319,1117,453,198,109,496,604
Drake,1250,1582,0.477,575,0.388,484,0.7,283,910,388,201,91,312,500
Drexel,1205,1555,0.446,467,0.353,556,0.678,301,1039,366,162,102,344,494
Duke,1570,2281,0.422,633,0.314,548,0.692,428,1227,452,216,121,481,741
Duquesne,1245,1842,0.434,738,0.383,619,0.679,383,1124,517,170,97,337,534
East Carolina,1325,1768,0.445,636,0.313,598,0.677,368,1153,447,196,139,405,566
East Tennessee State,1210,1647,0.423,730,0.349,697,0.704,338,1082,435,211,126,444,554
Eastern Illinois,1330,1818,0.416,642,0.341,565,0.713,387,1183,389,213,94,399,562
Eastern Kentucky,1330,1633,0.448,660,0.389,563,0.673,334,1100,492,199,90,612,566
Eastern Michigan,1415,1911,0.386,750,0.321,751,0.686,432,1302,470,188,116,527,685
Eastern Washington,1410,2001,0.45,720,0.388,708,0.716,363,1185,517,192,133,431,661
Elon,1335,1806,0.444,616,0.338,777,0.668,349,1225,389,209,117,488,659
Evansville,1455,1971,0.429,673,0.354,605,0.712,345,1131,436,230,139,490,703
Fairfield,1265,1629,0.438,431,0.343,695,0.672,356,1118,381,204,76,360,550
Fairleigh Dickinson,1175,1532,0.46,529,0.348,775,0.692,377,1145,391,190,116,462,511
Florida A&M,1160,1633,0.469,615,0.351,570,0.644,348,1114,454,206,106,352,519
Florida Atlantic,1165,1567,0.458,341,0.287,574,0.697,298,1019,293,189,108,321,469
Florida Gulf Coast,1325,1870,0.395,668,0.286,617,0.674,385,1158,325,189,87,368,558
Florida International,1335,1816,0.409,685,0.328,682,0.648,378,1144,428,261,119,426,562
Florida State,1330,1825,0.42,593,0.325,692,0.701,366,1069,395,205,85,393,670
Florida,1330,1648,0.408,519,0.328,623,0.745,307,1058,348,182,130,452,521
Fordham,1245,1663,0.441,614,0.347,688,0.673,307,1024,389,228,100,388,518
Fresno State,1295,1660,0.433,568,0.347,707,0.693,336,1111,391,176,99,428,568
Furman,1330,1784,0.449,632,0.354,634,0.661,345,1093,448,230,123,360,610
Gardner-Webb,1420,2082,0.47,624,0.369,598,0.684,375,1229,476,230,122,432,613
George Mason,1255,1646,0.433,587,0.346,727,0.715,324,1018,383,210,117,379,600
George Washington,1415,1945,0.404,667,0.319,563,0.682,382,1147,391,227,147,411,675
Georgetown,1340,1716,0.407,608,0.362,756,0.71,352,1056,366,198,121,438,660
Georgia Southern,1250,1680,0.393,622,0.305,526,0.675,348,1100,324,164,86,448,543
Georgia State,1415,1826,0.388,767,0.327,721,0.714,416,1166,444,159,82,535,616
Georgia Tech,1260,1644,0.44,540,0.319,555,0.692,258,962,393,202,122,363,539
Georgia,1351,1882,0.389,664,0.312,645,0.699,358,1117,349,202,125,365,682
Gonzaga,1525,2154,0.39,657,0.33,667,0.666,403,1157,368,210,89,429,746
Grambling,1160,1642,0.461,576,0.326,635,0.635,346,1034,424,247,97,328,483
Grand Canyon,1280,1790,0.44,533,0.328,643,0.68,375,1126,365,160,83,339,628
Green Bay,1325,1719,0.405,524,0.328,659,0.668,339,1093,361,198,108,449,606
Hampton,1405,1924,0.413,581,0.339,876,0.685,392,1285,365,190,132,491,717
Hartford,1215,1503,0.444,530,0.319,623,0.676,280,1045,348,172,91,409,509
Harvard,1220,1519,0.404,492,0.333,497,0.674,280,929,321,157,87,386,541
Hawaii,1410,1913,0.413,658,0.34,806,0.723,415,1268,440,206,100,583,686
High Point,1370,1817,0.435,714,0.35,568,0.702,345,1071,401,226,83,443,604
Hofstra,1370,1889,0.438,637,0.339,731,0.709,333,1161,450,169,106,465,662
Holy Cross,1220,1496,0.469,483,0.373,610,0.715,260,980,407,155,98,421,514
Houston Baptist,1126,1577,0.444,495,0.36,682,0.711,296,884,355,205,109,345,551
Houston,1300,1743,0.435,579,0.337,579,0.667,368,1164,422,221,100,412,552
Howard,1300,1697,0.388,669,0.315,681,0.698,380,1060,387,191,105,454,599
Idaho State,1205,1614,0.436,686,0.367,560,0.741,316,1025,434,140,111,365,570
Idaho,1220,1700,0.449,751,0.353,695,0.685,277,966,396,151,86,326,573
Illinois-Chicago,1365,1794,0.478,526,0.395,679,0.688,301,1167,534,186,159,403,673
Illinois State,1415,1795,0.414,595,0.324,709,0.69,343,1109,433,211,96,472,620
Illinois,1330,1784,0.421,642,0.329,542,0.714,304,1115,385,160,109,425,549
Incarnate Word,1190,1724,0.451,506,0.354,619,0.722,326,1040,415,166,97,383,609
Indiana State,1265,1699,0.426,517,0.383,621,0.733,329,1082,364,238,96,425,597
Indiana,1365,1986,0.453,604,0.325,651,0.679,374,1122,428,209,146,364,623
Iona,1405,2208,0.424,705,0.355,630,0.698,454,1320,507,208,131,415,654
Iowa State,1360,2081,0.416,715,0.347,499,0.733,377,1196,482,193,114,440,643
Iowa,1370,1903,0.396,696,0.326,553,0.694,371,1136,411,200,121,417,607
Fort Wayne,1240,1733,0.446,591,0.352,457,0.716,272,990,370,164,91,345,585
IUPUI,1275,1575,0.453,492,0.384,659,0.703,273,976,366,258,129,426,538
Jackson State,1290,1511,0.423,563,0.341,817,0.688,285,1045,346,223,138,475,554
Jacksonville State,1255,1680,0.448,502,0.349,667,0.667,356,1163,417,186,126,388,580
Jacksonville,1300,1727,0.466,657,0.358,652,0.702,336,1141,447,190,126,421,572
James Madison,1325,1832,0.434,695,0.357,584,0.709,361,1093,452,218,113,381,613
Kansas State,1285,1613,0.444,514,0.335,661,0.663,311,969,398,239,136,409,614
Kansas,1445,2084,0.396,666,0.315,704,0.672,434,1227,402,236,180,421,695
Kennesaw State,1280,1873,0.449,638,0.331,671,0.7,401,1200,419,220,106,352,504
Kent State,1420,1856,0.409,552,0.319,721,0.702,390,1180,366,188,103,404,629
Kentucky,1575,2116,0.354,646,0.271,672,0.659,463,1215,301,182,94,533,778
La Salle,1340,1781,0.411,525,0.316,613,0.693,353,1144,407,221,114,434,566
Lafayette,1325,1921,0.461,720,0.381,521,0.697,378,1090,459,198,103,362,547
Lamar,1205,1598,0.452,555,0.355,716,0.683,319,989,426,231,100,449,565
Lehigh,1215,1735,0.401,695,0.34,543,0.685,342,1041,433,205,83,356,517
Liberty,1285,1780,0.419,743,0.342,702,0.678,364,1074,379,264,86,389,599
Lipscomb,1255,1701,0.449,699,0.375,795,0.669,321,1128,444,198,123,406,623
Long Beach State,1330,1801,0.425,682,0.33,662,0.704,391,1178,420,219,123,462,609
Long Island University,1230,1755,0.433,585,0.304,625,0.699,339,1145,392,182,131,381,634
Longwood,1380,1844,0.454,674,0.371,830,0.681,409,1270,467,282,120,505,550
Louisiana,1450,2107,0.426,627,0.322,767,0.683,368,1191,385,247,130,486,696
Louisiana-Monroe,1540,2116,0.388,748,0.297,609,0.718,402,1277,420,203,121,441,563
Louisiana State,1350,2052,0.402,599,0.309,604,0.662,438,1219,386,264,123,450,584
Louisiana Tech,1451,2044,0.421,595,0.338,637,0.689,450,1369,430,218,121,561,640
Louisville,1450,1958,0.392,623,0.303,652,0.661,400,1256,424,206,99,506,692
Loyola (IL),1485,1893,0.432,704,0.321,551,0.677,373,1120,442,236,122,462,616
Loyola Marymount,1250,1672,0.458,647,0.389,572,0.706,337,1027,515,226,105,356,550
Loyola (MD),1229,1527,0.443,504,0.329,685,0.682,279,1010,358,181,158,337,533
Maine,1210,1639,0.491,598,0.376,602,0.683,300,1083,458,233,99,382,472
Manhattan,1340,1683,0.437,457,0.324,880,0.698,357,1128,440,227,127,545,725
Marist,1280,1762,0.439,608,0.331,647,0.699,388,1245,441,230,91,441,604
Marquette,1290,1787,0.426,650,0.36,542,0.714,398,1147,478,200,124,438,577
Marshall,1285,1916,0.427,681,0.32,685,0.634,396,1264,440,258,90,432,591
Maryland-Baltimore County,1205,1604,0.449,562,0.361,530,0.698,297,1038,408,261,92,383,545
Maryland-Eastern Shore,1325,1705,0.448,663,0.324,700,0.679,337,1027,402,228,105,459,640
Maryland,1410,2026,0.395,759,0.319,570,0.66,399,1170,385,200,105,391,706
Massachusetts-Lowell,1175,1489,0.464,587,0.354,494,0.684,263,1017,400,171,94,437,520
Massachusetts,1290,1860,0.435,546,0.35,655,0.678,360,1108,456,232,139,386,625
McNeese State,1250,1764,0.451,611,0.347,598,0.682,377,1157,453,180,112,388,490
Memphis,1290,1749,0.397,540,0.304,677,0.69,363,1060,376,238,113,406,517
Mercer,1430,1869,0.413,757,0.346,595,0.659,383,1153,441,188,123,424,643
Miami (FL),1545,2111,0.421,717,0.324,602,0.658,390,1287,446,192,127,417,661
Miami (OH),1300,1654,0.456,676,0.348,696,0.691,297,1060,397,193,94,438,573
Michigan State,1605,2104,0.396,712,0.315,820,0.722,378,1247,409,217,110,416,701
Michigan,1310,1702,0.449,606,0.343,444,0.698,310,1090,410,142,95,387,502
Middle Tennessee,1475,1761,0.439,570,0.353,731,0.684,289,1118,418,223,140,472,644
Milwaukee,1200,1683,0.451,475,0.392,524,0.712,291,1007,365,210,98,320,553
Minnesota,1330,1794,0.436,660,0.364,608,0.702,373,1171,488,212,148,553,606
Mississippi State,1280,1713,0.416,641,0.328,622,0.637,347,1017,373,220,117,388,611
Mississippi Valley State,1296,1917,0.484,653,0.355,704,0.673,440,1328,481,242,135,478,561
Mississippi,1369,1885,0.404,755,0.358,777,0.685,391,1197,484,167,122,430,635
Missouri-Kansas City,1345,1705,0.45,604,0.343,672,0.683,384,1172,438,212,126,539,666
Missouri State,1260,1614,0.425,551,0.361,591,0.707,294,993,380,195,90,326,513
Missouri,1290,1691,0.429,601,0.343,735,0.701,355,1130,377,190,111,353,568
Monmouth,1335,1758,0.4,746,0.342,654,0.687,384,1131,408,206,128,457,617
Montana State,1200,1588,0.463,468,0.387,701,0.715,273,1037,399,209,129,347,540
Montana,1370,1690,0.436,638,0.359,718,0.719,300,1052,387,192,94,440,591
Morehead State,1370,1651,0.434,537,0.339,909,0.703,296,1053,404,196,164,507,620
Morgan State,1245,1604,0.478,487,0.361,693,0.706,324,1197,383,143,120,441,557
Mount St. Mary's,1225,1578,0.445,465,0.348,561,0.676,314,1050,342,190,82,411,504
Murray State,1410,1980,0.41,680,0.334,727,0.713,410,1158,418,196,103,462,680
Navy,1280,1578,0.454,596,0.386,561,0.708,281,998,434,190,100,404,528
Omaha,1170,1679,0.465,580,0.376,652,0.73,279,1006,445,184,107,440,625
Nebraska,1260,1627,0.404,622,0.334,627,0.694,323,1085,324,182,96,415,562
Nevada-Las Vegas,1334,1952,0.395,595,0.345,569,0.664,407,1220,395,174,104,355,562
Nevada,1245,1711,0.413,584,0.339,676,0.664,359,1040,397,191,134,313,575
New Hampshire,1305,1667,0.403,550,0.307,667,0.69,252,1024,278,179,74,377,573
New Mexico State,1370,1774,0.425,421,0.306,572,0.692,339,983,370,186,76,448,652
New Mexico,1255,1601,0.402,668,0.314,526,0.703,268,933,384,188,103,361,559
New Orleans,1170,1565,0.481,484,0.374,688,0.648,302,957,374,219,127,446,645
Niagara,1210,1618,0.471,568,0.379,588,0.706,282,1011,443,191,126,358,574
Nicholls State,1170,1574,0.438,501,0.355,784,0.716,342,1022,335,244,96,403,589
NJIT,1320,1801,0.401,641,0.342,765,0.74,383,1128,364,225,100,436,625
Norfolk State,1380,1863,0.41,748,0.336,728,0.655,367,1057,416,194,117,423,639
North Carolina-Asheville,1245,1749,0.424,605,0.331,726,0.687,365,1098,414,237,105,411,547
North Carolina A&T,1285,1683,0.424,609,0.358,683,0.682,372,1074,405,236,79,392,608
North Carolina Central,1325,1649,0.36,577,0.282,696,0.675,342,992,274,172,92,439,596
North Carolina-Greensboro,1330,1742,0.44,634,0.352,814,0.713,328,1122,385,196,104,422,567
North Carolina State,1450,2052,0.403,643,0.33,712,0.704,402,1247,426,191,141,349,681
North Carolina-Wilmington,1295,1736,0.425,533,0.33,803,0.685,363,1144,367,199,113,449,581
North Carolina,1530,2232,0.398,822,0.3,843,0.701,460,1250,466,255,147,468,693
North Dakota State,1335,1726,0.421,578,0.369,525,0.739,248,1043,373,151,80,347,565
North Dakota,1211,1644,0.465,492,0.38,680,0.712,289,1068,397,193,103,400,565
North Florida,1400,2033,0.432,565,0.312,666,0.677,400,1187,413,229,95,425,648
North Texas,1245,1729,0.42,689,0.337,633,0.675,364,1115,369,215,101,424,573
Northeastern,1415,1952,0.448,561,0.344,488,0.689,291,980,437,249,118,349,643
Northern Arizona,1535,2064,0.43,681,0.316,786,0.719,344,1247,404,206,133,418,698
Northern Colorado,1220,1584,0.475,619,0.394,645,0.702,331,997,415,131,110,399,556
Northern Illinois,1215,1525,0.441,659,0.335,612,0.693,289,931,366,205,112,417,608
Northern Iowa,1420,1732,0.395,657,0.321,468,0.712,301,991,332,167,83,391,646
Northern Kentucky,1210,1588,0.431,579,0.34,714,0.72,297,1008,340,165,102,325,487
Northwestern State,1280,2021,0.473,620,0.389,720,0.701,458,1289,513,190,107,495,629
Northwestern,1305,1740,0.416,629,0.377,571,0.667,347,1073,431,167,81,305,480
Notre Dame,1545,2214,0.427,697,0.326,533,0.713,435,1243,473,196,93,425,632
Oakland,1350,1896,0.468,677,0.369,647,0.708,328,1106,510,253,94,366,614
Ohio State,1410,1959,0.403,739,0.322,545,0.705,401,1168,454,179,100,503,623
Ohio,1205,1775,0.43,615,0.359,571,0.73,331,1096,356,188,85,313,491
Oklahoma State,1290,1673,0.403,538,0.34,697,0.686,352,1099,354,194,112,438,583
Oklahoma,1410,2057,0.386,710,0.317,585,0.655,432,1277,392,224,131,468,625
Old Dominion,1410,1678,0.4,654,0.312,685,0.658,305,1084,338,165,96,451,591
Oral Roberts,1370,1859,0.446,570,0.365,675,0.707,345,1173,383,198,114,444,705
Oregon State,1245,1494,0.386,609,0.302,673,0.74,326,1044,348,190,97,456,555
Oregon,1460,2136,0.422,704,0.33,739,0.696,418,1252,429,201,96,413,624
Pacific,1255,1589,0.444,580,0.359,694,0.713,298,994,419,159,126,317,625
Penn State,1380,1879,0.399,626,0.326,780,0.7,380,1216,394,191,123,405,611
Pennsylvania,1125,1441,0.442,534,0.376,573,0.71,258,871,371,191,112,322,478
Pepperdine,1280,1742,0.413,526,0.27,588,0.667,362,1100,395,214,106,392,600
Pittsburgh,1375,1752,0.448,551,0.352,657,0.709,331,1070,429,165,115,368,588
Portland State,1165,1656,0.455,561,0.383,512,0.732,311,1034,431,164,90,359,546
Portland,1340,1819,0.433,591,0.338,655,0.731,331,1047,384,216,100,375,638
Prairie View,1320,1750,0.437,534,0.292,893,0.665,450,1269,387,216,133,553,580
Presbyterian,1280,1785,0.443,760,0.378,499,0.695,357,1065,462,221,91,349,512
Princeton,1200,1548,0.437,464,0.366,637,0.706,254,956,321,178,105,361,574
Providence,1370,1804,0.421,654,0.333,709,0.69,334,1093,411,196,107,442,656
Purdue,1375,1868,0.401,570,0.351,717,0.693,376,1087,382,236,110,394,685
Quinnipiac,1230,1787,0.398,550,0.351,597,0.688,313,989,364,198,100,286,595
Radford,1380,1925,0.428,550,0.333,672,0.699,385,1142,369,223,116,432,592
Rhode Island,1325,1688,0.402,452,0.265,772,0.661,336,1082,331,218,132,481,668
Rice,1315,1685,0.437,556,0.349,670,0.658,338,1069,430,219,111,404,552
Richmond,1430,1846,0.416,541,0.303,618,0.715,392,1233,327,163,103,467,625
Rider,1335,1712,0.412,658,0.327,646,0.737,325,1116,401,216,94,466,611
Robert Morris,1410,1941,0.431,707,0.341,730,0.66,446,1262,521,224,121,512,624
Rutgers,1280,1775,0.434,668,0.337,568,0.674,347,1164,435,205,105,378,536
Sacramento State,1320,1743,0.466,645,0.343,563,0.719,330,1042,480,178,115,414,578
Sacred Heart,1315,1939,0.431,671,0.341,652,0.715,396,1175,403,244,111,423,580
Saint Francis (PA),1290,1718,0.433,614,0.316,517,0.712,324,1091,358,190,93,417,543
Saint Joseph's,1260,1702,0.424,572,0.348,533,0.668,327,1095,414,191,105,383,554
Saint Louis,1290,1607,0.454,532,0.357,700,0.677,322,1096,420,219,140,436,638
Saint Mary's (CA),1260,1660,0.428,529,0.333,548,0.708,254,902,393,189,93,303,560
Saint Peter's,1380,1654,0.395,600,0.312,758,0.73,332,1103,340,202,115,443,668
Sam Houston State,1415,1857,0.39,540,0.317,746,0.646,343,1153,413,209,110,501,727
Samford,1285,1679,0.47,528,0.386,770,0.674,345,1099,464,210,136,460,614
San Diego State,1455,1864,0.384,598,0.303,469,0.695,351,1152,332,198,139,470,602
San Diego,1250,1566,0.431,436,0.337,652,0.693,317,1049,346,167,110,418,603
San Francisco,1290,1739,0.425,635,0.354,667,0.696,338,1093,391,165,94,403,653
San Jose State,1205,1574,0.461,539,0.38,656,0.657,293,1112,443,221,85,344,484
Santa Clara,1285,1622,0.449,557,0.377,672,0.699,339,1084,433,166,113,371,552
Savannah State,1205,1439,0.471,416,0.368,722,0.694,300,1040,357,279,159,498,554
Seattle,1365,1801,0.397,728,0.324,593,0.723,319,1020,452,251,97,370,575
Seton Hall,1250,1749,0.43,557,0.3,663,0.658,363,1100,411,207,116,371,589
Siena,1245,1625,0.452,556,0.362,828,0.749,371,1065,373,200,133,441,628
South Alabama,1335,1994,0.44,577,0.345,688,0.702,396,1207,420,213,106,360,639
South Carolina State,1325,1776,0.444,653,0.334,625,0.651,361,1237,423,194,135,438,550
South Carolina Upstate,1440,1992,0.393,800,0.308,581,0.664,418,1233,421,186,92,491,595
South Carolina,1320,1699,0.387,617,0.318,744,0.718,355,1103,338,196,136,456,623
South Dakota State,1411,1912,0.409,616,0.336,771,0.656,361,1194,391,220,104,431,734
South Dakota,1350,1822,0.447,641,0.335,633,0.738,291,1110,430,174,112,387,585
South Florida,1295,1742,0.423,588,0.367,736,0.681,393,1139,407,214,131,392,551
Southeast Missouri State,1205,1611,0.436,512,0.398,660,0.688,315,1036,361,177,75,413,557
Southeastern Louisiana,1295,1844,0.441,663,0.359,635,0.724,363,1122,414,213,125,429,548
Southern California,1300,1923,0.422,679,0.33,600,0.708,408,1205,430,220,119,427,574
SIU Edwardsville,1125,1547,0.425,506,0.354,577,0.678,307,987,378,167,102,382,541
Southern Illinois,1320,1553,0.444,557,0.379,621,0.729,250,973,400,197,105,436,594
Southern Methodist,1365,1815,0.381,823,0.326,562,0.68,357,1016,421,224,124,441,642
Southern Mississippi,1170,1553,0.455,632,0.358,491,0.688,318,990,408,207,96,373,480
Southern Utah,1170,1568,0.452,479,0.37,789,0.698,284,1002,355,187,83,322,546
Southern,1410,1908,0.39,605,0.299,833,0.669,436,1276,343,211,120,484,682
St. Bonaventure,1250,1677,0.422,577,0.362,569,0.671,314,1028,407,184,112,401,581
St. Francis (NY),1415,1839,0.426,487,0.368,740,0.699,337,1126,374,221,105,471,695
St. John's (NY),1325,1948,0.407,697,0.33,649,0.653,444,1293,445,170,112,436,612
Stanford,1505,2048,0.423,661,0.374,747,0.683,360,1207,450,176,121,424,738
Stephen F. Austin,1365,1665,0.438,464,0.334,821,0.695,316,994,349,203,113,587,731
Stetson,1240,1837,0.439,688,0.366,589,0.723,377,1172,426,191,102,345,545
Stony Brook,1405,1858,0.396,662,0.341,576,0.701,300,1105,413,221,113,400,621
Syracuse,1250,1724,0.405,645,0.315,517,0.704,348,1087,460,196,101,436,538
Temple,1485,2040,0.394,669,0.314,683,0.654,395,1368,420,187,149,455,631
Tennessee-Martin,1375,1859,0.433,706,0.347,521,0.708,286,1036,434,195,105,354,562
Tennessee State,1240,1666,0.427,705,0.325,679,0.675,346,1117,423,195,110,366,567
Tennessee Tech,1205,1613,0.448,572,0.357,657,0.677,290,967,374,224,85,397,533
Tennessee,1285,1533,0.439,661,0.369,667,0.697,322,996,448,166,103,445,541
Texas A&M-Corpus Christi,1365,1731,0.419,616,0.32,789,0.691,378,1121,389,193,89,459,749
Texas A&M,1330,1749,0.402,748,0.31,637,0.689,324,1045,423,204,140,414,601
Texas-Arlington,1245,1781,0.408,718,0.318,735,0.713,387,1130,391,205,129,432,596
Texas Christian,1330,1708,0.4,418,0.335,820,0.671,386,1127,345,189,146,431,725
Texas-El Paso,1325,1832,0.415,586,0.336,584,0.663,352,1108,384,203,96,406,631
Texas-Rio Grande Valley,1240,1754,0.44,637,0.345,574,0.723,391,1120,445,217,104,381,592
Texas-San Antonio,1205,1678,0.451,660,0.364,495,0.725,311,1004,413,198,163,411,612
Texas Southern,1430,1983,0.445,561,0.344,656,0.654,422,1194,421,228,132,431,727
Texas State,1265,1561,0.411,528,0.301,574,0.716,316,1079,333,191,102,478,569
Texas Tech,1290,1668,0.427,640,0.339,619,0.675,337,1043,376,234,123,408,638
Texas,1375,1910,0.368,588,0.347,665,0.663,372,1063,355,214,105,303,631
Toledo,1330,1935,0.436,739,0.317,599,0.703,353,1075,425,232,109,361,654
Towson,1300,1668,0.413,552,0.335,736,0.702,318,979,358,194,145,298,638
Troy,1170,1678,0.44,615,0.322,478,0.709,346,1033,386,186,92,383,534
