school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Hofstra,1390,2182,0.436,743,0.35,514,0.671,392,1253,491,187,119,401,686
Holy Cross,1425,1873,0.459,764,0.357,626,0.725,323,1253,500,187,108,450,651
Houston Baptist,1360,2090,0.434,683,0.359,723,0.721,392,1189,501,234,126,424,747
Houston,1305,1845,0.421,643,0.303,665,0.705,395,1132,380,162,112,396,597
Howard,1300,1983,0.426,723,0.335,739,0.681,438,1250,421,180,111,446,712
Idaho State,1240,1859,0.448,738,0.335,648,0.688,334,1165,441,188,110,398,606
Idaho,1365,1799,0.415,804,0.336,723,0.674,293,1012,414,247,101,438,710
Illinois-Chicago,1220,1878,0.428,632,0.356,727,0.708,363,1209,489,217,155,351,660
Illinois State,1285,1744,0.421,644,0.32,648,0.679,312,1128,391,192,93,436,590
Illinois,1395,2013,0.462,773,0.386,534,0.719,320,1262,503,169,124,458,613
Incarnate Word,1165,1680,0.458,574,0.362,603,0.653,290,1069,419,184,115,390,597
Indiana State,1295,1792,0.416,594,0.323,779,0.693,296,1195,351,195,106,402,659
Indiana,1405,2037,0.444,636,0.343,615,0.681,356,1060,423,215,106,458,668
Iona,1325,1993,0.423,718,0.358,724,0.699,390,1234,451,193,97,460,606
Iowa State,1415,2250,0.438,800,0.335,560,0.688,401,1261,499,194,100,425,553
Iowa,1330,2021,0.421,772,0.313,505,0.683,390,1229,454,176,99,431,643
Fort Wayne,1370,2046,0.46,725,0.386,616,0.687,312,1163,442,197,103,386,663
IUPUI,1290,1836,0.459,552,0.337,697,0.703,309,1147,383,239,142,404,566
Jackson State,1465,1918,0.392,682,0.306,909,0.705,358,1339,390,214,134,519,651
Jacksonville State,1245,1685,0.465,543,0.33,706,0.693,337,1163,381,139,86,387,571
Jacksonville,1290,1931,0.446,812,0.355,633,0.662,305,1200,456,157,101,413,596
James Madison,1305,1874,0.396,795,0.291,684,0.705,332,1136,386,181,75,344,623
Kansas State,1345,1789,0.434,649,0.31,723,0.689,344,1089,448,226,134,471,705
Kansas,1540,2200,0.397,726,0.321,816,0.724,392,1234,413,248,125,490,779
Kennesaw State,1245,1833,0.468,643,0.336,684,0.686,378,1169,415,209,102,398,589
Kent State,1290,1826,0.444,641,0.359,631,0.74,308,1074,436,172,91,375,659
Kentucky,1455,2082,0.397,616,0.326,848,0.703,433,1209,334,155,111,437,710
La Salle,1240,1749,0.459,626,0.374,608,0.725,353,1173,466,180,121,403,506
Lafayette,1235,1838,0.464,669,0.357,645,0.724,350,1192,450,188,109,358,561
Lamar,1200,1736,0.445,601,0.339,799,0.701,345,1125,468,201,101,441,642
Lehigh,1280,1825,0.436,705,0.36,513,0.713,321,1056,475,191,115,399,553
Liberty,1280,1637,0.456,603,0.357,693,0.691,282,1042,399,219,67,388,528
Lipscomb,1340,2057,0.448,825,0.37,735,0.735,374,1273,527,222,125,441,653
Long Beach State,1415,2016,0.441,744,0.347,779,0.68,385,1338,489,188,128,497,716
Long Island University,1255,1857,0.451,587,0.37,706,0.701,355,1167,461,181,105,451,685
Longwood,1330,1913,0.446,821,0.373,674,0.728,322,1124,487,238,93,407,623
Louisiana,1370,2016,0.435,604,0.363,722,0.699,323,1133,372,191,126,408,757
Louisiana-Monroe,1390,2005,0.412,764,0.33,637,0.713,385,1178,391,186,100,403,583
Louisiana State,1330,2021,0.453,749,0.35,675,0.668,367,1233,450,197,109,452,689
Louisiana Tech,1345,2017,0.428,670,0.313,673,0.682,362,1249,440,190,103,476,684
Louisville,1240,1616,0.39,570,0.321,654,0.688,317,981,325,169,90,442,555
Loyola (IL),1295,1676,0.433,568,0.349,597,0.724,317,1126,403,188,122,473,587
Loyola Marymount,1265,1686,0.46,667,0.375,717,0.724,324,1156,499,169,108,437,572
Loyola (MD),1230,1707,0.459,559,0.372,698,0.693,318,1048,420,181,130,352,566
Maine,1215,1880,0.497,593,0.369,714,0.727,342,1212,535,252,142,494,590
Manhattan,1255,1643,0.468,523,0.337,769,0.72,324,1113,464,202,104,490,628
Marist,1220,1776,0.469,623,0.382,650,0.702,336,1150,448,192,88,355,581
Marquette,1340,2073,0.427,718,0.343,580,0.741,385,1181,534,231,108,460,674
Marshall,1330,2160,0.467,644,0.374,776,0.698,397,1339,454,217,85,437,606
Maryland-Baltimore County,1290,1821,0.496,668,0.38,707,0.731,300,1141,487,206,98,441,646
Maryland-Eastern Shore,1295,1713,0.461,661,0.352,837,0.7,306,1042,436,213,109,420,571
Maryland,1445,2145,0.407,750,0.32,579,0.712,398,1193,409,220,97,407,667
Massachusetts-Lowell,1170,1776,0.479,625,0.368,664,0.709,338,1084,408,240,85,417,553
Massachusetts,1300,1928,0.427,687,0.313,776,0.729,365,1242,469,184,110,398,607
McNeese State,1185,1785,0.461,551,0.374,662,0.681,357,1163,452,183,94,336,521
Memphis,1370,2062,0.4,666,0.305,791,0.679,396,1304,431,229,163,477,720
Mercer,1390,1954,0.402,872,0.352,640,0.719,336,1077,455,224,139,371,630
Miami (FL),1405,2008,0.431,611,0.344,584,0.717,357,1129,398,185,87,404,666
Miami (OH),1320,1724,0.434,730,0.358,656,0.75,330,1159,422,175,101,457,633
Michigan State,1410,2025,0.382,658,0.31,690,0.714,329,1055,377,187,115,333,606
Michigan,1445,1995,0.448,725,0.346,534,0.725,308,1190,471,146,113,432,580
Middle Tennessee,1405,1902,0.433,664,0.349,794,0.668,312,1213,419,206,101,469,652
Milwaukee,1345,1966,0.449,628,0.381,558,0.695,292,1117,429,169,99,360,670
Minnesota,1255,1789,0.451,615,0.382,611,0.728,312,1169,471,172,119,382,607
Mississippi State,1245,1837,0.431,623,0.343,666,0.691,377,1145,387,196,110,401,522
Mississippi Valley State,1425,2152,0.452,825,0.303,757,0.671,458,1480,506,229,148,490,622
Mississippi,1290,1821,0.428,702,0.355,740,0.674,363,1164,459,211,136,453,676
Missouri-Kansas City,1245,1703,0.431,649,0.344,747,0.735,332,1066,426,178,116,378,616
Missouri State,1290,1841,0.444,656,0.366,637,0.699,311,1158,469,209,83,393,625
Missouri,1240,1791,0.424,702,0.336,730,0.696,345,1152,428,180,133,349,594
Monmouth,1450,2206,0.395,923,0.314,821,0.697,448,1415,436,212,146,539,721
Montana State,1245,1732,0.473,629,0.367,791,0.683,289,1087,405,178,119,364,607
Montana,1330,1732,0.429,633,0.322,748,0.715,266,1043,341,207,103,420,659
Morehead State,1495,1851,0.438,652,0.359,969,0.721,333,1197,404,194,155,548,760
Morgan State,1250,1756,0.456,562,0.315,658,0.678,363,1205,430,175,135,452,604
Mount St. Mary's,1335,1766,0.454,510,0.337,713,0.712,358,1299,362,198,101,569,590
Murray State,1245,1580,0.455,528,0.362,647,0.717,255,969,366,172,70,409,591
Navy,1340,1713,0.413,711,0.354,666,0.704,302,1031,412,195,97,438,661
Omaha,1295,1973,0.461,701,0.357,729,0.756,352,1178,454,195,123,486,697
Nebraska,1370,1822,0.439,619,0.367,723,0.719,321,1130,428,179,127,446,619
Nevada-Las Vegas,1350,2004,0.415,647,0.329,792,0.697,383,1282,390,212,114,500,717
Nevada,1550,2335,0.4,817,0.323,905,0.67,450,1460,519,225,117,488,790
New Hampshire,1330,1900,0.427,702,0.342,620,0.702,257,1121,334,175,116,344,639
New Mexico State,1380,1989,0.392,636,0.336,553,0.671,326,1065,365,180,68,376,686
New Mexico,1285,1919,0.421,761,0.325,711,0.685,345,1054,452,249,130,393,679
New Orleans,1205,1725,0.455,633,0.359,736,0.717,346,1113,444,243,140,493,673
Niagara,1300,1854,0.425,673,0.357,658,0.742,356,1144,460,195,134,369,572
Nicholls State,1375,2031,0.448,642,0.346,796,0.701,421,1345,479,277,125,471,714
NJIT,1410,2059,0.438,869,0.348,724,0.664,388,1276,525,215,141,477,659
Norfolk State,1370,1948,0.423,724,0.374,797,0.721,411,1210,480,141,120,446,672
North Carolina-Asheville,1370,1954,0.427,705,0.291,627,0.699,359,1204,375,230,84,528,669
North Carolina A&T,1305,1791,0.444,749,0.339,867,0.677,356,1188,473,189,101,400,621
North Carolina Central,1285,1787,0.431,660,0.342,673,0.697,356,1117,420,175,123,423,606
North Carolina-Greensboro,1370,1909,0.438,760,0.37,720,0.749,314,1195,464,171,101,413,613
North Carolina State,1330,2016,0.438,735,0.374,598,0.694,371,1173,469,205,136,338,680
North Carolina-Wilmington,1335,1802,0.421,522,0.335,976,0.705,374,1210,344,163,108,493,663
North Carolina,1600,2384,0.417,850,0.362,725,0.697,441,1282,434,225,122,510,732
North Dakota State,1325,1830,0.422,573,0.323,568,0.704,295,1114,375,177,93,378,589
North Dakota,1340,1913,0.438,737,0.342,702,0.624,311,1196,447,208,94,481,679
North Florida,1360,2261,0.464,609,0.337,598,0.671,443,1312,500,212,83,368,615
North Texas,1285,1878,0.46,645,0.36,784,0.695,347,1179,428,226,118,400,689
Northeastern,1365,1935,0.456,655,0.337,540,0.652,335,1161,485,188,109,395,634
Northern Arizona,1225,1812,0.477,692,0.387,609,0.726,304,1186,457,186,102,377,549
Northern Colorado,1240,1714,0.473,682,0.387,803,0.742,313,1074,449,178,97,381,632
Northern Illinois,1370,1881,0.404,778,0.341,747,0.672,338,1186,435,197,118,487,715
Northern Iowa,1455,2011,0.423,795,0.321,483,0.72,326,1238,434,172,95,420,667
Northern Kentucky,1210,1721,0.438,559,0.361,711,0.736,311,1071,397,201,112,347,529
Northwestern State,1120,1798,0.484,581,0.349,662,0.71,393,1103,475,236,91,388,565
Northwestern,1305,1784,0.401,658,0.345,625,0.723,325,1105,448,157,97,345,544
Notre Dame,1445,2154,0.432,742,0.369,559,0.728,410,1210,493,194,110,346,615
Oakland,1405,2259,0.435,793,0.349,725,0.697,401,1286,536,185,113,431,729
Ohio State,1420,2076,0.404,770,0.334,632,0.706,391,1263,427,175,78,412,665
Ohio,1410,2117,0.434,720,0.363,704,0.736,326,1197,412,209,89,356,690
Oklahoma State,1295,1769,0.41,631,0.342,723,0.667,383,1151,359,205,94,368,617
Oklahoma,1495,2314,0.412,825,0.337,656,0.678,434,1341,411,268,118,468,694
Old Dominion,1530,2007,0.397,733,0.315,718,0.716,356,1229,399,161,121,413,684
Oral Roberts,1245,1909,0.451,619,0.367,595,0.731,324,1092,386,184,82,352,594
Oregon State,1280,1788,0.428,695,0.325,699,0.695,364,1180,445,160,121,430,599
Oregon,1525,2199,0.423,754,0.361,690,0.696,408,1257,486,174,114,533,779
Pacific,1140,1528,0.425,561,0.358,727,0.699,279,969,354,169,93,337,563
Penn State,1290,1744,0.424,615,0.366,741,0.709,324,1152,382,183,104,375,586
Pennsylvania,1130,1653,0.443,520,0.348,550,0.669,308,1030,347,175,102,323,512
Pepperdine,1300,1914,0.436,660,0.317,609,0.673,346,1150,420,174,91,355,648
Pittsburgh,1330,1844,0.433,631,0.352,608,0.661,310,1022,437,186,110,379,597
Portland State,1240,1878,0.466,617,0.378,607,0.702,336,1130,448,211,74,439,601
Portland,1285,1928,0.452,693,0.381,784,0.696,394,1230,449,181,118,431,625
Prairie View,1240,1637,0.457,536,0.306,776,0.698,366,1167,415,221,140,498,591
Presbyterian,1245,1751,0.446,726,0.335,665,0.683,325,1116,414,217,129,422,566
Princeton,1175,1691,0.436,486,0.348,519,0.667,272,985,335,164,115,372,532
Providence,1415,2067,0.44,685,0.323,578,0.72,370,1293,460,207,116,508,699
Purdue,1415,2106,0.391,697,0.314,591,0.701,315,1074,416,217,101,325,712
Quinnipiac,1215,1755,0.415,562,0.31,704,0.709,333,1127,392,234,120,369,557
Radford,1270,1819,0.45,550,0.331,610,0.705,334,1077,367,230,98,366,527
Rhode Island,1295,1672,0.426,495,0.333,662,0.727,280,1038,306,187,111,397,594
Rice,1285,1901,0.481,670,0.413,669,0.701,346,1144,491,227,96,426,662
Richmond,1295,1858,0.45,602,0.36,670,0.704,357,1188,425,151,87,402,611
Rider,1340,1862,0.412,721,0.34,603,0.736,350,1173,418,223,90,400,610
Robert Morris,1285,1843,0.434,662,0.335,607,0.733,392,1253,500,200,117,489,553
Rutgers,1295,2074,0.453,711,0.373,625,0.682,441,1334,512,230,131,374,573
Sacramento State,1245,1839,0.429,684,0.316,663,0.668,366,1182,443,195,99,375,577
Sacred Heart,1210,1805,0.449,618,0.359,711,0.692,359,1114,436,195,121,394,616
Saint Francis (PA),1210,1776,0.448,642,0.318,534,0.721,329,1062,406,173,119,345,602
Saint Joseph's,1445,2218,0.417,920,0.311,555,0.699,351,1277,454,161,103,410,706
Saint Louis,1290,1800,0.433,731,0.328,708,0.713,316,1196,447,191,138,414,641
Saint Mary's (CA),1400,1964,0.409,621,0.329,476,0.672,332,1048,378,155,87,337,605
Saint Peter's,1210,1682,0.412,649,0.341,533,0.713,278,1012,347,192,107,356,584
Sam Houston State,1370,1806,0.441,716,0.356,810,0.716,259,1154,511,184,104,455,719
Samford,1345,1848,0.444,682,0.362,795,0.698,369,1157,458,225,149,483,680
San Diego State,1530,2142,0.373,760,0.3,657,0.726,390,1266,393,228,135,460,758
San Diego,1200,1605,0.445,490,0.361,664,0.706,281,1081,377,179,102,355,570
San Francisco,1220,1843,0.44,725,0.386,644,0.714,336,1096,426,151,139,343,631
San Jose State,1245,1767,0.431,600,0.352,811,0.687,317,1133,402,194,88,387,642
Santa Clara,1265,1774,0.44,703,0.346,645,0.724,324,1144,441,152,100,350,582
Savannah State,1285,1689,0.436,584,0.348,678,0.726,310,1151,374,221,116,497,651
Seattle,1285,1807,0.408,772,0.335,605,0.669,352,1092,447,268,116,416,607
Seton Hall,1365,2027,0.402,669,0.317,685,0.679,408,1231,414,245,137,469,719
Siena,1385,2041,0.417,704,0.321,784,0.719,385,1097,390,254,123,423,700
South Alabama,1345,1975,0.422,724,0.319,747,0.705,401,1262,454,191,112,432,651
South Carolina State,1360,1922,0.443,715,0.347,742,0.721,362,1190,431,151,95,413,651
South Carolina Upstate,1290,1935,0.459,739,0.365,643,0.695,382,1173,528,220,92,369,526
South Carolina,1370,1962,0.397,807,0.356,751,0.682,381,1167,434,215,156,505,768
South Dakota State,1360,1888,0.418,622,0.333,736,0.721,311,1102,376,192,121,411,708
South Dakota,1305,1875,0.454,718,0.389,752,0.737,334,1179,477,167,140,447,587
South Florida,1320,1978,0.413,736,0.319,704,0.686,413,1193,495,255,106,314,560
Southeast Missouri State,1165,1734,0.475,665,0.35,528,0.703,294,1105,516,190,113,395,528
Southeastern Louisiana,1325,1893,0.447,717,0.374,805,0.655,389,1192,504,214,124,457,648
Southern California,1380,2214,0.417,764,0.325,627,0.703,430,1279,469,196,135,414,661
SIU Edwardsville,1130,1554,0.456,471,0.372,675,0.707,273,981,380,160,98,336,551
Southern Illinois,1290,1687,0.453,594,0.318,758,0.675,268,1038,377,190,88,478,680
Southern Methodist,1200,1690,0.4,676,0.331,513,0.637,313,878,378,220,118,363,536
Southern Mississippi,1180,1575,0.436,699,0.356,605,0.698,281,1026,395,189,87,342,525
Southern Utah,1210,1700,0.494,559,0.413,728,0.714,299,1091,402,180,114,371,590
Southern,1400,2001,0.416,734,0.319,764,0.665,413,1311,411,183,105,482,671
St. Bonaventure,1250,1808,0.436,681,0.32,676,0.695,380,1134,440,166,94,409,611
St. Francis (NY),1290,1809,0.423,463,0.328,630,0.713,349,1155,368,204,92,404,592
St. John's (NY),1280,1854,0.45,643,0.37,795,0.709,355,1265,459,273,109,464,664
Stanford,1210,1647,0.442,627,0.364,646,0.661,318,1053,420,161,93,402,645
Stephen F. Austin,1360,1745,0.438,544,0.32,680,0.663,335,1099,398,181,96,631,687
Stetson,1390,2221,0.474,725,0.346,670,0.675,407,1362,524,209,155,415,634
Stony Brook,1325,1887,0.408,649,0.327,506,0.717,301,1058,365,186,96,418,606
Syracuse,1495,2127,0.412,845,0.307,595,0.666,471,1357,570,232,111,491,647
Temple,1345,1952,0.414,628,0.312,561,0.742,358,1262,408,144,120,355,520
Tennessee-Martin,1420,2050,0.431,907,0.34,593,0.708,358,1213,495,189,96,419,647
Tennessee State,1260,1691,0.413,705,0.359,709,0.684,319,1068,397,177,81,481,624
Tennessee Tech,1245,1890,0.442,652,0.362,633,0.682,368,1118,452,192,93,357,654
Tennessee,1360,2081,0.426,726,0.342,776,0.691,456,1361,471,204,120,420,690
Texas A&M-Corpus Christi,1320,1805,0.417,662,0.349,797,0.716,381,1186,408,207,71,525,667
Texas A&M,1500,2117,0.407,848,0.334,685,0.658,396,1296,492,198,131,534,724
Texas-Arlington,1415,1989,0.396,824,0.336,851,0.663,351,1237,430,240,164,528,693
Texas Christian,1320,1805,0.447,647,0.348,747,0.699,349,1204,486,246,151,482,738
Texas-El Paso,1335,2013,0.424,796,0.337,734,0.677,403,1294,482,175,100,470,695
Texas-Rio Grande Valley,1200,1897,0.454,602,0.344,586,0.684,400,1235,479,191,82,305,507
Texas-San Antonio,1290,1826,0.506,687,0.408,834,0.676,280,1180,541,200,159,410,664
Texas Southern,1320,1993,0.438,643,0.334,490,0.751,332,1079,446,205,134,355,703
Texas State,1250,1627,0.425,560,0.346,596,0.7,312,1063,340,177,92,436,606
Texas Tech,1295,1828,0.428,691,0.356,601,0.705,360,1080,362,207,104,401,668
Texas,1330,1844,0.42,606,0.345,707,0.699,362,1183,365,147,107,408,669
Toledo,1280,1874,0.435,691,0.386,538,0.723,275,1064,408,203,100,390,638
Towson,1330,1784,0.418,608,0.344,709,0.742,306,1053,361,171,111,414,687
