school,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf
Mercer,1280,1840,0.432,742,0.321,638,0.661,298,1033,407,224,83,409,508
Merrimack,1255,1553,0.422,484,0.302,575,0.71,334,1140,380,157,109,539,464
Miami (FL),1230,1898,0.443,653,0.34,426,0.702,360,1163,460,186,133,373,495
Miami (OH),1240,1761,0.436,685,0.35,621,0.676,310,1152,348,169,98,388,526
Michigan State,1240,1873,0.379,707,0.287,549,0.703,321,1027,395,186,105,341,529
Michigan,1255,1888,0.423,535,0.323,498,0.693,291,1094,315,143,83,349,494
Middle Tennessee,1250,1744,0.468,593,0.378,672,0.705,281,1129,426,205,88,444,514
Milwaukee,1265,1726,0.438,612,0.346,735,0.718,313,1157,384,177,98,466,573
Minnesota,1210,1795,0.408,559,0.308,510,0.706,326,1089,387,160,103,324,499
Mississippi State,1240,1770,0.424,641,0.312,559,0.733,311,944,379,220,91,356,575
Mississippi Valley State,1205,2028,0.481,701,0.341,732,0.684,412,1434,579,213,92,419,449
Mississippi,1250,1695,0.422,589,0.289,691,0.741,300,1083,392,187,120,423,578
Missouri-Kansas City,1225,1516,0.428,511,0.297,695,0.757,265,1006,323,174,127,455,486
Missouri State,1325,1822,0.431,705,0.338,604,0.712,254,1021,368,204,98,413,550
Missouri,1250,1587,0.408,601,0.288,759,0.726,289,1026,318,184,107,437,584
Monmouth,1245,1702,0.425,689,0.344,710,0.708,307,1187,371,187,104,504,606
Montana State,1240,1787,0.413,731,0.316,529,0.698,280,1036,376,201,106,350,570
Montana,1255,1641,0.434,517,0.338,727,0.717,250,1049,322,184,86,444,517
Morehead State,1295,1914,0.427,716,0.323,530,0.704,329,1166,387,191,156,402,534
Morgan State,1255,1716,0.407,666,0.308,849,0.702,332,1082,357,212,111,432,604
Mount St. Mary's,1295,1776,0.432,653,0.355,520,0.704,299,1119,396,176,111,366,578
Murray State,1290,1833,0.4,666,0.311,574,0.688,283,1014,335,193,115,414,602
Navy,1220,1591,0.435,652,0.339,470,0.679,244,949,390,177,125,346,505
Omaha,1300,1965,0.449,783,0.356,565,0.736,310,1155,473,179,104,372,517
Nebraska,1265,2060,0.448,806,0.331,446,0.67,404,1395,475,177,155,433,517
Nevada-Las Vegas,1315,1755,0.421,752,0.335,713,0.721,271,1041,440,200,108,385,588
Nevada,1245,1866,0.404,826,0.298,682,0.717,297,1104,384,148,80,338,513
New Hampshire,1215,1694,0.4,646,0.31,634,0.688,231,1053,275,186,87,360,518
New Mexico State,1245,1554,0.423,585,0.323,475,0.731,201,844,311,188,61,428,568
New Mexico,1320,2041,0.45,869,0.346,501,0.691,364,1184,537,232,85,486,635
New Orleans,1200,1697,0.485,579,0.347,648,0.731,309,1020,460,196,125,481,583
Niagara,1250,1806,0.456,737,0.361,490,0.71,378,1233,509,146,108,433,478
Nicholls State,1250,1715,0.433,576,0.307,670,0.722,336,1125,405,199,83,575,510
NJIT,1200,1642,0.44,580,0.34,537,0.724,260,1078,374,157,108,370,491
Norfolk State,1245,1676,0.4,684,0.301,674,0.691,306,1095,402,174,97,497,550
North Alabama,1205,1657,0.438,559,0.336,650,0.698,277,1033,317,168,112,420,566
North Carolina-Asheville,1245,1670,0.505,522,0.372,662,0.662,278,1113,428,148,86,515,566
North Carolina A&T,1250,1856,0.415,716,0.286,767,0.63,370,1244,398,213,99,510,626
North Carolina Central,1220,1675,0.417,652,0.304,538,0.695,332,1042,364,184,89,518,496
North Carolina-Greensboro,1295,1649,0.424,655,0.345,589,0.672,275,1088,345,185,79,575,528
North Carolina State,1245,1797,0.429,592,0.319,643,0.687,350,1149,338,206,105,441,522
North Carolina-Wilmington,1290,1872,0.443,723,0.324,587,0.681,320,1172,407,207,82,417,527
North Carolina,1260,1877,0.425,767,0.339,544,0.757,275,1063,429,212,130,363,582
North Dakota State,1245,1765,0.439,556,0.333,453,0.72,190,987,298,149,86,325,518
North Dakota,1250,1876,0.456,588,0.369,537,0.732,264,1017,375,205,87,348,572
North Florida,1320,2024,0.461,494,0.318,559,0.699,371,1195,489,188,94,377,508
North Texas,1245,1587,0.423,578,0.348,606,0.691,279,908,316,220,94,425,518
Northeastern,1245,1635,0.457,610,0.326,512,0.719,227,925,324,162,74,408,483
Northern Arizona,1165,1614,0.457,599,0.352,450,0.733,237,955,383,157,74,378,490
Northern Colorado,1250,1736,0.442,404,0.28,429,0.695,233,998,252,143,89,348,470
Northern Illinois,1245,1719,0.402,750,0.305,535,0.723,268,1064,357,152,99,358,511
Northern Iowa,1255,1778,0.418,669,0.333,434,0.684,249,943,327,209,74,321,471
Northern Kentucky,1210,1728,0.415,597,0.296,522,0.665,339,1110,378,165,63,436,547
Northwestern State,1165,1840,0.409,649,0.341,678,0.712,380,1099,406,243,76,393,532
Northwestern,1210,1767,0.42,753,0.335,512,0.703,320,1142,467,163,101,326,460
Notre Dame,1250,1952,0.416,708,0.338,382,0.717,340,1185,415,177,98,359,474
Oakland,1340,1984,0.422,861,0.329,509,0.672,369,1195,482,218,94,404,649
Ohio State,1240,1733,0.397,684,0.327,508,0.691,284,978,338,154,95,379,578
Ohio,1240,1736,0.422,702,0.336,547,0.777,263,1048,345,190,76,400,553
Oklahoma State,1240,1740,0.399,780,0.297,588,0.721,321,1080,404,192,104,435,545
Oklahoma,1240,1946,0.399,780,0.336,384,0.711,333,1182,368,192,78,361,536
Old Dominion,1250,1683,0.405,762,0.333,580,0.719,235,1058,370,154,119,392,501
Oral Roberts,1210,1789,0.442,695,0.334,529,0.715,284,1054,393,137,102,410,513
Oregon State,1200,1676,0.429,607,0.341,520,0.737,291,1002,395,169,95,366,564
Oregon,1275,1780,0.407,723,0.326,525,0.733,342,1032,385,127,110,418,480
Pacific,1355,1710,0.416,617,0.339,704,0.706,209,924,294,175,83,405,610
Penn State,1240,1846,0.411,604,0.326,587,0.683,323,1164,374,169,100,411,558
Pennsylvania,1085,1704,0.42,523,0.335,418,0.715,283,1021,286,195,80,324,409
Pepperdine,1305,1891,0.458,690,0.381,656,0.715,307,1151,499,211,85,442,630
Pittsburgh,1245,1718,0.428,690,0.341,447,0.714,361,1122,434,166,133,481,568
Portland State,1280,1910,0.47,583,0.336,587,0.719,365,1139,498,183,112,489,558
Portland,1290,1921,0.434,781,0.338,570,0.661,344,1211,498,230,83,427,595
Prairie View,1250,1623,0.428,624,0.3,798,0.69,281,1033,367,185,99,542,636
Presbyterian,1290,1780,0.451,797,0.363,639,0.706,294,1065,437,228,106,373,531
Princeton,1085,1515,0.464,462,0.344,400,0.753,202,837,296,168,92,318,441
Providence,1245,1691,0.417,624,0.311,632,0.707,304,1101,362,216,105,464,584
Purdue,1270,1661,0.407,698,0.305,530,0.711,280,1015,401,161,116,419,510
Quinnipiac,1200,1868,0.425,669,0.353,440,0.682,289,1040,435,202,96,291,480
Radford,1285,1749,0.42,789,0.326,579,0.674,290,1030,396,134,92,354,571
Rhode Island,1210,1799,0.418,677,0.297,512,0.705,321,1141,397,165,100,452,571
Rice,1240,1869,0.452,740,0.326,524,0.685,296,1119,424,192,86,392,550
Richmond,1250,1784,0.415,732,0.305,539,0.681,300,1100,351,174,95,430,485
Rider,1200,1749,0.42,767,0.325,530,0.681,259,1003,387,201,108,412,594
Robert Morris,1320,1783,0.446,654,0.326,564,0.723,313,1129,403,207,114,491,520
Rutgers,1250,1778,0.383,733,0.311,494,0.713,300,1062,374,167,114,402,531
Sacramento State,1160,1464,0.418,432,0.326,491,0.758,236,897,303,158,82,411,484
Sacred Heart,1320,2077,0.415,705,0.333,482,0.689,361,1128,476,220,118,369,629
Saint Francis (PA),1245,1821,0.441,716,0.335,522,0.718,308,1026,407,175,107,429,570
Saint Joseph's,1245,1916,0.465,643,0.375,605,0.732,310,1204,446,212,124,317,518
Saint Louis,1255,1710,0.401,675,0.323,619,0.698,276,1023,335,210,110,426,585
Saint Mary's (CA),1320,1777,0.452,570,0.337,478,0.72,235,961,315,127,102,380,525
Saint Peter's,1165,1537,0.404,554,0.327,626,0.712,277,929,339,222,141,437,524
Sam Houston State,1265,1747,0.42,736,0.318,735,0.739,305,1084,395,218,99,572,575
Samford,1330,2179,0.459,989,0.363,519,0.678,411,1288,617,254,114,467,618
San Diego State,1280,1705,0.387,717,0.297,508,0.728,284,1015,352,175,61,452,559
San Diego,1295,1892,0.449,608,0.317,597,0.714,295,1129,403,220,108,416,575
San Francisco,1335,1851,0.444,547,0.377,568,0.722,259,1085,353,201,95,434,558
San Jose State,1245,1927,0.475,670,0.358,651,0.693,331,1260,580,227,76,409,580
Santa Clara,1325,1925,0.424,636,0.333,724,0.717,312,1181,408,214,95,460,605
Seattle,1185,1682,0.424,597,0.317,673,0.736,276,1074,354,153,89,396,598
Seton Hall,1200,1786,0.401,616,0.32,579,0.701,351,1099,348,192,92,414,538
Siena,1175,1682,0.431,588,0.321,458,0.749,257,919,329,168,106,341,525
South Alabama,1245,1764,0.423,814,0.343,459,0.695,328,1046,422,165,115,431,544
South Carolina State,1145,1636,0.466,584,0.342,577,0.669,267,931,338,152,88,341,531
South Carolina Upstate,1320,1823,0.464,719,0.357,713,0.719,315,1207,407,193,101,451,564
South Carolina,1245,1669,0.393,665,0.296,886,0.73,315,1098,356,191,112,482,638
South Dakota State,1295,1997,0.421,755,0.306,508,0.679,339,1082,369,211,102,357,590
South Dakota,1280,1884,0.453,658,0.357,587,0.738,237,1026,362,167,79,364,654
South Florida,1250,1548,0.443,620,0.334,534,0.684,235,969,350,205,99,475,552
Southeast Missouri State,1245,1757,0.472,650,0.365,590,0.695,287,1121,468,171,102,389,563
Southeastern Louisiana,1255,1772,0.477,631,0.328,712,0.747,339,1174,477,228,99,541,578
Southern California,1255,1881,0.384,741,0.313,527,0.698,333,1088,369,245,91,398,575
SIU Edwardsville,1240,1738,0.437,716,0.33,694,0.731,316,1106,468,192,99,416,520
Southern Illinois,1285,1751,0.429,610,0.315,429,0.692,322,1128,401,205,107,435,518
Southern Methodist,1225,1723,0.418,741,0.344,486,0.739,309,973,429,212,90,377,514
Southern Mississippi,1250,1780,0.429,842,0.335,585,0.742,294,1051,409,230,77,386,462
Southern Utah,1260,1778,0.397,618,0.303,639,0.714,251,989,356,179,124,392,571
Southern,1250,1595,0.435,516,0.32,789,0.686,248,963,301,182,107,445,571
St. Bonaventure,1250,1716,0.417,779,0.329,563,0.684,284,1032,436,169,93,373,488
St. Francis (NY),1245,1790,0.435,592,0.351,644,0.705,314,1160,365,175,95,430,518
St. John's (NY),1240,1837,0.414,770,0.319,677,0.682,371,1271,435,161,132,516,536
Stanford,1250,1719,0.398,647,0.297,541,0.693,313,1056,315,199,124,483,544
Stephen F. Austin,1245,1594,0.423,613,0.343,713,0.725,273,930,356,237,109,669,675
Stetson,1325,1808,0.415,865,0.338,545,0.688,318,1034,457,188,102,385,561
Stony Brook,1290,1905,0.391,800,0.329,517,0.691,328,1145,424,202,89,419,547
Syracuse,1250,1808,0.408,879,0.325,551,0.728,371,1144,542,187,88,428,549
Temple,1255,1848,0.399,775,0.31,545,0.716,315,1182,421,200,131,410,525
Tennessee-Martin,1165,1785,0.494,742,0.385,483,0.687,335,1024,535,188,88,360,502
Tennessee State,1330,1928,0.411,730,0.311,737,0.722,341,1078,356,228,89,410,554
Tennessee Tech,1250,1784,0.464,663,0.36,491,0.709,292,1100,492,216,99,424,415
Tennessee,1240,1704,0.402,590,0.331,602,0.706,327,1036,306,236,93,404,604
Texas A&M-Corpus Christi,1240,1688,0.428,596,0.314,667,0.73,300,973,379,260,100,411,551
Texas A&M,1205,1659,0.409,834,0.327,432,0.75,325,1031,434,200,117,444,575
Texas-Arlington,1295,1875,0.412,662,0.296,651,0.687,345,1228,416,156,98,391,542
Texas Christian,1255,1694,0.435,573,0.356,527,0.66,312,1043,463,196,128,437,478
Texas-El Paso,1245,1725,0.414,641,0.306,573,0.709,286,1086,333,180,75,433,551
Texas-Rio Grande Valley,1215,1582,0.46,558,0.376,667,0.715,271,1055,432,163,66,521,564
Texas-San Antonio,1260,1892,0.438,748,0.338,687,0.702,308,1209,399,177,109,430,564
Texas Southern,1255,1906,0.437,675,0.345,652,0.721,340,1145,443,237,127,462,657
Texas State,1255,1668,0.404,623,0.321,617,0.716,320,1068,344,157,101,451,569
Texas Tech,1260,1680,0.407,599,0.309,595,0.694,312,1035,301,195,100,497,589
Texas,1240,1676,0.424,472,0.322,591,0.66,332,1098,310,199,95,427,441
Toledo,1245,1889,0.418,706,0.346,497,0.702,325,1106,355,204,95,364,582
