school,srs,sos,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga,year,rec,arec
Appalachian State,-9.81,-3.18,63.48275862068966,70.10344827586206,40.0,55.241379310344826,0.39799999999999996,20.275862068965516,0.316,18.517241379310345,0.7090000000000001,11.344827586206897,34.827586206896555,10.96551724137931,4.206896551724138,2.103448275862069,13.689655172413794,19.0,40.0,55.310344827586206,0.45799999999999996,16.275862068965516,0.322,20.75862068965517,0.6829999999999999,10.0,34.96551724137931,12.551724137931034,6.206896551724138,3.206896551724138,11.448275862068966,19.17241379310345,66.5,95.4,0.335,0.36700000000000005,0.496,49.9,49.9,6.3,5.4,0.456,17.6,31.2,0.23800000000000002,66.5,105.4,0.375,0.294,0.5379999999999999,50.1,49.5,9.3,9.2,0.506,14.9,29.9,0.256,2015,0.41379310344827586,0.29411764705882354
Arizona State,9.52,6.66,69.41176470588235,66.55882352941177,40.73529411764706,53.470588235294116,0.445,19.41176470588235,0.35,22.529411764705884,0.667,10.735294117647058,34.8235294117647,12.676470588235293,5.852941176470588,2.323529411764706,13.941176470588236,18.764705882352942,40.73529411764706,53.55882352941177,0.451,15.264705882352942,0.36200000000000004,18.264705882352942,0.6970000000000001,8.058823529411764,31.029411764705884,12.411764705882353,6.117647058823529,4.235294117647059,12.852941176470589,20.61764705882353,66.0,103.3,0.42100000000000004,0.363,0.541,52.9,53.3,8.7,6.1,0.509,17.8,31.8,0.281,66.0,99.0,0.341,0.285,0.535,47.1,51.4,9.1,12.4,0.502,17.1,25.1,0.23800000000000002,2015,0.5294117647058824,0.23076923076923078
Arizona,24.33,7.41,76.60526315789474,59.68421052631579,40.13157894736842,54.421052631578945,0.488,14.105263157894736,0.36,25.63157894736842,0.7190000000000001,10.81578947368421,36.81578947368421,13.894736842105264,7.2368421052631575,3.4473684210526314,11.026315789473685,17.92105263157895,40.13157894736842,51.3421052631579,0.39799999999999996,16.18421052631579,0.335,19.157894736842106,0.698,7.5,28.026315789473685,9.736842105263158,4.7368421052631575,2.5526315789473686,13.763157894736842,20.81578947368421,66.5,114.7,0.47100000000000003,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.33799999999999997,66.5,89.4,0.373,0.315,0.494,43.2,47.6,7.1,6.3,0.451,18.5,22.4,0.26,2015,0.9117647058823529,0.7142857142857143
Little Rock,-5.38,-3.81,69.2258064516129,70.3225806451613,41.12903225806452,57.38709677419355,0.41700000000000004,20.516129032258064,0.344,20.387096774193548,0.7040000000000001,10.612903225806452,34.29032258064516,12.258064516129032,5.612903225806452,2.774193548387097,10.516129032258064,18.967741935483872,41.12903225806452,54.45161290322581,0.444,19.419354838709676,0.37,21.870967741935484,0.677,10.67741935483871,36.87096774193548,12.580645161290322,4.67741935483871,2.774193548387097,13.516129032258064,18.64516129032258,65.5,102.8,0.355,0.358,0.516,48.2,51.3,8.3,7.9,0.478,13.6,28.8,0.25,65.5,104.5,0.402,0.35700000000000004,0.542,51.8,52.1,6.9,7.5,0.51,17.2,31.1,0.272,2015,0.41935483870967744,0.25
Arkansas-Pine Bluff,-15.65,-8.61,59.84375,66.875,40.15625,51.21875,0.401,19.15625,0.33299999999999996,18.25,0.68,10.1875,28.96875,10.09375,8.84375,3.375,15.28125,19.46875,40.15625,49.46875,0.445,17.78125,0.369,24.15625,0.6729999999999999,12.25,35.46875,13.0,7.5,2.71875,16.1875,17.0625,64.7,92.2,0.35600000000000004,0.374,0.5,45.0,49.2,13.6,10.7,0.46299999999999997,20.3,30.5,0.242,64.7,103.0,0.488,0.359,0.5489999999999999,55.0,59.0,11.5,8.5,0.512,21.0,39.5,0.32799999999999996,2015,0.375,0.2777777777777778
Arkansas State,-10.1,-3.81,64.44827586206897,69.58620689655173,40.3448275862069,56.241379310344826,0.40700000000000003,17.724137931034484,0.32899999999999996,18.275862068965516,0.7020000000000001,10.96551724137931,35.793103448275865,11.068965517241379,5.310344827586207,3.0689655172413794,13.448275862068966,17.103448275862068,40.3448275862069,57.96551724137931,0.426,20.20689655172414,0.33299999999999996,20.103448275862068,0.6709999999999999,11.793103448275861,37.03448275862069,11.827586206896552,6.655172413793103,2.689655172413793,11.827586206896552,16.689655172413794,66.9,95.5,0.325,0.315,0.496,49.1,48.3,7.9,8.1,0.45899999999999996,17.2,30.3,0.228,66.9,103.1,0.34700000000000003,0.349,0.515,50.9,47.9,9.9,7.0,0.484,14.9,32.2,0.233,2015,0.3793103448275862,0.4
Arkansas,14.07,6.79,77.41666666666667,70.13888888888889,40.27777777777778,61.0,0.445,18.916666666666668,0.349,22.75,0.7240000000000001,13.055555555555555,35.833333333333336,16.083333333333332,7.694444444444445,4.666666666666667,11.944444444444445,19.0,40.27777777777778,56.416666666666664,0.428,17.61111111111111,0.35200000000000004,21.916666666666668,0.715,12.027777777777779,35.583333333333336,12.444444444444445,5.722222222222222,2.888888888888889,15.75,19.333333333333332,70.1,109.6,0.373,0.31,0.539,50.2,59.2,10.9,12.0,0.5,14.3,35.7,0.27,70.1,99.3,0.38799999999999996,0.312,0.525,49.8,51.6,8.1,6.9,0.483,19.1,34.6,0.278,2015,0.7647058823529411,0.6
Army,-6.5,-4.98,72.13333333333334,72.1,40.5,58.93333333333333,0.441,23.233333333333334,0.326,18.566666666666666,0.68,10.833333333333334,34.43333333333333,14.566666666666666,6.4,3.533333333333333,13.2,20.4,40.5,56.13333333333333,0.45799999999999996,16.066666666666666,0.355,22.433333333333334,0.6659999999999999,10.666666666666666,35.46666666666667,14.1,6.866666666666666,3.566666666666667,13.466666666666667,18.7,69.0,103.2,0.315,0.39399999999999996,0.532,49.3,56.1,9.2,8.8,0.505,16.3,30.4,0.214,69.0,103.2,0.4,0.28600000000000003,0.54,50.7,54.8,9.8,10.0,0.509,16.8,31.1,0.266,2015,0.5,0.4666666666666667
Auburn,3.27,8.15,67.94285714285714,72.08571428571429,40.42857142857143,53.714285714285715,0.40399999999999997,20.771428571428572,0.34700000000000003,26.0,0.6659999999999999,10.17142857142857,31.542857142857144,10.742857142857142,6.8,2.5428571428571427,12.914285714285715,20.228571428571428,40.42857142857143,54.05714285714286,0.469,17.62857142857143,0.332,22.257142857142856,0.698,10.914285714285715,37.05714285714286,12.885714285714286,6.714285714285714,4.371428571428571,14.657142857142857,21.714285714285715,67.9,99.0,0.484,0.387,0.514,46.0,49.5,9.9,7.0,0.47100000000000003,16.4,28.0,0.322,67.9,105.1,0.41200000000000003,0.326,0.5579999999999999,54.0,50.8,9.8,13.3,0.523,18.5,33.8,0.28800000000000003,2015,0.42857142857142855,0.16666666666666666
Austin Peay,-12.45,-2.81,64.56666666666666,72.6,40.0,55.56666666666667,0.39799999999999996,17.1,0.302,22.833333333333332,0.6659999999999999,12.433333333333334,34.766666666666666,12.0,6.366666666666666,4.133333333333334,14.266666666666667,17.133333333333333,40.0,53.63333333333333,0.47100000000000003,19.6,0.386,19.966666666666665,0.726,9.033333333333333,34.3,13.9,8.0,3.1333333333333333,14.133333333333333,19.7,68.2,94.6,0.41100000000000003,0.308,0.486,50.3,54.3,9.3,12.1,0.444,17.7,33.0,0.27399999999999997,68.2,106.4,0.37200000000000005,0.365,0.575,49.7,55.0,11.7,8.1,0.542,18.3,28.8,0.27,2015,0.26666666666666666,0.06666666666666667
Ball State,-5.06,0.04,65.36666666666666,69.0,40.86666666666667,52.666666666666664,0.423,22.8,0.342,18.7,0.693,10.1,32.666666666666664,12.766666666666667,5.3,2.3666666666666667,14.133333333333333,19.2,40.86666666666667,52.13333333333333,0.46,17.133333333333333,0.35600000000000004,21.4,0.693,9.066666666666666,32.4,12.5,7.366666666666666,3.3,12.0,17.866666666666667,64.0,99.9,0.355,0.433,0.531,50.2,57.2,8.1,6.8,0.49700000000000005,18.7,30.2,0.24600000000000002,64.0,105.5,0.41,0.32899999999999996,0.5539999999999999,49.8,52.1,11.3,11.0,0.519,16.2,28.7,0.285,2015,0.23333333333333334,0.06666666666666667
Baylor,17.85,9.33,69.08823529411765,60.23529411764706,40.294117647058826,55.11764705882353,0.434,18.41176470588235,0.377,21.264705882352942,0.674,14.617647058823529,39.205882352941174,14.617647058823529,7.735294117647059,3.8823529411764706,12.764705882352942,16.61764705882353,40.294117647058826,54.0,0.402,19.205882352941178,0.3,17.147058823529413,0.645,11.058823529411764,30.941176470588236,15.058823529411764,6.588235294117647,4.0,12.058823529411764,18.029411764705884,62.8,109.2,0.386,0.33399999999999996,0.53,55.9,61.1,12.2,11.2,0.49700000000000005,16.4,42.4,0.26,62.8,95.2,0.318,0.35600000000000004,0.485,44.1,69.4,10.4,10.9,0.455,16.3,31.0,0.205,2015,0.7058823529411765,0.5454545454545454
Belmont,0.35,-2.77,74.24242424242425,70.60606060606061,40.0,54.63636363636363,0.47600000000000003,26.242424242424242,0.38,17.727272727272727,0.6920000000000001,9.303030303030303,33.121212121212125,15.272727272727273,6.333333333333333,2.0,13.666666666666666,16.636363636363637,40.0,57.24242424242424,0.452,20.96969696969697,0.344,16.333333333333332,0.7120000000000001,10.0,32.72727272727273,13.121212121212121,6.575757575757576,3.5454545454545454,12.666666666666666,18.90909090909091,67.5,109.9,0.324,0.48,0.589,50.3,58.7,9.4,5.5,0.5670000000000001,17.8,29.0,0.225,67.5,104.5,0.285,0.366,0.5429999999999999,49.7,50.7,9.7,12.5,0.515,16.3,29.6,0.203,2015,0.6875,0.5
Bethune-Cookman,-15.52,-10.45,59.34375,62.59375,40.0,48.96875,0.4,16.9375,0.301,21.0,0.7170000000000001,11.625,33.0,8.25,5.4375,2.625,14.03125,19.46875,40.0,48.75,0.425,16.53125,0.336,22.1875,0.703,10.5,31.53125,11.03125,6.40625,3.1875,12.53125,18.21875,61.3,96.7,0.429,0.34600000000000003,0.503,51.1,42.1,8.9,8.1,0.452,19.2,35.6,0.308,61.3,102.0,0.455,0.33899999999999997,0.528,48.9,53.2,10.4,10.0,0.48200000000000004,17.4,32.9,0.32,2015,0.34375,0.26666666666666666
Binghamton,-13.45,-3.49,57.65625,66.375,40.15625,49.9375,0.396,17.3125,0.309,19.3125,0.66,9.0,31.0,8.6875,5.8125,2.5,13.53125,18.03125,40.15625,52.0625,0.447,19.96875,0.37200000000000005,18.09375,0.684,10.1875,35.125,12.9375,6.15625,2.28125,13.09375,18.8125,63.4,90.7,0.387,0.34700000000000003,0.488,46.9,43.9,9.1,7.8,0.45,18.6,26.5,0.255,63.4,104.4,0.348,0.384,0.547,53.1,55.6,9.7,7.0,0.519,17.8,31.7,0.23800000000000002,2015,0.1875,0.0625
Boise State,10.01,1.38,70.29411764705883,60.14705882352941,40.73529411764706,53.61764705882353,0.456,22.294117647058822,0.392,17.38235294117647,0.7290000000000001,8.764705882352942,32.911764705882355,12.029411764705882,6.0588235294117645,2.323529411764706,10.235294117647058,17.11764705882353,40.73529411764706,51.588235294117645,0.41600000000000004,18.58823529411765,0.309,16.41176470588235,0.6990000000000001,8.205882352941176,30.294117647058822,10.558823529411764,4.764705882352941,3.088235294117647,12.647058823529411,16.705882352941178,62.4,110.5,0.324,0.41600000000000004,0.568,52.1,49.2,9.5,7.0,0.537,14.2,28.4,0.23600000000000002,62.4,94.6,0.318,0.36,0.506,47.9,49.2,7.5,9.9,0.47200000000000003,17.6,25.4,0.222,2015,0.7352941176470589,0.6153846153846154
Boston College,6.32,7.94,65.78125,67.40625,40.625,52.125,0.445,19.9375,0.324,18.25,0.705,8.21875,30.71875,13.15625,5.71875,2.6875,12.15625,18.96875,40.625,52.5625,0.441,16.53125,0.335,21.53125,0.72,10.03125,33.34375,12.40625,5.3125,3.3125,12.21875,17.78125,63.9,101.4,0.35,0.382,0.541,48.0,56.7,8.8,7.5,0.507,16.7,26.1,0.247,63.9,104.0,0.41,0.315,0.537,52.0,53.5,8.2,10.3,0.494,16.3,30.8,0.295,2015,0.40625,0.2222222222222222
Boston University,-5.63,-3.12,67.9,69.56666666666666,40.333333333333336,49.93333333333333,0.446,21.033333333333335,0.368,22.466666666666665,0.696,8.766666666666667,31.766666666666666,12.266666666666667,5.666666666666667,1.8666666666666667,12.3,17.4,40.333333333333336,54.0,0.451,21.8,0.37,17.833333333333332,0.7120000000000001,8.9,30.933333333333334,15.166666666666666,5.333333333333333,2.6666666666666665,10.733333333333333,18.433333333333334,63.7,105.7,0.45,0.42100000000000004,0.56,50.7,55.1,8.8,5.8,0.523,16.9,28.5,0.313,63.7,108.3,0.33,0.40399999999999997,0.557,49.3,62.2,8.3,9.2,0.526,14.7,27.9,0.235,2015,0.43333333333333335,0.3333333333333333
Bowling Green State,2.93,-1.25,66.54545454545455,62.90909090909091,40.15151515151515,54.72727272727273,0.431,19.606060606060606,0.337,17.818181818181817,0.7140000000000001,10.757575757575758,35.03030303030303,12.303030303030303,6.636363636363637,3.727272727272727,11.696969696969697,16.666666666666668,40.15151515151515,53.45454545454545,0.413,20.09090909090909,0.33,17.363636363636363,0.7,10.181818181818182,33.63636363636363,10.757575757575758,6.212121212121212,3.4545454545454546,12.454545454545455,17.636363636363637,63.8,103.9,0.326,0.358,0.527,51.0,52.2,10.4,11.2,0.491,15.6,31.4,0.233,63.8,98.2,0.325,0.376,0.51,49.0,48.8,9.7,9.8,0.475,16.8,29.6,0.22699999999999998,2015,0.6363636363636364,0.6666666666666666
Bradley,-4.3,1.52,57.03030303030303,61.39393939393939,40.60606060606061,51.515151515151516,0.376,18.0,0.301,19.424242424242426,0.6629999999999999,11.424242424242424,33.27272727272727,9.333333333333334,6.878787878787879,2.8181818181818183,12.666666666666666,19.545454545454547,40.60606060606061,47.24242424242424,0.428,17.848484848484848,0.358,21.242424242424242,0.6859999999999999,8.93939393939394,32.63636363636363,12.090909090909092,6.121212121212121,3.515151515151515,13.757575757575758,17.03030303030303,61.1,91.9,0.377,0.349,0.469,50.5,48.2,11.1,9.6,0.429,17.3,32.5,0.25,61.1,98.9,0.45,0.37799999999999995,0.535,49.5,59.8,9.9,10.5,0.496,19.4,29.0,0.309,2015,0.2727272727272727,0.09090909090909091
Brigham Young,13.53,5.02,83.74285714285715,73.17142857142858,40.57142857142857,59.714285714285715,0.467,21.8,0.39299999999999996,25.314285714285713,0.7659999999999999,12.028571428571428,38.542857142857144,16.97142857142857,7.3428571428571425,2.942857142857143,11.914285714285715,20.6,40.57142857142857,58.628571428571426,0.436,19.02857142857143,0.327,22.65714285714286,0.7,10.571428571428571,33.857142857142854,14.085714285714285,6.6,3.5714285714285716,13.028571428571428,21.114285714285714,70.7,116.7,0.424,0.365,0.584,53.2,60.9,10.2,7.4,0.539,14.2,34.1,0.325,70.7,102.0,0.386,0.325,0.527,46.8,55.1,9.2,9.4,0.489,15.8,28.5,0.27,2015,0.7142857142857143,0.7272727272727273
Brown,-7.23,-1.99,66.06451612903226,69.16129032258064,40.16129032258065,52.354838709677416,0.423,17.70967741935484,0.319,23.451612903225808,0.6890000000000001,10.451612903225806,36.41935483870968,11.903225806451612,4.483870967741935,4.451612903225806,14.838709677419354,19.06451612903226,40.16129032258065,57.903225806451616,0.42200000000000004,17.838709677419356,0.336,20.838709677419356,0.684,11.129032258064516,34.806451612903224,12.225806451612904,8.0,4.354838709677419,11.225806451612904,20.580645161290324,67.6,97.3,0.44799999999999995,0.33799999999999997,0.52,51.1,53.8,6.6,11.1,0.47700000000000004,18.9,30.6,0.309,67.6,101.9,0.36,0.308,0.51,48.9,50.0,11.8,12.6,0.474,14.2,30.0,0.24600000000000002,2015,0.41935483870967744,0.21428571428571427
Bryant,-6.28,-4.93,66.38709677419355,67.74193548387096,40.483870967741936,54.29032258064516,0.42100000000000004,21.06451612903226,0.34600000000000003,17.806451612903224,0.75,9.870967741935484,33.193548387096776,12.290322580645162,5.064516129032258,2.4838709677419355,11.806451612903226,18.06451612903226,40.483870967741936,55.193548387096776,0.42700000000000005,19.64516129032258,0.315,19.838709677419356,0.725,11.0,34.58064516129032,12.387096774193548,6.483870967741935,3.5806451612903225,10.741935483870968,16.741935483870968,63.8,102.9,0.32799999999999996,0.38799999999999996,0.529,49.0,53.7,7.9,7.0,0.488,15.8,29.5,0.24600000000000002,63.8,105.0,0.359,0.35600000000000004,0.524,51.0,52.5,10.1,10.8,0.483,14.3,32.0,0.261,2015,0.5161290322580645,0.4117647058823529
Bucknell,-3.66,-2.75,68.79411764705883,69.0,40.588235294117645,53.76470588235294,0.43799999999999994,17.794117647058822,0.385,21.352941176470587,0.6970000000000001,10.0,33.6764705882353,13.117647058823529,4.088235294117647,2.7941176470588234,11.088235294117647,18.558823529411764,40.588235294117645,54.14705882352941,0.442,16.11764705882353,0.37,20.470588235294116,0.74,8.205882352941176,31.61764705882353,11.323529411764707,5.088235294117647,4.352941176470588,9.411764705882353,19.176470588235293,64.1,105.8,0.397,0.331,0.5379999999999999,51.6,55.8,6.3,7.3,0.501,14.8,29.9,0.27699999999999997,64.1,106.1,0.37799999999999995,0.298,0.54,48.4,47.3,7.8,12.1,0.49700000000000005,12.8,25.7,0.28,2015,0.5588235294117647,0.35294117647058826
Buffalo,7.93,1.6,74.60606060606061,68.27272727272727,40.0,58.24242424242424,0.435,17.666666666666668,0.341,24.818181818181817,0.7190000000000001,12.727272727272727,38.18181818181818,13.121212121212121,7.515151515151516,4.0,11.454545454545455,18.575757575757574,40.0,57.0,0.423,21.606060606060606,0.33,19.545454545454547,0.664,11.121212121212121,35.24242424242424,11.878787878787879,6.181818181818182,3.303030303030303,13.575757575757576,21.151515151515152,68.7,108.5,0.426,0.303,0.5329999999999999,52.0,51.7,10.9,11.3,0.48700000000000004,14.1,34.5,0.306,68.7,99.3,0.34299999999999997,0.379,0.515,48.0,49.3,9.0,8.1,0.485,17.0,30.4,0.228,2015,0.696969696969697,0.5625
Butler,16.64,8.62,69.0,60.970588235294116,40.588235294117645,55.35294117647059,0.433,15.882352941176471,0.35600000000000004,22.558823529411764,0.6859999999999999,12.0,36.44117647058823,11.382352941176471,6.382352941176471,3.0294117647058822,11.058823529411764,17.41176470588235,40.588235294117645,52.5,0.415,17.941176470588236,0.307,17.5,0.682,8.264705882352942,30.852941176470587,11.0,5.382352941176471,4.4411764705882355,12.676470588235293,19.235294117647058,64.2,105.9,0.408,0.287,0.522,54.2,47.5,9.8,8.8,0.484,14.3,34.7,0.27899999999999997,64.2,93.5,0.33299999999999996,0.342,0.501,45.8,50.5,8.3,11.3,0.467,17.2,25.3,0.22699999999999998,2015,0.6875,0.6666666666666666
Cal Poly,-0.57,0.43,60.41379310344828,59.3448275862069,40.3448275862069,54.793103448275865,0.39,18.379310344827587,0.311,17.448275862068964,0.684,11.793103448275861,34.55172413793103,10.172413793103448,5.448275862068965,3.0,8.793103448275861,16.03448275862069,40.3448275862069,50.310344827586206,0.426,16.517241379310345,0.349,15.482758620689655,0.69,8.724137931034482,33.13793103448276,12.172413793103448,3.9655172413793105,3.3793103448275863,10.551724137931034,16.0,59.3,101.0,0.318,0.335,0.479,51.0,47.6,9.1,8.9,0.442,12.2,32.6,0.218,59.3,99.3,0.308,0.32799999999999996,0.515,49.0,56.8,6.6,9.3,0.484,15.5,27.7,0.212,2015,0.4482758620689655,0.3333333333333333
