school,srs,sos,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga,year,rec,arec
Abilene Christian,-2.89,-6.89,75.87096774193549,65.29032258064517,40.645161290322584,58.483870967741936,0.449,21.806451612903224,0.309,22.419354838709676,0.741,10.870967741935484,33.61290322580645,14.870967741935484,9.451612903225806,2.6129032258064515,14.064516129032258,21.322580645161292,40.645161290322584,49.83870967741935,0.43200000000000005,16.677419354838708,0.298,23.483870967741936,0.7340000000000001,8.741935483870968,33.41935483870968,9.580645161290322,6.806451612903226,3.6774193548387095,19.870967741935484,19.870967741935484,71.1,105.0,0.38299999999999995,0.373,0.5489999999999999,50.1,56.6,13.1,7.9,0.507,16.9,30.6,0.284,71.1,90.4,0.47100000000000003,0.335,0.535,49.9,44.5,9.4,10.0,0.48200000000000004,24.6,27.8,0.34600000000000003,2019,0.6666666666666666,0.5
Air Force,-0.41,2.98,73.0625,74.5625,40.0,54.96875,0.456,22.9375,0.375,19.625,0.731,7.40625,32.5,14.59375,5.03125,1.34375,12.34375,16.6875,40.0,56.53125,0.46399999999999997,27.59375,0.375,16.5625,0.711,7.25,32.5,14.4375,6.25,2.75,11.4375,18.90625,68.9,106.0,0.35700000000000004,0.41700000000000004,0.568,50.0,58.2,7.3,4.6,0.534,16.1,22.7,0.261,68.9,108.2,0.293,0.488,0.579,50.0,55.1,9.1,8.6,0.555,15.1,22.4,0.20800000000000002,2019,0.375,0.25
Akron,7.12,-0.44,75.74193548387096,66.51612903225806,40.0,57.70967741935484,0.44,25.64516129032258,0.361,20.29032258064516,0.7709999999999999,9.741935483870968,37.70967741935484,13.064516129032258,5.096774193548387,2.935483870967742,12.806451612903226,17.677419354838708,40.0,60.83870967741935,0.4,20.516129032258064,0.303,17.419354838709676,0.669,11.451612903225806,36.67741935483871,10.258064516129032,6.032258064516129,2.7419354838709675,13.225806451612904,19.93548387096774,70.6,107.2,0.35200000000000004,0.444,0.562,50.7,51.4,7.2,7.3,0.521,16.0,27.9,0.271,70.6,94.2,0.28600000000000003,0.337,0.48100000000000004,49.3,42.2,8.5,8.6,0.451,16.1,29.1,0.191,2019,0.7741935483870968,0.6666666666666666
Alabama A&M,-18.6,-8.98,61.55172413793103,71.17241379310344,40.172413793103445,57.62068965517241,0.379,18.413793103448278,0.285,18.79310344827586,0.67,9.724137931034482,34.37931034482759,10.655172413793103,5.827586206896552,2.1724137931034484,12.620689655172415,18.0,40.172413793103445,56.55172413793103,0.456,19.82758620689655,0.32299999999999995,20.06896551724138,0.6559999999999999,9.206896551724139,38.44827586206897,12.96551724137931,6.344827586206897,4.241379310344827,12.758620689655173,17.620689655172413,69.2,88.5,0.326,0.32,0.462,47.2,48.7,8.4,5.9,0.425,15.9,25.0,0.218,69.2,102.3,0.355,0.35100000000000003,0.5379999999999999,52.8,50.3,9.1,10.8,0.513,16.2,27.2,0.233,2019,0.27586206896551724,0.11764705882352941
Alabama-Birmingham,-1.06,-1.61,67.09677419354838,65.12903225806451,40.0,53.74193548387097,0.45299999999999996,16.161290322580644,0.321,18.838709677419356,0.7040000000000001,10.32258064516129,37.064516129032256,10.483870967741936,5.967741935483871,2.838709677419355,14.67741935483871,16.483870967741936,40.0,56.03225806451613,0.41600000000000004,22.93548387096774,0.33299999999999996,15.290322580645162,0.713,8.483870967741936,30.548387096774192,11.03225806451613,6.870967741935484,3.225806451612903,12.225806451612904,17.35483870967742,67.0,100.1,0.35100000000000003,0.301,0.535,54.8,43.1,8.9,8.6,0.501,19.0,31.9,0.247,67.0,97.2,0.273,0.409,0.514,45.2,47.4,10.3,8.6,0.484,16.2,24.1,0.195,2019,0.5806451612903226,0.4166666666666667
Alabama State,-15.93,-6.45,61.67741935483871,71.16129032258064,40.0,55.193548387096776,0.386,21.64516129032258,0.306,19.903225806451612,0.627,9.290322580645162,32.25806451612903,10.258064516129032,6.32258064516129,2.225806451612903,16.0,19.903225806451612,40.0,55.67741935483871,0.457,19.193548387096776,0.331,21.225806451612904,0.655,9.548387096774194,36.12903225806452,12.774193548387096,7.419354838709677,3.5483870967741935,14.451612903225806,19.580645161290324,71.0,86.9,0.361,0.392,0.47700000000000004,47.2,48.2,8.9,6.1,0.446,19.8,25.9,0.226,71.0,100.2,0.381,0.345,0.541,52.8,50.2,10.4,10.6,0.514,18.0,29.4,0.25,2019,0.25806451612903225,0.11764705882352941
Alabama,11.1,8.1,82.0,79.0,40.645161290322584,63.096774193548384,0.43700000000000006,30.870967741935484,0.349,23.258064516129032,0.693,11.64516129032258,39.354838709677416,14.225806451612904,6.32258064516129,4.387096774193548,14.870967741935484,20.06451612903226,40.645161290322584,64.58064516129032,0.425,22.419354838709676,0.312,23.161290322580644,0.741,12.32258064516129,39.774193548387096,11.903225806451612,8.483870967741936,4.0,14.03225806451613,20.29032258064516,76.1,106.0,0.369,0.489,0.5529999999999999,49.7,51.6,8.2,10.4,0.522,16.7,29.8,0.256,76.1,102.2,0.359,0.34700000000000003,0.523,50.3,43.4,11.0,12.4,0.479,15.7,30.8,0.266,2019,0.5161290322580645,0.3333333333333333
Albany (NY),-8.8,-5.92,66.46875,68.4375,40.15625,55.25,0.41,24.1875,0.32899999999999996,18.75,0.703,8.09375,34.25,12.78125,5.59375,2.8125,13.625,16.65625,40.15625,58.625,0.42,22.875,0.34299999999999997,16.34375,0.6940000000000001,8.96875,34.5,13.4375,7.6875,3.40625,12.78125,17.9375,69.7,95.0,0.33899999999999997,0.43799999999999994,0.518,49.8,56.4,8.0,7.9,0.48200000000000004,17.5,24.1,0.239,69.7,97.9,0.27899999999999997,0.39,0.515,50.2,54.6,11.0,11.0,0.48700000000000004,16.1,25.5,0.193,2019,0.4375,0.3125
Alcorn State,-14.16,-9.64,75.82758620689656,73.34482758620689,40.3448275862069,61.48275862068966,0.43,24.82758620689655,0.371,18.551724137931036,0.743,11.137931034482758,37.44827586206897,13.827586206896552,8.03448275862069,3.3448275862068964,14.344827586206897,18.275862068965516,40.3448275862069,59.241379310344826,0.447,20.482758620689655,0.332,20.896551724137932,0.65,10.0,35.310344827586206,13.96551724137931,7.310344827586207,2.9310344827586206,13.96551724137931,16.96551724137931,72.7,103.4,0.302,0.40399999999999997,0.539,51.5,52.3,11.0,8.6,0.504,16.9,30.6,0.22399999999999998,72.7,100.0,0.353,0.34600000000000003,0.53,48.5,52.7,10.0,8.0,0.504,16.8,27.5,0.22899999999999998,2019,0.5172413793103449,0.25
American,-4.33,-6.47,71.63333333333334,69.5,40.166666666666664,58.06666666666667,0.457,20.166666666666668,0.34,16.6,0.705,8.9,32.53333333333333,12.766666666666667,7.966666666666667,3.533333333333333,12.3,17.366666666666667,40.166666666666664,55.6,0.447,17.533333333333335,0.319,20.4,0.698,9.866666666666667,34.36666666666667,11.866666666666667,5.966666666666667,3.2,13.7,15.733333333333333,69.0,103.5,0.28600000000000003,0.34700000000000003,0.5429999999999999,48.6,48.1,11.5,9.3,0.516,15.7,26.6,0.201,69.0,100.4,0.36700000000000005,0.315,0.532,51.4,47.8,8.6,8.4,0.49700000000000005,17.3,29.5,0.256,2019,0.5333333333333333,0.375
