school,srs,sos,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga,year,rec,arec
Abilene Christian,-19.6,-4.12,71.41935483870968,71.87096774193549,40.483870967741936,53.67741935483871,0.44299999999999995,19.322580645161292,0.402,21.483870967741936,0.7490000000000001,9.870967741935484,32.61290322580645,12.96774193548387,7.129032258064516,2.3225806451612905,14.612903225806452,20.677419354838708,40.483870967741936,52.903225806451616,0.46299999999999997,16.903225806451612,0.345,24.096774193548388,0.708,9.838709677419354,32.38709677419355,13.129032258064516,6.612903225806452,4.129032258064516,13.903225806451612,18.580645161290324,67.7,104.2,0.4,0.36,0.5589999999999999,50.2,54.5,10.4,6.5,0.515,18.6,30.4,0.3,67.7,104.9,0.455,0.32,0.5579999999999999,49.8,53.6,9.7,12.0,0.518,17.8,30.2,0.32299999999999995,2014,0.3548387096774194,0.0
Air Force,-4.08,1.71,66.0,69.13333333333334,40.333333333333336,52.03333333333333,0.435,21.766666666666666,0.331,19.6,0.69,8.766666666666667,32.333333333333336,13.966666666666667,5.466666666666667,3.1333333333333333,13.333333333333334,18.766666666666666,40.333333333333336,53.166666666666664,0.433,21.566666666666666,0.32799999999999996,22.9,0.7020000000000001,9.833333333333334,33.86666666666667,13.466666666666667,6.933333333333334,4.266666666666667,11.8,18.633333333333333,65.4,100.1,0.377,0.418,0.5379999999999999,48.8,61.7,8.3,9.9,0.504,17.9,26.7,0.26,65.4,104.8,0.431,0.406,0.54,51.2,58.6,10.5,14.1,0.499,15.6,29.4,0.302,2014,0.4,0.2727272727272727
Akron,1.16,-0.48,68.58823529411765,66.94117647058823,40.44117647058823,54.55882352941177,0.43799999999999994,20.294117647058822,0.34600000000000003,22.058823529411764,0.623,12.117647058823529,34.55882352941177,11.382352941176471,6.617647058823529,4.176470588235294,13.117647058823529,17.823529411764707,40.44117647058823,54.94117647058823,0.433,15.205882352941176,0.335,19.852941176470587,0.716,10.823529411764707,33.1764705882353,11.117647058823529,6.5588235294117645,3.1176470588235294,12.911764705882353,18.941176470588236,65.5,103.6,0.40399999999999997,0.37200000000000005,0.527,51.0,47.6,10.0,10.5,0.503,16.8,35.2,0.252,65.5,101.1,0.361,0.27699999999999997,0.52,49.0,46.7,9.9,9.1,0.479,16.7,32.5,0.259,2014,0.6176470588235294,0.42857142857142855
Alabama A&M,-13.86,-10.58,64.53333333333333,67.0,40.5,53.36666666666667,0.41,18.7,0.324,22.466666666666665,0.6559999999999999,10.0,33.833333333333336,12.666666666666666,6.233333333333333,4.166666666666667,13.2,21.433333333333334,40.5,52.833333333333336,0.405,15.066666666666666,0.327,27.7,0.696,12.433333333333334,38.03333333333333,9.7,6.566666666666666,3.1,13.766666666666667,19.6,66.5,95.9,0.42100000000000004,0.35,0.504,47.1,57.9,9.3,11.0,0.467,17.1,28.1,0.276,66.5,99.6,0.524,0.285,0.508,52.9,45.3,9.8,8.9,0.452,17.3,34.3,0.365,2014,0.4666666666666667,0.3125
Alabama-Birmingham,0.78,-0.77,73.09677419354838,70.3225806451613,40.483870967741936,61.903225806451616,0.41700000000000004,16.93548387096774,0.301,24.903225806451612,0.6579999999999999,16.387096774193548,44.54838709677419,12.64516129032258,5.451612903225806,4.129032258064516,13.0,17.516129032258064,40.483870967741936,62.16129032258065,0.413,20.580645161290324,0.313,18.741935483870968,0.6679999999999999,11.935483870967742,36.41935483870968,12.870967741935484,6.935483870967742,4.096774193548387,11.129032258064516,19.903225806451612,69.4,104.0,0.402,0.27399999999999997,0.496,55.0,49.0,7.8,9.9,0.45799999999999996,15.0,40.1,0.265,69.4,100.0,0.302,0.331,0.495,45.0,50.1,9.9,9.1,0.465,13.5,29.8,0.201,2014,0.5806451612903226,0.5
Alabama State,-12.84,-11.4,70.78125,69.53125,40.625,59.125,0.419,19.125,0.28600000000000003,23.375,0.6759999999999999,12.71875,36.1875,12.96875,6.78125,3.59375,11.78125,18.0625,40.625,55.59375,0.444,16.53125,0.314,21.625,0.695,11.71875,36.90625,11.96875,6.09375,3.15625,14.875,20.21875,68.1,102.3,0.395,0.32299999999999995,0.504,49.5,52.4,9.8,9.2,0.465,14.4,33.6,0.267,68.1,100.5,0.389,0.297,0.528,50.5,48.5,8.8,7.9,0.49,18.4,33.3,0.27,2014,0.59375,0.3333333333333333
Alabama,8.34,8.88,67.8125,67.1875,40.46875,52.15625,0.444,17.125,0.33399999999999996,23.03125,0.685,10.0,32.8125,10.96875,6.8125,4.28125,11.875,18.96875,40.46875,54.25,0.419,17.96875,0.308,21.8125,0.7440000000000001,12.0,34.90625,11.90625,5.59375,4.03125,12.8125,19.09375,64.4,104.0,0.442,0.32799999999999996,0.537,48.5,47.4,10.5,11.8,0.499,15.8,30.4,0.303,64.4,103.1,0.402,0.331,0.52,51.5,52.4,8.6,11.5,0.47,16.5,34.5,0.299,2014,0.40625,0.0
Albany (NY),-3.31,-5.22,65.8529411764706,63.94117647058823,40.44117647058823,50.970588235294116,0.441,13.323529411764707,0.36,21.41176470588235,0.75,10.088235294117647,34.55882352941177,11.058823529411764,5.411764705882353,2.9705882352941178,12.588235294117647,17.058823529411764,40.44117647058823,54.35294117647059,0.419,19.88235294117647,0.349,15.794117647058824,0.723,9.676470588235293,31.235294117647058,12.323529411764707,5.794117647058823,3.0294117647058822,11.676470588235293,19.0,63.0,103.3,0.42,0.261,0.539,52.5,49.2,8.5,8.6,0.488,17.1,31.9,0.315,63.0,100.3,0.29100000000000004,0.366,0.517,47.5,54.1,9.1,8.0,0.483,15.9,28.3,0.21,2014,0.5757575757575758,0.4117647058823529
Alcorn State,-15.95,-9.27,64.03225806451613,67.7741935483871,40.806451612903224,53.483870967741936,0.418,14.483870967741936,0.303,22.838709677419356,0.654,9.741935483870968,30.93548387096774,9.129032258064516,5.967741935483871,3.7419354838709675,11.483870967741936,18.612903225806452,40.806451612903224,54.32258064516129,0.43,16.903225806451612,0.342,21.516129032258064,0.711,10.935483870967742,34.483870967741936,12.225806451612904,5.419354838709677,2.5483870967741935,12.580645161290322,17.483870967741936,64.8,96.8,0.42700000000000005,0.271,0.498,47.3,40.8,9.0,10.0,0.45899999999999996,15.1,29.3,0.27899999999999997,64.8,102.5,0.396,0.311,0.525,52.7,52.3,8.2,6.5,0.483,16.3,34.0,0.281,2014,0.3870967741935484,0.13333333333333333
American,0.69,-3.25,63.06060606060606,59.121212121212125,40.15151515151515,46.27272727272727,0.49,16.545454545454547,0.379,16.21212121212121,0.7070000000000001,7.03030303030303,29.87878787878788,14.909090909090908,6.0,3.3333333333333335,14.06060606060606,17.181818181818183,40.15151515151515,49.121212121212125,0.414,15.303030303030303,0.319,20.0,0.679,9.666666666666666,29.151515151515152,10.181818181818182,7.090909090909091,2.393939393939394,12.0,17.545454545454547,60.7,103.4,0.35,0.358,0.584,50.6,65.8,9.8,9.9,0.5579999999999999,20.7,26.5,0.248,60.7,97.0,0.40700000000000003,0.312,0.504,49.4,50.1,11.6,8.1,0.46399999999999997,17.0,29.7,0.276,2014,0.625,0.5294117647058824
Appalachian State,-15.32,-7.13,67.8,71.73333333333333,40.333333333333336,57.666666666666664,0.41600000000000004,16.666666666666668,0.302,23.233333333333334,0.638,13.066666666666666,36.36666666666667,10.9,6.233333333333333,2.7666666666666666,12.066666666666666,19.9,40.333333333333336,54.8,0.46399999999999997,16.2,0.368,22.333333333333332,0.667,10.1,35.46666666666667,12.933333333333334,5.666666666666667,4.333333333333333,12.866666666666667,20.033333333333335,67.4,99.8,0.40299999999999997,0.289,0.493,50.6,45.5,9.2,7.2,0.45899999999999996,14.9,34.0,0.257,67.4,105.6,0.408,0.29600000000000004,0.5479999999999999,49.4,50.9,8.3,10.6,0.519,16.4,30.2,0.272,2014,0.3,0.13333333333333333
Arizona State,13.32,7.41,75.33333333333333,69.42424242424242,40.75757575757576,56.121212121212125,0.451,20.848484848484848,0.39,23.848484848484848,0.6940000000000001,8.515151515151516,35.515151515151516,14.272727272727273,5.0606060606060606,5.515151515151516,11.424242424242424,19.242424242424242,40.75757575757576,59.42424242424242,0.419,16.242424242424242,0.326,22.181818181818183,0.648,11.666666666666666,37.90909090909091,11.727272727272727,5.575757575757576,4.090909090909091,11.93939393939394,19.939393939393938,69.0,107.2,0.425,0.371,0.5579999999999999,48.4,56.3,7.2,12.8,0.524,14.5,24.5,0.295,69.0,98.8,0.373,0.273,0.496,51.6,47.1,7.9,11.6,0.46299999999999997,14.6,30.2,0.242,2014,0.65625,0.4
Arizona,23.36,9.04,72.86842105263158,58.55263157894737,40.526315789473685,55.86842105263158,0.469,14.763157894736842,0.364,22.894736842105264,0.659,12.236842105263158,38.13157894736842,15.105263157894736,5.868421052631579,4.552631578947368,10.18421052631579,16.57894736842105,40.526315789473685,53.71052631578947,0.38,14.236842105263158,0.32,18.36842105263158,0.716,9.710526315789474,31.07894736842105,9.131578947368421,4.684210526315789,3.1052631578947367,12.394736842105264,18.394736842105264,64.1,112.3,0.41,0.264,0.546,55.1,57.6,9.0,11.5,0.517,13.2,36.4,0.27,64.1,90.2,0.342,0.265,0.469,44.9,44.7,7.2,7.6,0.423,16.6,27.3,0.245,2014,0.8823529411764706,0.7142857142857143
Little Rock,-5.39,-1.09,71.5,74.09375,41.25,57.625,0.425,15.78125,0.325,23.5625,0.737,11.53125,36.6875,11.75,5.9375,3.90625,13.1875,21.53125,41.25,55.46875,0.428,22.40625,0.35,27.15625,0.693,10.84375,35.5,13.59375,6.71875,3.71875,13.09375,19.875,68.4,101.4,0.409,0.27399999999999997,0.519,50.8,48.0,8.4,11.8,0.47,16.1,31.9,0.302,68.4,105.1,0.49,0.40399999999999997,0.542,49.2,57.3,9.5,8.9,0.498,16.1,30.1,0.33899999999999997,2014,0.46875,0.4
Arkansas-Pine Bluff,-15.39,-6.9,63.12903225806452,70.58064516129032,40.0,51.774193548387096,0.41100000000000003,18.129032258064516,0.34299999999999997,21.774193548387096,0.6609999999999999,9.903225806451612,30.516129032258064,11.290322580645162,9.548387096774194,2.3225806451612905,15.419354838709678,19.516129032258064,40.0,50.29032258064516,0.466,18.258064516129032,0.359,25.032258064516128,0.684,10.483870967741936,34.903225806451616,14.612903225806452,7.516129032258065,4.225806451612903,16.580645161290324,18.29032258064516,67.9,92.9,0.42100000000000004,0.35,0.508,46.6,53.1,14.0,7.3,0.47100000000000003,19.9,28.9,0.278,67.9,103.8,0.498,0.363,0.568,53.4,62.3,11.1,12.6,0.531,21.1,33.7,0.341,2014,0.41935483870967744,0.3333333333333333
Arkansas State,-0.44,-3.18,76.0,71.84375,41.09375,56.09375,0.444,23.03125,0.38299999999999995,23.9375,0.726,9.40625,34.5,13.28125,6.75,2.78125,12.1875,17.8125,41.09375,58.9375,0.43,19.21875,0.325,20.78125,0.7170000000000001,11.3125,36.625,11.25,6.09375,2.84375,13.15625,20.3125,68.6,107.9,0.42700000000000005,0.41100000000000003,0.563,48.5,53.3,9.6,7.0,0.523,15.3,27.1,0.31,68.6,102.0,0.353,0.326,0.522,51.5,44.4,8.7,8.6,0.483,16.1,31.1,0.253,2014,0.59375,0.4666666666666667
Arkansas,14.34,5.57,80.08823529411765,71.32352941176471,40.470588235294116,61.911764705882355,0.441,20.529411764705884,0.36200000000000004,24.88235294117647,0.726,11.882352941176471,35.94117647058823,15.323529411764707,8.441176470588236,5.5588235294117645,11.529411764705882,20.764705882352942,40.470588235294116,58.3235294117647,0.408,18.08823529411765,0.34600000000000003,25.058823529411764,0.6970000000000001,13.911764705882353,39.411764705882355,11.5,5.4411764705882355,3.088235294117647,17.029411764705884,20.235294117647058,72.5,109.2,0.402,0.332,0.5429999999999999,47.7,56.1,11.5,13.8,0.501,13.5,31.8,0.292,72.5,97.2,0.43,0.31,0.508,52.3,48.3,7.4,7.5,0.462,19.5,36.6,0.3,2014,0.6470588235294118,0.3
Army,-6.16,-4.66,72.38709677419355,73.19354838709677,40.32258064516129,58.193548387096776,0.444,22.483870967741936,0.33899999999999997,18.70967741935484,0.7,11.35483870967742,33.645161290322584,14.064516129032258,6.032258064516129,4.258064516129032,12.935483870967742,18.29032258064516,40.32258064516129,56.61290322580645,0.46,17.451612903225808,0.384,20.032258064516128,0.72,11.064516129032258,35.096774193548384,13.32258064516129,7.32258064516129,3.3225806451612905,13.67741935483871,18.129032258064516,68.1,105.4,0.322,0.386,0.54,48.9,54.4,8.8,10.9,0.509,16.2,32.1,0.225,68.1,106.5,0.354,0.308,0.5529999999999999,51.1,51.2,10.7,9.3,0.519,17.1,33.2,0.255,2014,0.4838709677419355,0.4666666666666667
Auburn,5.11,5.47,71.46666666666667,71.83333333333333,40.03333333333333,55.2,0.43700000000000006,18.466666666666665,0.31,24.333333333333332,0.721,11.0,34.06666666666667,11.633333333333333,6.1,4.466666666666667,12.1,21.5,40.03333333333333,53.833333333333336,0.43,18.866666666666667,0.387,26.233333333333334,0.6940000000000001,11.433333333333334,35.1,13.9,5.8,3.6,12.7,20.433333333333334,67.6,105.6,0.441,0.335,0.535,49.3,48.3,9.0,12.8,0.489,15.3,31.7,0.318,67.6,106.1,0.48700000000000004,0.35,0.542,50.7,60.0,8.6,9.8,0.498,16.1,33.1,0.33799999999999997,2014,0.4666666666666667,0.2
Austin Peay,-10.5,-5.78,76.23333333333333,78.93333333333334,40.5,54.4,0.488,15.3,0.344,26.8,0.665,9.933333333333334,33.3,14.8,6.866666666666666,5.2,15.7,17.233333333333334,40.5,60.56666666666667,0.461,21.7,0.359,20.733333333333334,0.736,12.133333333333333,35.06666666666667,15.833333333333334,7.833333333333333,3.3,14.333333333333334,21.233333333333334,71.9,104.8,0.493,0.281,0.568,48.7,55.7,9.4,13.4,0.537,19.0,30.2,0.32799999999999996,71.9,108.5,0.342,0.358,0.56,51.3,56.7,10.8,8.4,0.526,16.9,34.2,0.252,2014,0.4,0.21428571428571427
Ball State,-10.17,0.65,65.56666666666666,73.8,40.833333333333336,53.36666666666667,0.40700000000000003,20.833333333333332,0.314,22.633333333333333,0.691,12.766666666666667,36.93333333333333,12.5,4.533333333333333,2.3333333333333335,16.833333333333332,20.5,40.833333333333336,55.7,0.46,15.866666666666667,0.332,24.6,0.7020000000000001,10.066666666666666,33.2,13.733333333333333,8.6,3.6666666666666665,11.3,19.233333333333334,67.0,95.9,0.424,0.39,0.511,52.7,57.6,6.6,5.9,0.46799999999999997,20.8,35.6,0.293,67.0,107.9,0.442,0.285,0.5479999999999999,47.3,53.6,12.6,11.3,0.507,14.4,29.4,0.31,2014,0.16666666666666666,0.0
Baylor,15.8,10.11,74.8157894736842,67.8157894736842,40.526315789473685,55.473684210526315,0.455,19.07894736842105,0.386,24.973684210526315,0.68,13.81578947368421,38.31578947368421,14.81578947368421,5.184210526315789,5.315789473684211,11.578947368421053,17.05263157894737,40.526315789473685,57.3421052631579,0.425,19.236842105263158,0.353,18.105263157894736,0.6759999999999999,11.368421052631579,31.57894736842105,14.894736842105264,5.342105263157895,2.8421052631578947,10.368421052631579,19.157894736842106,64.2,115.1,0.45,0.344,0.556,54.8,58.7,8.0,14.0,0.521,14.7,40.6,0.306,64.2,104.3,0.316,0.335,0.514,45.2,61.1,8.2,7.8,0.485,13.6,31.7,0.213,2014,0.6857142857142857,0.42857142857142855
Belmont,3.29,-1.88,79.88888888888889,73.91666666666667,40.0,54.80555555555556,0.498,22.86111111111111,0.392,22.055555555555557,0.7390000000000001,8.75,31.194444444444443,15.86111111111111,6.888888888888889,2.4444444444444446,12.86111111111111,20.416666666666668,40.0,55.25,0.46,19.694444444444443,0.35,23.305555555555557,0.6970000000000001,11.0,32.69444444444444,12.722222222222221,7.222222222222222,3.111111111111111,14.36111111111111,20.555555555555557,69.5,114.9,0.402,0.41700000000000004,0.612,48.8,58.1,9.9,6.9,0.58,16.5,28.7,0.298,69.5,106.3,0.42200000000000004,0.35600000000000004,0.557,51.2,50.1,10.4,9.7,0.522,17.8,32.9,0.294,2014,0.7222222222222222,0.5555555555555556
Bethune-Cookman,-16.86,-7.53,63.5,70.375,40.3125,53.53125,0.4,19.15625,0.35600000000000004,19.21875,0.7190000000000001,11.46875,31.3125,9.875,6.21875,2.5,12.75,21.28125,40.3125,50.125,0.45399999999999996,17.03125,0.354,26.5625,0.7090000000000001,11.625,35.03125,13.15625,6.125,4.59375,12.6875,17.3125,63.4,99.4,0.359,0.358,0.507,47.2,46.1,9.7,7.6,0.46399999999999997,16.9,32.9,0.258,63.4,110.2,0.53,0.34,0.561,52.8,57.8,9.6,13.4,0.514,16.8,36.9,0.376,2014,0.21875,0.1
Binghamton,-16.15,-6.15,61.333333333333336,71.33333333333333,40.5,51.8,0.38,18.966666666666665,0.32,22.9,0.693,10.4,32.333333333333336,9.4,6.133333333333334,2.0,14.266666666666667,19.866666666666667,40.5,53.36666666666667,0.452,21.133333333333333,0.385,21.8,0.685,10.5,35.8,14.733333333333333,7.4,3.466666666666667,13.133333333333333,20.166666666666668,65.6,92.3,0.442,0.366,0.489,47.5,47.7,9.2,6.2,0.439,18.5,29.1,0.306,65.6,107.4,0.408,0.396,0.56,52.5,61.0,11.1,10.6,0.528,17.1,32.4,0.28,2014,0.23333333333333334,0.25
Boise State,8.83,3.86,76.20588235294117,69.02941176470588,40.588235294117645,57.411764705882355,0.456,20.88235294117647,0.37200000000000005,21.470588235294116,0.7490000000000001,11.0,34.38235294117647,11.970588235294118,5.970588235294118,2.088235294117647,10.0,19.205882352941178,40.588235294117645,53.35294117647059,0.446,18.5,0.34700000000000003,21.38235294117647,0.703,8.058823529411764,30.147058823529413,11.323529411764707,4.588235294117647,3.3529411764705883,11.676470588235293,18.794117647058822,65.9,113.9,0.374,0.364,0.564,53.3,45.7,8.9,6.0,0.524,12.9,33.2,0.28,65.9,103.2,0.401,0.34700000000000003,0.5429999999999999,46.7,47.6,6.9,9.2,0.506,15.5,25.6,0.282,2014,0.6176470588235294,0.4166666666666667
Boston College,3.01,8.62,68.65625,73.5625,40.78125,50.1875,0.446,21.9375,0.35200000000000004,21.84375,0.741,8.28125,29.71875,12.40625,4.375,2.6875,11.1875,18.84375,40.78125,55.34375,0.465,15.40625,0.369,22.46875,0.7290000000000001,11.15625,33.34375,12.28125,5.53125,2.875,9.46875,18.40625,62.7,107.4,0.435,0.43700000000000006,0.5670000000000001,47.1,55.4,6.8,6.7,0.523,15.6,27.2,0.32299999999999995,62.7,115.1,0.406,0.278,0.557,52.9,47.7,8.7,10.2,0.517,12.5,34.2,0.29600000000000004,2014,0.25,0.21428571428571427
Boston University,1.77,-2.4,71.2,67.02857142857142,40.57142857142857,56.51428571428571,0.452,22.17142857142857,0.363,16.885714285714286,0.7140000000000001,9.514285714285714,33.17142857142857,14.028571428571428,7.0,1.7714285714285714,11.742857142857142,16.857142857142858,40.57142857142857,54.97142857142857,0.439,18.485714285714284,0.354,17.34285714285714,0.7070000000000001,10.028571428571428,34.371428571428574,12.771428571428572,5.114285714285714,3.057142857142857,13.657142857142857,16.085714285714285,65.9,106.6,0.299,0.392,0.552,49.1,54.9,10.5,4.9,0.523,15.4,28.1,0.213,65.9,100.3,0.315,0.336,0.53,50.9,53.0,7.7,8.9,0.498,17.8,29.8,0.223,2014,0.6857142857142857,0.7333333333333333
Bowling Green State,-3.45,-0.2,62.71875,64.21875,40.3125,54.53125,0.426,13.03125,0.28800000000000003,19.6875,0.637,10.59375,35.34375,12.09375,7.6875,5.53125,14.65625,17.625,40.3125,54.375,0.41100000000000003,17.8125,0.349,20.3125,0.652,11.03125,35.5625,12.59375,8.375,3.375,14.09375,17.71875,67.0,92.9,0.361,0.239,0.491,49.8,52.1,11.4,15.1,0.46,18.7,30.2,0.23,67.0,95.1,0.374,0.32799999999999996,0.502,50.2,56.3,12.4,8.1,0.469,18.0,30.8,0.244,2014,0.375,0.26666666666666666
Bradley,-2.72,-0.31,63.625,66.03125,39.96875,53.75,0.419,14.96875,0.322,19.625,0.701,11.125,33.25,9.5625,7.0625,2.625,11.96875,19.84375,39.96875,50.4375,0.436,19.71875,0.326,21.875,0.713,9.96875,33.3125,12.46875,5.84375,3.34375,12.90625,17.96875,63.9,99.7,0.365,0.278,0.504,50.0,42.4,11.1,8.5,0.46399999999999997,15.9,32.3,0.256,63.9,103.4,0.434,0.391,0.5429999999999999,50.0,56.7,9.2,8.6,0.5,17.5,31.1,0.309,2014,0.375,0.08333333333333333
Brigham Young,11.63,5.72,83.74285714285715,77.31428571428572,40.714285714285715,62.457142857142856,0.46299999999999997,14.257142857142858,0.355,30.142857142857142,0.6920000000000001,13.228571428571428,40.91428571428571,15.542857142857143,7.171428571428572,2.942857142857143,11.285714285714286,19.714285714285715,40.714285714285715,62.142857142857146,0.43,21.82857142857143,0.33899999999999997,23.142857142857142,0.7120000000000001,10.914285714285715,35.8,14.714285714285714,6.085714285714285,4.2,12.6,22.857142857142858,73.5,111.9,0.483,0.228,0.545,53.3,53.8,9.6,7.3,0.503,12.8,34.7,0.33399999999999996,73.5,103.3,0.37200000000000005,0.35100000000000003,0.529,46.7,55.1,8.1,8.7,0.489,14.7,28.3,0.265,2014,0.6764705882352942,0.45454545454545453
Brown,-1.44,-4.04,71.20689655172414,67.27586206896552,40.3448275862069,58.793103448275865,0.431,17.75862068965517,0.381,20.448275862068964,0.6729999999999999,11.344827586206897,39.793103448275865,13.379310344827585,5.655172413793103,4.758620689655173,12.931034482758621,19.655172413793103,40.3448275862069,58.724137931034484,0.39399999999999996,18.75862068965517,0.3,21.620689655172413,0.711,10.862068965517242,36.827586206896555,11.827586206896552,6.344827586206897,4.413793103448276,11.827586206896552,18.482758620689655,69.4,101.7,0.348,0.302,0.52,51.9,52.8,8.1,11.9,0.489,15.9,30.4,0.23399999999999999,69.4,96.1,0.368,0.319,0.488,48.1,51.1,9.1,10.8,0.442,14.6,27.6,0.262,2014,0.5172413793103449,0.4666666666666667
Bryant,-4.25,-4.89,73.46875,72.0,40.3125,55.875,0.47,18.8125,0.33399999999999996,20.90625,0.703,9.59375,34.21875,13.125,6.46875,2.90625,12.40625,17.75,40.3125,59.0,0.434,21.09375,0.36,19.4375,0.68,12.5625,36.40625,12.96875,6.75,4.46875,12.625,18.28125,67.9,107.3,0.374,0.337,0.5579999999999999,48.5,50.0,9.4,7.7,0.526,15.9,28.7,0.263,67.9,105.2,0.32899999999999996,0.358,0.528,51.5,50.7,9.9,12.1,0.498,15.6,33.8,0.22399999999999998,2014,0.5625,0.4375
Bucknell,-1.3,-3.14,65.9,64.06666666666666,40.0,54.233333333333334,0.429,16.733333333333334,0.39,17.2,0.746,9.566666666666666,35.56666666666667,11.9,4.6,1.6333333333333333,10.7,16.666666666666668,40.0,54.8,0.424,17.9,0.33899999999999997,17.4,0.6629999999999999,8.4,31.766666666666666,11.4,5.566666666666666,4.766666666666667,9.133333333333333,15.633333333333333,63.7,103.5,0.317,0.309,0.528,52.8,51.1,7.2,4.4,0.489,14.6,29.0,0.237,63.7,100.6,0.318,0.327,0.508,47.2,49.1,8.7,12.7,0.479,12.7,24.4,0.21,2014,0.5333333333333333,0.5
Buffalo,3.58,-2.13,73.51724137931035,67.3103448275862,40.172413793103445,56.241379310344826,0.447,19.24137931034483,0.335,23.586206896551722,0.7120000000000001,12.241379310344827,37.03448275862069,15.03448275862069,6.827586206896552,4.724137931034483,12.586206896551724,18.448275862068964,40.172413793103445,56.55172413793103,0.423,18.137931034482758,0.31,20.379310344827587,0.682,11.344827586206897,34.0,12.206896551724139,6.827586206896552,2.7241379310344827,13.275862068965518,20.06896551724138,67.7,108.2,0.419,0.342,0.545,52.1,59.8,10.0,12.3,0.504,15.7,35.1,0.299,67.7,99.0,0.36,0.321,0.508,47.9,51.1,10.0,7.4,0.47200000000000003,16.7,31.4,0.24600000000000002,2014,0.6551724137931034,0.5
Butler,7.04,6.98,68.54838709677419,66.58064516129032,41.12903225806452,56.70967741935484,0.429,18.29032258064516,0.32299999999999995,21.096774193548388,0.6609999999999999,10.96774193548387,34.58064516129032,11.129032258064516,6.0,2.838709677419355,10.0,16.870967741935484,41.12903225806452,55.29032258064516,0.447,17.06451612903226,0.308,17.129032258064516,0.691,9.35483870967742,34.12903225806452,12.258064516129032,5.451612903225806,3.5806451612903225,11.774193548387096,18.70967741935484,64.0,104.2,0.37200000000000005,0.32299999999999995,0.514,50.3,45.7,9.1,7.4,0.48200000000000004,13.0,30.7,0.24600000000000002,64.0,101.2,0.31,0.309,0.525,49.7,49.5,8.3,9.3,0.495,15.7,28.4,0.214,2014,0.45161290322580644,0.36363636363636365
Cal Poly,-1.34,1.69,62.970588235294116,63.61764705882353,40.0,54.411764705882355,0.408,19.235294117647058,0.33299999999999996,17.735294117647058,0.688,11.088235294117647,32.23529411764706,11.588235294117647,5.823529411764706,2.735294117647059,8.911764705882353,18.264705882352942,40.0,50.088235294117645,0.434,15.911764705882353,0.33799999999999997,20.41176470588235,0.723,10.029411764705882,33.8235294117647,12.294117647058824,4.5,3.5294117647058822,11.264705882352942,15.852941176470589,60.8,103.5,0.326,0.354,0.501,48.8,52.3,9.6,8.0,0.466,12.4,31.8,0.22399999999999998,60.8,104.5,0.408,0.318,0.532,51.2,56.6,7.4,10.0,0.488,15.9,32.2,0.295,2014,0.42424242424242425,0.21428571428571427
Cal State Bakersfield,-4.86,-4.31,69.21875,68.40625,40.3125,54.75,0.43799999999999994,17.75,0.389,20.90625,0.688,11.84375,34.875,12.0,6.5,3.46875,13.84375,22.125,40.3125,51.3125,0.43200000000000005,18.0,0.313,26.46875,0.695,10.1875,32.6875,11.9375,6.6875,3.53125,12.6875,19.40625,66.0,104.0,0.382,0.324,0.535,51.6,50.1,9.8,10.4,0.501,17.6,34.5,0.263,66.0,102.8,0.516,0.35100000000000003,0.535,48.4,53.8,10.1,9.5,0.48700000000000004,16.6,30.7,0.359,2014,0.40625,0.3333333333333333
Cal State Fullerton,-5.08,-1.12,67.48387096774194,71.45161290322581,40.16129032258065,55.67741935483871,0.425,18.612903225806452,0.331,21.225806451612904,0.6579999999999999,10.483870967741936,33.74193548387097,11.064516129032258,4.67741935483871,1.8709677419354838,11.935483870967742,19.483870967741936,40.16129032258065,53.41935483870968,0.45799999999999996,15.483870967741936,0.34,24.516129032258064,0.705,9.548387096774194,35.03225806451613,12.96774193548387,4.903225806451613,3.5806451612903225,11.387096774193548,18.838709677419356,66.8,100.6,0.381,0.33399999999999996,0.513,49.1,46.7,7.0,4.9,0.48100000000000004,15.4,29.1,0.251,66.8,106.5,0.45899999999999996,0.29,0.5489999999999999,50.9,53.0,7.3,9.7,0.507,14.9,29.1,0.324,2014,0.3548387096774194,0.2
