school,srs,sos,tm_pts,opp_pts,mp,fga,fg_pct,tpa,tp_pct,fta,ft_pct,orb,trb,ast,stl,blk,to,pf,opp_mp,opp_fga,opp_fg_pct,opp_tpa,opp_tp_pct,opp_fta,opp_ft_pct,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_to,opp_pf,pace,ortg,ftr,tpar,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,to_pct,orb_pct,ft_fga,opp_pace,opp_ortg,opp_ftr,opp_tpar,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_to_pct,opp_orb_pct,opp_ft_fga,year,rec,arec
Appalachian State,-7.91,-1.1,70.54838709677419,77.35483870967742,40.0,57.903225806451616,0.401,23.225806451612904,0.35600000000000004,22.612903225806452,0.703,12.67741935483871,36.83870967741935,11.516129032258064,4.096774193548387,3.3225806451612905,14.903225806451612,21.483870967741936,40.0,59.74193548387097,0.462,15.290322580645162,0.386,23.806451612903224,0.682,11.516129032258064,37.32258064516129,12.03225806451613,6.354838709677419,3.7419354838709675,11.258064516129032,21.70967741935484,70.8,99.6,0.391,0.401,0.514,49.7,49.7,5.8,7.5,0.47200000000000003,17.8,32.9,0.275,70.8,109.2,0.39799999999999996,0.256,0.544,50.3,43.6,9.0,10.8,0.512,13.7,32.3,0.272,2016,0.2903225806451613,0.14285714285714285
Arizona State,8.28,8.96,73.28125,73.96875,40.3125,59.96875,0.415,23.65625,0.336,22.6875,0.687,12.3125,36.78125,12.65625,5.3125,2.6875,12.0,20.28125,40.3125,56.625,0.45799999999999996,19.78125,0.354,21.5625,0.7,9.4375,36.21875,15.09375,5.8125,4.6875,12.84375,20.9375,69.8,104.2,0.37799999999999995,0.39399999999999996,0.518,50.4,50.9,7.6,7.3,0.48100000000000004,14.5,31.5,0.26,69.8,105.2,0.381,0.349,0.5529999999999999,49.6,58.2,8.3,12.9,0.52,16.1,27.8,0.267,2016,0.46875,0.25
Arizona,18.79,7.23,80.44117647058823,68.88235294117646,40.88235294117647,57.94117647058823,0.48,17.058823529411764,0.381,25.38235294117647,0.721,11.588235294117647,40.23529411764706,14.264705882352942,4.823529411764706,4.735294117647059,13.0,18.264705882352942,40.88235294117647,60.794117647058826,0.413,19.0,0.316,17.823529411764707,0.713,9.411764705882353,31.029411764705884,12.117647058823529,5.5,3.4411764705882355,11.411764705882353,21.852941176470587,69.8,112.8,0.43799999999999994,0.294,0.575,56.5,51.3,6.8,11.3,0.536,15.7,34.9,0.316,69.8,96.6,0.293,0.313,0.49700000000000005,43.5,48.3,7.7,8.4,0.462,14.1,24.7,0.209,2016,0.7352941176470589,0.5
Little Rock,7.12,-1.76,71.05714285714286,60.82857142857143,40.42857142857143,55.94285714285714,0.45299999999999996,19.8,0.384,17.6,0.7290000000000001,9.0,34.142857142857146,12.885714285714286,6.571428571428571,3.0285714285714285,10.142857142857142,18.285714285714285,40.42857142857143,52.142857142857146,0.395,20.6,0.313,19.34285714285714,0.684,10.085714285714285,34.0,10.771428571428572,4.0,2.742857142857143,13.885714285714286,17.4,64.6,108.8,0.315,0.354,0.5529999999999999,50.1,50.9,10.1,9.6,0.52,13.6,27.3,0.22899999999999998,64.6,93.2,0.371,0.395,0.496,49.9,52.4,6.1,7.6,0.456,18.5,28.6,0.254,2016,0.8787878787878788,0.7857142857142857
Arkansas-Pine Bluff,-19.31,-5.52,56.57575757575758,70.36363636363636,40.15151515151515,52.18181818181818,0.391,20.181818181818183,0.303,15.727272727272727,0.611,9.757575757575758,30.424242424242426,9.606060606060606,7.121212121212121,3.727272727272727,15.636363636363637,21.90909090909091,40.15151515151515,51.54545454545455,0.439,16.87878787878788,0.32299999999999995,27.666666666666668,0.71,12.363636363636363,37.81818181818182,13.363636363636363,8.212121212121213,3.0,13.272727272727273,15.878787878787879,65.3,86.3,0.301,0.387,0.474,44.6,47.0,10.9,10.8,0.45,20.8,27.7,0.184,65.3,107.3,0.537,0.327,0.544,55.4,59.0,12.5,9.4,0.49200000000000005,17.0,37.4,0.381,2016,0.24242424242424243,0.19047619047619047
Arkansas State,-7.48,-2.37,73.61290322580645,75.90322580645162,40.645161290322584,60.41935483870968,0.41100000000000003,18.387096774193548,0.316,24.70967741935484,0.7340000000000001,10.774193548387096,40.096774193548384,12.290322580645162,5.064516129032258,4.387096774193548,12.838709677419354,19.774193548387096,40.645161290322584,63.96774193548387,0.39899999999999997,23.774193548387096,0.35100000000000003,24.419354838709676,0.6759999999999999,12.935483870967742,40.54838709677419,12.870967741935484,6.290322580645161,3.032258064516129,11.451612903225806,21.774193548387096,73.0,99.3,0.409,0.304,0.51,49.7,49.5,6.8,10.9,0.45899999999999996,15.1,28.1,0.3,73.0,102.3,0.382,0.37200000000000005,0.502,50.3,50.4,8.5,7.2,0.46399999999999997,13.2,30.6,0.258,2016,0.3548387096774194,0.125
Arkansas,10.23,6.76,78.15625,74.6875,40.78125,62.25,0.44299999999999995,17.0,0.397,23.375,0.6940000000000001,11.6875,37.09375,16.1875,7.28125,5.15625,11.15625,21.46875,40.78125,57.625,0.435,20.125,0.359,24.6875,0.7,10.90625,37.09375,13.96875,5.15625,4.375,14.1875,20.5625,71.3,107.5,0.376,0.273,0.5329999999999999,50.0,58.7,10.0,13.8,0.49700000000000005,13.2,30.9,0.261,71.3,102.7,0.428,0.349,0.5379999999999999,50.0,55.7,7.1,9.7,0.498,17.0,30.0,0.3,2016,0.5,0.2727272727272727
Army,-7.32,-8.13,76.93939393939394,74.96969696969697,40.90909090909091,63.15151515151515,0.429,26.575757575757574,0.335,19.87878787878788,0.6940000000000001,12.363636363636363,40.54545454545455,15.181818181818182,4.9393939393939394,3.727272727272727,13.575757575757576,19.03030303030303,40.90909090909091,62.54545454545455,0.445,17.424242424242426,0.34600000000000003,19.87878787878788,0.669,10.363636363636363,37.27272727272727,12.636363636363637,7.121212121212121,3.3636363636363638,12.181818181818182,19.575757575757574,72.2,104.2,0.315,0.42100000000000004,0.53,52.1,56.0,6.7,8.3,0.5,15.8,31.5,0.218,72.2,101.6,0.318,0.27899999999999997,0.521,47.9,45.4,9.6,9.2,0.493,14.5,26.9,0.213,2016,0.5757575757575758,0.6470588235294118
Auburn,0.15,7.54,70.70967741935483,78.09677419354838,40.16129032258065,58.70967741935484,0.39799999999999996,25.774193548387096,0.34,24.06451612903226,0.633,11.161290322580646,36.58064516129032,11.35483870967742,5.354838709677419,4.064516129032258,13.806451612903226,21.225806451612904,40.16129032258065,60.54838709677419,0.44299999999999995,21.516129032258064,0.348,24.258064516129032,0.698,12.129032258064516,40.96774193548387,14.161290322580646,6.032258064516129,3.935483870967742,12.903225806451612,21.161290322580644,72.5,97.1,0.41,0.439,0.504,47.2,48.6,7.4,10.4,0.473,16.4,27.9,0.259,72.5,107.3,0.401,0.355,0.542,52.8,52.8,8.3,11.9,0.505,15.2,32.3,0.28,2016,0.3548387096774194,0.15384615384615385
Austin Peay,-6.04,-2.98,76.11111111111111,76.80555555555556,40.55555555555556,56.916666666666664,0.461,17.916666666666668,0.34600000000000003,26.0,0.67,11.722222222222221,36.833333333333336,13.305555555555555,6.944444444444445,2.8055555555555554,13.944444444444445,17.583333333333332,40.55555555555556,59.97222222222222,0.461,23.333333333333332,0.36,18.52777777777778,0.706,10.5,34.333333333333336,14.555555555555555,7.0,3.0,13.277777777777779,21.25,70.5,106.4,0.457,0.315,0.5489999999999999,51.8,50.7,9.7,7.7,0.516,16.8,33.0,0.306,70.5,107.4,0.309,0.389,0.5579999999999999,48.2,52.7,9.8,7.7,0.531,16.2,29.5,0.218,2016,0.5142857142857142,0.4666666666666667
Ball State,0.11,-2.98,70.82857142857142,66.8,40.857142857142854,54.82857142857143,0.446,23.37142857142857,0.373,19.142857142857142,0.693,9.428571428571429,36.42857142857143,14.628571428571428,5.457142857142857,3.6,13.285714285714286,19.0,40.857142857142854,55.74285714285714,0.405,19.914285714285715,0.34700000000000003,20.914285714285715,0.705,9.571428571428571,33.97142857142857,11.4,6.571428571428571,2.142857142857143,11.342857142857143,18.228571428571428,66.2,104.8,0.349,0.426,0.5539999999999999,51.7,59.9,8.1,10.0,0.525,17.2,27.9,0.242,66.2,98.8,0.375,0.35700000000000004,0.509,48.3,50.5,9.7,6.8,0.467,14.7,26.2,0.264,2016,0.6,0.42857142857142855
Baylor,16.13,9.76,77.08823529411765,69.58823529411765,40.44117647058823,58.911764705882355,0.466,16.823529411764707,0.36700000000000005,22.11764705882353,0.725,13.735294117647058,37.26470588235294,17.735294117647058,7.911764705882353,3.9705882352941178,12.705882352941176,19.41176470588235,40.44117647058823,54.205882352941174,0.447,18.764705882352942,0.365,20.38235294117647,0.7,9.235294117647058,29.735294117647058,17.58823529411765,6.5588235294117645,3.9411764705882355,13.617647058823529,19.58823529411765,67.6,112.8,0.375,0.28600000000000003,0.555,55.6,64.6,11.6,11.2,0.518,15.5,40.1,0.272,67.6,101.9,0.376,0.34600000000000003,0.545,44.4,72.7,9.6,9.4,0.51,17.6,28.2,0.263,2016,0.6470588235294118,0.5454545454545454
Belmont,1.19,-2.1,82.4375,78.4375,40.15625,57.78125,0.494,29.09375,0.363,20.3125,0.726,8.46875,34.53125,17.0,4.53125,2.53125,14.0625,19.96875,40.15625,61.78125,0.442,21.53125,0.35100000000000003,22.65625,0.72,11.5625,35.53125,13.125,7.15625,3.125,12.1875,20.78125,72.8,112.8,0.35200000000000004,0.504,0.611,49.3,59.5,6.2,6.3,0.586,17.3,26.1,0.255,72.8,107.3,0.36700000000000005,0.349,0.541,50.7,48.1,9.8,10.9,0.503,14.4,30.7,0.264,2016,0.625,0.4444444444444444
Bethune-Cookman,-14.35,-9.18,70.5625,72.8125,40.46875,60.375,0.414,24.59375,0.316,18.65625,0.688,12.71875,37.0625,11.59375,6.15625,5.96875,12.96875,18.78125,40.46875,60.09375,0.43200000000000005,21.0,0.33899999999999997,20.21875,0.6829999999999999,13.375,39.3125,14.9375,5.40625,2.6875,12.15625,18.1875,68.2,102.3,0.309,0.40700000000000003,0.51,48.5,46.4,8.9,15.3,0.478,15.8,32.9,0.213,68.2,105.6,0.336,0.349,0.522,51.5,57.6,7.8,7.5,0.491,14.9,35.5,0.23,2016,0.4375,0.2777777777777778
Binghamton,-14.08,-6.35,60.9,68.63333333333334,40.166666666666664,53.8,0.39,19.966666666666665,0.285,19.466666666666665,0.682,9.1,34.1,11.1,5.366666666666666,2.2666666666666666,13.966666666666667,18.6,40.166666666666664,55.833333333333336,0.435,20.2,0.337,19.2,0.693,9.933333333333334,36.93333333333333,13.233333333333333,7.033333333333333,2.8,12.4,18.433333333333334,67.4,90.0,0.36200000000000004,0.371,0.483,48.0,52.9,7.9,6.4,0.44299999999999995,18.1,25.2,0.247,67.4,101.4,0.344,0.36200000000000004,0.528,52.0,54.5,10.4,8.3,0.496,16.0,28.4,0.23800000000000002,2016,0.26666666666666666,0.1875
Boise State,7.23,3.13,77.5,70.1875,40.3125,58.09375,0.45299999999999996,24.625,0.331,23.59375,0.7090000000000001,9.84375,34.6875,13.4375,6.53125,2.0,11.625,19.4375,40.3125,55.15625,0.445,20.90625,0.35,19.71875,0.7,8.25,32.9375,12.125,5.28125,3.28125,14.75,21.09375,70.5,109.1,0.406,0.424,0.5589999999999999,51.3,51.1,9.2,5.8,0.523,14.4,28.5,0.28800000000000003,70.5,98.8,0.358,0.379,0.544,48.7,49.4,7.4,9.8,0.511,18.6,24.9,0.25,2016,0.625,0.4166666666666667
Boston College,-1.61,7.67,61.21875,70.5,40.15625,54.75,0.409,22.125,0.325,14.15625,0.6509999999999999,7.59375,31.03125,12.8125,5.65625,2.90625,13.46875,18.0,40.15625,54.125,0.46,18.34375,0.382,20.03125,0.6859999999999999,9.4375,36.71875,14.59375,7.3125,3.4375,12.96875,15.75,67.0,91.0,0.259,0.40399999999999997,0.498,45.8,57.2,8.4,8.1,0.475,18.0,21.8,0.168,67.0,104.8,0.37,0.33899999999999997,0.5539999999999999,54.2,58.7,10.9,10.5,0.524,16.9,28.7,0.254,2016,0.21875,0.0
Boston University,-6.79,-6.37,73.02941176470588,72.47058823529412,40.44117647058823,55.6764705882353,0.45399999999999996,22.0,0.364,20.235294117647058,0.7170000000000001,9.147058823529411,35.76470588235294,13.411764705882353,6.0,3.7941176470588234,13.764705882352942,18.852941176470587,40.44117647058823,59.088235294117645,0.436,21.88235294117647,0.332,20.029411764705884,0.6859999999999999,10.176470588235293,34.8235294117647,14.294117647058824,6.382352941176471,2.6470588235294117,11.941176470588236,18.470588235294116,69.4,104.1,0.363,0.395,0.5589999999999999,50.7,53.1,8.6,10.2,0.526,17.4,27.1,0.26,69.4,103.3,0.33899999999999997,0.37,0.528,49.3,55.5,9.1,7.9,0.49700000000000005,14.8,27.7,0.23199999999999998,2016,0.5588235294117647,0.5263157894736842
Bowling Green State,-5.88,-1.85,70.58823529411765,72.26470588235294,40.0,56.26470588235294,0.444,16.558823529411764,0.361,22.38235294117647,0.6559999999999999,10.147058823529411,36.411764705882355,11.705882352941176,6.147058823529412,3.323529411764706,12.647058823529411,19.264705882352942,40.0,58.1764705882353,0.431,21.91176470588235,0.373,20.147058823529413,0.691,10.294117647058824,35.529411764705884,11.147058823529411,6.088235294117647,3.0294117647058822,11.852941176470589,20.11764705882353,69.4,101.8,0.39799999999999996,0.294,0.528,50.6,46.9,8.9,9.2,0.49700000000000005,15.9,28.7,0.261,69.4,104.2,0.34600000000000003,0.377,0.5329999999999999,49.4,44.4,8.8,7.6,0.502,14.9,28.2,0.239,2016,0.47058823529411764,0.4666666666666667
Bradley,-10.91,3.7,56.03125,69.9375,40.3125,49.875,0.38,18.4375,0.28,19.625,0.662,8.625,33.84375,9.125,4.4375,2.71875,17.125,23.25,40.3125,52.34375,0.44,17.0,0.34600000000000003,27.0625,0.665,9.0,35.03125,12.40625,7.71875,3.09375,11.6875,20.21875,67.3,82.7,0.39299999999999996,0.37,0.473,49.1,48.2,6.5,7.7,0.431,22.4,24.9,0.261,67.3,103.2,0.517,0.325,0.536,50.9,53.9,11.4,9.8,0.496,15.2,26.3,0.344,2016,0.15625,0.07692307692307693
Brigham Young,12.36,2.36,83.5945945945946,72.75675675675676,40.13513513513514,64.02702702702703,0.46299999999999997,23.324324324324323,0.382,22.35135135135135,0.69,11.91891891891892,40.91891891891892,16.513513513513512,6.918918918918919,4.351351351351352,11.72972972972973,18.64864864864865,40.13513513513514,61.32432432432432,0.41600000000000004,23.324324324324323,0.33299999999999996,19.594594594594593,0.716,9.702702702702704,36.21621621621622,13.756756756756756,5.54054054054054,3.675675675675676,13.162162162162161,19.675675675675677,74.0,112.6,0.349,0.364,0.56,53.0,55.7,9.3,11.5,0.532,13.6,31.0,0.24100000000000002,74.0,98.0,0.32,0.38,0.515,47.0,54.0,7.5,9.0,0.479,15.7,25.1,0.22899999999999998,2016,0.7027027027027027,0.5
Brown,-8.05,-2.82,72.85714285714286,76.96428571428571,40.714285714285715,58.035714285714285,0.429,22.821428571428573,0.35200000000000004,21.428571428571427,0.7020000000000001,9.714285714285714,36.392857142857146,14.785714285714286,5.357142857142857,4.071428571428571,13.428571428571429,19.392857142857142,40.714285714285715,61.642857142857146,0.439,21.892857142857142,0.35600000000000004,22.035714285714285,0.6859999999999999,12.071428571428571,39.0,14.321428571428571,7.75,3.4642857142857144,11.571428571428571,19.678571428571427,70.5,101.5,0.369,0.39299999999999996,0.534,48.3,59.4,7.5,10.2,0.498,16.4,26.5,0.259,70.5,107.2,0.35700000000000004,0.355,0.534,51.7,53.0,10.8,9.8,0.502,13.8,31.2,0.245,2016,0.2857142857142857,0.07142857142857142
Bryant,-18.58,-6.71,65.09677419354838,76.16129032258064,40.32258064516129,58.0,0.42,19.838709677419356,0.322,15.548387096774194,0.643,9.67741935483871,33.806451612903224,13.387096774193548,5.67741935483871,2.6774193548387095,13.548387096774194,19.06451612903226,40.32258064516129,60.645161290322584,0.447,24.483870967741936,0.331,19.0,0.727,12.193548387096774,39.25806451612903,15.483870967741936,6.935483870967742,3.6774193548387095,11.161290322580646,16.161290322580644,68.4,94.4,0.268,0.342,0.498,46.3,55.0,8.2,7.4,0.475,17.2,26.3,0.172,68.4,110.5,0.313,0.40399999999999997,0.547,53.7,57.1,10.1,9.6,0.514,13.8,33.6,0.228,2016,0.25806451612903225,0.23529411764705882
Bucknell,-2.09,-5.89,78.96774193548387,73.80645161290323,40.806451612903224,57.67741935483871,0.465,20.612903225806452,0.365,24.967741935483872,0.7140000000000001,10.225806451612904,36.67741935483871,15.774193548387096,6.580645161290323,3.225806451612903,13.64516129032258,21.193548387096776,40.806451612903224,58.83870967741935,0.42700000000000005,21.096774193548388,0.35,24.096774193548388,0.6709999999999999,10.35483870967742,34.41935483870968,14.419354838709678,7.032258064516129,4.258064516129032,13.03225806451613,21.387096774193548,71.5,108.2,0.433,0.35700000000000004,0.568,51.6,58.8,9.0,8.5,0.53,16.4,29.8,0.309,71.5,101.1,0.41,0.359,0.525,48.4,57.4,9.6,11.5,0.49,15.6,28.1,0.275,2016,0.5483870967741935,0.5625
Buffalo,1.34,0.9,77.4,75.25714285714285,40.285714285714285,59.885714285714286,0.43700000000000006,22.17142857142857,0.33899999999999997,24.771428571428572,0.71,12.142857142857142,38.94285714285714,12.6,6.857142857142857,3.5428571428571427,13.571428571428571,21.37142857142857,40.285714285714285,59.94285714285714,0.43200000000000005,21.571428571428573,0.33899999999999997,22.571428571428573,0.716,10.8,36.371428571428574,13.085714285714285,5.628571428571429,3.342857142857143,13.257142857142858,20.571428571428573,72.6,105.9,0.414,0.37,0.54,51.7,48.2,9.4,9.2,0.499,15.9,32.2,0.294,72.6,102.9,0.377,0.36,0.532,48.3,50.6,7.7,8.9,0.493,15.8,28.7,0.27,2016,0.5714285714285714,0.35714285714285715
Butler,16.46,7.55,79.93939393939394,71.03030303030303,40.15151515151515,59.666666666666664,0.466,18.21212121212121,0.39299999999999996,23.454545454545453,0.731,11.090909090909092,36.0,14.181818181818182,6.878787878787879,3.242424242424242,10.151515151515152,19.575757575757574,40.15151515151515,56.93939393939394,0.435,20.696969696969695,0.33799999999999997,20.363636363636363,0.71,9.363636363636363,32.78787878787879,12.545454545454545,4.606060606060606,4.393939393939394,13.090909090909092,20.303030303030305,69.8,114.1,0.39299999999999996,0.305,0.564,52.3,51.0,9.8,8.9,0.526,12.5,32.1,0.287,69.8,101.3,0.358,0.363,0.5329999999999999,47.7,50.6,6.6,10.6,0.49700000000000005,16.4,27.3,0.254,2016,0.6774193548387096,0.5
Cal Poly,-3.49,0.9,72.36666666666666,75.16666666666667,40.666666666666664,60.4,0.41700000000000004,22.7,0.349,20.866666666666667,0.6759999999999999,11.7,36.5,14.166666666666666,5.433333333333334,3.2,10.266666666666667,20.066666666666666,40.666666666666664,57.333333333333336,0.46,18.233333333333334,0.389,21.933333333333334,0.696,9.566666666666666,36.733333333333334,15.166666666666666,5.066666666666666,3.3,10.866666666666667,18.866666666666667,67.8,104.9,0.345,0.376,0.515,49.8,56.3,7.9,8.2,0.48200000000000004,12.7,30.1,0.233,67.8,109.0,0.38299999999999995,0.318,0.555,50.2,57.4,7.3,8.8,0.522,13.8,27.8,0.266,2016,0.3333333333333333,0.2
